Gavialis_gangeticus	Crocodylus_porosus	Alligator_sinensis	Alligator_mississippiensis	
0.00098396	1.3111e-05	0.0018085	0.00054004	
0.00097285	1.3309e-05	0.001807	0.00054064	
0.00096195	1.3515e-05	0.0018056	0.00054124	
0.00095124	1.3727e-05	0.0018041	0.00054186	
0.00094074	1.3947e-05	0.0018027	0.00054249	
0.00093012	1.4153e-05	0.0018013	0.0005431	
0.00091975	1.437e-05	0.0017999	0.00054373	
0.0009096	1.4597e-05	0.0017985	0.00054437	
0.00089968	1.4834e-05	0.0017971	0.00054503	
0.00088998	1.5083e-05	0.0017958	0.00054571	
0.00088002	1.7654e-05	0.0017944	0.00054637	
0.00086996	2.0182e-05	0.0017931	0.00054701	
0.00086012	2.2791e-05	0.0017917	0.00054767	
0.00085018	2.5357e-05	0.0017903	0.00054831	
0.00084041	2.7989e-05	0.001789	0.00054897	
0.00083086	3.0703e-05	0.0017877	0.00054964	
0.00082147	3.3485e-05	0.0017863	0.00055032	
0.00081224	3.6337e-05	0.0017851	0.00055101	
0.00080317	3.926e-05	0.0017838	0.00055171	
0.00079425	4.2256e-05	0.0017825	0.00055243	
0.00078552	4.5344e-05	0.0017813	0.00055315	
0.00077696	4.8525e-05	0.0017801	0.00055389	
0.00076855	5.1786e-05	0.0017789	0.00055465	
0.00076006	5.5e-05	0.0017777	0.00055538	
0.00075151	5.817e-05	0.0017765	0.00055611	
0.00074288	6.13e-05	0.0017752	0.00055682	
0.00073419	6.4391e-05	0.0017739	0.00055751	
0.00072564	6.7557e-05	0.0017727	0.00055822	
0.00071723	7.0799e-05	0.0017715	0.00055894	
0.00070896	7.4119e-05	0.0017702	0.00055967	
0.00070062	7.7395e-05	0.001769	0.00056038	
0.00069241	8.0749e-05	0.0017678	0.0005611	
0.00068413	8.406e-05	0.0017665	0.00056181	
0.00067602	8.7468e-05	0.0017653	0.00056254	
0.00066806	9.0977e-05	0.0017641	0.00056327	
0.00066026	9.4588e-05	0.001763	0.00056402	
0.00065239	9.8154e-05	0.0017618	0.00056476	
0.00064468	0.00010182	0.0017606	0.00056551	
0.0006369	0.00010545	0.0017594	0.00056624	
0.00062925	0.00010916	0.0017582	0.00056699	
0.00062153	0.00011282	0.001757	0.00056772	
0.00061376	0.00011644	0.0017558	0.00056844	
0.00060593	0.00012002	0.0017546	0.00056915	
0.00059822	0.00012368	0.0017534	0.00056986	
0.00059044	0.0001273	0.0017521	0.00057057	
0.00058282	0.00013102	0.0017509	0.00057128	
0.00057532	0.00013483	0.0017497	0.00057201	
0.00056776	0.0001386	0.0017485	0.00057272	
0.00056013	0.00014231	0.0017473	0.00057342	
0.00055265	0.00014614	0.001746	0.00057413	
0.00054532	0.00015008	0.0017449	0.00057486	
0.00053813	0.00015414	0.0017437	0.0005756	
0.00053106	0.0001583	0.0017425	0.00057635	
0.00052412	0.00016259	0.0017414	0.00057711	
0.00051713	0.00016683	0.0017402	0.00057786	
0.00051026	0.00017117	0.0017391	0.00057863	
0.00050351	0.00017565	0.001738	0.00057941	
0.0004969	0.00018026	0.0017369	0.0005802	
0.00049024	0.00018481	0.0017358	0.00058098	
0.0004837	0.0001895	0.0017347	0.00058177	
0.00047711	0.00019414	0.0017336	0.00058255	
0.00047065	0.00019891	0.0017325	0.00058335	
0.0004643	0.00020381	0.0017314	0.00058415	
0.00045806	0.00020885	0.0017304	0.00058497	
0.00045192	0.00021401	0.0017294	0.0005858	
0.00044587	0.00021929	0.0017283	0.00058663	
0.00043994	0.00022473	0.0017273	0.00058749	
0.00043397	0.00023012	0.0017263	0.00058832	
0.00042795	0.00023544	0.0017253	0.00058915	
0.00042188	0.00024071	0.0017242	0.00058996	
0.00041577	0.00024592	0.0017232	0.00059076	
0.00040977	0.00025128	0.0017221	0.00059158	
0.00040388	0.0002568	0.0017211	0.00059241	
0.00039795	0.00026225	0.00172	0.00059322	
0.00039197	0.00026765	0.001719	0.00059402	
0.00038595	0.000273	0.0017179	0.00059481	
0.00037988	0.00027828	0.0017168	0.00059559	
0.00037391	0.00028369	0.0017157	0.00059637	
0.00036788	0.00028904	0.0017146	0.00059715	
0.00036181	0.00029433	0.0017135	0.00059791	
0.00035585	0.00029977	0.0017124	0.00059868	
0.00035	0.00030537	0.0017113	0.00059947	
0.00034424	0.00031111	0.0017102	0.00060026	
0.00033843	0.00031678	0.0017091	0.00060105	
0.00033271	0.00032259	0.0017081	0.00060184	
0.00032708	0.00032853	0.001707	0.00060265	
0.0003214	0.00033441	0.0017059	0.00060344	
0.00031568	0.00034023	0.0017048	0.00060422	
0.00031005	0.00034619	0.0017038	0.00060501	
0.00030437	0.00035208	0.0017027	0.00060578	
0.00029877	0.00035812	0.0017016	0.00060657	
0.00029329	0.00036434	0.0017005	0.00060737	
0.00028776	0.00037049	0.0016995	0.00060815	
0.00028231	0.00037679	0.0016984	0.00060895	
0.00027696	0.00038325	0.0016974	0.00060976	
0.00027171	0.00038991	0.0016963	0.00061059	
0.00026656	0.00039677	0.0016953	0.00061143	
0.0002615	0.00040381	0.0016944	0.00061228	
0.00025652	0.00041103	0.0016934	0.00061314	
0.00025164	0.00041848	0.0016924	0.00061402	
0.00024684	0.00042611	0.0016915	0.00061491	
0.000242	0.00043365	0.0016906	0.00061579	
0.00023725	0.00044143	0.0016896	0.00061668	
0.0002326	0.00044279	0.0016887	0.00061758	
0.00022804	0.00044422	0.0016879	0.00061851	
0.00022344	0.00044561	0.001687	0.00061941	
0.00021894	0.00044709	0.0016861	0.00062034	
0.00021453	0.00044866	0.0016852	0.00062128	
0.00021007	0.00045018	0.0016844	0.0006222	
0.0002057	0.00045178	0.0016835	0.00062315	
0.00020129	0.00045335	0.0016826	0.00062407	
0.00019683	0.00045487	0.0016817	0.00062498	
0.00019246	0.00045648	0.0016809	0.00062591	
0.00018805	0.00045804	0.00168	0.00062683	
0.00018373	0.00045969	0.0016791	0.00062776	
0.00017936	0.0004613	0.0016782	0.00062867	
0.00017509	0.00046301	0.0016773	0.0006296	
0.00017091	0.0004648	0.0016765	0.00063055	
0.00016668	0.00046655	0.0016756	0.00063149	
0.00016254	0.0004684	0.0016748	0.00063244	
0.00015835	0.00047019	0.0016739	0.00063338	
0.00015423	0.00047206	0.0016731	0.00063432	
0.00015019	0.00047402	0.0016723	0.00063529	
0.00014622	0.00047606	0.0016715	0.00063627	
0.0001422	0.00047805	0.0016706	0.00063723	
0.00013827	0.00048015	0.0016698	0.00063821	
0.0001343	0.00048219	0.001669	0.00063917	
0.00013042	0.00048435	0.0016682	0.00064016	
0.00012662	0.00048662	0.0016675	0.00064116	
0.00012278	0.00048886	0.0016667	0.00064215	
0.000119	0.00049119	0.0016659	0.00064315	
0.00011518	0.00049346	0.0016651	0.00064414	
0.00011144	0.00049585	0.0016643	0.00064514	
0.00010766	0.00049818	0.0016635	0.00064613	
0.00010394	0.0005006	0.0016628	0.00064713	
0.00010018	0.00050297	0.001662	0.00064812	
9.6366e-05	0.00050527	0.0016611	0.00064908	
9.2627e-05	0.00050767	0.0016603	0.00065007	
8.8975e-05	0.00051021	0.0016596	0.00065107	
8.5276e-05	0.00051268	0.0016588	0.00065206	
8.1529e-05	0.00051508	0.001658	0.00065303	
7.787e-05	0.00051761	0.0016572	0.00065402	
7.4295e-05	0.00051687	0.0016564	0.00065503	
7.0668e-05	0.00051607	0.0016556	0.00065602	
6.7126e-05	0.00051537	0.0016548	0.00065703	
6.3651e-05	0.00051475	0.0016541	0.00065806	
6.013e-05	0.00051407	0.0016533	0.00065907	
5.9853e-05	0.00051317	0.0016525	0.00066006	
5.9596e-05	0.00051236	0.0016518	0.00066107	
5.9753e-05	0.00050875	0.001651	0.00066206	
5.9923e-05	0.00050528	0.0016502	0.00066307	
6.0109e-05	0.00050196	0.0016495	0.0006641	
6.0321e-05	0.00049883	0.0016487	0.00066511	
6.051e-05	0.00049562	0.0016479	0.00066614	
6.0679e-05	0.00049231	0.0016472	0.00066715	
6.0827e-05	0.00048893	0.0016464	0.00066814	
6.0989e-05	0.00048567	0.0016456	0.00066915	
6.113e-05	0.00048232	0.0016448	0.00067014	
6.1284e-05	0.0004791	0.001644	0.00067115	
6.145e-05	0.00047601	0.0016432	0.00067217	
6.1598e-05	0.00047284	0.0016425	0.00067318	
6.1763e-05	0.00046981	0.0016417	0.0006742	
6.1944e-05	0.00046693	0.001641	0.00067525	
6.2143e-05	0.00046419	0.0016403	0.00067633	
6.2321e-05	0.00046137	0.0016396	0.00067738	
6.2517e-05	0.00045869	0.0016389	0.00067845	
6.2693e-05	0.00045593	0.0016381	0.00067951	
6.2848e-05	0.0004531	0.0016374	0.00068054	
6.3017e-05	0.00045038	0.0016367	0.0006816	
6.3198e-05	0.00044777	0.001636	0.00068267	
6.3361e-05	0.00044509	0.0016352	0.00068372	
6.3536e-05	0.00044252	0.0016345	0.00068479	
6.3692e-05	0.00043988	0.0016338	0.00068584	
6.3866e-05	0.00043737	0.0016331	0.00068691	
6.4071e-05	0.000428	0.0016324	0.00068801	
6.4295e-05	0.00041897	0.0016318	0.00068913	
6.4536e-05	0.0004103	0.0016311	0.00069027	
6.4757e-05	0.00040146	0.0016305	0.00069139	
6.4997e-05	0.00039297	0.0016299	0.00069254	
6.5255e-05	0.0003848	0.0016293	0.0006937	
6.5531e-05	0.00037694	0.0016287	0.00069489	
6.5825e-05	0.00036938	0.0016282	0.00069611	
6.61e-05	0.00036168	0.0016276	0.0006973	
6.6393e-05	0.00035428	0.0016271	0.00069852	
6.6705e-05	0.00034717	0.0016266	0.00069976	
6.6996e-05	0.00033991	0.0016261	0.00070098	
6.7306e-05	0.00033293	0.0016256	0.00070223	
6.7635e-05	0.00032623	0.0016251	0.0007035	
6.7934e-05	0.00031933	0.0016247	0.00070478	
6.8253e-05	0.0003127	0.0016242	0.00070609	
6.8585e-05	0.00030629	0.0016239	0.00070742	
6.8933e-05	0.00030008	0.0016235	0.00070877	
6.9295e-05	0.00029407	0.0016231	0.00071014	
6.9673e-05	0.00028825	0.0016228	0.00071152	
7.0029e-05	0.00028232	0.0016224	0.00071289	
7.0405e-05	0.00027661	0.0016221	0.00071428	
7.076e-05	0.00027079	0.0016217	0.00071565	
7.1088e-05	0.00026481	0.0016214	0.00071704	
7.0669e-05	0.00026198	0.0016211	0.00071845	
7.0266e-05	0.00025926	0.0016208	0.00071988	
6.9841e-05	0.00025646	0.0016205	0.00072129	
6.9394e-05	0.0002536	0.0016202	0.00072268	
6.8968e-05	0.00025086	0.0016199	0.0007241	
6.8562e-05	0.00024823	0.0016196	0.00072554	
6.817e-05	0.0002457	0.0016193	0.000727	
6.7757e-05	0.00024311	0.001619	0.00072844	
6.7324e-05	0.00024045	0.0016187	0.00072986	
6.6905e-05	0.00023789	0.0016184	0.00073129	
6.65e-05	0.00023541	0.0016182	0.00073275	
6.611e-05	0.00023303	0.0016179	0.00073422	
6.5733e-05	0.00023072	0.0016177	0.00073572	
6.5336e-05	0.00022836	0.0016175	0.00073719	
6.4957e-05	0.0002261	0.0016172	0.00073869	
6.4596e-05	0.00022394	0.001617	0.00074021	
6.4253e-05	0.00022187	0.0016169	0.00074175	
6.3924e-05	0.00021988	0.0016167	0.00074332	
6.3607e-05	0.00021797	0.0016166	0.0007449	
6.327e-05	0.000216	0.0016164	0.00074646	
6.2951e-05	0.00021412	0.0016163	0.00074805	
6.2649e-05	0.00021233	0.0016162	0.00074966	
6.2365e-05	0.00021062	0.0016161	0.0007513	
6.2062e-05	0.00020886	0.001616	0.00075291	
6.174e-05	0.00020707	0.0016159	0.00075451	
6.1431e-05	0.00020534	0.0016158	0.00075613	
6.1139e-05	0.00020369	0.0016157	0.00075778	
6.0828e-05	0.000202	0.0016156	0.0007594	
6.0535e-05	0.00020039	0.0016155	0.00076105	
6.0222e-05	0.00019873	0.0016154	0.00076268	
5.9926e-05	0.00019716	0.0016154	0.00076433	
5.9647e-05	0.00019566	0.0016153	0.00076601	
5.9334e-05	0.00019409	0.0016153	0.00076772	
5.9039e-05	0.00019259	0.0016153	0.00076945	
5.8761e-05	0.00019117	0.0016154	0.00077121	
5.85e-05	0.00018983	0.0016154	0.000773	
5.8258e-05	0.00018857	0.0016155	0.00077477	
5.8033e-05	0.00018737	0.0016155	0.00077656	
5.7825e-05	0.00018625	0.0016156	0.00077838	
5.7634e-05	0.00018519	0.0016158	0.00078023	
5.7459e-05	0.0001842	0.0016159	0.0007821	
5.7264e-05	0.00018317	0.0016161	0.00078395	
5.7047e-05	0.00018209	0.0016162	0.00078583	
5.6847e-05	0.00018108	0.0016164	0.00078774	
5.6628e-05	0.00018003	0.0016166	0.00078962	
5.6389e-05	0.00017894	0.0016167	0.00079149	
5.6163e-05	0.00017791	0.0016169	0.00079338	
5.5948e-05	0.00017692	0.001617	0.00079529	
5.5746e-05	0.00017599	0.0016172	0.00079722	
5.5524e-05	0.00017502	0.0016174	0.00079912	
5.5317e-05	0.00017411	0.0016176	0.00080106	
5.5127e-05	0.00017326	0.0016178	0.00080302	
5.4948e-05	0.00017246	0.0016181	0.00080501	
5.4781e-05	0.0001717	0.0016184	0.00080702	
5.4625e-05	0.00017099	0.0016187	0.00080905	
5.448e-05	0.00017033	0.001619	0.0008111	
5.4347e-05	0.00016971	0.0016193	0.00081317	
5.4196e-05	0.00016906	0.0016196	0.00081522	
5.4056e-05	0.00016845	0.00162	0.0008173	
5.3931e-05	0.0001679	0.0016203	0.00081941	
5.3788e-05	0.00016732	0.0016207	0.00082149	
5.3657e-05	0.00016678	0.001621	0.00082359	
5.3506e-05	0.0001662	0.0016214	0.00082568	
5.3335e-05	0.00016559	0.0016217	0.00082774	
5.3183e-05	0.00016503	0.0016219	0.00082978	
5.3041e-05	0.00016452	0.0016222	0.00083184	
5.2915e-05	0.00016407	0.0016226	0.00083394	
5.2771e-05	0.00016358	0.0016229	0.00083601	
5.2642e-05	0.00016314	0.0016232	0.00083811	
5.2528e-05	0.00016276	0.0016236	0.00084024	
5.243e-05	0.00016243	0.001624	0.0008424	
5.2342e-05	0.00016213	0.0016244	0.00084458	
5.2269e-05	0.00016189	0.0016248	0.00084679	
5.2207e-05	0.00016169	0.0016253	0.00084903	
5.2156e-05	0.00016153	0.0016258	0.00085129	
5.2087e-05	0.00016134	0.0016262	0.00085353	
5.2029e-05	0.00016119	0.0016267	0.00085579	
5.1951e-05	0.00016101	0.0016271	0.00085803	
5.1856e-05	0.00016079	0.0016276	0.00086025	
5.1746e-05	0.00016054	0.001628	0.00086245	
5.1617e-05	0.00016025	0.0016283	0.00086462	
5.1455e-05	0.00015992	0.0016288	0.00086683	
5.1309e-05	0.00015963	0.0016292	0.00086906	
5.1144e-05	0.00015931	0.0016296	0.00087128	
5.0993e-05	0.00015904	0.0016301	0.00086875	
5.0858e-05	0.00015882	0.0016307	0.00086626	
5.0738e-05	0.00015864	0.0016313	0.0008638	
5.0598e-05	0.00015844	0.0016319	0.00086132	
5.0469e-05	0.00015828	0.0016325	0.00085886	
5.0351e-05	0.00015815	0.0016331	0.00085642	
5.0244e-05	0.00015807	0.0016337	0.00085401	
5.0146e-05	0.00015802	0.0016344	0.00085163	
5.0032e-05	0.00015794	0.001635	0.00084922	
4.9931e-05	0.00015791	0.0016357	0.00084684	
4.9841e-05	0.00015792	0.0016364	0.00084449	
4.9761e-05	0.00015797	0.0016371	0.00084216	
4.9664e-05	0.00015799	0.0016378	0.00083981	
4.9576e-05	0.00015805	0.0016385	0.00083748	
4.9504e-05	0.00015816	0.0016392	0.00083519	
4.9441e-05	0.0001583	0.00164	0.00083291	
4.9394e-05	0.00015849	0.0016407	0.00083062	
4.9329e-05	0.00015866	0.0016414	0.0008283	
4.9274e-05	0.00015886	0.0016421	0.00082601	
4.9201e-05	0.00015903	0.0016428	0.00082369	
4.9144e-05	0.00015925	0.0016435	0.00082136	
4.91e-05	0.00015952	0.0016442	0.00081905	
4.907e-05	0.00015783	0.0016449	0.00081677	
4.905e-05	0.0001562	0.0016457	0.00081451	
4.9042e-05	0.00015465	0.0016464	0.00081228	
4.9043e-05	0.00015314	0.0016472	0.00081006	
4.9027e-05	0.0001516	0.001648	0.00080783	
4.9023e-05	0.00015013	0.0016488	0.00080562	
4.9003e-05	0.00014862	0.0016496	0.0008034	
4.8968e-05	0.00014708	0.0016503	0.00080116	
4.8944e-05	0.0001456	0.0016511	0.00079894	
4.8931e-05	0.00014418	0.0016519	0.00079675	
4.8902e-05	0.00014272	0.0016526	0.00079454	
4.8883e-05	0.00014133	0.0016534	0.00079235	
4.8874e-05	0.00013999	0.0016543	0.00079019	
4.8876e-05	0.0001387	0.0016551	0.00078805	
4.8862e-05	0.00013738	0.0016559	0.00078589	
4.8833e-05	0.00013603	0.0016567	0.00078371	
4.8814e-05	0.00013473	0.0016575	0.00078156	
4.8804e-05	0.00013349	0.0016584	0.00077943	
4.8781e-05	0.00013221	0.0016592	0.00077728	
4.8743e-05	0.00013092	0.00166	0.00077512	
4.8715e-05	0.00012967	0.0016608	0.00077298	
4.8695e-05	0.00012846	0.0016617	0.00077086	
4.8683e-05	0.0001273	0.0016626	0.00076876	
4.8659e-05	0.00012612	0.0016634	0.00076665	
4.8621e-05	0.00012492	0.0016642	0.00076452	
4.8588e-05	0.00012375	0.0016651	0.00076241	
4.8561e-05	0.00012261	0.0016659	0.00076031	
4.8539e-05	0.00012151	0.0016668	0.00075822	
4.8504e-05	0.00012039	0.0016677	0.00075613	
4.8474e-05	0.0001193	0.0016686	0.00075404	
4.843e-05	0.00011818	0.0016694	0.00075195	
4.8374e-05	0.00011705	0.0016702	0.00074984	
4.8323e-05	0.00011595	0.0016711	0.00074775	
4.8277e-05	0.00011488	0.001672	0.00074567	
4.8217e-05	0.00011379	0.0016728	0.00074357	
4.8163e-05	0.00011272	0.0016737	0.00074149	
4.8115e-05	0.0001117	0.0016745	0.00073943	
4.8074e-05	0.00011071	0.0016754	0.00073738	
4.8041e-05	0.00010975	0.0016764	0.00073535	
4.8015e-05	0.00010883	0.0016773	0.00073334	
4.7975e-05	0.00010789	0.0016782	0.00073132	
4.7924e-05	0.00010693	0.0016791	0.00072928	
4.7879e-05	0.000106	0.00168	0.00072726	
4.784e-05	0.00010511	0.0016809	0.00072525	
4.7809e-05	0.00010425	0.0016819	0.00072326	
4.7784e-05	0.00010342	0.0016829	0.00072129	
4.7747e-05	0.00010257	0.0016838	0.00071931	
4.7714e-05	0.00010174	0.0016848	0.00071733	
4.7687e-05	0.00010095	0.0016857	0.00071538	
4.7649e-05	0.00010014	0.0016867	0.00071341	
4.7617e-05	9.9359e-05	0.0016877	0.00071146	
4.7591e-05	9.8607e-05	0.0016887	0.00070952	
4.7554e-05	9.7839e-05	0.0016897	0.00070757	
4.7521e-05	9.7094e-05	0.0016907	0.00070564	
4.7494e-05	9.6377e-05	0.0016917	0.00070371	
4.7454e-05	9.5643e-05	0.0016927	0.00070178	
4.7403e-05	9.4893e-05	0.0016937	0.00069984	
4.7358e-05	9.4171e-05	0.0016947	0.00069791	
4.7319e-05	9.3476e-05	0.0016957	0.00069599	
4.7268e-05	9.2765e-05	0.0016967	0.00069407	
4.7223e-05	9.2081e-05	0.0016977	0.00069216	
4.7182e-05	9.1417e-05	0.0016987	0.00069026	
4.7144e-05	9.0773e-05	0.0016997	0.00068837	
4.7111e-05	9.0149e-05	0.0017008	0.00068649	
4.7065e-05	8.9511e-05	0.0017018	0.0006846	
4.7026e-05	8.8898e-05	0.0017029	0.00068273	
4.6993e-05	8.831e-05	0.001704	0.00068087	
4.6966e-05	8.7746e-05	0.001705	0.00067902	
4.6943e-05	8.72e-05	0.0017061	0.00067719	
4.6908e-05	8.664e-05	0.0017072	0.00067535	
4.6861e-05	8.6066e-05	0.0017083	0.00067349	
4.6802e-05	8.5476e-05	0.0017093	0.00067162	
4.6746e-05	8.4906e-05	0.0017104	0.00066977	
4.6697e-05	8.4359e-05	0.0017115	0.00066792	
4.6636e-05	8.3797e-05	0.0017126	0.00066607	
4.6578e-05	8.3254e-05	0.0017136	0.00066423	
4.6508e-05	8.2696e-05	0.0017147	0.00066237	
4.6427e-05	8.2124e-05	0.0017157	0.00066051	
4.6349e-05	8.157e-05	0.0017168	0.00065865	
4.6259e-05	8.1002e-05	0.0017179	0.00065679	
4.6176e-05	8.0456e-05	0.0017189	0.00065494	
4.6095e-05	7.9928e-05	0.00172	0.00065309	
4.6003e-05	7.9386e-05	0.001721	0.00065124	
4.5914e-05	7.8861e-05	0.0017221	0.0006494	
4.5829e-05	7.8353e-05	0.0017232	0.00064757	
4.5732e-05	7.7832e-05	0.0017243	0.00064573	
4.5623e-05	7.7296e-05	0.0017253	0.00064387	
4.5518e-05	7.6778e-05	0.0017264	0.00064203	
4.5401e-05	7.6246e-05	0.0017274	0.00064018	
4.5288e-05	7.5731e-05	0.0017285	0.00063833	
4.518e-05	7.5237e-05	0.0017296	0.0006365	
4.5078e-05	7.4765e-05	0.0017307	0.00063469	
4.4965e-05	7.428e-05	0.0017318	0.00063286	
4.4858e-05	7.3815e-05	0.0017329	0.00063105	
4.4738e-05	7.3337e-05	0.0017339	0.00062922	
4.4625e-05	7.2879e-05	0.001735	0.00062741	
4.4514e-05	7.2437e-05	0.0017361	0.00062561	
4.4392e-05	7.1982e-05	0.0017372	0.0006238	
4.4258e-05	7.1513e-05	0.0017383	0.00062198	
4.4128e-05	7.106e-05	0.0017394	0.00062017	
4.4001e-05	7.0623e-05	0.0017405	0.00061836	
4.3878e-05	7.0201e-05	0.0017416	0.00061657	
4.3742e-05	6.9766e-05	0.0017427	0.00061477	
4.3596e-05	6.9318e-05	0.0017438	0.00061296	
4.3452e-05	6.8886e-05	0.0017449	0.00061115	
4.3312e-05	6.8468e-05	0.0017461	0.00060936	
4.316e-05	6.8037e-05	0.0017472	0.00060755	
4.3014e-05	6.7626e-05	0.0017483	0.00060576	
4.2871e-05	6.7229e-05	0.0017494	0.00060398	
4.2716e-05	6.6819e-05	0.0017505	0.00060219	
4.2566e-05	6.6428e-05	0.0017516	0.00060041	
4.242e-05	6.6052e-05	0.0017528	0.00059864	
4.2277e-05	6.569e-05	0.0017539	0.00059688	
4.2138e-05	6.5342e-05	0.0017551	0.00059513	
4.2003e-05	6.5013e-05	0.0017563	0.00059339	
4.1874e-05	6.4701e-05	0.0017575	0.00059166	
4.1751e-05	6.4408e-05	0.0017587	0.00058995	
4.1631e-05	6.4128e-05	0.0017599	0.00058825	
4.1514e-05	6.3862e-05	0.0017612	0.00058656	
4.14e-05	6.3609e-05	0.0017624	0.00058487	
4.1289e-05	6.3369e-05	0.0017637	0.0005832	
4.1166e-05	6.3117e-05	0.001765	0.00058151	
4.1047e-05	6.2879e-05	0.0017662	0.00057984	
4.0916e-05	6.2627e-05	0.0017675	0.00057815	
4.0773e-05	6.2362e-05	0.0017687	0.00057646	
4.0618e-05	6.2086e-05	0.0017699	0.00057475	
4.0469e-05	6.1826e-05	0.0017712	0.00057305	
4.0308e-05	6.1554e-05	0.0017724	0.00057135	
4.015e-05	6.1294e-05	0.0017736	0.00056965	
3.9995e-05	6.1048e-05	0.0017749	0.00056796	
3.9828e-05	6.0789e-05	0.0017761	0.00056626	
3.9667e-05	6.0547e-05	0.0017774	0.00056458	
3.9511e-05	6.0322e-05	0.0017786	0.0005629	
3.9358e-05	6.011e-05	0.0017799	0.00056124	
3.9211e-05	5.9915e-05	0.0017812	0.00055959	
3.9066e-05	5.9733e-05	0.0017825	0.00055794	
3.891e-05	5.9538e-05	0.0017838	0.00055629	
3.8758e-05	5.9359e-05	0.0017852	0.00055465	
3.8596e-05	5.9168e-05	0.0017865	0.000553	
3.8438e-05	5.8994e-05	0.0017878	0.00055136	
3.8286e-05	5.8836e-05	0.0017891	0.00054973	
3.814e-05	5.8696e-05	0.0017905	0.00054812	
3.7981e-05	5.8542e-05	0.0017918	0.00054649	
3.781e-05	5.8374e-05	0.0017931	0.00054485	
3.7626e-05	5.8193e-05	0.0017945	0.0005432	
3.743e-05	5.7998e-05	0.0017957	0.00054154	
3.724e-05	5.7821e-05	0.001797	0.00053989	
3.7056e-05	5.766e-05	0.0017984	0.00053826	
3.6875e-05	5.7513e-05	0.0017997	0.00053663	
3.6699e-05	5.7383e-05	0.0018011	0.00053502	
3.6527e-05	5.7265e-05	0.0018025	0.00053342	
3.6358e-05	5.7161e-05	0.0018039	0.00053182	
3.6192e-05	5.707e-05	0.0018053	0.00053024	
3.603e-05	5.6992e-05	0.0018067	0.00052866	
3.5873e-05	5.6931e-05	0.0018081	0.0005271	
3.5704e-05	5.6856e-05	0.0018095	0.00052553	
3.554e-05	5.6798e-05	0.001811	0.00052397	
3.538e-05	5.6754e-05	0.0018124	0.00052242	
3.5223e-05	5.6723e-05	0.0018139	0.00052088	
3.507e-05	5.6706e-05	0.0018154	0.00051935	
3.4904e-05	5.6675e-05	0.0018169	0.00051781	
3.4742e-05	5.6658e-05	0.0018184	0.00051627	
3.4587e-05	5.6659e-05	0.0018199	0.00051476	
3.4418e-05	5.6645e-05	0.0018214	0.00051322	
3.4255e-05	5.6649e-05	0.0018229	0.00051171	
3.4098e-05	5.6673e-05	0.0018244	0.0005102	
3.3948e-05	5.6715e-05	0.001826	0.00050871	
3.3805e-05	5.6777e-05	0.0018276	0.00050724	
3.3666e-05	5.6854e-05	0.0018292	0.00050577	
3.3531e-05	5.6947e-05	0.0018308	0.00050432	
3.3402e-05	5.706e-05	0.0018324	0.00050288	
3.3255e-05	5.715e-05	0.0018341	0.00050145	
3.3093e-05	5.7224e-05	0.0018358	0.00050001	
3.2917e-05	5.728e-05	0.0018374	0.00049856	
3.2749e-05	5.7358e-05	0.001839	0.00049711	
3.2587e-05	5.7456e-05	0.0018407	0.00049569	
3.2412e-05	5.7538e-05	0.0018423	0.00049425	
3.2241e-05	5.7636e-05	0.001844	0.00049282	
3.2057e-05	5.7718e-05	0.0018457	0.00049138	
3.1879e-05	5.7821e-05	0.0018473	0.00048995	
3.1688e-05	5.7908e-05	0.001849	0.00048851	
3.1502e-05	5.8012e-05	0.0018507	0.00048708	
3.1322e-05	5.8137e-05	0.0018524	0.00048566	
3.115e-05	5.8282e-05	0.001854	0.00048423	
3.0964e-05	5.841e-05	0.0018557	0.00048278	
3.0765e-05	5.8522e-05	0.0018573	0.00048132	
3.0569e-05	5.865e-05	0.001859	0.00047988	
3.036e-05	5.876e-05	0.0018606	0.00047841	
3.0154e-05	5.8887e-05	0.0018623	0.00047696	
2.9936e-05	5.8998e-05	0.0018639	0.0004755	
2.9721e-05	5.9126e-05	0.0018656	0.00047404	
2.9493e-05	5.9237e-05	0.0018672	0.00047257	
2.9269e-05	5.9365e-05	0.0018689	0.00047112	
2.9031e-05	5.9476e-05	0.0018705	0.00046965	
2.878e-05	5.957e-05	0.0018721	0.00046816	
2.8514e-05	5.9647e-05	0.0018737	0.00046666	
2.8255e-05	5.9745e-05	0.0018753	0.00046517	
2.7983e-05	5.9827e-05	0.0018769	0.00046368	
2.7715e-05	5.9925e-05	0.0018785	0.00046219	
2.7433e-05	6.0007e-05	0.0018801	0.00046068	
2.7155e-05	6.0104e-05	0.0018817	0.00045919	
2.6863e-05	6.0185e-05	0.0018833	0.00045769	
2.6557e-05	6.0249e-05	0.0018849	0.00045617	
2.6238e-05	6.0296e-05	0.0018864	0.00045463	
2.5925e-05	6.0364e-05	0.001888	0.00045311	
2.5598e-05	6.0415e-05	0.0018896	0.00045158	
2.5257e-05	6.0449e-05	0.0018911	0.00045003	
2.4923e-05	6.0504e-05	0.0018926	0.00044849	
2.4595e-05	6.0581e-05	0.0018942	0.00044697	
2.4273e-05	6.0679e-05	0.0018958	0.00044547	
2.3958e-05	6.0798e-05	0.0018975	0.00044397	
2.3645e-05	6.0934e-05	0.0018991	0.00044249	
