Zalophus_californianus	Vulpes_vulpes	Vulpes_lagopus	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Suricata_suricatta	Puma_yagouaroundi	Puma_concolor	Phoca_vitulina	Panthera_tigris	Panthera_pardus	Panthera_leo	Odobenus_rosmarus	Neomonachus_schauinslandi	Mustela_putorius	Mustela_erminea	Mirounga_leonina	Lynx_pardinus	Lontra_canadensis	Leptonychotes_weddellii	Hyaena_hyaena	Halichoerus_grypus	Felis_catus	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	Acinonyx_jubatus	
0.0051252	0.038192	0.00049676	0.0022318	0.00016538	0.031751	0.0012578	4.4132e-05	0.0045904	0.0045904	0.00097061	0.011566	0.7991	0.005344	4.889e-05	0.0001994	0.0013691	0.0029663	3.6435e-05	0.0010329	9.874e-06	0.01008	1.2379e-06	0.011929	0.0043903	0.002244	0.00089457	7.8926e-05	3.8878e-05	0.0045432	0.013164	
0.0051144	0.03822	0.00049829	0.0022302	0.00016619	0.031719	0.0012564	4.3671e-05	0.0045888	0.0045888	0.00097322	0.011554	0.79839	0.0053446	4.8604e-05	0.00020007	0.0013681	0.0029663	3.6578e-05	0.001037	9.7926e-06	0.010025	1.232e-06	0.011936	0.004384	0.0022404	0.0008791	7.8519e-05	3.8263e-05	0.0045218	0.013162	
0.0051037	0.038248	0.00049982	0.0022287	0.00016701	0.031687	0.001255	4.3308e-05	0.0045873	0.0045873	0.00097583	0.011542	0.79768	0.0053451	4.8326e-05	0.00020075	0.0013671	0.0029664	3.6721e-05	0.0010411	9.7146e-06	0.0099711	1.2302e-06	0.011943	0.0043778	0.0022369	0.00086385	7.8145e-05	3.7653e-05	0.0045009	0.01316	
0.005093	0.038276	0.00050133	0.0022272	0.00016781	0.031655	0.0012536	4.2882e-05	0.0045857	0.0045857	0.00097844	0.01153	0.79697	0.0053456	4.8031e-05	0.00020141	0.0013661	0.0029665	3.6849e-05	0.0010453	9.6301e-06	0.0099167	1.2209e-06	0.01195	0.0043715	0.0022333	0.00084849	7.7748e-05	3.7026e-05	0.0044797	0.013157	
0.0050823	0.038304	0.00050284	0.0022256	0.00016861	0.031622	0.0012522	4.2398e-05	0.0045841	0.0045841	0.00098103	0.011518	0.79626	0.0053461	4.772e-05	0.00020205	0.0013652	0.0029667	3.6964e-05	0.0010493	9.5396e-06	0.0098619	1.2046e-06	0.011957	0.0043652	0.0022298	0.00083301	7.7329e-05	3.6383e-05	0.0044583	0.013155	
0.0050716	0.038332	0.00050435	0.0022241	0.00016941	0.03159	0.0012508	4.2024e-05	0.0045825	0.0045825	0.00098362	0.011506	0.79555	0.0053467	4.7418e-05	0.0002027	0.0013644	0.002967	3.7079e-05	0.0010535	9.4532e-06	0.0098081	1.1934e-06	0.011965	0.004359	0.0022262	0.0008178	7.6948e-05	3.5748e-05	0.0044375	0.013153	
0.005061	0.03836	0.00050587	0.0022226	0.00017021	0.031558	0.0012495	4.1744e-05	0.004581	0.004581	0.00098621	0.011494	0.79485	0.0053473	4.7123e-05	0.00020337	0.0013637	0.0029675	3.7194e-05	0.0010577	9.3704e-06	0.0097552	1.1863e-06	0.011972	0.0043529	0.0022227	0.00080281	7.66e-05	3.5118e-05	0.004417	0.013151	
0.0050503	0.038389	0.00050739	0.002221	0.00017101	0.031526	0.0012481	4.0101e-05	0.0045794	0.0045794	0.00098879	0.011482	0.79416	0.0053479	4.6813e-05	0.00020401	0.0013629	0.0029678	3.7295e-05	0.0010619	9.2814e-06	0.0097019	1.1877e-06	0.011979	0.004347	0.0022191	0.00078771	7.6288e-05	3.4472e-05	0.0043963	0.013149	
0.0050398	0.038417	0.00050891	0.0022195	0.00017181	0.031494	0.0012467	3.8676e-05	0.0045779	0.0045779	0.00099138	0.01147	0.79348	0.0053485	4.6511e-05	0.00020467	0.0013623	0.0029683	3.7397e-05	0.0010663	9.1967e-06	0.0096496	1.1941e-06	0.011987	0.0043411	0.0022156	0.00077287	7.6013e-05	3.3834e-05	0.0043761	0.013147	
0.0050292	0.038447	0.00051043	0.002218	0.00017261	0.031462	0.0012454	3.7444e-05	0.0045764	0.0045764	0.00099397	0.011459	0.79281	0.0053491	4.6218e-05	0.00020535	0.0013617	0.0029689	3.75e-05	0.0010707	9.1162e-06	0.0095983	1.2056e-06	0.011994	0.0043354	0.002212	0.00075828	7.5774e-05	3.3213e-05	0.0043564	0.013145	
0.0050185	0.038475	0.00051194	0.0022165	0.00017341	0.03143	0.001244	3.6109e-05	0.0045749	0.0045749	0.00099655	0.011447	0.79213	0.0053498	4.5908e-05	0.00020605	0.001361	0.0029694	3.7604e-05	0.001075	9.0291e-06	0.009548	1.2094e-06	0.012002	0.0043296	0.0022085	0.00074357	7.5511e-05	3.2576e-05	0.0043364	0.013144	
0.0050079	0.038505	0.00051346	0.002215	0.00017421	0.031398	0.0012427	3.4956e-05	0.0045734	0.0045734	0.00099912	0.011435	0.79146	0.0053505	4.5607e-05	0.00020676	0.0013605	0.0029701	3.7709e-05	0.0010794	8.9462e-06	0.0094986	1.2184e-06	0.012009	0.0043239	0.0022049	0.00072911	7.5284e-05	3.1945e-05	0.0043169	0.013142	
0.0049973	0.038534	0.00051498	0.0022135	0.000175	0.031367	0.0012413	3.3705e-05	0.0045719	0.0045719	0.0010017	0.011424	0.79079	0.0053511	4.5289e-05	0.00020745	0.0013599	0.0029706	3.7799e-05	0.0010838	8.8568e-06	0.0094488	1.2198e-06	0.012017	0.0043182	0.0022013	0.00071453	7.5093e-05	3.1297e-05	0.0042972	0.01314	
0.0049867	0.038563	0.00051649	0.002212	0.00017578	0.031335	0.00124	3.2351e-05	0.0045704	0.0045704	0.0010042	0.011412	0.79011	0.0053517	4.4954e-05	0.00020811	0.0013594	0.0029713	3.7874e-05	0.0010882	8.7715e-06	0.0093985	1.2134e-06	0.012024	0.0043124	0.0021977	0.0007002	7.488e-05	3.0632e-05	0.0042772	0.013138	
0.0049761	0.038593	0.00051799	0.0022104	0.00017656	0.031303	0.0012386	3.09e-05	0.0045688	0.0045688	0.0010068	0.0114	0.78943	0.0053524	4.4603e-05	0.00020875	0.0013589	0.0029719	3.7936e-05	0.0010925	8.6803e-06	0.0093478	1.2e-06	0.012032	0.0043066	0.0021941	0.00068576	7.4646e-05	2.9951e-05	0.0042571	0.013136	
0.0049655	0.038622	0.00051948	0.0022089	0.00017732	0.031271	0.0012372	2.9336e-05	0.0045673	0.0045673	0.0010093	0.011389	0.78875	0.005353	4.4223e-05	0.00020936	0.0013583	0.0029725	3.7982e-05	0.0010967	8.5825e-06	0.0092967	1.1789e-06	0.012039	0.0043006	0.0021905	0.00067121	7.4388e-05	2.9281e-05	0.0042368	0.013134	
0.0049548	0.038651	0.00052096	0.0022073	0.00017808	0.031239	0.0012358	2.7976e-05	0.0045658	0.0045658	0.0010118	0.011377	0.78808	0.0053536	4.3826e-05	0.00020996	0.0013576	0.0029729	3.8014e-05	0.0011011	8.4783e-06	0.0092451	1.1631e-06	0.012046	0.0042948	0.0021869	0.00065655	7.4108e-05	2.8594e-05	0.0042162	0.013132	
0.0049442	0.03868	0.00052243	0.0022057	0.00017883	0.031208	0.0012344	2.6523e-05	0.0045642	0.0045642	0.0010143	0.011365	0.7874	0.0053542	4.3414e-05	0.00021052	0.0013569	0.0029733	3.8032e-05	0.0011053	8.379e-06	0.0091932	1.1403e-06	0.012054	0.004289	0.0021833	0.00064219	7.3807e-05	2.7892e-05	0.0041954	0.01313	
0.0049336	0.038709	0.0005239	0.0022042	0.00017958	0.031176	0.001233	2.5236e-05	0.0045627	0.0045627	0.0010168	0.011354	0.78673	0.0053548	4.3008e-05	0.00021111	0.0013563	0.0029738	3.805e-05	0.0011097	8.2827e-06	0.0091421	1.1214e-06	0.012061	0.0042832	0.0021797	0.00062805	7.3537e-05	2.7194e-05	0.0041751	0.013129	
0.0049231	0.038739	0.00052536	0.0022026	0.00018034	0.031144	0.0012316	2.4095e-05	0.0045612	0.0045612	0.0010193	0.011342	0.78607	0.0053555	4.2608e-05	0.0002117	0.0013558	0.0029744	3.8067e-05	0.0011141	8.1895e-06	0.0090918	1.1063e-06	0.012069	0.0042776	0.0021761	0.0006141	7.3244e-05	2.65e-05	0.0041551	0.013127	
0.0049125	0.038768	0.00052681	0.0022011	0.00018109	0.031112	0.0012302	2.288e-05	0.0045596	0.0045596	0.0010218	0.01133	0.78541	0.0053561	4.2194e-05	0.00021227	0.0013552	0.0029749	3.8071e-05	0.0011185	8.0906e-06	0.0090412	1.0846e-06	0.012076	0.0042719	0.0021725	0.00060007	7.2932e-05	2.5792e-05	0.004135	0.013125	
0.0049021	0.038797	0.00052826	0.0021996	0.00018184	0.031081	0.0012288	2.1799e-05	0.0045581	0.0045581	0.0010243	0.011319	0.78475	0.0053568	4.1785e-05	0.00021286	0.0013547	0.0029755	3.8074e-05	0.0011229	7.9945e-06	0.0089914	1.0679e-06	0.012083	0.0042663	0.0021689	0.00058624	7.265e-05	2.5087e-05	0.0041153	0.013123	
0.0048915	0.038827	0.00052971	0.002198	0.00018258	0.031049	0.0012274	2.0643e-05	0.0045566	0.0045566	0.0010268	0.011307	0.78409	0.0053574	4.1361e-05	0.00021342	0.0013541	0.002976	3.8063e-05	0.0011273	7.8926e-06	0.0089413	1.0443e-06	0.012091	0.0042607	0.0021653	0.00057231	7.2349e-05	2.4367e-05	0.0040953	0.013121	
0.0048811	0.038856	0.00053115	0.0021965	0.00018333	0.031018	0.001226	1.9604e-05	0.0045551	0.0045551	0.0010293	0.011296	0.78343	0.0053581	4.0942e-05	0.000214	0.0013537	0.0029767	3.8051e-05	0.0011317	7.793e-06	0.0088918	1.0237e-06	0.012099	0.0042551	0.0021617	0.00055857	7.2075e-05	2.365e-05	0.0040757	0.01312	
0.0048706	0.038886	0.00053259	0.0021949	0.00018406	0.030986	0.0012246	1.8502e-05	0.0045536	0.0045536	0.0010318	0.011284	0.78278	0.0053588	4.0509e-05	0.00021455	0.0013532	0.0029772	3.8026e-05	0.0011361	7.688e-06	0.0088421	9.9672e-07	0.012106	0.0042495	0.0021581	0.00054474	7.1782e-05	2.2918e-05	0.004056	0.013118	
0.0048601	0.038915	0.00053403	0.0021934	0.0001848	0.030955	0.0012232	1.7507e-05	0.0045521	0.0045521	0.0010343	0.011273	0.78213	0.0053595	4.008e-05	0.00021512	0.0013527	0.0029779	3.7999e-05	0.0011406	7.5851e-06	0.0087931	9.7236e-07	0.012114	0.004244	0.0021545	0.00053109	7.1515e-05	2.2189e-05	0.0040366	0.013116	
0.0048497	0.038945	0.00053546	0.0021918	0.00018554	0.030924	0.0012218	1.662e-05	0.0045506	0.0045506	0.0010367	0.011261	0.78148	0.0053602	3.9656e-05	0.00021569	0.0013524	0.0029787	3.7971e-05	0.0011451	7.4848e-06	0.0087448	9.511e-07	0.012121	0.0042386	0.0021508	0.00051763	7.1276e-05	2.1464e-05	0.0040176	0.013115	
0.0048394	0.038975	0.00053691	0.0021903	0.00018629	0.030892	0.0012205	1.5831e-05	0.0045491	0.0045491	0.0010392	0.01125	0.78085	0.0053609	3.9238e-05	0.00021628	0.0013521	0.0029795	3.7942e-05	0.0011497	7.3871e-06	0.0086973	9.3281e-07	0.012129	0.0042332	0.0021472	0.00050435	7.1064e-05	2.0742e-05	0.0039989	0.013113	
0.004829	0.039005	0.00053834	0.0021888	0.00018703	0.030861	0.0012191	1.5121e-05	0.0045476	0.0045476	0.0010417	0.011238	0.78021	0.0053616	3.8806e-05	0.00021685	0.0013519	0.0029805	3.7901e-05	0.0011543	7.2838e-06	0.0086496	9.1677e-07	0.012137	0.004228	0.0021436	0.00049097	7.0836e-05	2.0006e-05	0.0039805	0.013111	
0.0048187	0.039035	0.00053976	0.0021873	0.00018777	0.03083	0.0012178	1.4368e-05	0.0045462	0.0045462	0.0010441	0.011227	0.77958	0.0053624	3.8361e-05	0.0002174	0.0013516	0.0029814	3.7847e-05	0.0011589	7.1754e-06	0.0086016	8.9495e-07	0.012145	0.0042227	0.00214	0.00047753	7.0592e-05	1.9256e-05	0.0039621	0.01311	
0.0048083	0.039065	0.00054118	0.0021858	0.0001885	0.030799	0.0012164	1.3573e-05	0.0045447	0.0045447	0.0010466	0.011215	0.77894	0.0053631	3.7902e-05	0.00021793	0.0013513	0.0029823	3.7781e-05	0.0011635	7.062e-06	0.0085533	8.6746e-07	0.012152	0.0042174	0.0021364	0.00046402	7.0333e-05	1.8492e-05	0.0039435	0.013108	
0.0047979	0.039095	0.00054259	0.0021842	0.00018924	0.030768	0.001215	1.2848e-05	0.0045432	0.0045432	0.001049	0.011204	0.77831	0.0053639	3.7447e-05	0.00021847	0.0013511	0.0029832	3.7712e-05	0.0011681	6.9502e-06	0.0085057	8.4168e-07	0.01216	0.0042121	0.0021328	0.00045067	7.0096e-05	1.773e-05	0.0039251	0.013107	
0.0047876	0.039125	0.000544	0.0021827	0.00018996	0.030736	0.0012137	1.2084e-05	0.0045417	0.0045417	0.0010515	0.011193	0.77768	0.0053646	3.6978e-05	0.00021899	0.0013509	0.0029841	3.763e-05	0.0011727	6.8335e-06	0.0084579	8.1037e-07	0.012168	0.0042069	0.0021291	0.00043725	6.9845e-05	1.6954e-05	0.0039067	0.013105	
0.0047772	0.039155	0.0005454	0.0021812	0.00019069	0.030705	0.0012123	1.1394e-05	0.0045403	0.0045403	0.0010539	0.011181	0.77706	0.0053654	3.6513e-05	0.00021952	0.0013507	0.0029851	3.7547e-05	0.0011773	6.7188e-06	0.0084107	7.8119e-07	0.012176	0.0042017	0.0021255	0.00042401	6.9617e-05	1.6181e-05	0.0038886	0.013104	
0.0047669	0.039186	0.0005468	0.0021797	0.00019141	0.030674	0.001211	1.0671e-05	0.0045388	0.0045388	0.0010563	0.01117	0.77643	0.0053661	3.6036e-05	0.00022003	0.0013505	0.002986	3.7452e-05	0.0011819	6.5995e-06	0.0083633	7.468e-07	0.012184	0.0041965	0.0021219	0.00041071	6.9376e-05	1.5394e-05	0.0038704	0.013102	
0.0047566	0.039216	0.00054819	0.0021782	0.00019214	0.030643	0.0012096	1.0019e-05	0.0045373	0.0045373	0.0010588	0.011159	0.77581	0.0053669	3.5563e-05	0.00022056	0.0013503	0.002987	3.7355e-05	0.0011866	6.4821e-06	0.0083167	7.145e-07	0.012192	0.0041913	0.0021182	0.00039757	6.9226e-05	1.461e-05	0.0038525	0.013101	
0.0047464	0.039246	0.00054958	0.0021767	0.00019286	0.030612	0.0012083	9.4292e-06	0.0045359	0.0045359	0.0010612	0.011148	0.77519	0.0053677	3.5094e-05	0.00022109	0.0013502	0.0029881	3.7257e-05	0.0011913	6.3667e-06	0.0082707	6.8409e-07	0.0122	0.0041863	0.0021146	0.0003846	6.91e-05	1.3828e-05	0.0038349	0.013099	
0.0047362	0.039277	0.00055097	0.0021752	0.00019359	0.030582	0.001207	8.8907e-06	0.0045344	0.0045344	0.0010636	0.011136	0.77458	0.0053685	3.4627e-05	0.00022163	0.0013502	0.0029893	3.7156e-05	0.0011961	6.2525e-06	0.0082253	6.5489e-07	0.012208	0.0041813	0.002111	0.00037177	6.8993e-05	1.3046e-05	0.0038176	0.013098	
0.004726	0.039307	0.00055236	0.0021737	0.00019431	0.030551	0.0012056	8.3211e-06	0.004533	0.004533	0.001066	0.011125	0.77397	0.0053693	3.4147e-05	0.00022215	0.0013502	0.0029905	3.7042e-05	0.0012008	6.1336e-06	0.0081797	6.2035e-07	0.012216	0.0041763	0.0021073	0.00035889	6.8872e-05	1.2251e-05	0.0038001	0.013096	
0.0047158	0.039338	0.00055374	0.0021722	0.00019503	0.03052	0.0012043	7.8065e-06	0.0045316	0.0045316	0.0010685	0.011114	0.77336	0.0053701	3.3671e-05	0.00022269	0.0013502	0.0029917	3.6927e-05	0.0012056	6.0165e-06	0.0081348	5.8749e-07	0.012224	0.0041713	0.0021037	0.00034616	6.8775e-05	1.1458e-05	0.003783	0.013095	
0.0047057	0.039369	0.00055512	0.0021707	0.00019575	0.030489	0.001203	7.2641e-06	0.0045301	0.0045301	0.0010709	0.011103	0.77276	0.0053709	3.3183e-05	0.0002232	0.0013502	0.0029929	3.68e-05	0.0012104	5.8948e-06	0.0080896	5.4951e-07	0.012232	0.0041664	0.0021001	0.00033338	6.8664e-05	1.0652e-05	0.0037658	0.013093	
0.0046955	0.039399	0.00055649	0.0021692	0.00019646	0.030459	0.0012017	6.7696e-06	0.0045287	0.0045287	0.0010733	0.011092	0.77215	0.0053717	3.2698e-05	0.00022373	0.0013503	0.0029941	3.6671e-05	0.0012152	5.7745e-06	0.0080451	5.1277e-07	0.01224	0.0041615	0.0020964	0.00032075	6.8575e-05	9.8472e-06	0.0037488	0.013092	
0.0046854	0.03943	0.00055786	0.0021677	0.00019717	0.030428	0.0012004	6.2419e-06	0.0045272	0.0045272	0.0010757	0.01108	0.77155	0.0053725	3.2198e-05	0.00022423	0.0013503	0.0029953	3.6528e-05	0.00122	5.6492e-06	0.0080003	4.7042e-07	0.012248	0.0041566	0.0020928	0.00030805	6.847e-05	9.0282e-06	0.0037317	0.013091	
0.0046752	0.039461	0.00055922	0.0021662	0.00019788	0.030397	0.001199	5.6654e-06	0.0045258	0.0045258	0.001078	0.011069	0.77094	0.0053733	3.1685e-05	0.00022471	0.0013504	0.0029966	3.6373e-05	0.0012247	5.5258e-06	0.0079552	5.5816e-07	0.012256	0.0041516	0.0020892	0.00029552	6.8349e-05	9.2662e-06	0.0037145	0.013089	
0.004665	0.039492	0.00056057	0.0021646	0.00019857	0.030367	0.0011977	5.0479e-06	0.0045243	0.0045243	0.0010804	0.011058	0.77034	0.0053741	3.1158e-05	0.00022518	0.0013505	0.0029978	3.6205e-05	0.0012295	5.397e-06	0.0079098	6.3881e-07	0.012264	0.0041466	0.0020855	0.00028291	6.821e-05	9.4917e-06	0.0036971	0.013088	
0.0046548	0.039522	0.00056191	0.0021631	0.00019926	0.030336	0.0011963	4.3872e-06	0.0045228	0.0045228	0.0010828	0.011047	0.76972	0.0053749	3.0616e-05	0.00022562	0.0013505	0.002999	3.6023e-05	0.0012341	5.2627e-06	0.0078642	7.1246e-07	0.012272	0.0041415	0.0020818	0.00027022	6.8054e-05	9.7047e-06	0.0036796	0.013086	
0.0046446	0.039553	0.00056323	0.0021616	0.00019994	0.030305	0.0011949	4.4609e-06	0.0045213	0.0045213	0.0010851	0.011036	0.76911	0.0053756	3.0059e-05	0.00022608	0.0013504	0.0030001	3.5841e-05	0.0012388	5.5639e-06	0.0078193	7.7775e-07	0.01228	0.0041364	0.0020781	0.00025741	6.7879e-05	9.905e-06	0.003662	0.013085	
0.0046343	0.039583	0.00056455	0.00216	0.00020061	0.030275	0.0011935	4.5131e-06	0.0045198	0.0045198	0.0010875	0.011024	0.7685	0.0053764	2.9488e-05	0.00022651	0.0013504	0.0030011	3.5645e-05	0.0012434	5.8585e-06	0.0077741	8.363e-07	0.012288	0.0041313	0.0020744	0.00024453	6.7687e-05	1.0093e-05	0.0036442	0.013083	
0.0046241	0.039614	0.00056588	0.0021585	0.00020129	0.030244	0.0011922	4.5887e-06	0.0045183	0.0045183	0.0010898	0.011013	0.76789	0.0053771	2.8922e-05	0.00022696	0.0013504	0.0030022	3.5449e-05	0.0012481	6.1586e-06	0.0077296	8.9914e-07	0.012296	0.0041262	0.0020708	0.00023183	6.7522e-05	1.0278e-05	0.0036267	0.013082	
0.0046139	0.039645	0.00056719	0.0021569	0.00020196	0.030214	0.0011908	4.6449e-06	0.0045168	0.0045168	0.0010921	0.011002	0.76727	0.0053779	2.8343e-05	0.00022739	0.0013503	0.0030033	3.524e-05	0.0012527	6.4527e-06	0.0076849	9.5564e-07	0.012304	0.0041211	0.0020671	0.00021906	6.7341e-05	1.0451e-05	0.0036091	0.013081	
0.0046038	0.039676	0.0005685	0.0021554	0.00020263	0.030183	0.0011894	4.7217e-06	0.0045154	0.0045154	0.0010945	0.010991	0.76667	0.0053786	2.7768e-05	0.00022783	0.0013504	0.0030044	3.503e-05	0.0012574	6.7516e-06	0.0076409	1.0158e-06	0.012312	0.0041161	0.0020634	0.00020645	6.7184e-05	1.062e-05	0.0035918	0.013079	
0.0045937	0.039707	0.00056982	0.0021539	0.0002033	0.030153	0.0011881	4.82e-06	0.0045139	0.0045139	0.0010968	0.01098	0.76607	0.0053794	2.7197e-05	0.00022828	0.0013505	0.0030057	3.4818e-05	0.0012621	7.0555e-06	0.0075975	1.0801e-06	0.012321	0.0041112	0.0020597	0.00019401	6.7052e-05	1.0786e-05	0.0035749	0.013078	
0.0045836	0.039738	0.00057113	0.0021523	0.00020397	0.030122	0.0011867	4.9413e-06	0.0045124	0.0045124	0.0010991	0.010969	0.76548	0.0053802	2.663e-05	0.00022875	0.0013507	0.003007	3.4604e-05	0.0012669	7.3647e-06	0.0075547	1.1489e-06	0.012329	0.0041063	0.002056	0.00018172	6.6902e-05	1.0948e-05	0.0035577	0.013076	
0.0045736	0.039769	0.00057244	0.0021508	0.00020464	0.030092	0.0011854	5.0868e-06	0.004511	0.004511	0.0011015	0.010958	0.76489	0.0053811	2.6067e-05	0.00022922	0.0013509	0.0030085	3.4389e-05	0.0012718	7.6793e-06	0.0075126	1.2225e-06	0.012337	0.0041016	0.0020523	0.0001696	6.6776e-05	1.1107e-05	0.0035409	0.013075	
0.0045635	0.0398	0.00057374	0.0021493	0.0002053	0.030062	0.001184	5.2108e-06	0.0045095	0.0045095	0.0011038	0.010947	0.7643	0.0053819	2.5491e-05	0.00022967	0.0013512	0.0030098	3.4162e-05	0.0012766	7.9874e-06	0.0074702	1.2891e-06	0.012346	0.0040968	0.0020487	0.00015741	6.6634e-05	1.1253e-05	0.0035239	0.013074	
0.0045535	0.039832	0.00057504	0.0021478	0.00020596	0.030031	0.0011826	5.3638e-06	0.0045081	0.0045081	0.0011061	0.010936	0.76372	0.0053828	2.4919e-05	0.00023014	0.0013515	0.0030113	3.3933e-05	0.0012815	8.3021e-06	0.0074286	1.3619e-06	0.012354	0.0040921	0.002045	0.00014539	6.652e-05	1.1398e-05	0.0035072	0.013073	
0.0045435	0.039863	0.00057633	0.0021462	0.00020662	0.030001	0.0011813	5.4922e-06	0.0045066	0.0045066	0.0011084	0.010924	0.76313	0.0053836	2.4333e-05	0.00023059	0.0013517	0.0030128	3.3692e-05	0.0012864	8.6096e-06	0.0073866	1.4269e-06	0.012362	0.0040873	0.0020413	0.0001333	6.6387e-05	1.1529e-05	0.0034904	0.013071	
0.0045336	0.039895	0.00057763	0.0021447	0.00020728	0.029971	0.0011799	5.652e-06	0.0045052	0.0045052	0.0011108	0.010914	0.76255	0.0053845	2.3753e-05	0.00023105	0.0013521	0.0030143	3.345e-05	0.0012913	8.9241e-06	0.0073454	1.4986e-06	0.012371	0.0040827	0.0020376	0.00012138	6.6284e-05	1.1658e-05	0.003474	0.01307	
0.0045237	0.039927	0.00057892	0.0021432	0.00020793	0.029941	0.0011786	5.843e-06	0.0045038	0.0045038	0.0011131	0.010903	0.76198	0.0053853	2.3178e-05	0.00023153	0.0013524	0.0030157	3.3207e-05	0.0012963	9.1036e-06	0.0073049	1.5768e-06	0.01238	0.0040781	0.0020339	0.00011785	6.6206e-05	1.1784e-05	0.0034573	0.013069	
0.0045137	0.039958	0.00058021	0.0021416	0.00020858	0.029911	0.0011772	6.0056e-06	0.0045024	0.0045024	0.0011154	0.010892	0.76141	0.0053862	2.2587e-05	0.00023198	0.0013526	0.0030171	3.295e-05	0.0013013	9.2764e-06	0.007264	1.6464e-06	0.012388	0.0040735	0.0020302	0.00011428	6.6109e-05	1.1897e-05	0.0034405	0.013068	
0.0045039	0.03999	0.0005815	0.0021401	0.00020923	0.029881	0.0011759	6.2051e-06	0.0045009	0.0045009	0.0011177	0.010881	0.76084	0.0053871	2.2003e-05	0.00023245	0.001353	0.0030186	3.2693e-05	0.0013063	9.4543e-06	0.0072239	1.7239e-06	0.012397	0.004069	0.0020266	0.00011076	6.6042e-05	1.2008e-05	0.003424	0.013067	
0.004494	0.040022	0.00058278	0.0021386	0.00020986	0.02985	0.0011745	6.3751e-06	0.0044995	0.0044995	0.00112	0.01087	0.76028	0.0053881	2.1403e-05	0.00023289	0.0013533	0.00302	3.2423e-05	0.0013113	9.6253e-06	0.0071834	1.7925e-06	0.012405	0.0040645	0.0020229	0.00010721	6.5954e-05	1.2106e-05	0.0034073	0.013066	
0.004484	0.040054	0.00058405	0.002137	0.0002105	0.02982	0.0011731	6.5164e-06	0.0044981	0.0044981	0.0011223	0.010859	0.75972	0.005389	2.0787e-05	0.00023331	0.0013535	0.0030214	3.2138e-05	0.0013162	9.7895e-06	0.0071426	1.8524e-06	0.012414	0.0040599	0.0020192	0.00010363	6.5846e-05	1.219e-05	0.0033905	0.013064	
0.0044742	0.040086	0.00058532	0.0021355	0.00021113	0.02979	0.0011718	6.6954e-06	0.0044967	0.0044967	0.0011246	0.010848	0.75916	0.00539	2.0178e-05	0.00023375	0.0013538	0.0030228	3.1852e-05	0.0013212	9.9589e-06	0.0071024	1.9203e-06	0.012423	0.0040554	0.0020155	0.00010009	6.5768e-05	1.2273e-05	0.0033741	0.013063	
0.0044643	0.040118	0.00058659	0.002134	0.00021177	0.02976	0.0011704	6.9119e-06	0.0044952	0.0044952	0.0011269	0.010837	0.75861	0.0053909	1.9574e-05	0.0002342	0.0013542	0.0030244	3.1566e-05	0.0013263	1.0133e-05	0.007063	1.8396e-06	0.012431	0.004051	0.0020118	9.6609e-05	6.567e-05	1.2353e-05	0.0033579	0.013062	
0.0044545	0.04015	0.00058784	0.0021324	0.0002124	0.02973	0.001169	7.0973e-06	0.0044938	0.0044938	0.0011291	0.010826	0.75806	0.0053919	1.8954e-05	0.00023462	0.0013546	0.0030259	3.1266e-05	0.0013314	1.03e-05	0.0070232	1.7494e-06	0.01244	0.0040465	0.0020081	9.3091e-05	6.5551e-05	1.242e-05	0.0033416	0.013061	
0.0044447	0.040182	0.0005891	0.0021309	0.00021303	0.029701	0.0011677	7.3248e-06	0.0044924	0.0044924	0.0011314	0.010815	0.75752	0.0053929	1.8341e-05	0.00023507	0.0013551	0.0030275	3.0966e-05	0.0013365	1.0472e-05	0.0069841	1.6682e-06	0.012449	0.0040422	0.0020044	8.9624e-05	6.5462e-05	1.2485e-05	0.0033257	0.01306	
0.004435	0.040214	0.00059034	0.0021294	0.00021367	0.029671	0.0011664	7.5925e-06	0.004491	0.004491	0.0011337	0.010804	0.75698	0.0053939	1.7731e-05	0.00023552	0.0013556	0.0030292	3.0665e-05	0.0013417	1.0649e-05	0.0069457	1.5942e-06	0.012458	0.0040379	0.0020007	8.6204e-05	6.5352e-05	1.2547e-05	0.0033101	0.013059	
0.0044253	0.040246	0.00059159	0.0021279	0.00021431	0.029641	0.0011651	7.9041e-06	0.0044897	0.0044897	0.001136	0.010793	0.75645	0.005395	1.7126e-05	0.00023599	0.0013562	0.0030311	3.0363e-05	0.0013469	1.0831e-05	0.0069079	1.5269e-06	0.012467	0.0040337	0.001997	8.2829e-05	6.527e-05	1.2607e-05	0.0032948	0.013058	
0.0044156	0.040279	0.00059283	0.0021264	0.00021494	0.029611	0.0011637	8.1799e-06	0.0044883	0.0044883	0.0011383	0.010782	0.75591	0.005396	1.6506e-05	0.00023644	0.0013568	0.0030328	3.0047e-05	0.0013521	1.1006e-05	0.0068698	1.4508e-06	0.012476	0.0040295	0.0019933	7.9421e-05	6.5166e-05	1.2653e-05	0.0032793	0.013057	
