Trichechus_manatus	Procavia_capensis	Orycteropus_afer	Mammuthus_primigenius	Loxodonta_africana	Heterohyrax_brucei	Elephas_maximus	Elephantulus_edwardii	Echinops_telfairi	Dugong_dugon	Chrysochloris_asiatica	
4.9246e-05	0.00013674	9.3932e-07	0.00088704	0.0099149	4.4982e-05	0.0010004	6.213e-08	0.12429	0.00044589	5.1357e-08	
4.9399e-05	0.00013675	1.0094e-06	0.00088781	0.0099165	4.4502e-05	0.00099937	5.0628e-08	0.12928	0.0004466	5.1469e-08	
4.9574e-05	0.00013677	1.0939e-06	0.00088857	0.0099182	4.4028e-05	0.00099841	4.2167e-08	0.1357	0.00044738	5.2514e-08	
4.9769e-05	0.00013679	1.1234e-06	0.00088933	0.0099199	4.3557e-05	0.00099743	4.1389e-08	0.13857	0.00044823	5.9537e-08	
4.9942e-05	0.00013678	1.1473e-06	0.00089007	0.0099216	4.3076e-05	0.00099643	3.7103e-08	0.14107	0.00044902	6.4393e-08	
5.0138e-05	0.00013677	1.1798e-06	0.00089082	0.0099233	4.2601e-05	0.00099545	3.4639e-08	0.14433	0.00044989	7.0711e-08	
5.0354e-05	0.00013676	1.221e-06	0.00089157	0.009925	4.213e-05	0.0009945	3.3548e-08	0.14555	0.00045083	6.4754e-08	
5.0548e-05	0.00013672	1.2564e-06	0.00089231	0.0099268	4.1649e-05	0.00099352	2.9265e-08	0.14661	0.00045172	5.6677e-08	
5.0722e-05	0.00013665	1.2862e-06	0.00089305	0.0099285	4.1158e-05	0.00099253	2.1709e-08	0.14752	0.00045256	4.6413e-08	
5.0875e-05	0.00013655	1.3106e-06	0.00089377	0.0099301	4.0657e-05	0.00099153	3.1602e-08	0.1483	0.00045335	3.3861e-08	
5.1008e-05	0.00013642	1.3297e-06	0.00089448	0.0099318	4.0147e-05	0.00099052	3.7977e-08	0.14897	0.00045408	1.8919e-08	
5.1117e-05	0.00013625	1.3432e-06	0.00089518	0.0099334	3.9627e-05	0.00098948	4.073e-08	0.14946	0.00045476	1.8972e-08	
5.1247e-05	0.00013608	1.2961e-06	0.00089588	0.0099351	3.9111e-05	0.00098847	4.524e-08	0.15017	0.00045551	1.9404e-08	
5.1355e-05	0.00013589	1.2423e-06	0.00089657	0.0099367	3.8585e-05	0.00098744	4.6277e-08	0.15076	0.00045621	1.8319e-08	
5.1442e-05	0.00013569	1.1747e-06	0.00089727	0.0099384	3.8063e-05	0.00098642	4.2937e-08	0.15115	0.00045685	2.8448e-08	
5.1508e-05	0.00013546	1.0991e-06	0.00089795	0.00994	3.7532e-05	0.0009854	6.9769e-08	0.15145	0.00045744	3.6546e-08	
5.1553e-05	0.00013521	1.0151e-06	0.00089863	0.0099416	3.6991e-05	0.00098435	9.0991e-08	0.15166	0.00045798	4.2702e-08	
5.1577e-05	0.00013491	9.2231e-07	0.00089929	0.0099432	3.6441e-05	0.0009833	1.0704e-07	0.15178	0.00045847	4.6972e-08	
5.1624e-05	0.00013459	8.1994e-07	0.00089995	0.0099448	3.5881e-05	0.00098223	1.1819e-07	0.15436	0.00045904	4.9116e-08	
5.169e-05	0.00013427	7.3251e-07	0.00090061	0.0099464	3.5324e-05	0.00098117	1.3393e-07	0.15759	0.00045967	5.1998e-08	
5.1734e-05	0.00013392	6.3615e-07	0.00090125	0.009948	3.4758e-05	0.0009801	1.4454e-07	0.16045	0.00046026	5.3007e-08	
5.176e-05	0.00013353	5.3126e-07	0.00090189	0.0099496	3.4183e-05	0.00097902	1.5062e-07	0.16302	0.00046079	5.2268e-08	
5.1768e-05	0.00013312	4.173e-07	0.00090252	0.0099512	3.3599e-05	0.00097792	1.5227e-07	0.16532	0.00046129	4.978e-08	
5.1755e-05	0.000138	2.9247e-07	0.00090314	0.0099527	3.288e-05	0.00097681	1.492e-07	0.16736	0.00046173	4.5423e-08	
5.1759e-05	0.00014291	1.8462e-07	0.00090376	0.0099543	3.2164e-05	0.00097572	1.5009e-07	0.16991	0.00046224	4.1765e-08	
5.1787e-05	0.00014778	1.7313e-07	0.00090437	0.0099558	3.1439e-05	0.00097461	1.4616e-07	0.17216	0.00046282	3.6253e-08	
5.1834e-05	0.00015268	1.6416e-07	0.00090498	0.0099574	3.0719e-05	0.00097352	1.4667e-07	0.17504	0.00046348	3.1535e-08	
5.1863e-05	0.00015755	1.5289e-07	0.00090559	0.009959	2.999e-05	0.00097242	1.4292e-07	0.17763	0.00046409	2.5132e-08	
5.1912e-05	0.00016244	1.4395e-07	0.00090619	0.0099606	2.9266e-05	0.00097133	1.435e-07	0.18092	0.00046477	1.9413e-08	
5.1984e-05	0.0001673	1.3257e-07	0.00090679	0.0099621	2.8532e-05	0.00097023	1.3948e-07	0.18371	0.00046553	2.5663e-08	
5.2076e-05	0.00017219	1.2337e-07	0.00090739	0.0099638	2.7803e-05	0.00096915	1.397e-07	0.18724	0.00046637	3.2666e-08	
5.2148e-05	0.00017703	1.1186e-07	0.00090798	0.0099654	2.7065e-05	0.00096805	1.3685e-07	0.19039	0.00046715	3.7865e-08	
5.2237e-05	0.00018191	1.0257e-07	0.00090858	0.009967	2.633e-05	0.00096697	1.3845e-07	0.19429	0.000468	4.3726e-08	
5.2307e-05	0.00018674	9.1171e-08	0.00090916	0.0099686	2.5587e-05	0.00096587	1.3587e-07	0.1978	0.0004688	4.7821e-08	
5.2359e-05	0.00019154	7.7648e-08	0.00090973	0.0099702	2.4834e-05	0.00096476	1.2917e-07	0.20098	0.00046955	5.021e-08	
5.2426e-05	0.00019636	6.5632e-08	0.00091031	0.0099718	2.4084e-05	0.00096367	7.4349e-08	0.20485	0.00047036	5.314e-08	
5.2476e-05	0.00020114	7.5022e-08	0.00091087	0.0099735	2.3326e-05	0.00096256	7.2178e-08	0.20832	0.00047113	5.4224e-08	
5.251e-05	0.00020589	8.2776e-08	0.00091143	0.009975	2.256e-05	0.00096145	6.6911e-08	0.21155	0.00047187	5.3762e-08	
5.2558e-05	0.00021066	9.1505e-08	0.00091199	0.0099767	2.1796e-05	0.00096034	6.3259e-08	0.2154	0.00047265	5.3741e-08	
5.262e-05	0.00021546	1.013e-07	0.00091255	0.0099783	2.1035e-05	0.00095925	6.0969e-08	0.21611	0.00047349	5.4222e-08	
5.2668e-05	0.00022022	1.0958e-07	0.0009131	0.00998	2.0267e-05	0.00095815	5.6022e-08	0.21676	0.0004743	5.3312e-08	
5.2728e-05	0.00022501	1.1886e-07	0.00091366	0.0099817	1.95e-05	0.00095706	5.2131e-08	0.21758	0.00047515	5.2701e-08	
5.2775e-05	0.00022976	1.2667e-07	0.0009142	0.0099833	1.8727e-05	0.00095596	4.5701e-08	0.21835	0.00047598	5.0742e-08	
5.2832e-05	0.00023453	1.3533e-07	0.00091475	0.009985	1.7955e-05	0.00095487	3.9913e-08	0.21927	0.00047685	4.8928e-08	
5.2878e-05	0.00023928	1.4257e-07	0.00091529	0.0099867	1.7176e-05	0.00095377	3.1729e-08	0.22015	0.00047769	4.5823e-08	
5.2907e-05	0.00024404	1.5072e-07	0.00091583	0.0099884	1.6398e-05	0.00095268	2.4048e-08	0.2212	0.00047849	4.2841e-08	
5.2924e-05	0.00024877	1.5737e-07	0.00091636	0.0099901	1.5613e-05	0.00095159	1.3938e-08	0.22219	0.00047927	3.8535e-08	
5.2953e-05	0.00025352	1.6518e-07	0.00091689	0.0099918	1.483e-05	0.0009505	4.3666e-09	0.22339	0.00048009	3.4433e-08	
5.2968e-05	0.00025781	1.7145e-07	0.00091741	0.0099935	1.5111e-05	0.00094941	5.6501e-09	0.22451	0.00048088	2.901e-08	
5.2972e-05	0.00026208	1.7628e-07	0.00091793	0.0099952	1.5387e-05	0.0009483	2.7755e-08	0.22557	0.00048165	2.2306e-08	
5.2985e-05	0.00026636	1.8208e-07	0.00091844	0.0099969	1.566e-05	0.00094721	5.2391e-08	0.22683	0.00048246	1.5661e-08	
5.2986e-05	0.00027062	1.8638e-07	0.00091895	0.0099986	1.5927e-05	0.00094611	7.3812e-08	0.22797	0.00048324	2.2382e-08	
5.2975e-05	0.00027484	1.8919e-07	0.00091945	0.01	1.6187e-05	0.000945	9.214e-08	0.22904	0.00048399	2.7828e-08	
5.2952e-05	0.00027904	1.906e-07	0.00091995	0.010002	1.6441e-05	0.00094388	1.0759e-07	0.23005	0.00048472	3.2045e-08	
5.294e-05	0.00028326	1.9313e-07	0.00092044	0.010004	1.6694e-05	0.00094278	1.2597e-07	0.23127	0.0004855	3.6357e-08	
5.2916e-05	0.00028745	1.9426e-07	0.00092093	0.010005	1.694e-05	0.00094166	1.4137e-07	0.23244	0.00048625	3.9429e-08	
5.288e-05	0.00029161	1.9392e-07	0.00092141	0.010007	1.718e-05	0.00094054	1.5367e-07	0.23353	0.00048697	4.1228e-08	
5.2855e-05	0.00029579	1.9471e-07	0.00092189	0.010009	1.7419e-05	0.00093943	1.6914e-07	0.23316	0.00048774	4.3172e-08	
5.2842e-05	0.00029999	1.9667e-07	0.00092237	0.010011	1.7655e-05	0.00093833	1.8831e-07	0.23292	0.00048856	4.5266e-08	
5.2839e-05	0.00030416	1.972e-07	0.00092284	0.010012	1.7886e-05	0.00093722	2.0426e-07	0.23264	0.00048942	4.6101e-08	
5.282e-05	0.00030834	1.9891e-07	0.00092332	0.010014	1.8115e-05	0.00093612	2.2451e-07	0.23249	0.00049023	4.7107e-08	
5.2788e-05	0.0003125	1.9913e-07	0.00092378	0.010016	1.8338e-05	0.00093501	2.4125e-07	0.2323	0.00049102	4.682e-08	
5.2745e-05	0.00031664	1.9793e-07	0.00092424	0.010018	1.8554e-05	0.0009339	2.5473e-07	0.23208	0.00049178	4.528e-08	
5.2712e-05	0.00032079	1.979e-07	0.0009247	0.010019	1.8769e-05	0.00093278	2.7255e-07	0.23198	0.00049259	4.3895e-08	
5.2668e-05	0.00032491	1.9638e-07	0.00092514	0.010021	1.8977e-05	0.00093165	2.8683e-07	0.23184	0.00049338	4.1229e-08	
5.2611e-05	0.00032901	1.934e-07	0.00092558	0.010023	1.9179e-05	0.00093051	2.9762e-07	0.23166	0.00049413	3.7278e-08	
5.2543e-05	0.00033307	1.8901e-07	0.00092601	0.010025	1.9375e-05	0.00092936	3.0514e-07	0.23142	0.00049486	5.889e-08	
5.2484e-05	0.00033716	1.8557e-07	0.00092644	0.010026	1.9569e-05	0.00092823	3.1642e-07	0.2313	0.00049564	8.217e-08	
5.2436e-05	0.00034126	1.8323e-07	0.00092687	0.010028	1.9762e-05	0.0009271	3.3253e-07	0.23107	0.00049645	1.0166e-07	
5.2397e-05	0.00034537	1.8176e-07	0.00092729	0.01003	1.9952e-05	0.00092598	3.5315e-07	0.23095	0.00049731	1.2278e-07	
5.2347e-05	0.00034946	1.7886e-07	0.00092772	0.010032	2.0136e-05	0.00092485	3.7e-07	0.2308	0.00049814	1.4209e-07	
5.2284e-05	0.00035352	1.7452e-07	0.00092813	0.010033	2.0314e-05	0.00092372	3.8314e-07	0.23061	0.00049895	1.596e-07	
5.2209e-05	0.00035755	1.6873e-07	0.00092854	0.010035	2.0485e-05	0.00092258	3.926e-07	0.23037	0.00049972	1.7534e-07	
5.2144e-05	0.0003616	1.64e-07	0.00092895	0.010037	2.0655e-05	0.00092145	4.0726e-07	0.23027	0.00050055	1.9301e-07	
5.209e-05	0.00036566	1.601e-07	0.00092936	0.010039	2.0823e-05	0.00092032	4.2684e-07	0.23027	0.00050141	2.1254e-07	
5.2023e-05	0.0003697	1.5484e-07	0.00092976	0.010041	2.0985e-05	0.00091919	4.4277e-07	0.23024	0.00050225	2.3029e-07	
5.1968e-05	0.00037376	1.5055e-07	0.00093016	0.010042	2.1145e-05	0.00091807	4.6473e-07	0.23033	0.00050314	2.5037e-07	
5.1923e-05	0.00037783	1.4718e-07	0.00093056	0.010044	2.1304e-05	0.00091696	4.9343e-07	0.23055	0.00050407	2.7306e-07	
5.1867e-05	0.00038188	1.4248e-07	0.00093095	0.010046	2.1456e-05	0.00091584	5.1815e-07	0.23073	0.00050497	2.9385e-07	
5.1822e-05	0.00038595	1.3866e-07	0.00093135	0.010048	2.1607e-05	0.00091473	5.5026e-07	0.23104	0.00050593	3.1747e-07	
5.1785e-05	0.00039003	1.3553e-07	0.00093174	0.01005	2.1756e-05	0.00091363	5.8977e-07	0.23147	0.00050692	3.4383e-07	
5.1759e-05	0.00039412	1.3307e-07	0.00093214	0.010052	2.1903e-05	0.00091254	5.5048e-07	0.23203	0.00050795	3.7325e-07	
5.1741e-05	0.00039824	1.3124e-07	0.00093253	0.010054	2.2048e-05	0.00091145	5.1861e-07	0.23274	0.00050903	4.0606e-07	
5.1733e-05	0.00040237	1.3004e-07	0.00093293	0.010056	2.2192e-05	0.00091038	4.9334e-07	0.23359	0.00051015	4.4265e-07	
5.1736e-05	0.00040652	1.2962e-07	0.00093332	0.010058	2.2334e-05	0.00090931	4.7485e-07	0.23305	0.00051131	4.8442e-07	
5.1727e-05	0.00041064	1.2783e-07	0.00093371	0.01006	2.2469e-05	0.00090824	4.5214e-07	0.23245	0.00051245	5.2343e-07	
5.1705e-05	0.00041473	1.2463e-07	0.00093409	0.010062	2.2599e-05	0.00090716	4.2508e-07	0.23181	0.00051356	5.5971e-07	
5.167e-05	0.00041879	1.2766e-07	0.00093446	0.010064	2.2721e-05	0.00090607	4.0713e-07	0.23133	0.00051465	6.0153e-07	
5.1646e-05	0.00042288	1.3155e-07	0.00093483	0.010066	2.2843e-05	0.00090499	3.95e-07	0.23099	0.00051578	6.4918e-07	
5.1633e-05	0.00042698	1.3619e-07	0.00093521	0.010068	2.2962e-05	0.00090392	3.8764e-07	0.23077	0.00051695	7.0263e-07	
5.1607e-05	0.00043105	1.3936e-07	0.00093557	0.01007	2.3075e-05	0.00090284	3.7627e-07	0.2305	0.0005181	7.5267e-07	
5.1567e-05	0.00043509	1.4103e-07	0.00093593	0.010072	2.3182e-05	0.00090175	3.6073e-07	0.23019	0.00051922	7.9931e-07	
5.154e-05	0.00043916	1.4376e-07	0.00093629	0.010074	2.3287e-05	0.00090067	3.5102e-07	0.23003	0.00052039	7.7853e-07	
5.1525e-05	0.00044319	1.4744e-07	0.00093665	0.010076	2.3386e-05	0.00089961	3.462e-07	0.2279	0.00052161	7.6198e-07	
5.1496e-05	0.0004472	1.4959e-07	0.000937	0.010078	2.3478e-05	0.00089853	3.3735e-07	0.22565	0.0005228	7.4276e-07	
5.1454e-05	0.00045117	1.5019e-07	0.00093734	0.01008	2.3564e-05	0.00089745	3.244e-07	0.22327	0.00052395	7.2079e-07	
5.1398e-05	0.00045511	1.4923e-07	0.00093768	0.010082	2.3642e-05	0.00089635	3.0719e-07	0.22074	0.00052508	6.9598e-07	
5.1327e-05	0.00045907	1.4666e-07	0.00093801	0.010084	2.372e-05	0.00089525	2.8543e-07	0.21804	0.00052617	6.6811e-07	
5.1269e-05	0.00046306	1.4515e-07	0.00093833	0.010086	2.3796e-05	0.00089416	2.6927e-07	0.21577	0.00052732	6.4486e-07	
5.1226e-05	0.00046708	1.4494e-07	0.00093867	0.010088	2.3872e-05	0.00089308	2.5889e-07	0.20606	0.00052852	6.2698e-07	
5.1199e-05	0.00047113	1.4606e-07	0.000939	0.01009	2.3948e-05	0.00089201	2.5384e-07	0.19796	0.0005298	6.1365e-07	
5.1156e-05	0.00047521	1.4531e-07	0.00093932	0.010092	2.4023e-05	0.00089094	2.438e-07	0.19593	0.00053103	5.7853e-07	
5.1096e-05	0.00047926	1.4282e-07	0.00093965	0.010094	2.4091e-05	0.00088987	2.2931e-07	0.19373	0.00053222	5.3982e-07	
5.1052e-05	0.00048334	1.4168e-07	0.00093998	0.010096	2.4159e-05	0.00088882	2.2016e-07	0.19194	0.00053348	5.0713e-07	
5.0993e-05	0.00048739	1.3885e-07	0.00094029	0.010099	2.422e-05	0.00088775	2.0682e-07	0.19006	0.0005347	4.7102e-07	
5.0947e-05	0.00049146	1.371e-07	0.00094062	0.010101	2.428e-05	0.0008867	1.986e-07	0.1885	0.00053597	4.4072e-07	
5.0888e-05	0.0004955	1.3384e-07	0.00094093	0.010103	2.4334e-05	0.00088564	1.8682e-07	0.18684	0.00053722	4.0767e-07	
5.0815e-05	0.00049951	1.2912e-07	0.00094123	0.010105	2.438e-05	0.00088457	1.7161e-07	0.18509	0.00053843	3.7199e-07	
5.0753e-05	0.00050354	1.2517e-07	0.00094154	0.010107	2.4426e-05	0.00088351	1.5954e-07	0.1836	0.00053969	3.4018e-07	
5.0701e-05	0.0005076	1.2192e-07	0.00094184	0.010109	2.4469e-05	0.00088246	1.5016e-07	0.18233	0.000541	3.1178e-07	
5.0659e-05	0.00051167	1.1932e-07	0.00094215	0.010112	2.4511e-05	0.00088142	1.4316e-07	0.18126	0.00054236	2.8641e-07	
5.0631e-05	0.00051576	1.1734e-07	0.00094245	0.010114	2.4552e-05	0.00088039	1.3834e-07	0.17568	0.00053642	2.6397e-07	
5.059e-05	0.00051982	1.1399e-07	0.00094275	0.010116	2.4586e-05	0.00087935	1.3055e-07	0.16984	0.00053044	2.394e-07	
5.0561e-05	0.00052391	1.1135e-07	0.00094305	0.010119	2.4619e-05	0.00087831	1.2508e-07	0.16483	0.00052457	2.1759e-07	
5.0519e-05	0.00052797	1.0742e-07	0.00094334	0.010121	2.4645e-05	0.00087727	1.1689e-07	0.15961	0.00051865	1.9389e-07	
5.0489e-05	0.00053205	1.0415e-07	0.00094364	0.010123	2.467e-05	0.00087624	1.1081e-07	0.15513	0.00051284	1.7269e-07	
5.0469e-05	0.00053615	1.015e-07	0.00094393	0.010125	2.4693e-05	0.00087522	1.0664e-07	0.1513	0.00050711	1.5371e-07	
5.0458e-05	0.00054028	9.9305e-08	0.00094422	0.010128	2.4715e-05	0.00087421	1.0392e-07	0.14797	0.00050148	1.364e-07	
5.0435e-05	0.00054437	9.5802e-08	0.00094451	0.01013	2.4731e-05	0.00087319	9.8482e-08	0.14448	0.0004958	1.173e-07	
5.0423e-05	0.00054849	9.2869e-08	0.00094479	0.010132	2.4745e-05	0.00087218	9.4749e-08	0.14149	0.00049022	1.0001e-07	
5.0398e-05	0.00055258	8.8633e-08	0.00094507	0.010135	2.4752e-05	0.00087116	8.8314e-08	0.13823	0.0004846	1.1831e-07	
5.0383e-05	0.00055669	8.4809e-08	0.00094535	0.010137	2.4758e-05	0.00087015	8.3168e-08	0.13541	0.00047906	1.3824e-07	
5.0377e-05	0.00056082	8.1364e-08	0.00094563	0.01014	2.4762e-05	0.00086914	7.9181e-08	0.13296	0.0004736	1.6002e-07	
5.0359e-05	0.00056492	7.6672e-08	0.0009459	0.010142	2.476e-05	0.00086813	7.2655e-08	0.1304	0.00046811	1.7999e-07	
5.035e-05	0.00056904	7.2355e-08	0.00094617	0.010144	2.4756e-05	0.00086713	6.7239e-08	0.12818	0.0004627	2.0202e-07	
5.0353e-05	0.00057319	6.8526e-08	0.00094644	0.010147	2.4751e-05	0.00086614	6.3173e-08	0.12632	0.00045739	2.2692e-07	
5.0344e-05	0.00057731	6.3435e-08	0.00094671	0.010149	2.474e-05	0.00086514	5.6571e-08	0.12435	0.00045203	2.4977e-07	
5.0346e-05	0.00058146	5.8802e-08	0.00094697	0.010152	2.4727e-05	0.00086415	5.1151e-08	0.1227	0.00044677	2.7568e-07	
5.0361e-05	0.00058563	5.4581e-08	0.00094724	0.010154	2.4713e-05	0.00086317	4.6749e-08	0.12131	0.0004416	3.0509e-07	
5.0386e-05	0.00058977	5.0629e-08	0.00094751	0.010157	2.4693e-05	0.0008622	4.3027e-08	0.12015	0.00043652	2.92e-07	
5.0397e-05	0.00059388	4.5367e-08	0.00094776	0.010159	2.4666e-05	0.00086122	3.6718e-08	0.11892	0.00043139	2.7679e-07	
5.0394e-05	0.00059796	3.8777e-08	0.00094802	0.010162	2.4632e-05	0.00086023	2.777e-08	0.11759	0.00042622	2.594e-07	
5.0379e-05	0.00060201	3.0878e-08	0.00094826	0.010164	2.4591e-05	0.00085923	1.6203e-08	0.11619	0.00042101	2.3989e-07	
5.0349e-05	0.00060602	4.1127e-08	0.00094849	0.010167	2.4544e-05	0.00085822	2.2602e-08	0.11468	0.00041575	2.1808e-07	
5.0331e-05	0.00061006	5.2076e-08	0.00094873	0.010169	2.4496e-05	0.00085722	2.9428e-08	0.11342	0.00041059	1.9943e-07	
5.0299e-05	0.00061407	6.154e-08	0.00094896	0.010172	2.4441e-05	0.00085622	3.3732e-08	0.11207	0.00040538	1.7859e-07	
5.0279e-05	0.0006181	7.1799e-08	0.00094919	0.010175	2.4384e-05	0.00085522	3.8605e-08	0.11094	0.00040025	1.6012e-07	
5.0244e-05	0.0006221	8.0437e-08	0.00094941	0.010177	2.4321e-05	0.00085421	4.0776e-08	0.10972	0.00039508	1.3932e-07	
5.0222e-05	0.00062613	9.0013e-08	0.00094963	0.01018	2.4256e-05	0.00085322	4.3687e-08	0.10871	0.00039	1.2083e-07	
5.0183e-05	0.00063012	9.7792e-08	0.00094984	0.010182	2.4185e-05	0.00085221	4.3578e-08	0.10861	0.00038487	1.2129e-07	
5.016e-05	0.00063415	1.0691e-07	0.00095006	0.010185	2.4113e-05	0.00085122	4.4669e-08	0.10727	0.00037984	1.2323e-07	
5.0121e-05	0.00063814	1.1465e-07	0.00095026	0.010187	2.4034e-05	0.00085021	4.296e-08	0.10583	0.00037476	1.2332e-07	
5.0099e-05	0.00064209	1.2067e-07	0.00095046	0.01019	2.3948e-05	0.0008492	3.8448e-08	0.10428	0.00036979	1.2156e-07	
5.006e-05	0.00064601	1.2491e-07	0.00095065	0.010192	2.3854e-05	0.00084817	3.0969e-08	0.10259	0.00036476	1.1785e-07	
5.0005e-05	0.00064989	1.272e-07	0.00095083	0.010195	2.3753e-05	0.00084713	4.3133e-08	0.10035	0.00035968	1.47e-07	
4.9935e-05	0.00065373	1.2779e-07	0.000951	0.010197	2.3645e-05	0.00084609	5.2134e-08	0.097923	0.00035455	1.7331e-07	
4.9876e-05	0.0006576	1.2933e-07	0.00095117	0.0102	2.3537e-05	0.00084505	6.2786e-08	0.095882	0.00034951	2.03e-07	
4.9831e-05	0.0006615	1.3183e-07	0.00095135	0.010202	2.3427e-05	0.00084402	7.5554e-08	0.086997	0.00034456	2.3698e-07	
4.9771e-05	0.00066536	1.3274e-07	0.00095151	0.010205	2.331e-05	0.00084299	8.4875e-08	0.07987	0.00033956	2.7895e-07	
4.9696e-05	0.00066919	1.32e-07	0.00095167	0.010207	2.3186e-05	0.00084194	9.0938e-08	0.072302	0.00033451	3.1735e-07	
4.9606e-05	0.00067299	1.296e-07	0.00095183	0.01021	2.3055e-05	0.00084091	9.3777e-08	0.063921	0.00032942	6.4545e-07	
4.9502e-05	0.00067675	1.2565e-07	0.00095198	0.010212	2.2918e-05	0.00083986	9.3633e-08	0.055052	0.00032428	9.5882e-07	
4.9411e-05	0.00068054	1.2264e-07	0.00095213	0.010215	2.2779e-05	0.00083883	9.5317e-08	0.047513	0.00031923	1.3127e-06	
4.9329e-05	0.00068436	1.2032e-07	0.00095229	0.010218	2.2639e-05	0.00083781	9.8487e-08	0.041062	0.00031426	1.3803e-06	
4.9235e-05	0.00068814	1.1659e-07	0.00095243	0.01022	2.2492e-05	0.00083677	9.8859e-08	0.034281	0.00030924	1.4438e-06	
4.9128e-05	0.0006919	1.1146e-07	0.00095257	0.010223	2.2339e-05	0.00083573	9.6469e-08	0.027156	0.0003042	1.5035e-06	
4.9032e-05	0.00069568	1.0709e-07	0.00095271	0.010225	2.2185e-05	0.0008347	9.5753e-08	0.021141	0.00029923	1.4687e-06	
4.8947e-05	0.00069949	1.0342e-07	0.00095284	0.010228	2.2029e-05	0.00083368	9.6637e-08	0.015987	0.00029434	1.4403e-06	
4.8873e-05	0.00070332	1.0039e-07	0.00095298	0.010231	2.1872e-05	0.00083266	9.9133e-08	0.011568	0.00028952	1.4178e-06	
4.8787e-05	0.00070713	9.6094e-08	0.00095312	0.010233	2.1708e-05	0.00083164	9.9049e-08	0.011115	0.00028468	1.3915e-06	
4.8711e-05	0.00071096	9.2389e-08	0.00095325	0.010236	2.1543e-05	0.00083063	1.0058e-07	0.01073	0.00027991	1.3709e-06	
4.8624e-05	0.00071476	8.7431e-08	0.00095337	0.010239	2.1372e-05	0.00082961	9.9545e-08	0.010326	0.00027511	1.3476e-06	
4.8526e-05	0.00071854	8.1219e-08	0.00095349	0.010241	2.1194e-05	0.00082858	9.5952e-08	0.009901	0.00027028	1.3217e-06	
4.8436e-05	0.00072234	7.5431e-08	0.00095361	0.010244	2.1015e-05	0.00082756	9.3626e-08	0.0095349	0.00026551	1.3007e-06	
4.8355e-05	0.00072616	7.0011e-08	0.00095373	0.010247	2.0834e-05	0.00082655	9.2506e-08	0.0092203	0.00026081	1.2843e-06	
4.8262e-05	0.00072996	6.332e-08	0.00095384	0.010249	2.0646e-05	0.00082553	8.8753e-08	0.0088869	0.00025608	1.2652e-06	
4.8179e-05	0.00073378	5.7083e-08	0.00095395	0.010252	2.0457e-05	0.00082452	8.6465e-08	0.008606	0.00025142	1.2511e-06	
4.8085e-05	0.00073757	4.9633e-08	0.00095405	0.010255	2.0262e-05	0.0008235	8.1666e-08	0.0083095	0.00024673	1.2346e-06	
4.8001e-05	0.00074139	4.2581e-08	0.00095416	0.010258	2.0065e-05	0.00082249	7.8253e-08	0.0067799	0.00024211	1.2234e-06	
4.7926e-05	0.00074523	3.5732e-08	0.00095426	0.01026	1.9867e-05	0.00082149	7.5829e-08	0.0054469	0.00023755	1.2164e-06	
4.7861e-05	0.0007491	2.9127e-08	0.00095437	0.010263	1.9666e-05	0.00082049	7.461e-08	0.0043026	0.00023306	1.2142e-06	
4.7784e-05	0.00075294	2.1362e-08	0.00095446	0.010266	1.946e-05	0.00081949	7.0941e-08	0.003108	0.00022854	1.2095e-06	
4.7716e-05	0.0007568	1.3682e-08	0.00095456	0.010269	1.9252e-05	0.0008185	6.8155e-08	0.0020669	0.00022408	1.2089e-06	
4.7658e-05	0.00076069	6.1093e-09	0.00095466	0.010272	1.9042e-05	0.00081751	6.6456e-08	0.0011732	0.00021969	1.2131e-06	
4.7589e-05	0.00076455	7.7071e-09	0.00095475	0.010274	1.8826e-05	0.00081652	6.2103e-08	0.0010836	0.00021526	1.2132e-06	
4.7508e-05	0.00076839	8.3159e-09	0.00095483	0.010277	1.8603e-05	0.00081552	5.5296e-08	0.0009874	0.00021081	1.2108e-06	
4.7415e-05	0.00077219	7.9216e-09	0.00095491	0.01028	1.8374e-05	0.00081451	4.5919e-08	0.00088364	0.00020633	1.2058e-06	
4.7311e-05	0.00077597	6.5366e-09	0.00095498	0.010283	1.8139e-05	0.0008135	3.403e-08	0.00077254	0.00020182	1.1988e-06	
4.7217e-05	0.00077978	4.6889e-09	0.00095505	0.010286	1.7903e-05	0.00081249	2.3309e-08	0.00067782	0.00019738	1.1966e-06	
4.711e-05	0.00078356	8.805e-09	0.00095511	0.010289	1.766e-05	0.00081148	3.1973e-08	0.00057437	0.0001929	1.1911e-06	
4.7014e-05	0.00078736	1.2662e-08	0.00095518	0.010291	1.7415e-05	0.00081047	4.1481e-08	0.00048581	0.00018849	1.1903e-06	
4.6907e-05	0.00079114	1.547e-08	0.00095523	0.010294	1.7165e-05	0.00080946	4.8573e-08	0.00039097	0.00018405	1.187e-06	
4.6787e-05	0.00079489	1.7232e-08	0.00095528	0.010297	1.6908e-05	0.00080844	5.3265e-08	0.00028964	0.00017958	1.1813e-06	
4.6656e-05	0.00079861	1.7948e-08	0.00095532	0.0103	1.6644e-05	0.00080741	5.5559e-08	0.0003004	0.00017508	1.1721e-06	
4.6534e-05	0.00080235	1.8352e-08	0.00095536	0.010303	1.6379e-05	0.00080639	5.8493e-08	0.00031439	0.00017065	1.1672e-06	
