Urocitellus_parryii	Sciurus_vulgaris	Rattus_rattus	Rattus_norvegicus	Psammomys_obesus	Peromyscus_maniculatus	Peromyscus_leucopus	Onychomys_torridus	Nannospalax_galili	Mus_spretus	Mus_spicilegus	Mus_pahari	Mus_musculus	Mus_caroli	Microtus_ochrogaster	Meriones_unguiculatus	Marmota_marmota	Marmota_flaviventris	Jaculus_jaculus	Ictidomys_tridecemlineatus	Heterocephalus_glaber	Fukomys_damarensis	Cricetulus_griseus	Cavia_porcellus	Castor_canadensis	Arvicola_amphibius	
0.0050328	0.75464	0.00014722	0.0005065	0.017121	0.10811	0.0058881	2.7581e-06	4.6852e-07	0.046257	0.0025806	5.8199e-07	0.00014131	1.6237e-05	0.00039582	0.013204	0.00024188	0.0012454	0.00081261	0.00012325	6.7865e-05	9.8704e-06	7.9298e-06	1.0763e-06	1.2094e-07	5.5811e-05	
0.0050743	0.75395	0.00014447	0.00050587	0.016913	0.10824	0.0059009	2.7712e-06	4.8302e-07	0.046128	0.0025601	5.9645e-07	0.00014136	1.6056e-05	0.0003995	0.013261	0.00024278	0.0012442	0.00073551	0.00012344	6.9073e-05	1.0181e-05	7.8743e-06	1.102e-06	1.1957e-07	5.5279e-05	
0.0051162	0.75332	0.00014177	0.00050525	0.016708	0.10839	0.0059138	2.7855e-06	5.0005e-07	0.046001	0.0025396	6.1176e-07	0.00014141	1.5882e-05	0.00040337	0.013319	0.00024369	0.001243	0.00067273	0.00012363	7.0346e-05	1.0517e-05	7.8301e-06	1.1339e-06	1.1893e-07	5.4776e-05	
0.0051579	0.75268	0.00013904	0.00050462	0.016503	0.10853	0.0059267	2.7957e-06	5.1481e-07	0.045874	0.0025191	6.2321e-07	0.00014146	1.5702e-05	0.00040716	0.013377	0.00024458	0.0012418	0.00060419	0.00012382	7.1595e-05	1.0842e-05	7.7803e-06	1.1621e-06	1.1611e-07	5.4258e-05	
0.0052	0.75211	0.00013631	0.00050398	0.016296	0.10867	0.0059396	2.802e-06	5.2731e-07	0.045746	0.0024985	6.3078e-07	0.0001415	1.5514e-05	0.00041088	0.013435	0.00024548	0.0012406	0.00052935	0.00012401	7.2912e-05	1.1194e-05	7.7249e-06	1.1967e-06	1.0925e-07	5.3723e-05	
0.0052423	0.75159	0.0001336	0.00050335	0.016093	0.10881	0.0059526	2.8092e-06	5.4211e-07	0.04562	0.0024781	6.3894e-07	0.00014155	1.5333e-05	0.00041478	0.013494	0.00024637	0.0012394	0.00046678	0.00012422	7.4292e-05	1.1571e-05	7.6798e-06	1.2375e-06	1.0298e-07	5.3216e-05	
0.0052846	0.75105	0.00013089	0.00050271	0.01589	0.10895	0.0059655	2.8123e-06	5.5463e-07	0.045493	0.0024576	6.4323e-07	0.00014159	1.5145e-05	0.00041861	0.013552	0.00024726	0.0012382	0.00039869	0.00012441	7.5647e-05	1.1938e-05	7.6291e-06	1.2744e-06	9.4533e-08	5.2693e-05	
0.0053268	0.7505	0.00012815	0.00050205	0.015685	0.10909	0.0059784	2.8117e-06	5.65e-07	0.045366	0.0024371	6.4376e-07	0.00014162	1.4951e-05	0.00042236	0.01361	0.00024813	0.001237	0.00032534	0.00012459	7.6979e-05	1.2294e-05	7.5733e-06	1.3075e-06	8.3972e-08	5.2154e-05	
0.0053693	0.75001	0.00012546	0.00050141	0.015484	0.10923	0.0059915	2.8122e-06	5.7801e-07	0.045241	0.0024167	6.4518e-07	0.00014165	1.4763e-05	0.00042632	0.013669	0.00024901	0.0012358	0.0002644	0.00012479	7.8383e-05	1.2678e-05	7.5286e-06	1.3478e-06	7.4126e-08	5.1646e-05	
0.0054121	0.74957	0.0001228	0.00050078	0.015286	0.10937	0.0060048	2.8135e-06	5.9346e-07	0.045117	0.0023964	6.4719e-07	0.00014169	1.4582e-05	0.00043046	0.013729	0.00024988	0.0012346	0.00021289	0.00012499	7.9854e-05	1.3092e-05	7.4938e-06	1.3949e-06	6.47e-08	5.1163e-05	
0.0054552	0.74918	0.00012018	0.00050017	0.015091	0.10952	0.0060182	2.8161e-06	6.1182e-07	0.044995	0.0023763	6.501e-07	0.00014173	1.4407e-05	0.00043483	0.01379	0.00025075	0.0012334	0.00016994	0.0001252	8.1403e-05	1.3538e-05	7.4698e-06	1.4504e-06	5.5729e-08	5.0709e-05	
0.0054987	0.74885	0.0001176	0.00049957	0.014899	0.10968	0.0060318	2.8198e-06	6.3326e-07	0.044873	0.0023562	6.5392e-07	0.00014178	1.4239e-05	0.00043942	0.013852	0.00025163	0.0012322	0.00013405	0.00012541	8.3032e-05	1.402e-05	7.4563e-06	1.5149e-06	4.7088e-08	5.0283e-05	
0.0055424	0.74857	0.00011506	0.00049898	0.01471	0.10984	0.0060456	2.8247e-06	6.5798e-07	0.044754	0.0023363	6.5865e-07	0.00014183	1.4078e-05	0.00044423	0.013914	0.00025251	0.001231	0.00010392	0.00012563	8.4745e-05	1.4539e-05	7.4533e-06	1.5893e-06	3.8654e-08	4.9883e-05	
0.005586	0.74828	0.0001125	0.00049838	0.014521	0.11	0.0060593	2.8256e-06	6.8023e-07	0.044634	0.0023163	6.595e-07	0.00014188	1.391e-05	0.00044896	0.013977	0.00025337	0.0012299	7.0357e-05	0.00012585	8.6429e-05	1.5044e-05	7.4449e-06	1.6588e-06	2.8203e-08	4.9469e-05	
0.00563	0.74803	0.00010998	0.0004978	0.014334	0.11016	0.0060732	2.8277e-06	7.0594e-07	0.044515	0.0022964	6.6128e-07	0.00014193	1.3748e-05	0.00045393	0.01404	0.00025424	0.0012287	4.1768e-05	0.00012607	8.82e-05	1.5589e-05	7.4471e-06	1.7389e-06	1.7868e-08	4.9081e-05	
0.0056739	0.74778	0.00010744	0.0004972	0.014147	0.11032	0.006087	2.8258e-06	7.2908e-07	0.044397	0.0022766	6.5916e-07	0.00014197	1.3579e-05	0.00045881	0.014104	0.00025509	0.0012275	4.7771e-05	0.00012629	9.0098e-05	1.6187e-05	7.4439e-06	1.7955e-06	5.5293e-09	4.8677e-05	
0.0057178	0.74751	0.00010489	0.00049659	0.013963	0.11048	0.0061008	2.8199e-06	7.4968e-07	0.044277	0.0022566	6.5312e-07	0.000142	1.3404e-05	0.0004636	0.014168	0.00025593	0.0012263	5.1591e-05	0.00012649	9.1963e-05	1.6769e-05	7.4352e-06	1.8473e-06	6.3575e-09	4.8259e-05	
0.0057616	0.74722	0.00010237	0.000496	0.013779	0.11063	0.0061146	2.8101e-06	7.679e-07	0.04416	0.0022368	6.4803e-07	0.00014204	1.3235e-05	0.0004683	0.014232	0.00025676	0.0012251	5.3318e-05	0.00012669	9.3801e-05	1.7337e-05	7.4214e-06	1.8948e-06	5.5128e-09	4.7826e-05	
0.0058053	0.74692	9.9892e-05	0.00049542	0.013594	0.11078	0.0061283	2.7963e-06	7.8361e-07	0.044042	0.0022169	6.3902e-07	0.00014207	1.306e-05	0.00047292	0.014296	0.00025758	0.0012239	5.2879e-05	0.00012688	9.5606e-05	1.7889e-05	7.4022e-06	1.9377e-06	1.7776e-08	4.7377e-05	
0.0058494	0.74668	9.7448e-05	0.00049485	0.013411	0.11094	0.0061422	2.7837e-06	8.0279e-07	0.043925	0.0021972	6.3095e-07	0.00014211	1.289e-05	0.00047797	0.014361	0.00025841	0.0012227	5.334e-05	0.00012708	9.5357e-05	1.8496e-05	7.3936e-06	1.99e-06	3.0215e-08	4.4112e-05	
0.0058934	0.74642	9.4989e-05	0.00049427	0.013229	0.11109	0.0061561	2.7672e-06	8.1958e-07	0.043808	0.0021774	6.191e-07	0.00014214	1.2715e-05	0.00048294	0.014425	0.00025922	0.0012216	5.1724e-05	0.00012727	9.5092e-05	1.9088e-05	7.38e-06	2.0379e-06	4.0673e-08	4.0812e-05	
0.0059377	0.74621	9.2563e-05	0.00049371	0.013049	0.11125	0.0061701	2.7516e-06	8.3958e-07	0.043693	0.0021578	6.0786e-07	0.00014217	1.2544e-05	0.00048813	0.014491	0.00026003	0.0012204	5.0798e-05	0.00012747	9.4865e-05	1.9723e-05	7.3759e-06	2.0946e-06	5.1272e-08	3.7618e-05	
0.0059823	0.74604	9.0168e-05	0.00049315	0.012871	0.11141	0.0061842	2.7369e-06	8.6296e-07	0.043579	0.0021382	5.9717e-07	0.00014221	1.2379e-05	0.00049356	0.014557	0.00026084	0.0012192	5.0535e-05	0.00012768	9.4678e-05	2.0403e-05	7.3813e-06	2.1609e-06	6.2141e-08	3.4528e-05	
0.0060272	0.74592	8.7759e-05	0.00049259	0.012693	0.11157	0.0061984	2.7183e-06	8.8381e-07	0.043464	0.0021186	5.8274e-07	0.00014224	1.2208e-05	0.0004989	0.014623	0.00026165	0.001218	4.7823e-05	0.00012789	9.4474e-05	2.1067e-05	7.3818e-06	2.2217e-06	1.0644e-07	3.1405e-05	
0.0060724	0.74585	8.5381e-05	0.00049204	0.012518	0.11173	0.0062127	2.7006e-06	9.0817e-07	0.043351	0.0020991	5.6884e-07	0.00014227	1.2042e-05	0.00050449	0.014691	0.00026246	0.0012168	4.5756e-05	0.00012811	9.4308e-05	2.1779e-05	7.3918e-06	2.2926e-06	1.5465e-07	2.8382e-05	
0.0061175	0.74576	8.6122e-05	0.00049139	0.012342	0.11189	0.0062269	2.6789e-06	9.2986e-07	0.043238	0.0020796	5.5107e-07	0.00014229	1.1869e-05	0.00050997	0.014758	0.00026325	0.0012157	4.1555e-05	0.00012832	9.4125e-05	2.2472e-05	7.3963e-06	2.3597e-06	1.9958e-07	2.5322e-05	
0.006163	0.74572	8.6876e-05	0.00049075	0.012169	0.11206	0.0062414	2.658e-06	9.5522e-07	0.043125	0.0020601	5.3382e-07	0.00014232	1.1702e-05	0.00051571	0.014825	0.00026405	0.0012145	3.7943e-05	0.00012854	9.398e-05	2.3215e-05	7.4105e-06	2.4376e-06	2.4883e-07	2.2362e-05	
0.0062083	0.74566	8.7618e-05	0.0004901	0.011995	0.11222	0.0062557	2.6331e-06	9.7783e-07	0.043013	0.0020406	5.1268e-07	0.00014235	1.1527e-05	0.00052134	0.014893	0.00026484	0.0012133	3.2206e-05	0.00012875	9.3817e-05	2.3939e-05	7.4191e-06	2.5099e-06	2.9466e-07	1.9364e-05	
0.0062536	0.74557	8.8374e-05	0.00048947	0.011823	0.11239	0.0062703	2.6093e-06	1.0046e-06	0.042902	0.0020213	4.9222e-07	0.00014237	1.1359e-05	0.00052724	0.014962	0.00026562	0.0012121	2.7245e-05	0.00012895	9.3695e-05	2.4717e-05	7.4381e-06	2.5947e-06	2.9242e-07	1.6469e-05	
0.0062993	0.74553	8.9146e-05	0.00048885	0.011655	0.11256	0.006285	2.587e-06	1.0363e-06	0.042792	0.002002	4.7272e-07	0.00014241	1.1197e-05	0.00053345	0.015032	0.00026639	0.001211	2.2876e-05	0.00012916	9.3619e-05	2.5561e-05	7.4689e-06	2.6942e-06	2.9247e-07	1.3683e-05	
0.0063453	0.74554	8.9935e-05	0.00048825	0.01149	0.11274	0.0063	2.5664e-06	1.0738e-06	0.042684	0.0019829	4.5438e-07	0.00014244	1.1042e-05	0.00054	0.015103	0.00026718	0.0012098	1.9061e-05	0.00012938	9.3591e-05	2.648e-05	7.5127e-06	2.8115e-06	2.9515e-07	1.101e-05	
0.0063918	0.7446	9.0748e-05	0.00048767	0.011339	0.11291	0.0063148	2.5518e-06	1.0446e-06	0.042577	0.001964	4.3799e-07	0.00014249	1.0896e-05	0.00053965	0.015118	0.00026796	0.0012087	1.6083e-05	0.00012962	9.3626e-05	2.75e-05	7.574e-06	2.7953e-06	3.0168e-07	8.6013e-06	
0.0064381	0.74359	9.1541e-05	0.00048707	0.011185	0.11308	0.0063295	2.5314e-06	1.0102e-06	0.04247	0.0019449	4.1632e-07	0.00014253	1.074e-05	0.00053915	0.015132	0.00026873	0.0012075	1.0515e-05	0.00012984	9.3623e-05	2.8466e-05	7.6236e-06	2.7696e-06	3.04e-07	6.1211e-06	
0.0064842	0.74252	9.2312e-05	0.00048645	0.01103	0.11324	0.006344	2.5053e-06	9.6997e-07	0.042362	0.0019258	3.8932e-07	0.00014255	1.0573e-05	0.00053788	0.015147	0.00026948	0.0012063	1.6127e-05	0.00013005	9.3726e-05	2.863e-05	7.6614e-06	2.7649e-06	3.0171e-07	5.6731e-06	
0.0065252	0.7416	9.3106e-05	0.00048585	0.010879	0.1134	0.0063588	2.4817e-06	9.3681e-07	0.042256	0.0019068	3.641e-07	0.00014258	1.0415e-05	0.00053686	0.015161	0.00027024	0.0012052	2.2705e-05	0.00013011	9.2291e-05	2.8849e-05	7.7156e-06	2.7743e-06	3.0295e-07	5.2456e-06	
0.006566	0.74065	9.3887e-05	0.00048523	0.010727	0.11357	0.0063735	2.4539e-06	9.0039e-07	0.042149	0.0018878	3.3487e-07	0.00014261	1.025e-05	0.00053575	0.015176	0.00027099	0.001204	2.7136e-05	0.00013017	9.0823e-05	2.9054e-05	7.7632e-06	2.7781e-06	3.0136e-07	4.805e-06	
0.0066072	0.73979	9.4683e-05	0.00048463	0.010577	0.11374	0.0063884	2.4272e-06	8.6862e-07	0.042044	0.0018689	3.061e-07	0.00014263	1.009e-05	0.00053482	0.015191	0.00027174	0.0012028	3.2043e-05	0.00013023	8.9432e-05	2.929e-05	7.8224e-06	2.7917e-06	3.0193e-07	4.3769e-06	
0.0066483	0.7389	9.5468e-05	0.00048402	0.010427	0.1139	0.0064033	2.3966e-06	8.3422e-07	0.041938	0.0018499	2.7368e-07	0.00014266	9.9238e-06	0.00053382	0.015206	0.00027248	0.0012017	3.4965e-05	0.00013029	8.8017e-05	2.9514e-05	7.8764e-06	2.8009e-06	3.0004e-07	3.9379e-06	
0.0066897	0.73809	9.6268e-05	0.00048342	0.010279	0.11408	0.0064184	2.3671e-06	8.0413e-07	0.041834	0.0018311	2.4157e-07	0.00014268	9.763e-06	0.00053299	0.015222	0.00027321	0.0012005	3.8432e-05	0.00013035	8.6676e-05	2.977e-05	7.942e-06	2.8197e-06	3.0023e-07	3.5105e-06	
0.0067314	0.73736	9.7084e-05	0.00048283	0.010133	0.11425	0.0064336	2.3385e-06	7.7803e-07	0.041731	0.0018123	2.0965e-07	0.00014271	9.6071e-06	0.00053233	0.015238	0.00027395	0.0011993	4.2571e-05	0.00013043	8.5405e-05	3.0058e-05	8.0196e-06	2.8485e-06	3.0251e-07	3.094e-06	
0.0067734	0.73669	9.7888e-05	0.00048223	0.0099874	0.11443	0.0064488	2.6986e-06	7.5573e-07	0.041628	0.0017935	2.6756e-07	0.00014274	9.4452e-06	0.00053117	0.015254	0.00027469	0.0011982	4.7361e-05	0.0001305	8.4197e-05	3.0376e-05	8.0892e-06	2.8867e-06	3.0664e-07	3.2134e-06	
0.0068154	0.736	9.8681e-05	0.00048162	0.0098409	0.1146	0.006464	3.0527e-06	7.3086e-07	0.041524	0.0017747	3.2147e-07	0.00014275	9.2768e-06	0.00052994	0.015269	0.00027542	0.001197	5.001e-05	0.00013058	8.2965e-05	3.0682e-05	8.153e-06	2.92e-06	3.0821e-07	3.324e-06	
0.0068576	0.73537	9.9489e-05	0.00048102	0.0096968	0.11477	0.0064793	3.4161e-06	7.0953e-07	0.041422	0.001756	3.768e-07	0.00014277	9.1134e-06	0.00052888	0.015285	0.00027615	0.0011959	5.3549e-05	0.00013065	8.1798e-05	3.1022e-05	8.2288e-06	2.9639e-06	3.119e-07	3.4366e-06	
0.0068998	0.73473	0.00010029	0.00048041	0.0095523	0.11495	0.0064946	3.7738e-06	6.8584e-07	0.041319	0.0017373	4.2822e-07	0.00014279	8.9438e-06	0.00052776	0.015301	0.00027687	0.0011947	5.5003e-05	0.00013073	8.061e-05	3.135e-05	8.2993e-06	3.003e-06	3.1314e-07	3.5407e-06	
0.0069423	0.73415	0.0001011	0.00047982	0.0094098	0.11512	0.0065101	4.1402e-06	6.6519e-07	0.041218	0.0017186	4.8087e-07	0.0001428	8.7785e-06	0.00052679	0.015318	0.00027759	0.0011936	5.7222e-05	0.0001308	7.9481e-05	3.1711e-05	8.381e-06	3.0523e-06	3.1624e-07	3.6464e-06	
0.0069847	0.73355	0.0001019	0.0004792	0.0092669	0.1153	0.0065255	4.5005e-06	6.4207e-07	0.041117	0.0017	5.2944e-07	0.00014281	8.6068e-06	0.00052575	0.015334	0.00027829	0.0011925	5.7269e-05	0.00013088	7.8328e-05	3.2058e-05	8.4568e-06	3.0963e-06	3.1677e-07	3.7432e-06	
0.0070271	0.73471	0.00010271	0.00047861	0.0091261	0.11548	0.0065411	4.8696e-06	6.2368e-07	0.041016	0.0016814	5.7937e-07	0.00014283	8.4391e-06	0.00052487	0.015351	0.00027899	0.0011913	5.4006e-05	0.00013094	7.7154e-05	3.2394e-05	8.544e-06	3.1357e-06	3.1462e-07	3.8416e-06	
0.0070694	0.73584	0.00010351	0.00047799	0.0089848	0.11566	0.0065567	5.2326e-06	6.0287e-07	0.040915	0.0016627	6.2518e-07	0.00014283	8.2652e-06	0.00052391	0.015367	0.00027967	0.0011901	4.8553e-05	0.00013099	7.5956e-05	3.2715e-05	8.6253e-06	3.1699e-06	3.0989e-07	3.9311e-06	
0.0071116	0.73694	0.0001043	0.00047737	0.008843	0.11583	0.0065722	5.5893e-06	5.7965e-07	0.040814	0.0016441	6.6689e-07	0.00014283	8.085e-06	0.00052289	0.015384	0.00028035	0.001189	4.0895e-05	0.00013104	7.4734e-05	3.3024e-05	8.7007e-06	3.1991e-06	3.0258e-07	4.0118e-06	
0.0071542	0.73814	0.00010511	0.00047676	0.0087034	0.11601	0.0065879	5.9561e-06	5.595e-07	0.040715	0.0016255	7.1037e-07	0.00014283	7.9094e-06	0.00052203	0.015401	0.00028102	0.0011878	3.4235e-05	0.0001311	7.3575e-05	3.3369e-05	8.7888e-06	3.2389e-06	2.9743e-07	4.0948e-06	
0.0071967	0.73932	0.0001059	0.00047613	0.0085634	0.11619	0.0066035	6.3167e-06	5.3698e-07	0.040615	0.0016069	7.4972e-07	0.00014283	7.7276e-06	0.00052111	0.015417	0.00028168	0.0011866	2.542e-05	0.00013115	7.2392e-05	3.3701e-05	8.8709e-06	3.2735e-06	2.8971e-07	4.1688e-06	
0.0072395	0.74059	0.00010671	0.00047552	0.0084255	0.11637	0.0066193	6.6875e-06	5.1738e-07	0.040516	0.0015885	7.9096e-07	0.00014283	7.5503e-06	0.00052035	0.015434	0.00028235	0.0011855	1.7408e-05	0.0001312	7.1271e-05	3.4069e-05	8.9661e-06	3.3194e-06	2.8408e-07	4.2454e-06	
0.0072823	0.74183	0.00010753	0.00047492	0.0082898	0.11655	0.0066354	6.6428e-06	4.7598e-07	0.040418	0.0015701	8.3387e-07	0.00014283	7.3768e-06	0.00051974	0.015452	0.000283	0.0011843	2.1079e-05	0.00013125	7.013e-05	3.4424e-05	9.0738e-06	3.3604e-06	2.7576e-07	4.3239e-06	
0.0073254	0.74318	0.00010837	0.00047434	0.008156	0.11674	0.0066516	6.6011e-06	4.3816e-07	0.040322	0.0015518	8.7859e-07	0.00014284	7.207e-06	0.00051928	0.01547	0.00028365	0.0011832	2.4795e-05	0.0001313	6.9044e-05	3.4815e-05	9.1944e-06	3.4121e-06	2.692e-07	4.4043e-06	
0.0073687	0.74462	0.00010922	0.00047376	0.0080243	0.11694	0.006668	6.5625e-06	4.0358e-07	0.040226	0.0015336	9.253e-07	0.00014286	7.0414e-06	0.00051898	0.015488	0.00028431	0.001182	2.8671e-05	0.00013137	6.8011e-05	3.5242e-05	9.3298e-06	3.4752e-06	2.6432e-07	4.4876e-06	
0.0074123	0.74617	0.00011009	0.0004732	0.0078945	0.11714	0.0066845	6.5268e-06	3.7197e-07	0.040132	0.0015154	9.7411e-07	0.00014287	6.8792e-06	0.00051884	0.015507	0.00028496	0.0011809	3.2821e-05	0.00013143	6.7031e-05	3.5708e-05	9.4794e-06	3.5503e-06	2.6105e-07	4.573e-06	
0.0074563	0.74784	0.00011097	0.00047265	0.0077667	0.11734	0.0067013	6.4941e-06	3.4304e-07	0.040039	0.0014974	1.0252e-06	0.00014289	6.7203e-06	0.00051884	0.015526	0.00028562	0.0011797	3.7371e-05	0.00013151	6.6102e-05	3.5361e-05	9.6438e-06	3.6383e-06	2.5936e-07	4.6608e-06	
0.0075002	0.74947	0.00011185	0.00047209	0.0076384	0.11754	0.006718	6.4571e-06	3.1189e-07	0.039945	0.0014794	1.0721e-06	0.00014291	6.5556e-06	0.00051878	0.015545	0.00028626	0.0011786	3.9918e-05	0.00013158	6.5154e-05	3.5002e-05	9.8018e-06	3.7207e-06	2.553e-07	4.7397e-06	
0.0075444	0.75124	0.00011273	0.00047154	0.0075123	0.11774	0.0067346	6.4257e-06	2.8355e-07	0.039853	0.0014614	1.1213e-06	0.00014292	6.3941e-06	0.00051888	0.015565	0.0002869	0.0011774	4.3112e-05	0.00013165	6.4258e-05	3.4679e-05	9.9766e-06	3.8181e-06	2.5304e-07	4.8217e-06	
0.0075885	0.75297	0.00011361	0.00047098	0.0073856	0.11793	0.0067512	6.3898e-06	2.529e-07	0.03976	0.0014434	1.1661e-06	0.00014293	6.2265e-06	0.00051892	0.015584	0.00028754	0.0011763	4.4215e-05	0.00013172	6.3342e-05	3.4343e-05	1.0144e-05	3.9092e-06	2.4831e-07	4.8946e-06	
0.0076329	0.75483	0.0001145	0.00047043	0.007261	0.11813	0.006768	6.3572e-06	2.2486e-07	0.039669	0.0014255	1.2139e-06	0.00014295	6.0627e-06	0.00051911	0.015604	0.00028817	0.0011751	4.6019e-05	0.00013179	6.2478e-05	3.4043e-05	1.0329e-05	4.0162e-06	2.4535e-07	4.9707e-06	
0.0076777	0.75683	0.00011541	0.00046989	0.0071358	0.11834	0.0067849	6.3275e-06	1.9888e-07	0.039578	0.0014077	1.2644e-06	0.00014297	5.9019e-06	0.00051946	0.015624	0.00028881	0.001174	4.8422e-05	0.00013188	6.1659e-05	3.3774e-05	1.0531e-05	4.1391e-06	2.4389e-07	5.0493e-06	
0.0077224	0.75879	0.0001163	0.00046934	0.0070101	0.11854	0.0068018	6.2933e-06	1.7071e-07	0.039487	0.0013898	1.3103e-06	0.00014298	5.7351e-06	0.00051974	0.015643	0.00028943	0.0011729	4.8687e-05	0.00013195	6.082e-05	3.3492e-05	1.0725e-05	4.2549e-06	2.3994e-07	5.1187e-06	
0.0077674	0.76091	0.00011721	0.00046881	0.0068866	0.11875	0.006819	6.2626e-06	1.4482e-07	0.039398	0.0013721	1.3597e-06	0.00014299	5.5721e-06	0.00052019	0.015663	0.00029005	0.0011717	4.9838e-05	0.00013203	6.0031e-05	3.3244e-05	1.094e-05	4.3899e-06	2.3783e-07	5.1919e-06	
0.0078124	0.76296	0.00011811	0.00046826	0.0067623	0.11895	0.006836	6.2265e-06	1.6494e-07	0.039308	0.0013543	1.4037e-06	0.000143	5.402e-06	0.00052054	0.015683	0.00029067	0.0011706	4.8524e-05	0.00013211	5.9215e-05	3.2979e-05	1.1143e-05	4.5146e-06	2.3282e-07	5.2544e-06	
0.0078571	0.76491	0.00011904	0.00046773	0.0066368	0.11915	0.0068529	6.1838e-06	1.8218e-07	0.039219	0.0013366	1.365e-06	0.00014302	5.2391e-06	0.00052076	0.015703	0.00029126	0.0011694	4.4304e-05	0.00013217	5.8362e-05	3.2689e-05	1.1332e-05	4.6257e-06	2.2424e-07	5.3044e-06	
0.0079024	0.76711	0.00011994	0.00046717	0.0065144	0.11935	0.0068701	6.1477e-06	2.025e-07	0.039132	0.0013191	1.3324e-06	0.00014304	5.0832e-06	0.00052124	0.015723	0.00029187	0.0011683	4.2077e-05	0.00013224	5.7584e-05	3.245e-05	1.1551e-05	4.7666e-06	2.1908e-07	5.363e-06	
0.0079481	0.76786	0.00012087	0.00046664	0.0063904	0.11957	0.0068877	6.1181e-06	2.2752e-07	0.039047	0.0013018	1.3057e-06	0.00014308	4.9342e-06	0.00052199	0.015743	0.00029248	0.0011672	2.4813e-05	0.00013233	5.6886e-05	3.2276e-05	1.1805e-05	4.9455e-06	1.8128e-07	5.4306e-06	
0.0079936	0.76855	0.00012178	0.00046608	0.0062647	0.1198	0.0069056	6.0691e-06	2.4855e-07	0.038961	0.0012843	1.2715e-06	0.0001431	4.7754e-06	0.00052257	0.015762	0.00029307	0.001166	2.7805e-05	0.00013241	5.614e-05	3.207e-05	1.2036e-05	6.1396e-06	1.3722e-07	5.4833e-06	
0.0080397	0.76936	0.00012272	0.00046556	0.0061424	0.12003	0.0069239	6.0273e-06	2.7396e-07	0.038877	0.001267	1.2437e-06	0.00014313	4.624e-06	0.00052343	0.015783	0.00029367	0.0011649	3.2452e-05	0.00013251	5.5471e-05	3.1916e-05	1.2307e-05	6.5184e-06	1.0056e-07	5.5462e-06	
0.0080862	0.7699	0.00012363	0.000465	0.0060187	0.12026	0.0069421	5.9783e-06	2.9477e-07	0.038792	0.0012496	1.2091e-06	0.00014315	4.4638e-06	0.00052414	0.015802	0.00029428	0.0011638	6.3386e-05	0.00013262	5.4762e-05	3.1736e-05	1.2557e-05	6.8608e-06	9.8293e-08	5.5953e-06	
0.0081332	0.77052	0.00012458	0.00046447	0.0058978	0.1205	0.0069605	5.935e-06	3.1926e-07	0.038708	0.0012324	1.1793e-06	0.00014319	4.3091e-06	0.00052509	0.015823	0.00029489	0.0011627	0.00010284	0.00013274	5.4115e-05	3.1598e-05	1.2841e-05	7.268e-06	9.7412e-08	5.6521e-06	
0.0081801	0.7711	0.0001255	0.00046392	0.0057757	0.12073	0.0069788	5.8848e-06	3.4011e-07	0.038624	0.001215	1.143e-06	0.0001432	4.1458e-06	0.0005259	0.015843	0.00029549	0.0011616	0.00013568	0.00013285	5.3431e-05	3.1436e-05	1.3105e-05	7.6402e-06	9.3576e-08	5.6955e-06	
0.0082273	0.77082	0.00012645	0.00046339	0.0056562	0.12097	0.0069974	5.84e-06	3.6476e-07	0.038541	0.0011979	1.1113e-06	0.00014323	3.9877e-06	0.00052694	0.015864	0.00029609	0.0011605	0.00017814	0.00013297	5.2805e-05	3.1314e-05	1.3404e-05	8.0813e-06	9.1036e-08	5.7464e-06	
0.0082744	0.77051	0.00012738	0.00046284	0.0055355	0.12121	0.0070159	5.7882e-06	3.8566e-07	0.038458	0.0011806	1.073e-06	0.00014325	3.8211e-06	0.00052784	0.015885	0.00029667	0.0011594	0.00021332	0.00013308	5.2143e-05	3.1168e-05	1.3683e-05	8.4845e-06	8.5559e-08	5.7838e-06	
0.008322	0.77027	0.00012834	0.00046231	0.0054177	0.12145	0.0070347	5.7428e-06	4.1121e-07	0.038376	0.0011635	1.0401e-06	0.00014327	3.6607e-06	0.000529	0.015906	0.00029727	0.0011583	0.00026108	0.0001332	5.1546e-05	3.1067e-05	1.4001e-05	8.9717e-06	8.1629e-08	5.8304e-06	
0.0083694	0.77	0.00012933	0.00046182	0.0052985	0.12169	0.0070533	5.69e-06	4.3257e-07	0.038294	0.0011462	1e-06	0.00014328	3.8537e-06	0.00053001	0.015927	0.00029784	0.0011572	0.00060623	0.00013331	5.091e-05	3.094e-05	1.4297e-05	9.4134e-06	7.5253e-08	5.8627e-06	
0.0084173	0.76981	0.00013036	0.00046135	0.005178	0.12193	0.0070723	5.6446e-06	4.596e-07	0.03821	0.0011289	9.743e-07	0.00014328	4.0334e-06	0.00053131	0.015947	0.00029843	0.0011561	0.00071934	0.00013344	5.0343e-05	3.0862e-05	1.464e-05	9.9582e-06	7.0629e-08	5.906e-06	
0.008465	0.76958	0.00013137	0.00046085	0.0050558	0.12217	0.0070911	5.5911e-06	4.819e-07	0.038129	0.0011118	9.2787e-07	0.00014329	4.223e-06	0.00053244	0.015968	0.00029899	0.001155	0.00082178	0.00013355	4.9735e-05	3.0755e-05	1.4956e-05	1.0447e-05	6.2849e-08	5.934e-06	
