Tapirus_terrestris	Tapirus_indicus	Rhinoceros_unicornis	Equus_przewalskii	Equus_caballus	Equus_asinus	Diceros_bicornis	Dicerorhinus_sumatrensis	Ceratotherium_simum	
4.0565e-05	0.00016944	0.00057102	0.01	0.01	1.7089e-05	0.038875	0.00040942	0.00013453	
4.0557e-05	0.00016906	0.0005657	0.01	0.01	1.7057e-05	0.038864	0.00041069	0.00013448	
4.0556e-05	0.0001687	0.00056051	0.01	0.01	1.7027e-05	0.038854	0.00041199	0.00013445	
4.0549e-05	0.00016832	0.00055526	0.01	0.01	1.6991e-05	0.038844	0.00041327	0.0001344	
4.0548e-05	0.00016795	0.00055012	0.01	0.01	1.6957e-05	0.038834	0.00041457	0.00013436	
4.054e-05	0.00016757	0.00054492	0.01	0.01	1.6917e-05	0.038824	0.00041584	0.00013431	
4.0538e-05	0.0001672	0.00053984	0.01	0.01	1.6878e-05	0.038814	0.00041715	0.00013426	
4.053e-05	0.00016681	0.0005347	0.01	0.01	1.6834e-05	0.038804	0.00041843	0.00013421	
4.0516e-05	0.00016641	0.00052968	0.01	0.01	1.6784e-05	0.038794	0.00041975	0.00013417	
4.0507e-05	0.00016603	0.00052462	0.01	0.01	1.6728e-05	0.038785	0.00042103	0.00013411	
4.0493e-05	0.00016563	0.00051951	0.01	0.01	1.6666e-05	0.038775	0.00042229	0.00013405	
4.0483e-05	0.00016523	0.00051449	0.01	0.01	1.6606e-05	0.038766	0.00042358	0.000134	
4.0468e-05	0.00016483	0.00050943	0.01	0.01	1.654e-05	0.038756	0.00042484	0.00013393	
4.0447e-05	0.00016441	0.00050432	0.01	0.01	1.6468e-05	0.038746	0.00042607	0.00013387	
4.042e-05	0.00016398	0.00049932	0.01	0.01	1.6391e-05	0.038737	0.00042733	0.0001338	
4.0399e-05	0.00016356	0.00049443	0.01	0.01	1.6315e-05	0.038728	0.00042863	0.00013374	
4.0384e-05	0.00016315	0.00048964	0.01	0.01	1.6241e-05	0.038719	0.00042997	0.00013368	
4.0363e-05	0.00016273	0.00048481	0.01	0.01	1.6162e-05	0.038711	0.00043127	0.00013362	
4.0347e-05	0.00016231	0.00048009	0.01	0.01	1.6084e-05	0.038702	0.00043262	0.00013355	
4.0326e-05	0.00016189	0.00047531	0.01	0.01	1.6e-05	0.038693	0.00043393	0.00013349	
4.03e-05	0.00016145	0.00047049	0.01	0.01	1.5911e-05	0.038685	0.00043521	0.00013341	
4.0278e-05	0.00016102	0.00046576	0.01	0.01	1.5822e-05	0.038676	0.00043652	0.00013334	
4.026e-05	0.00016059	0.00046111	0.01	0.01	1.5735e-05	0.038668	0.00043786	0.00013327	
4.0237e-05	0.00016016	0.00045642	0.01	0.01	1.5642e-05	0.03866	0.00043918	0.00013319	
4.022e-05	0.00015973	0.00045183	0.01	0.01	1.555e-05	0.038652	0.00044052	0.00013312	
4.0196e-05	0.00015929	0.00044719	0.01	0.01	1.5453e-05	0.038644	0.00044184	0.00013304	
4.0168e-05	0.00015884	0.0004425	0.01	0.01	1.535e-05	0.038636	0.00044313	0.00013296	
4.0144e-05	0.0001584	0.00043792	0.01	0.01	1.5249e-05	0.038628	0.00044445	0.00013288	
4.0126e-05	0.00015796	0.00043329	0.01	0.01	1.5148e-05	0.03862	0.00044575	0.00013279	
4.0102e-05	0.00015751	0.00042862	0.01	0.01	1.5042e-05	0.038612	0.00044701	0.0001327	
4.0083e-05	0.00015708	0.00042405	0.01	0.01	1.4938e-05	0.038605	0.00044831	0.00013261	
4.0059e-05	0.00015663	0.00041943	0.01	0.01	1.4828e-05	0.038597	0.00044959	0.00013252	
4.004e-05	0.00015618	0.0004149	0.01	0.01	1.4719e-05	0.038589	0.0004509	0.00013243	
4.0015e-05	0.00015573	0.00041033	0.01	0.01	1.4605e-05	0.038582	0.00045217	0.00013233	
3.9995e-05	0.00015528	0.00040584	0.01	0.01	1.4491e-05	0.038575	0.00045348	0.00013223	
3.9969e-05	0.00015482	0.0004013	0.01	0.01	1.4371e-05	0.038567	0.00045475	0.00013213	
3.9937e-05	0.00015435	0.00039671	0.01	0.01	1.4246e-05	0.03856	0.000456	0.00013203	
3.9911e-05	0.00015388	0.00039223	0.01	0.01	1.4123e-05	0.038553	0.00045728	0.00013192	
3.9891e-05	0.00015343	0.00038783	0.01	0.01	1.4001e-05	0.038546	0.0004586	0.00013182	
3.9877e-05	0.00015298	0.00038354	0.01	0.01	1.3881e-05	0.038539	0.00045996	0.00013172	
3.9868e-05	0.00015254	0.00037933	0.01	0.01	1.3761e-05	0.038533	0.00046135	0.00013163	
3.9852e-05	0.00015209	0.00037507	0.01	0.01	1.3636e-05	0.038527	0.00046271	0.00013152	
3.9844e-05	0.00015165	0.0003709	0.01	0.01	1.3512e-05	0.03852	0.00046411	0.00013142	
3.9829e-05	0.0001512	0.00036682	0.01	0.01	1.3383e-05	0.038515	0.00046554	0.00013133	
3.9819e-05	0.00015075	0.00036283	0.01	0.01	1.3255e-05	0.038509	0.00046702	0.00013123	
3.9816e-05	0.00015031	0.00035892	0.01	0.01	1.3129e-05	0.038504	0.00046853	0.00013114	
3.9818e-05	0.00014988	0.0003551	0.01	0.01	1.3003e-05	0.038499	0.00047008	0.00013104	
3.8745e-05	0.00014953	0.00035137	0.01	0.01	1.2872e-05	0.038494	0.00047167	0.00013096	
3.7691e-05	0.00014918	0.00034774	0.01	0.01	1.2742e-05	0.038489	0.00047332	0.00013087	
3.6626e-05	0.00014882	0.00034405	0.01	0.01	1.2607e-05	0.038485	0.00047492	0.00013078	
3.5579e-05	0.00014846	0.00034044	0.01	0.01	1.2472e-05	0.038481	0.00047657	0.00013069	
3.4521e-05	0.0001481	0.00033679	0.01	0.01	1.2332e-05	0.038476	0.00047817	0.0001306	
3.3454e-05	0.00014772	0.00033308	0.01	0.01	1.2186e-05	0.038472	0.00047975	0.0001305	
3.2406e-05	0.00014735	0.00032933	0.01	0.01	1.2033e-05	0.038467	0.00048129	0.00013039	
3.266e-05	0.00014689	0.00032552	0.01	0.01	1.1875e-05	0.038463	0.00048279	0.00013028	
3.292e-05	0.00014645	0.00032179	0.01	0.01	1.1717e-05	0.038458	0.00048433	0.00013017	
3.3187e-05	0.00014601	0.00031814	0.01	0.01	1.1561e-05	0.038454	0.00048591	0.00013006	
3.3448e-05	0.00014556	0.00031446	0.01	0.01	1.14e-05	0.03845	0.00048746	0.00012995	
3.3715e-05	0.00014512	0.00031085	0.01	0.01	1.124e-05	0.038446	0.00048906	0.00012984	
3.3976e-05	0.00014466	0.00030721	0.01	0.01	1.1074e-05	0.038442	0.00049062	0.00012973	
3.4231e-05	0.0001442	0.00030352	0.01	0.01	1.0903e-05	0.038438	0.00049215	0.00012961	
3.4481e-05	0.00014372	0.00029979	0.01	0.01	1.0726e-05	0.038434	0.00049365	0.00012948	
3.4737e-05	0.00014325	0.00029614	0.01	0.01	1.0551e-05	0.03843	0.00049519	0.00012936	
3.4986e-05	0.00014277	0.00029245	0.01	0.01	1.037e-05	0.038427	0.0004967	0.00012923	
3.5243e-05	0.0001423	0.00028883	0.01	0.01	1.019e-05	0.038423	0.00049825	0.0001291	
3.5504e-05	0.00014184	0.00028529	0.01	0.01	1.0011e-05	0.03842	0.00049984	0.00012898	
3.576e-05	0.00014136	0.0002817	0.01	0.01	9.8262e-06	0.038416	0.00050139	0.00012885	
3.6009e-05	0.00014087	0.00027807	0.01	0.01	9.636e-06	0.038413	0.00050291	0.00012872	
3.6266e-05	0.00014039	0.00027452	0.01	0.01	9.447e-06	0.03841	0.00050448	0.00012858	
3.6528e-05	0.00013991	0.00027104	0.01	0.01	9.2586e-06	0.038407	0.00050608	0.00012845	
3.6796e-05	0.00013945	0.00026762	0.01	0.01	9.0712e-06	0.038404	0.00050772	0.00012832	
3.7072e-05	0.00013899	0.00026428	0.01	0.01	8.885e-06	0.038402	0.00050941	0.0001282	
3.7355e-05	0.00013854	0.00026102	0.01	0.01	8.6998e-06	0.0384	0.00051113	0.00012808	
3.7631e-05	0.00013808	0.00025771	0.01	0.01	8.509e-06	0.038398	0.00051283	0.00012795	
3.7914e-05	0.00013763	0.00025447	0.01	0.01	8.3193e-06	0.038396	0.00051457	0.00012782	
3.8191e-05	0.00013716	0.0002512	0.01	0.01	8.1311e-06	0.038394	0.00051627	0.00012769	
3.8461e-05	0.00013668	0.00024787	0.01	0.01	7.937e-06	0.038392	0.00051794	0.00012755	
3.8725e-05	0.00013619	0.00024451	0.01	0.01	7.7375e-06	0.038389	0.00051958	0.00012741	
3.8982e-05	0.00013569	0.0002411	0.01	0.01	8.1478e-06	0.038387	0.00052118	0.00012726	
3.9247e-05	0.00013519	0.00023777	0.01	0.01	8.5621e-06	0.038385	0.00052283	0.00012711	
3.9505e-05	0.00013468	0.0002344	0.01	0.01	8.9702e-06	0.038383	0.00052444	0.00012696	
3.977e-05	0.00013419	0.00023109	0.01	0.01	9.3814e-06	0.038382	0.0005261	0.00012681	
4.0042e-05	0.00013369	0.00022785	0.01	0.01	9.796e-06	0.03838	0.0005278	0.00012667	
4.0307e-05	0.00013319	0.00022457	0.01	0.01	1.0204e-05	0.038379	0.00052946	0.00012651	
4.0579e-05	0.00013269	0.00022135	0.01	0.01	1.0616e-05	0.038377	0.00053116	0.00012636	
4.0843e-05	0.00013218	0.00021808	0.01	0.01	1.1021e-05	0.038376	0.00053283	0.00012621	
4.1115e-05	0.00013168	0.00021488	0.01	0.01	1.1429e-05	0.038375	0.00053454	0.00012605	
4.1379e-05	0.00013116	0.00021164	0.01	0.01	1.183e-05	0.038374	0.00053621	0.00012589	
4.1651e-05	0.00013065	0.00020846	0.01	0.01	1.2235e-05	0.038373	0.00053792	0.00012574	
4.1931e-05	0.00013015	0.00020535	0.01	0.01	1.2646e-05	0.038372	0.00053969	0.00012558	
4.2222e-05	0.00012967	0.00020233	0.01	0.01	1.3062e-05	0.038372	0.00054152	0.00012543	
4.2522e-05	0.00012919	0.00019926	0.01	0.01	1.4075e-05	0.038372	0.0005433	0.00012527	
4.2812e-05	0.0001287	0.00019638	0.01	0.01	1.5076e-05	0.038371	0.00054528	0.00012511	
4.3094e-05	0.00012819	0.00019358	0.01	0.01	1.6065e-05	0.038371	0.00054733	0.00012495	
4.3385e-05	0.00012769	0.00019084	0.01	0.01	1.7067e-05	0.038371	0.00054942	0.00012479	
4.3667e-05	0.00012718	0.00018805	0.01	0.01	1.8058e-05	0.038371	0.00055147	0.00012463	
4.3958e-05	0.00012667	0.00018533	0.01	0.01	1.9065e-05	0.038371	0.00055357	0.00012447	
4.4243e-05	0.00012616	0.00018257	0.01	0.01	2.0062e-05	0.038372	0.00055564	0.0001243	
4.4537e-05	0.00012565	0.00017987	0.01	0.01	2.1074e-05	0.038372	0.00055776	0.00012414	
4.4839e-05	0.00012515	0.00017724	0.01	0.01	2.2101e-05	0.038373	0.00055994	0.00012398	
4.515e-05	0.00012466	0.00017465	0.01	0.01	2.3141e-05	0.038374	0.00056216	0.00012382	
4.5452e-05	0.00012416	0.00017203	0.01	0.01	2.417e-05	0.038375	0.00056434	0.00012366	
4.5764e-05	0.00012366	0.00016947	0.01	0.01	2.5215e-05	0.038376	0.00056658	0.0001235	
4.6069e-05	0.00012315	0.00016687	0.01	0.01	2.625e-05	0.038378	0.00056878	0.00012333	
4.6382e-05	0.00012265	0.00016431	0.01	0.01	2.7299e-05	0.038379	0.00057103	0.00012317	
4.6687e-05	0.00012214	0.00016172	0.01	0.01	2.8338e-05	0.038381	0.00057324	0.000123	
4.7001e-05	0.00012163	0.0001591	0.01	0.01	2.9367e-05	0.038382	0.00057541	0.00012282	
4.7307e-05	0.00012111	0.00015643	0.01	0.01	3.0387e-05	0.038383	0.00057755	0.00012264	
4.7605e-05	0.00012058	0.00015373	0.01	0.01	3.1397e-05	0.038384	0.00057965	0.00012245	
4.7913e-05	0.00012006	0.00015107	0.01	0.01	3.2421e-05	0.038386	0.0005818	0.00012227	
4.8214e-05	0.00011952	0.00014837	0.01	0.01	3.3437e-05	0.038387	0.0005839	0.00012208	
4.8523e-05	0.00011899	0.00014573	0.01	0.01	3.4466e-05	0.038389	0.00058606	0.00012189	
4.8826e-05	0.00011845	0.00014306	0.01	0.01	3.5488e-05	0.03839	0.00058819	0.00012169	
4.9137e-05	0.00011792	0.00014043	0.01	0.01	3.6522e-05	0.038392	0.00059036	0.0001215	
4.9454e-05	0.00011739	0.00013785	0.01	0.01	3.7568e-05	0.038394	0.00059257	0.00012131	
4.9779e-05	0.00011687	0.00013531	0.01	0.01	3.8627e-05	0.038397	0.00059483	0.00012112	
5.0112e-05	0.00011635	0.00013281	0.01	0.01	3.9699e-05	0.038399	0.00059713	0.00012094	
5.0438e-05	0.00011582	0.00013027	0.01	0.01	4.0763e-05	0.038402	0.0005994	0.00012075	
5.0773e-05	0.0001153	0.00012779	0.01	0.01	4.1842e-05	0.038405	0.00060171	0.00012056	
5.1101e-05	0.00011477	0.00012528	0.01	0.01	4.2911e-05	0.038407	0.000604	0.00012036	
5.1439e-05	0.00011424	0.00012281	0.01	0.01	4.3996e-05	0.03841	0.00060633	0.00012017	
5.1784e-05	0.00011372	0.00012038	0.01	0.01	4.5095e-05	0.038414	0.00060871	0.00011998	
5.2121e-05	0.00011319	0.00011792	0.01	0.01	4.6184e-05	0.038417	0.00061105	0.00011978	
5.2469e-05	0.00011267	0.0001155	0.01	0.01	4.729e-05	0.03842	0.00061345	0.00011959	
5.2809e-05	0.00011213	0.00011305	0.01	0.01	4.8385e-05	0.038424	0.00061581	0.00011939	
5.3141e-05	0.00011158	0.00011056	0.01	0.01	4.947e-05	0.038427	0.00061813	0.00011918	
5.3484e-05	0.00011104	0.00010813	0.01	0.01	5.0572e-05	0.03843	0.0006205	0.00011898	
5.3835e-05	0.0001105	0.00010573	0.01	0.01	5.169e-05	0.038434	0.00062293	0.00011878	
5.4198e-05	0.00010998	0.0001033	0.01	0.01	5.2796e-05	0.038438	0.00062532	0.00011857	
5.4572e-05	0.00010946	0.00010091	0.01	0.01	5.3921e-05	0.038442	0.00062776	0.00011837	
5.4956e-05	0.00010895	9.8575e-05	0.01	0.01	5.5063e-05	0.038446	0.00063026	0.00011817	
5.535e-05	0.00010845	9.6279e-05	0.01	0.01	5.6222e-05	0.038451	0.00063281	0.00011797	
5.5735e-05	0.00010793	9.3942e-05	0.01	0.01	5.7369e-05	0.038456	0.00063532	0.00011777	
5.613e-05	0.00010742	9.165e-05	0.01	0.01	5.8533e-05	0.03846	0.00063788	0.00011756	
5.6516e-05	0.00010689	8.9314e-05	0.01	0.01	5.9684e-05	0.038465	0.0006404	0.00011735	
5.6915e-05	0.00010638	8.7034e-05	0.01	0.01	6.0858e-05	0.03847	0.00064298	0.00011715	
5.7328e-05	0.00010588	8.481e-05	0.01	0.01	6.2056e-05	0.038476	0.00064564	0.00011695	
5.7729e-05	0.00010535	8.2646e-05	0.01	0.01	6.3281e-05	0.038481	0.00064838	0.00011675	
5.8145e-05	0.00010484	8.0539e-05	0.01	0.01	6.4533e-05	0.038488	0.0006512	0.00011656	
5.8574e-05	0.00010434	7.8488e-05	0.01	0.01	6.5809e-05	0.038494	0.00064747	0.00011637	
5.8992e-05	0.00010383	7.6387e-05	0.01	0.01	6.7067e-05	0.0385	0.00064368	0.00011617	
5.9425e-05	0.00010332	7.4345e-05	0.01	0.01	6.8353e-05	0.038507	0.00063998	0.00011598	
5.9848e-05	0.0001028	7.235e-05	0.01	0.01	6.9624e-05	0.038514	0.00063637	0.00011579	
6.026e-05	0.00010226	7.0311e-05	0.01	0.01	7.0877e-05	0.038521	0.00063269	0.0001156	
6.0661e-05	0.00010171	6.8228e-05	0.01	0.01	7.2114e-05	0.038528	0.00062896	0.00011539	
6.105e-05	0.00010114	6.61e-05	0.01	0.01	7.3335e-05	0.038535	0.00062518	0.00011518	
6.1429e-05	0.00010056	6.3927e-05	0.01	0.01	7.4539e-05	0.038541	0.00062133	0.00011497	
6.1795e-05	9.9959e-05	6.1701e-05	0.01	0.01	7.5723e-05	0.038547	0.00061742	0.00011474	
6.2175e-05	9.9369e-05	5.942e-05	0.01	0.01	7.6934e-05	0.038554	0.00061344	0.00011451	
6.2544e-05	9.8763e-05	5.7092e-05	0.01	0.01	7.8127e-05	0.03856	0.00060939	0.00011427	
6.2902e-05	9.8141e-05	5.4715e-05	0.01	0.01	7.9303e-05	0.038565	0.00060528	0.00011403	
6.3275e-05	9.7531e-05	5.2288e-05	0.01	0.01	8.0461e-05	0.038571	0.00060111	0.00011378	
6.3636e-05	9.6905e-05	4.9811e-05	0.01	0.01	8.1602e-05	0.038577	0.00059687	0.00011352	
6.3986e-05	9.6263e-05	4.7284e-05	0.01	0.01	8.2726e-05	0.038582	0.00059257	0.00011325	
6.4324e-05	9.5603e-05	4.4701e-05	0.01	0.01	8.388e-05	0.03855	0.0005882	0.00011351	
6.4677e-05	9.4956e-05	4.2179e-05	0.01	0.01	8.5061e-05	0.038518	0.00058392	0.00011378	
6.5016e-05	9.429e-05	3.9599e-05	0.01	0.01	8.6221e-05	0.038486	0.00057956	0.00011403	
6.5344e-05	9.3607e-05	3.6967e-05	0.01	0.01	8.7364e-05	0.038454	0.00057514	0.00011428	
6.566e-05	9.2908e-05	3.4285e-05	0.01	0.01	8.8489e-05	0.038421	0.00057066	0.00011453	
6.5963e-05	9.2191e-05	3.1542e-05	0.01	0.01	8.9594e-05	0.038389	0.00056609	0.00011476	
6.6253e-05	9.1456e-05	2.8862e-05	0.01	0.01	9.0678e-05	0.038357	0.00056163	0.000115	
6.653e-05	9.0702e-05	2.6122e-05	0.01	0.01	9.1742e-05	0.038324	0.00055708	0.00011523	
6.6824e-05	8.9963e-05	2.3454e-05	0.01	0.01	9.2836e-05	0.038293	0.00055265	0.00011547	
6.7105e-05	8.9205e-05	2.0727e-05	0.01	0.01	9.3909e-05	0.038261	0.00054814	0.0001157	
6.7403e-05	8.8461e-05	1.8071e-05	0.01	0.01	9.5013e-05	0.038229	0.00054374	0.00011593	
6.7688e-05	8.7699e-05	1.5482e-05	0.01	0.01	9.6095e-05	0.038198	0.00053944	0.00011617	
6.799e-05	8.695e-05	1.2958e-05	0.01	0.01	9.7208e-05	0.038167	0.00053526	0.00011641	
6.8279e-05	8.6184e-05	1.2809e-05	0.01	0.01	9.8301e-05	0.038137	0.00053097	0.00011665	
6.8582e-05	8.5429e-05	1.3968e-05	0.01	0.01	9.942e-05	0.038106	0.00052587	0.00011688	
6.8872e-05	8.4655e-05	1.5153e-05	0.01	0.01	0.00010052	0.038075	0.00052089	0.00011711	
6.9149e-05	8.3864e-05	1.6301e-05	0.01	0.01	0.0001016	0.038045	0.00051583	0.00011734	
6.944e-05	8.3083e-05	1.7469e-05	0.01	0.01	0.0001027	0.038014	0.00051087	0.00011757	
6.9749e-05	8.2316e-05	1.8664e-05	0.01	0.01	0.00010378	0.037985	0.00050602	0.00011781	
7.0044e-05	8.1532e-05	1.9822e-05	0.01	0.01	0.00010484	0.037955	0.00050109	0.00011803	
7.0357e-05	8.076e-05	2.1005e-05	0.01	0.01	0.00010593	0.037925	0.00049628	0.00011827	
7.0686e-05	8.0001e-05	2.2216e-05	0.01	0.01	0.00010577	0.037896	0.00049156	0.0001185	
7.1003e-05	7.9225e-05	2.339e-05	0.01	0.01	0.00010558	0.037867	0.00048678	0.00011873	
7.1337e-05	7.8461e-05	2.4591e-05	0.01	0.01	0.00010542	0.037838	0.0004821	0.00011897	
7.1687e-05	7.7709e-05	2.5818e-05	0.01	0.01	0.00010527	0.03781	0.00047752	0.00011921	
7.205e-05	7.6966e-05	2.7066e-05	0.01	0.01	0.00010514	0.037782	0.00047302	0.00011945	
7.2404e-05	7.6207e-05	2.8283e-05	0.01	0.01	0.000105	0.037754	0.00046846	0.00011969	
7.2747e-05	7.5435e-05	2.9467e-05	0.01	0.01	0.00010475	0.037726	0.00046385	0.00011992	
7.3078e-05	7.4646e-05	3.0617e-05	0.01	0.01	0.00010449	0.037698	0.00045918	0.00012014	
7.3425e-05	7.3868e-05	3.1791e-05	0.01	0.01	0.00010424	0.03767	0.00045459	0.00012037	
7.3761e-05	7.3074e-05	3.2932e-05	0.01	0.01	0.00010398	0.037642	0.00044995	0.00012059	
7.4087e-05	7.2266e-05	3.4042e-05	0.01	0.01	0.00010371	0.037613	0.00044525	0.0001208	
7.4426e-05	7.1467e-05	3.5171e-05	0.01	0.01	0.00010346	0.037586	0.00044063	0.00012102	
7.4754e-05	7.0652e-05	3.6267e-05	0.01	0.01	0.00010319	0.037558	0.00043595	0.00012123	
7.5071e-05	6.9821e-05	3.7329e-05	0.01	0.01	0.00010291	0.037529	0.00043121	0.00012143	
7.5379e-05	6.8977e-05	3.8362e-05	0.01	0.01	0.00010262	0.037501	0.00042642	0.00012163	
7.4917e-05	6.8636e-05	3.9418e-05	0.01	0.01	0.00010231	0.037473	0.00042172	0.00012183	
7.4446e-05	6.8283e-05	4.0444e-05	0.01	0.01	0.00010199	0.037445	0.00041697	0.00012203	
7.3964e-05	6.7915e-05	4.1439e-05	0.01	0.01	0.00010167	0.037417	0.00041216	0.00012221	
7.3472e-05	6.7535e-05	4.2402e-05	0.01	0.01	0.00010133	0.037389	0.0004073	0.00012239	
7.2995e-05	6.716e-05	4.3387e-05	0.01	0.01	0.000101	0.037361	0.00040252	0.00012258	
7.2508e-05	6.6773e-05	4.4343e-05	0.01	0.01	0.00010067	0.037333	0.0003977	0.00012276	
7.2037e-05	6.6392e-05	4.532e-05	0.01	0.01	0.00010035	0.037305	0.00039295	0.00012294	
7.1556e-05	6.5998e-05	4.6267e-05	0.01	0.01	0.00010002	0.037277	0.00038815	0.00012312	
7.1066e-05	6.5592e-05	4.7187e-05	0.01	0.01	9.9676e-05	0.03725	0.00038331	0.00012329	
7.0591e-05	6.5191e-05	4.8126e-05	0.01	0.01	9.9348e-05	0.037222	0.00037855	0.00012346	
7.0106e-05	6.4777e-05	4.9037e-05	0.01	0.01	9.901e-05	0.037195	0.00037374	0.00012363	
6.9612e-05	6.4351e-05	4.9918e-05	0.01	0.01	9.8662e-05	0.037167	0.00036888	0.00012379	
6.911e-05	6.3914e-05	5.0774e-05	0.01	0.01	9.8305e-05	0.037139	0.00036398	0.00012395	
6.8619e-05	6.348e-05	5.1644e-05	0.01	0.01	9.7959e-05	0.037112	0.00035914	0.00012411	
6.8142e-05	6.3051e-05	5.2532e-05	0.01	0.01	9.7627e-05	0.037085	0.00035438	0.00012427	
6.7677e-05	6.2625e-05	5.3372e-05	0.01	0.01	9.7285e-05	0.037057	0.00035829	0.00012442	
6.7203e-05	6.2187e-05	5.4185e-05	0.01	0.01	9.6935e-05	0.03703	0.00036217	0.00012457	
6.6721e-05	6.1738e-05	5.4972e-05	0.01	0.01	9.6575e-05	0.037003	0.000366	0.00012472	
6.6231e-05	6.1277e-05	5.5733e-05	0.01	0.01	9.6207e-05	0.036975	0.0003698	0.00012486	
6.5753e-05	6.082e-05	5.6509e-05	0.01	0.01	9.585e-05	0.036948	0.00037365	0.000125	
6.5284e-05	6.0365e-05	5.7295e-05	0.01	0.01	9.5502e-05	0.036921	0.00037755	0.00012514	
6.4809e-05	5.9899e-05	5.8059e-05	0.01	0.01	9.5148e-05	0.036894	0.00038142	0.00012528	
6.4345e-05	5.9436e-05	5.8837e-05	0.01	0.01	9.4803e-05	0.036868	0.00038533	0.00012542	
6.3891e-05	5.8975e-05	5.9629e-05	0.01	0.01	9.4469e-05	0.036841	0.0003893	0.00012556	
6.3432e-05	5.8505e-05	6.0399e-05	0.01	0.01	9.4129e-05	0.036815	0.00039324	0.0001257	
6.2982e-05	5.8037e-05	6.1182e-05	0.01	0.01	9.3798e-05	0.036789	0.00039723	0.00012584	
6.2541e-05	5.757e-05	6.1976e-05	0.01	0.01	9.3476e-05	0.036763	0.00040127	0.00012598	
6.2095e-05	5.7093e-05	6.2748e-05	0.01	0.01	9.3147e-05	0.036737	0.00040527	0.00012612	
6.1656e-05	5.6618e-05	6.3531e-05	0.01	0.01	9.2826e-05	0.036712	0.00040932	0.00012625	
6.1226e-05	5.6143e-05	6.4324e-05	0.01	0.01	9.2514e-05	0.036686	0.00041341	0.00012639	
6.0806e-05	5.567e-05	6.5132e-05	0.01	0.01	9.2211e-05	0.036661	0.00041756	0.00012653	
6.0379e-05	5.5188e-05	6.5916e-05	0.01	0.01	9.1901e-05	0.036636	0.00042167	0.00012667	
5.9946e-05	5.4694e-05	6.6676e-05	0.01	0.01	9.1583e-05	0.036611	0.00042575	0.0001268	
5.9506e-05	5.4191e-05	6.7413e-05	0.01	0.01	9.1259e-05	0.036586	0.0004298	0.00012692	
5.9076e-05	5.3689e-05	6.8164e-05	0.01	0.01	9.0944e-05	0.036561	0.0004339	0.00012705	
5.8654e-05	5.3188e-05	6.8926e-05	0.01	0.01	9.0636e-05	0.036536	0.00043804	0.00012718	
5.8225e-05	5.2677e-05	6.9664e-05	0.01	0.01	9.0322e-05	0.036511	0.00044216	0.0001273	
5.779e-05	5.2156e-05	7.0379e-05	0.01	0.01	9.0001e-05	0.036487	0.00044624	0.00012742	
5.7365e-05	5.1637e-05	7.1108e-05	0.01	0.01	8.9689e-05	0.036462	0.00045037	0.00012754	
5.6947e-05	5.1118e-05	7.1849e-05	0.01	0.01	8.9385e-05	0.036438	0.00045455	0.00012767	
5.6524e-05	5.059e-05	7.2568e-05	0.01	0.01	8.9074e-05	0.036414	0.0004587	0.00012778	
5.6094e-05	5.0052e-05	7.3263e-05	0.01	0.01	8.8757e-05	0.036389	0.00046282	0.0001279	
5.5659e-05	4.9503e-05	7.3936e-05	0.01	0.01	8.8432e-05	0.036365	0.00046692	0.000128	
5.5218e-05	4.8945e-05	7.4586e-05	0.01	0.01	8.8102e-05	0.036341	0.00047098	0.00012811	
5.4784e-05	4.8388e-05	7.5249e-05	0.01	0.01	8.7779e-05	0.036316	0.00047509	0.00012821	
5.4361e-05	4.7833e-05	7.5927e-05	0.01	0.01	8.7466e-05	0.036292	0.00047925	0.00012832	
5.3947e-05	4.728e-05	7.6623e-05	0.01	0.01	8.7163e-05	0.036269	0.00048348	0.00012843	
5.3526e-05	4.6717e-05	7.7294e-05	0.01	0.01	8.6852e-05	0.036245	0.00048766	0.00012853	
5.3019e-05	4.8325e-05	7.794e-05	0.01	0.01	8.6534e-05	0.036222	0.00049182	0.00012863	
5.2522e-05	4.9944e-05	7.86e-05	0.01	0.01	8.6227e-05	0.036198	0.00049603	0.00012873	
5.2018e-05	5.1552e-05	7.9236e-05	0.01	0.01	8.5912e-05	0.036175	0.0005002	0.00012882	
5.1507e-05	5.3144e-05	7.989e-05	0.01	0.01	8.5607e-05	0.036151	0.00050444	0.00012892	
5.0988e-05	5.4725e-05	8.052e-05	0.01	0.01	8.5295e-05	0.036128	0.00050864	0.00012901	
5.0464e-05	5.6294e-05	8.1127e-05	0.01	0.01	8.4976e-05	0.036105	0.00051281	0.0001291	
4.9948e-05	5.7871e-05	8.1747e-05	0.01	0.01	8.4665e-05	0.036082	0.00051703	0.00012919	
4.944e-05	5.9457e-05	8.238e-05	0.01	0.01	8.4362e-05	0.036059	0.0005213	0.00012928	
4.8941e-05	6.105e-05	8.3027e-05	0.01	0.01	8.4067e-05	0.036037	0.00052562	0.00012937	
4.8451e-05	6.2652e-05	8.3687e-05	0.01	0.01	8.378e-05	0.036014	0.00053	0.00012947	
4.7953e-05	6.4242e-05	8.4322e-05	0.01	0.01	8.3485e-05	0.035992	0.00053434	0.00012956	
4.7465e-05	6.5843e-05	8.4974e-05	0.01	0.01	8.32e-05	0.03597	0.00053874	0.00012965	
4.6972e-05	6.7432e-05	8.5604e-05	0.01	0.01	8.2908e-05	0.035948	0.0005431	0.00012973	
