Trachypithecus_francoisi	Theropithecus_gelada	Sapajus_apella	Saimiri_boliviensis	Rhinopithecus_roxellana	Rhinopithecus_bieti	Propithecus_coquereli	Prolemur_simus	Pongo_abelii	Piliocolobus_tephrosceles	Papio_anubis	Pan_troglodytes	Pan_paniscus	Otolemur_garnettii	Nomascus_leucogenys	Microcebus_murinus	Mandrillus_leucophaeus	Macaca_nemestrina	Macaca_mulatta	Macaca_fascicularis	Hylobates_moloch	Homo_sapiens	Gorilla_gorilla	Chlorocebus_sabaeus	Cercocebus_atys	Cebus_capucinus	Carlito_syrichta	Callithrix_jacchus	Aotus_nancymaae	
0.034906	0.0077124	0.00031633	0.78682	0.00057114	0.0082842	0.02912	6.3535e-07	5.6247e-06	0.00011666	0.0012394	0.0028821	0.016113	6.0381e-05	0.033194	6.0998e-07	0.0075865	0.0083885	0.018681	0.0053707	5.3988e-05	0.0009368	0.002379	8.2388e-05	0.001208	0.00013549	1.3839e-07	2.374e-06	5.2943e-05	
0.034928	0.0077169	0.00031567	0.78847	0.00057103	0.0082822	0.029364	5.3816e-07	5.8578e-06	0.00011657	0.0012383	0.0028804	0.016117	6.3097e-05	0.033338	4.7997e-07	0.0075642	0.0083882	0.018663	0.0053715	5.4359e-05	0.00093459	0.0023906	8.2258e-05	0.0012059	0.0001357	1.2495e-07	2.4081e-06	5.5509e-05	
0.034951	0.0077214	0.00031502	0.78875	0.00057092	0.0082803	0.029619	4.4268e-07	6.0944e-06	0.00011649	0.0012373	0.0028786	0.016122	6.6377e-05	0.033484	3.5555e-07	0.0075421	0.0083879	0.018645	0.0053723	5.4739e-05	0.0009324	0.0024024	8.2137e-05	0.0012038	0.00013592	1.1308e-07	2.4455e-06	5.8156e-05	
0.034973	0.007726	0.00031436	0.78903	0.0005708	0.0082784	0.029869	4.7585e-07	6.3232e-06	0.00011638	0.0012362	0.0028768	0.016126	6.9401e-05	0.033629	2.2594e-07	0.00752	0.0083877	0.018627	0.005373	5.5108e-05	0.0009302	0.0024141	8.2007e-05	0.0012017	0.00013614	9.8121e-08	2.479e-06	6.0764e-05	
0.034995	0.0077305	0.00031369	0.7893	0.00057067	0.0082764	0.030113	5.0501e-07	6.5435e-06	0.00011625	0.0012351	0.002875	0.016131	7.2153e-05	0.033774	2.2215e-07	0.0074977	0.0083874	0.018608	0.0053738	5.5464e-05	0.00092798	0.0024258	8.1867e-05	0.0011995	0.00013634	7.9813e-08	2.5083e-06	6.333e-05	
0.035017	0.0077351	0.00031303	0.78958	0.00057054	0.0082744	0.030367	5.3387e-07	6.7676e-06	0.00011614	0.001234	0.0028733	0.016135	7.5492e-05	0.03392	2.1803e-07	0.0074757	0.0083871	0.01859	0.0053746	5.583e-05	0.00092578	0.0024376	8.1736e-05	0.0011974	0.00013655	6.3093e-08	2.5409e-06	6.5978e-05	
0.035039	0.0077396	0.00031236	0.78986	0.0005704	0.0082725	0.030618	5.5886e-07	6.9836e-06	0.00011599	0.0012329	0.0028715	0.01614	7.8565e-05	0.034066	2.1087e-07	0.0074537	0.0083868	0.018572	0.0053754	5.6186e-05	0.00092357	0.0024493	8.1595e-05	0.0011953	0.00013675	4.3274e-08	2.5696e-06	6.8587e-05	
0.035061	0.0077442	0.0003117	0.79016	0.00057028	0.0082706	0.030879	5.8361e-07	7.2036e-06	0.00011587	0.0012318	0.0028697	0.016144	8.2294e-05	0.034214	2.0338e-07	0.0074318	0.0083866	0.018554	0.0053762	5.6552e-05	0.00092137	0.0024612	8.1463e-05	0.0011932	0.00013695	2.4852e-08	2.6017e-06	7.128e-05	
0.035084	0.0077488	0.00031105	0.78987	0.00057013	0.0082686	0.031136	6.043e-07	7.4149e-06	0.00011572	0.0012307	0.0028679	0.016149	8.5663e-05	0.034361	1.9274e-07	0.0074099	0.0083863	0.018536	0.0053769	5.6906e-05	0.00091916	0.002473	8.1321e-05	0.0011911	0.00013717	2.8053e-08	2.6379e-06	7.4079e-05	
0.035106	0.0077535	0.00031042	0.78959	0.00057	0.0082667	0.031402	6.2448e-07	7.6292e-06	0.00011558	0.0012297	0.0028661	0.016153	8.9659e-05	0.03451	1.8152e-07	0.0073881	0.008386	0.018518	0.0053778	5.7267e-05	0.00091697	0.002485	8.1186e-05	0.001189	0.00013738	3.0763e-08	2.6772e-06	7.6959e-05	
0.035128	0.0077581	0.00030977	0.78931	0.00056985	0.0082648	0.031664	6.4067e-07	7.8351e-06	0.00011541	0.0012286	0.0028644	0.016158	9.3318e-05	0.034658	1.6722e-07	0.0073663	0.0083857	0.0185	0.0053786	5.7616e-05	0.00091476	0.0024969	8.1042e-05	0.0011869	0.00013759	3.1025e-08	2.7123e-06	7.9793e-05	
0.035151	0.0077628	0.00030913	0.78905	0.00056971	0.0082629	0.031936	6.5633e-07	8.044e-06	0.00011526	0.0012275	0.0028626	0.016162	9.7641e-05	0.034808	1.5231e-07	0.0073447	0.0083855	0.018482	0.0053794	5.7974e-05	0.00091256	0.002509	8.0904e-05	0.0011848	0.00013781	3.0786e-08	2.7503e-06	8.2707e-05	
0.035173	0.0077674	0.00030847	0.78877	0.00056955	0.008261	0.032204	6.6801e-07	8.2445e-06	0.00011508	0.0012265	0.0028608	0.016167	0.00010161	0.034957	1.3432e-07	0.007323	0.0083852	0.018464	0.0053802	5.8318e-05	0.00091035	0.002521	8.0757e-05	0.0011827	0.00013801	2.8102e-08	2.784e-06	8.5576e-05	
0.035196	0.0077721	0.00030783	0.78851	0.0005694	0.0082591	0.032481	6.7917e-07	8.4481e-06	0.00011491	0.0012254	0.002859	0.016172	0.00010629	0.035108	1.1571e-07	0.0073015	0.0083849	0.018446	0.005381	5.8671e-05	0.00090816	0.0025331	8.0617e-05	0.0011806	0.00013822	2.4917e-08	2.8208e-06	8.8527e-05	
0.035218	0.0077768	0.00030717	0.78825	0.00056924	0.0082572	0.032754	6.8631e-07	8.6431e-06	0.00011472	0.0012244	0.0028572	0.016176	0.00011058	0.035259	9.4009e-08	0.0072799	0.0083846	0.018428	0.0053818	5.9011e-05	0.00090595	0.0025451	8.0467e-05	0.0011785	0.00013842	1.9268e-08	2.8532e-06	9.1429e-05	
0.035241	0.0077815	0.00030651	0.78798	0.00056906	0.0082552	0.03302	6.8943e-07	8.8298e-06	0.0001145	0.0012233	0.0028554	0.016181	0.00011451	0.035408	1.1843e-07	0.0072582	0.0083844	0.01841	0.0053826	5.9338e-05	0.00090372	0.0025571	8.0309e-05	0.0011763	0.00013861	3.2227e-08	2.8814e-06	9.4287e-05	
0.035263	0.0077861	0.00030583	0.7877	0.00056886	0.0082533	0.033283	6.886e-07	9.0082e-06	0.00011425	0.0012222	0.0028536	0.016185	0.00011811	0.035557	1.3978e-07	0.0072364	0.0083841	0.018392	0.0053834	5.9653e-05	0.00090148	0.0025691	8.0141e-05	0.0011742	0.00013879	4.2474e-08	2.9054e-06	9.7099e-05	
0.035286	0.0077907	0.00030516	0.78744	0.00056864	0.0082513	0.033541	6.8379e-07	9.1783e-06	0.00011398	0.0012211	0.0028518	0.01619	0.0001214	0.035705	1.5805e-07	0.0072146	0.0083838	0.018374	0.0053842	5.9954e-05	0.00089922	0.0025809	7.9963e-05	0.001172	0.00013897	5.0025e-08	2.9327e-06	0.0001	
0.035308	0.0077954	0.0003045	0.7872	0.00056843	0.0082493	0.033811	6.7891e-07	9.3528e-06	0.00011372	0.00122	0.00285	0.016195	0.00012545	0.035856	1.7608e-07	0.007193	0.0083835	0.018356	0.005385	6.0267e-05	0.00089699	0.0025929	7.9795e-05	0.0011699	0.00013917	5.8034e-08	2.9641e-06	0.000103	
0.035331	0.0078001	0.00030384	0.78695	0.00056821	0.0082474	0.034076	6.7e-07	9.5188e-06	0.00011344	0.0012189	0.0028482	0.016199	0.00012915	0.036005	1.9099e-07	0.0071713	0.0083832	0.018338	0.0053858	6.0567e-05	0.00089474	0.0026049	7.9617e-05	0.0011678	0.00013935	6.3277e-08	2.9911e-06	0.00010595	
0.035353	0.0078048	0.00030318	0.78673	0.000568	0.0082454	0.034154	6.7404e-07	9.6897e-06	0.00011318	0.0012178	0.0028464	0.016204	0.00012995	0.036157	2.1327e-07	0.0071498	0.0083829	0.01832	0.0053866	6.0878e-05	0.00089251	0.002617	7.9448e-05	0.0011656	0.00013954	5.1642e-08	3.0225e-06	0.00010901	
0.035376	0.0078095	0.00030251	0.78649	0.00056778	0.0082435	0.034231	6.7388e-07	9.8514e-06	0.00011288	0.0012167	0.0028446	0.016208	0.00013053	0.036308	2.3215e-07	0.0071282	0.0083826	0.018302	0.0053874	6.1176e-05	0.00089026	0.0026291	7.9269e-05	0.0011635	0.00013972	3.6897e-08	3.049e-06	0.00011202	
0.035399	0.0078142	0.00030186	0.78627	0.00056757	0.0082416	0.034312	6.7364e-07	1.0018e-05	0.00011261	0.0012156	0.0028428	0.016213	0.00013154	0.036461	2.5114e-07	0.0071069	0.0083824	0.018285	0.0053883	6.1485e-05	0.00088803	0.0026413	7.9099e-05	0.0011614	0.00013991	2.3029e-08	3.0797e-06	0.00011512	
0.035422	0.007819	0.00030119	0.78604	0.00056734	0.0082396	0.034391	6.6925e-07	1.0175e-05	0.0001123	0.0012145	0.002841	0.016218	0.0001323	0.036613	2.6675e-07	0.0070855	0.0083821	0.018267	0.0053891	6.178e-05	0.00088579	0.0026535	7.8919e-05	0.0011592	0.00014008	2.9418e-08	3.1057e-06	0.00011818	
0.035444	0.0078237	0.0003005	0.78581	0.00056709	0.0082377	0.034468	6.6135e-07	1.0324e-05	0.00011197	0.0012134	0.0028392	0.016222	0.00013288	0.036765	2.7914e-07	0.007064	0.0083818	0.018249	0.0053899	6.2061e-05	0.00088353	0.0026655	7.8729e-05	0.0011571	0.00014025	3.33e-08	3.1272e-06	0.00012118	
0.035467	0.0078283	0.00029981	0.78557	0.00056682	0.0082357	0.034544	6.495e-07	1.0465e-05	0.00011161	0.0012123	0.0028374	0.016227	0.00013327	0.036915	2.8835e-07	0.0070424	0.0083815	0.018231	0.0053907	6.233e-05	0.00088125	0.0026776	7.8531e-05	0.0011549	0.00014041	3.4709e-08	3.1445e-06	0.00012413	
0.03549	0.007833	0.00029911	0.78533	0.00056653	0.0082337	0.034619	6.3372e-07	1.0597e-05	0.00011123	0.0012112	0.0028356	0.016231	0.00013348	0.037065	2.9439e-07	0.0070207	0.0083812	0.018213	0.0053915	6.2587e-05	0.00087896	0.0026895	7.8323e-05	0.0011527	0.00014055	3.3657e-08	3.1576e-06	0.00012704	
0.035512	0.0078377	0.00029841	0.7851	0.00056626	0.0082317	0.034697	6.1751e-07	1.0732e-05	0.00011086	0.0012101	0.0028338	0.016236	0.00013404	0.037217	3.0022e-07	0.0069992	0.0083809	0.018195	0.0053923	6.2852e-05	0.00087669	0.0027016	7.8122e-05	0.0011506	0.00014071	3.2247e-08	3.174e-06	0.00013004	
0.035535	0.0078424	0.0002977	0.78486	0.00056597	0.0082297	0.034773	5.972e-07	1.0859e-05	0.00011046	0.0012089	0.0028319	0.016241	0.00013439	0.037369	3.0273e-07	0.0069777	0.0083806	0.018178	0.005393	6.3104e-05	0.00087439	0.0027136	7.7912e-05	0.0011484	0.00014085	2.8283e-08	3.1858e-06	0.00013299	
0.035558	0.0078471	0.000297	0.78464	0.00056569	0.0082277	0.034852	5.765e-07	1.099e-05	0.00011008	0.0012078	0.0028301	0.016245	0.00013511	0.037522	3.0506e-07	0.0069563	0.0083803	0.01816	0.0053939	6.3366e-05	0.00087212	0.0027258	7.7709e-05	0.0011462	0.000141	2.3963e-08	3.2011e-06	0.00013603	
0.035581	0.0078518	0.00029629	0.78441	0.00056539	0.0082257	0.03493	5.5161e-07	1.1111e-05	0.00010966	0.0012067	0.0028283	0.01625	0.0001356	0.037674	3.04e-07	0.0069349	0.00838	0.018142	0.0053947	6.3613e-05	0.00086983	0.0027379	7.7495e-05	0.0011441	0.00014114	1.7052e-08	3.2115e-06	0.00013901	
0.035604	0.0078566	0.0002956	0.7842	0.00056511	0.0082237	0.035012	5.2679e-07	1.1238e-05	0.00010927	0.0012056	0.0028265	0.016255	0.00013654	0.037828	3.0318e-07	0.0069137	0.0083797	0.018125	0.0053955	6.3873e-05	0.00086756	0.0027502	7.7291e-05	0.0011419	0.00014128	1.0009e-08	3.2266e-06	0.00014211	
0.035627	0.0078614	0.00029488	0.78398	0.0005648	0.0082218	0.035021	5.0372e-07	1.1354e-05	0.00010885	0.0012045	0.0028247	0.016259	0.00013685	0.037982	3.0397e-07	0.0068923	0.0083794	0.018107	0.0053963	6.4116e-05	0.00086527	0.0027624	7.7075e-05	0.0011397	0.00014142	1.204e-08	3.236e-06	0.00014513	
0.03565	0.0078661	0.00029415	0.78375	0.00056447	0.0082197	0.035028	4.7611e-07	1.1459e-05	0.00010838	0.0012034	0.0028228	0.016264	0.00013687	0.038134	3.0101e-07	0.0068708	0.0083791	0.018089	0.0053971	6.4341e-05	0.00086296	0.0027744	7.6847e-05	0.0011375	0.00014154	1.164e-08	3.2395e-06	0.00014807	
0.035673	0.0078709	0.00029344	0.78354	0.00056416	0.0082178	0.035038	4.4878e-07	1.1571e-05	0.00010795	0.0012022	0.002821	0.016269	0.00013739	0.038288	2.9858e-07	0.0068496	0.0083788	0.018071	0.0053979	6.4582e-05	0.00086067	0.0027867	7.663e-05	0.0011354	0.00014167	1.0715e-08	3.2485e-06	0.00015115	
0.035696	0.0078757	0.00029274	0.78335	0.00056387	0.0082158	0.035045	4.6985e-07	1.1688e-05	0.00010753	0.0012012	0.0028192	0.016273	0.00013676	0.038446	2.9126e-07	0.0068287	0.0083786	0.018054	0.0053988	6.4837e-05	0.00085841	0.0027992	7.6423e-05	0.0011332	0.0001418	4.1646e-09	3.2622e-06	0.00015435	
0.035719	0.0078805	0.00029202	0.78316	0.00056356	0.0082139	0.035207	4.8623e-07	1.1795e-05	0.00010708	0.0012001	0.0028173	0.016278	0.0001358	0.038601	2.7923e-07	0.0068076	0.0083783	0.018036	0.0053996	6.5073e-05	0.00085612	0.0028115	7.6203e-05	0.001131	0.00014193	4.9159e-09	3.27e-06	0.00015746	
0.035742	0.0078853	0.00029129	0.78295	0.00056322	0.0082119	0.035378	5.027e-07	1.1891e-05	0.0001066	0.0011989	0.0028155	0.016283	0.00013385	0.038756	2.6752e-07	0.0067864	0.008378	0.018019	0.0054004	6.5294e-05	0.00085382	0.0028238	7.5972e-05	0.0011289	0.00014204	1.1961e-08	3.2723e-06	0.00016051	
0.035765	0.0078902	0.00029057	0.78276	0.0005629	0.0082099	0.035557	5.1901e-07	1.1994e-05	0.00010614	0.0011978	0.0028137	0.016287	0.00013257	0.038913	2.5604e-07	0.0067654	0.0083777	0.018001	0.0054012	6.5528e-05	0.00085153	0.0028362	7.5751e-05	0.0011267	0.00014217	1.8733e-08	3.2539e-06	0.00016305	
0.035788	0.007895	0.00028984	0.78256	0.00056255	0.008208	0.035731	5.3084e-07	1.2085e-05	0.00010564	0.0011967	0.0028118	0.016292	0.00013095	0.039069	2.4082e-07	0.0067443	0.0083774	0.017984	0.0054021	6.5744e-05	0.00084923	0.0028486	7.5517e-05	0.0011245	0.00014227	2.2757e-08	3.2294e-06	0.00016552	
0.035812	0.0078999	0.00028912	0.78238	0.00056223	0.008206	0.035915	5.4282e-07	1.2183e-05	0.00010517	0.0011956	0.00281	0.016297	0.00012989	0.039228	2.2607e-07	0.0067235	0.0083771	0.017966	0.0054029	6.5976e-05	0.00084695	0.0028611	7.5295e-05	0.0011223	0.00014239	2.6744e-08	3.2105e-06	0.00016811	
0.035835	0.0079047	0.00028838	0.78219	0.00056188	0.0082041	0.036094	5.503e-07	1.227e-05	0.00010466	0.0011945	0.0028082	0.016302	0.00012852	0.03939	2.0758e-07	0.0067025	0.0083768	0.017949	0.0054038	6.6229e-05	0.00084464	0.0028735	7.506e-05	0.0011202	0.0001425	2.7951e-08	3.1857e-06	0.00017063	
0.035858	0.0079096	0.00028763	0.78199	0.00056151	0.0082021	0.036267	5.5329e-07	1.2346e-05	0.00010412	0.0011934	0.0028063	0.016306	0.00012679	0.039551	1.8533e-07	0.0066814	0.0083765	0.017931	0.0054046	6.6465e-05	0.00084232	0.0028859	7.4812e-05	0.001118	0.00014259	5.853e-08	3.1549e-06	0.00017308	
0.035881	0.0079145	0.0002869	0.78181	0.00056116	0.0082001	0.036451	5.5644e-07	1.2429e-05	0.0001036	0.0011923	0.0028045	0.016311	0.00012564	0.039715	1.6357e-07	0.0066606	0.0083762	0.017914	0.0054054	6.6716e-05	0.00084002	0.0028984	7.4576e-05	0.0011158	0.00014269	9.371e-08	3.1297e-06	0.00017564	
0.035905	0.0079194	0.00028617	0.78166	0.00056082	0.0081982	0.036629	5.5497e-07	1.2057e-05	0.0001031	0.0011912	0.0028027	0.016316	0.000126	0.039881	1.3825e-07	0.00664	0.0083759	0.017897	0.0054063	6.6981e-05	0.00083774	0.0029111	7.435e-05	0.0011136	0.00014281	1.3694e-07	3.1092e-06	0.00017831	
0.035928	0.0079244	0.00028544	0.78149	0.00056047	0.0081963	0.036801	5.4897e-07	1.1673e-05	0.00010257	0.0011901	0.0028008	0.016321	0.00012608	0.040046	1.6373e-07	0.0066193	0.0083756	0.017879	0.0054072	6.7228e-05	0.00083544	0.0029237	7.4111e-05	0.0011114	0.0001429	1.7399e-07	3.0828e-06	0.0001809	
0.035952	0.0079294	0.00028471	0.78134	0.00056013	0.0081944	0.036982	5.4311e-07	1.1299e-05	0.00010207	0.0011891	0.002799	0.016325	0.00012663	0.040214	1.8977e-07	0.0065988	0.0083753	0.017862	0.0054081	6.7491e-05	0.00083317	0.0029366	7.3883e-05	0.0011093	0.00014301	2.1767e-07	3.0618e-06	0.00018362	
0.035976	0.0079343	0.00028397	0.78118	0.00055977	0.0081925	0.037159	5.3298e-07	1.0914e-05	0.00010153	0.001188	0.0027971	0.01633	0.00012694	0.04038	2.122e-07	0.0065783	0.008375	0.017845	0.0054089	6.7738e-05	0.00083087	0.0029493	7.3644e-05	0.0011071	0.00014311	2.5545e-07	3.0355e-06	0.00018627	
0.035999	0.0079394	0.00028325	0.78104	0.00055943	0.0081906	0.037345	5.2268e-07	1.0539e-05	0.00010101	0.0011869	0.0027953	0.016335	0.00012768	0.04055	2.3497e-07	0.0065579	0.0083747	0.017828	0.0054098	6.7998e-05	0.0008286	0.0029622	7.3415e-05	0.0011049	0.00014321	2.9956e-07	3.0137e-06	0.00018904	
0.036023	0.0079444	0.00028251	0.78089	0.00055906	0.0081887	0.037525	5.0792e-07	1.015e-05	0.00010046	0.0011859	0.0027935	0.01634	0.00012813	0.040718	2.5391e-07	0.0065375	0.0083744	0.01781	0.0054107	6.8241e-05	0.0008263	0.0029751	7.3173e-05	0.0011028	0.0001433	3.3689e-07	2.9862e-06	0.00019172	
0.036047	0.0079494	0.00028178	0.78076	0.00055868	0.0081868	0.037715	4.9329e-07	9.7491e-06	9.987e-05	0.0011848	0.0027916	0.016345	0.00012807	0.040884	2.7326e-07	0.0065169	0.0083741	0.017793	0.0054116	6.8468e-05	0.00082399	0.0029878	7.292e-05	0.0011006	0.0001434	3.6599e-07	2.9633e-06	0.00019452	
0.03607	0.0079543	0.00028104	0.78062	0.00055826	0.0081848	0.0379	4.742e-07	1.0012e-05	9.9249e-05	0.0011836	0.0027898	0.016349	0.00012772	0.041049	2.8874e-07	0.0064962	0.0083738	0.017776	0.0054124	6.8682e-05	0.00082166	0.0030004	7.2654e-05	0.0010984	0.00014349	3.8901e-07	2.9345e-06	0.00019725	
0.036094	0.0079592	0.00028028	0.78047	0.00055782	0.0081828	0.038079	4.5062e-07	1.0264e-05	9.8593e-05	0.0011825	0.0027879	0.016354	0.00012709	0.041213	3.0039e-07	0.0064753	0.0083735	0.017758	0.0054133	6.8879e-05	0.0008193	0.0030129	7.2376e-05	0.0010961	0.00014357	4.0617e-07	2.8999e-06	0.0001999	
0.036117	0.0079641	0.0002795	0.78031	0.0005574	0.0081808	0.038268	4.2717e-07	1.0524e-05	9.7962e-05	0.0011814	0.002786	0.016359	0.00012695	0.04138	3.1271e-07	0.0064547	0.0083732	0.017741	0.0054141	6.9092e-05	0.00081697	0.0030256	7.2109e-05	0.0010939	0.00014363	3.7673e-07	2.86e-06	0.00020249	
0.036141	0.0079692	0.00027874	0.77941	0.00055701	0.0081789	0.038468	4.0377e-07	1.0793e-05	9.7356e-05	0.0011803	0.0027842	0.016364	0.00012728	0.04155	3.2576e-07	0.0064344	0.0083729	0.017724	0.005415	6.932e-05	0.00081466	0.0030385	7.1854e-05	0.0010917	0.0001437	3.5355e-07	2.8254e-06	0.00020519	
0.036165	0.0079743	0.000278	0.77856	0.00055663	0.008177	0.038679	3.8035e-07	1.107e-05	9.6773e-05	0.0011792	0.0027824	0.016369	0.00012809	0.041722	3.396e-07	0.0064143	0.0083726	0.017707	0.0054159	6.9565e-05	0.00081237	0.0030516	7.1609e-05	0.0010896	0.00014378	3.3585e-07	2.796e-06	0.00020803	
0.03619	0.0079795	0.00027727	0.77774	0.00055628	0.0081752	0.038901	3.5656e-07	1.1356e-05	9.621e-05	0.0011782	0.0027805	0.016374	0.00012938	0.041897	3.54e-07	0.0063945	0.0083723	0.01769	0.0054169	6.9823e-05	0.00081011	0.003065	7.1373e-05	0.0010874	0.00014387	3.2243e-07	2.771e-06	0.00021098	
0.036214	0.0079847	0.00027652	0.77691	0.0005559	0.0081734	0.039117	3.2842e-07	1.1629e-05	9.5613e-05	0.0011772	0.0027787	0.016379	0.00013035	0.042071	3.6445e-07	0.0063746	0.008372	0.017673	0.0054178	7.0063e-05	0.00080782	0.0030782	7.1126e-05	0.0010852	0.00014395	3.0365e-07	2.7403e-06	0.00021385	
0.036238	0.00799	0.00027579	0.77612	0.00055554	0.0081716	0.039344	3.0016e-07	1.1911e-05	9.504e-05	0.0011762	0.0027769	0.016384	0.00013188	0.042248	3.758e-07	0.0063549	0.0083717	0.017656	0.0054188	7.032e-05	0.00080556	0.0030917	7.0889e-05	0.0010831	0.00014404	2.8961e-07	2.7147e-06	0.00021686	
0.036262	0.0079952	0.00027504	0.7753	0.00055516	0.0081698	0.039566	3.6103e-07	1.2183e-05	9.4435e-05	0.0011751	0.002775	0.016389	0.0001331	0.042423	3.8338e-07	0.0063351	0.0083714	0.01764	0.0054198	7.056e-05	0.00080328	0.003105	7.0641e-05	0.0010809	0.00014411	3.4979e-07	2.6838e-06	0.00021979	
0.036287	0.0080005	0.00027431	0.77453	0.00055479	0.008168	0.0398	4.227e-07	1.2462e-05	9.3849e-05	0.0011741	0.0027732	0.016394	0.00013485	0.042601	3.9158e-07	0.0063155	0.0083711	0.017623	0.0054208	7.0814e-05	0.00080102	0.0031186	7.0402e-05	0.0010788	0.0001442	4.2004e-07	2.6573e-06	0.00022285	
0.036311	0.0080059	0.00027359	0.77379	0.00055445	0.0081663	0.040045	4.8532e-07	1.275e-05	9.3283e-05	0.0011732	0.0027714	0.016399	0.0001372	0.042782	4.0044e-07	0.0062962	0.0083708	0.017606	0.0054218	7.1083e-05	0.00079879	0.0031324	7.0173e-05	0.0010766	0.00014429	5.0217e-07	2.635e-06	0.00022603	
0.036336	0.0080113	0.00027288	0.77134	0.00055412	0.0081647	0.040303	5.4904e-07	1.3046e-05	9.2737e-05	0.0011722	0.0027695	0.016404	0.00014024	0.042966	4.1002e-07	0.0062771	0.0083705	0.01759	0.0054228	7.1365e-05	0.00079657	0.0031463	6.9952e-05	0.0010745	0.00014439	5.9836e-07	2.6168e-06	0.00022934	
0.036361	0.0080169	0.00027216	0.76882	0.00055382	0.0081631	0.040575	6.1449e-07	1.3331e-05	9.2215e-05	0.0011713	0.0027677	0.016409	0.0001443	0.043148	4.2069e-07	0.0062579	0.0083703	0.017573	0.0054239	7.1631e-05	0.00079433	0.0031602	6.9919e-05	0.0010724	0.00014448	6.3554e-07	2.6051e-06	0.00023287	
0.036386	0.0080225	0.00027145	0.76641	0.00055353	0.0081615	0.040862	6.8185e-07	1.3625e-05	9.1716e-05	0.0011704	0.0027659	0.016414	0.00014952	0.043334	4.3251e-07	0.0062389	0.00837	0.017557	0.0054249	7.1914e-05	0.00079212	0.0031743	6.9896e-05	0.0010703	0.00014458	6.8229e-07	2.5981e-06	0.00023656	
0.036411	0.0080282	0.00027076	0.76412	0.00055327	0.0081601	0.041166	7.5131e-07	1.3931e-05	9.124e-05	0.0011696	0.0027641	0.016419	0.00015618	0.043382	4.4556e-07	0.0062202	0.0083697	0.01754	0.005426	7.223e-05	0.00078993	0.0031887	6.9883e-05	0.0010682	0.00014469	6.6761e-07	2.5958e-06	0.00024041	
0.036437	0.008034	0.00027008	0.76193	0.00055303	0.0081586	0.041485	8.2256e-07	1.4246e-05	9.0782e-05	0.0011688	0.0027623	0.016424	0.0001644	0.04343	4.5955e-07	0.0062017	0.0083694	0.017524	0.0054272	7.2562e-05	0.00078776	0.0032033	6.9878e-05	0.0010661	0.0001448	6.5925e-07	2.5974e-06	0.00024441	
0.036462	0.0080398	0.00026939	0.75968	0.00055277	0.0081572	0.041795	8.8817e-07	1.4548e-05	9.029e-05	0.001168	0.0027605	0.016429	0.00017163	0.043478	4.6936e-07	0.0061831	0.0083691	0.017508	0.0054283	7.2874e-05	0.00078557	0.0032177	6.9862e-05	0.001064	0.00014491	6.4427e-07	2.5936e-06	0.00024832	
0.036487	0.0080455	0.00026868	0.75738	0.00055252	0.0081558	0.041889	9.5618e-07	1.4838e-05	8.9767e-05	0.0011671	0.0027587	0.016434	0.00018063	0.043526	4.8084e-07	0.0061643	0.0083689	0.017491	0.0054294	7.317e-05	0.00078336	0.0032321	6.9835e-05	0.0010619	0.000145	6.3688e-07	2.5848e-06	0.00025214	
0.036513	0.0080512	0.00026798	0.75519	0.0005523	0.0081544	0.041981	1.0185e-06	1.5138e-05	8.9267e-05	0.0011662	0.0027569	0.01644	0.00018851	0.043575	4.8812e-07	0.0061455	0.0083686	0.017475	0.0054305	7.3483e-05	0.00078118	0.0032467	6.983e-05	0.0010598	0.00014511	6.2075e-07	2.5805e-06	0.00025613	
0.036538	0.0080568	0.0002673	0.7531	0.00055205	0.008153	0.042069	1.0752e-06	1.5426e-05	8.8732e-05	0.0011653	0.002755	0.016445	0.00019539	0.043623	4.9125e-07	0.0061265	0.0083683	0.017459	0.0054315	7.3778e-05	0.00077897	0.0032611	6.9814e-05	0.0010576	0.00014522	7.0689e-07	2.5809e-06	0.0002603	
0.036564	0.0080626	0.00026663	0.7511	0.00055182	0.0081517	0.042163	1.1336e-06	1.5723e-05	8.8215e-05	0.0011644	0.0027532	0.01645	0.00019673	0.043672	4.9515e-07	0.0061077	0.008368	0.017442	0.0054326	7.4087e-05	0.00077679	0.0032758	6.9805e-05	0.0010555	0.00014534	8.0733e-07	2.5849e-06	0.00026462	
0.036589	0.0080683	0.00026598	0.74918	0.0005516	0.0081504	0.042261	1.1936e-06	1.6029e-05	8.7714e-05	0.0011636	0.0027514	0.016455	0.00019868	0.043722	4.9988e-07	0.0060891	0.0083677	0.017426	0.0054337	7.4409e-05	0.00077462	0.0032907	6.9805e-05	0.0010534	0.00014547	9.2456e-07	2.5924e-06	0.0002691	
0.036615	0.0080741	0.00026531	0.74723	0.00055137	0.0081491	0.042358	1.2491e-06	1.6324e-05	8.7187e-05	0.0011627	0.0027496	0.016461	0.00020035	0.043772	5.0118e-07	0.0060705	0.0083674	0.01741	0.0054348	7.4718e-05	0.00077243	0.0033055	6.9796e-05	0.0010513	0.00014559	1.0326e-06	2.596e-06	0.00027352	
