Vicugna_pacos	Tursiops_truncatus	Sus_scrofa	Rangifer_tarandus	Platanista_minor	Platanista_gangetica	Physeter_catodon	Ovis_aries	Orcinus_orca	Neophocaena_asiaeorientalis	Muntiacus_muntjak	Monodon_monoceros	Lipotes_vexillifer	Hippopotamus_amphibius	Giraffa_camelopardalis	Cervus_elaphus	Catagonus_wagneri	Capra_hircus	Camelus_ferus	Camelus_bactrianus	Bubalus_bubalis	Bos_taurus	Bos_mutus	Bison_bison	Balaenoptera_acutorostrata	Axis_porcinus	
0.00020424	0.013326	4.6512e-06	9.0385e-06	0.01	0.00311	4.5149e-05	0.11541	0.00012236	0.00016599	0.045167	0.00040116	0.0020544	0.001756	2.4236e-06	0.0003353	6.0651e-07	0.0011704	0.01	0.01	0.0019281	0.0002197	0.91123	0.0022637	2.5797e-05	0.03628	
0.00020389	0.013395	4.6583e-06	9.043e-06	0.01	0.003108	4.5912e-05	0.11523	0.00012193	0.00016541	0.045359	0.00039546	0.002061	0.0017646	2.6266e-06	0.00033585	6.1575e-07	0.0011582	0.01	0.01	0.0019478	0.00021994	0.91163	0.0022606	2.5134e-05	0.036323	
0.00020351	0.01346	4.6547e-06	9.0209e-06	0.01	0.0031059	4.6636e-05	0.11505	0.0001215	0.00016481	0.045546	0.00038966	0.0020675	0.0017664	2.8199e-06	0.00033637	6.1682e-07	0.001146	0.01	0.01	0.0019673	0.00022016	0.91204	0.0022576	2.4446e-05	0.036366	
0.00020317	0.013529	4.6313e-06	9.0043e-06	0.01	0.0031039	4.742e-05	0.11488	0.00012106	0.00016423	0.045743	0.00038402	0.0020743	0.0017789	3.0226e-06	0.00033692	6.0548e-07	0.0011339	0.01	0.01	0.0019874	0.00022041	0.91246	0.0022545	2.3795e-05	0.03641	
0.0002028	0.013593	4.5969e-06	8.9609e-06	0.01	0.0031018	4.8164e-05	0.1147	0.00012061	0.00016364	0.045935	0.00037828	0.0020809	0.0017843	3.2154e-06	0.00033744	5.8591e-07	0.0011217	0.01	0.01	0.0020072	0.00022062	0.91287	0.0022514	2.312e-05	0.036453	
0.00020247	0.013662	4.576e-06	8.9232e-06	0.01	0.0030998	4.8971e-05	0.11453	0.00012017	0.00016307	0.046137	0.0003727	0.0020878	0.0018008	3.418e-06	0.00033799	5.6706e-07	0.0011097	0.01	0.01	0.0020275	0.00022087	0.91329	0.0022484	2.2483e-05	0.036498	
0.00020212	0.013736	4.5449e-06	8.8597e-06	0.01	0.0030978	4.8693e-05	0.11435	0.00011974	0.00016253	0.046334	0.00036726	0.0020951	0.0018079	3.6112e-06	0.00033851	5.4028e-07	0.0010977	0.01	0.01	0.0020477	0.00022109	0.9137	0.0022453	2.1916e-05	0.036542	
0.0002018	0.013814	4.5277e-06	8.7704e-06	0.01	0.0030958	4.8464e-05	0.11418	0.0001193	0.00016201	0.046528	0.00036197	0.0021026	0.0018264	3.795e-06	0.00033901	5.1431e-07	0.0010856	0.01	0.01	0.0020675	0.00022129	0.91412	0.0022423	2.1382e-05	0.036585	
0.00020152	0.013888	4.4989e-06	8.6536e-06	0.01	0.0030938	4.82e-05	0.114	0.00011886	0.00016148	0.046717	0.00035659	0.00211	0.0018374	3.9685e-06	0.00033947	4.7997e-07	0.0010733	0.01	0.01	0.0020871	0.00022146	0.91453	0.0022392	2.0825e-05	0.036629	
0.00020121	0.013966	4.4567e-06	8.5433e-06	0.01	0.0030919	4.7984e-05	0.11382	0.00011842	0.00016097	0.046916	0.00035136	0.0021178	0.0018609	4.1521e-06	0.00033997	4.3634e-07	0.0010613	0.01	0.01	0.0021073	0.00022165	0.91495	0.0022361	2.0302e-05	0.036673	
0.00020094	0.01404	4.404e-06	8.4071e-06	0.01	0.0030899	4.7738e-05	0.11365	0.00011797	0.00016045	0.047111	0.00034604	0.0021253	0.0018775	4.3263e-06	0.00034044	3.8467e-07	0.0010492	0.01	0.01	0.0021272	0.00022183	0.91537	0.002233	1.9758e-05	0.036717	
0.00020064	0.014109	4.3232e-06	8.2432e-06	0.01	0.0030879	4.7456e-05	0.11347	0.00011751	0.00015991	0.047301	0.00034063	0.0021327	0.0018865	4.4901e-06	0.00034088	4.4703e-07	0.001037	0.01	0.01	0.002146	0.00022203	0.9158	0.0022299	1.919e-05	0.03676	
0.00020032	0.014182	4.2301e-06	8.0517e-06	0.01	0.0030859	4.7218e-05	0.11329	0.00011706	0.00015939	0.047487	0.00033536	0.0021405	0.0018868	4.6436e-06	0.00034129	5.0065e-07	0.0010248	0.01	0.01	0.0021644	0.0002222	0.91623	0.0022268	1.8653e-05	0.036803	
0.00019997	0.01425	4.1259e-06	7.8343e-06	0.01	0.0030839	4.6949e-05	0.11311	0.00011659	0.00015885	0.047669	0.00033	0.002148	0.0018805	4.788e-06	0.00034167	5.4609e-07	0.0010124	0.01	0.01	0.0021826	0.00022235	0.91665	0.0022237	1.8095e-05	0.036846	
0.00019966	0.014323	4.0372e-06	7.6234e-06	0.01	0.0030819	4.6727e-05	0.11293	0.00011613	0.00015834	0.047861	0.00032479	0.0021559	0.0018857	4.9421e-06	0.00034208	5.9303e-07	0.0010002	0.01	0.01	0.0022014	0.00022252	0.91708	0.0022206	1.7569e-05	0.03689	
0.00019933	0.014391	4.2822e-06	7.385e-06	0.01	0.0030799	4.6471e-05	0.11275	0.00011565	0.00015782	0.048048	0.00031949	0.0021636	0.0018834	5.0859e-06	0.00034246	6.2628e-07	0.00098799	0.01	0.01	0.0022199	0.00022267	0.91751	0.0022175	1.7935e-05	0.036933	
0.00019903	0.014464	4.5514e-06	7.1508e-06	0.01	0.003078	4.6257e-05	0.11258	0.00011519	0.00015731	0.048243	0.00031432	0.0021717	0.0018912	5.2384e-06	0.00034287	6.6029e-07	0.00097592	0.01	0.01	0.002239	0.00022284	0.91794	0.0022145	1.8324e-05	0.036977	
0.0001987	0.014531	4.8023e-06	6.8891e-06	0.01	0.003076	4.6009e-05	0.1124	0.0001147	0.00015679	0.048434	0.00030905	0.0021795	0.0018916	5.3806e-06	0.00034325	6.8561e-07	0.00096375	0.01	0.01	0.0022577	0.00022298	0.91838	0.0022114	1.8694e-05	0.037021	
0.00019835	0.014594	5.0376e-06	6.6315e-06	0.01	0.003074	4.573e-05	0.11223	0.00011421	0.00015625	0.048633	0.00030371	0.0021872	0.0018852	5.5316e-06	0.00034365	7.0275e-07	0.00095176	0.01	0.01	0.002277	0.00022315	0.91882	0.0022083	1.9045e-05	0.037065	
0.00019798	0.014651	5.2557e-06	6.3465e-06	0.01	0.003072	4.5415e-05	0.11205	0.00011371	0.00015569	0.048828	0.00029826	0.0021947	0.0018712	5.6721e-06	0.00034403	7.1124e-07	0.00093968	0.01	0.01	0.002296	0.00022329	0.91926	0.0022052	1.9378e-05	0.037109	
0.00019764	0.014713	5.497e-06	6.0654e-06	0.01	0.0030701	4.5144e-05	0.11188	0.00011321	0.00015516	0.049032	0.00029296	0.0022026	0.00187	5.8217e-06	0.00034442	7.2046e-07	0.00092777	0.01	0.01	0.0023155	0.00022345	0.9197	0.0022021	1.9733e-05	0.037154	
0.00019728	0.014769	5.7206e-06	5.7544e-06	0.01	0.0030681	4.4838e-05	0.11172	0.0001127	0.00015461	0.049231	0.00028755	0.0022102	0.0018614	5.9917e-06	0.00034479	7.2102e-07	0.00091605	0.01	0.01	0.0023357	0.00022364	0.92016	0.002199	2.0068e-05	0.037198	
0.0001969	0.014821	5.9291e-06	5.4177e-06	0.01	0.0030661	4.4501e-05	0.11155	0.00011218	0.00015404	0.049426	0.00028207	0.0022177	0.001846	6.1519e-06	0.00034513	7.1343e-07	0.00090426	0.01	0.01	0.0023556	0.00022381	0.92061	0.002196	2.0387e-05	0.037242	
0.00019649	0.014868	6.1229e-06	5.0551e-06	0.01	0.0030641	4.4132e-05	0.11138	0.00011165	0.00015345	0.049617	0.0002765	0.002225	0.0018238	6.3023e-06	0.00034545	6.9767e-07	0.00089239	0.01	0.01	0.0023753	0.00022395	0.92106	0.0021929	2.0688e-05	0.037286	
0.00019606	0.01491	6.3023e-06	5.5411e-06	0.01	0.003062	4.3733e-05	0.11121	0.00011111	0.00015285	0.049804	0.00027085	0.0022322	0.0017948	6.4431e-06	0.00034574	6.7373e-07	0.00088045	0.01	0.01	0.0023947	0.00022407	0.92151	0.0021898	2.0973e-05	0.037329	
0.00019567	0.014957	6.506e-06	6.0378e-06	0.01	0.00306	4.3382e-05	0.11104	0.00011057	0.00015228	0.050001	0.00026535	0.0022397	0.0017776	6.5948e-06	0.00034606	6.5119e-07	0.00086869	0.01	0.01	0.0024147	0.00022421	0.92196	0.0021867	2.1282e-05	0.037373	
0.00019526	0.015	6.6948e-06	6.5068e-06	0.01	0.003058	4.3e-05	0.11087	0.00011003	0.00015168	0.050194	0.00025977	0.0022471	0.0017537	6.7368e-06	0.00034635	6.2048e-07	0.00085687	0.01	0.01	0.0024344	0.00022433	0.92242	0.0021836	2.1574e-05	0.037417	
0.00019482	0.015037	6.7643e-06	6.9876e-06	0.01	0.003056	4.2583e-05	0.11071	0.00010947	0.00015107	0.050242	0.00025409	0.0022543	0.0018053	6.8902e-06	0.00034667	6.7051e-07	0.00084523	0.01	0.01	0.0024388	0.00022448	0.92288	0.0021805	2.1846e-05	0.037462	
0.00019435	0.015069	6.8199e-06	7.4383e-06	0.01	0.0030539	4.2129e-05	0.11054	0.0001089	0.00015044	0.050288	0.00024831	0.0022613	0.0018481	7.0325e-06	0.00034696	7.1155e-07	0.0008335	0.01	0.01	0.002443	0.0002246	0.92334	0.0021774	2.2099e-05	0.037506	
0.00019392	0.015106	6.8942e-06	7.901e-06	0.01	0.0030519	4.1726e-05	0.11038	0.00010833	0.00014984	0.050337	0.00024269	0.0022687	0.0019054	7.1864e-06	0.00034728	7.5471e-07	0.00082195	0.01	0.01	0.0024474	0.00022474	0.92381	0.0021743	2.2376e-05	0.037552	
0.00019347	0.015137	6.9545e-06	8.3334e-06	0.01	0.0030498	4.1287e-05	0.11022	0.00010776	0.00014922	0.050385	0.00023697	0.0022759	0.0019534	7.3292e-06	0.00034757	7.8883e-07	0.00081033	0.01	0.01	0.0024517	0.00022486	0.92427	0.0021712	2.2634e-05	0.037596	
0.00019299	0.015174	7.0019e-06	8.7357e-06	0.01	0.0030478	4.0897e-05	0.11005	0.00010719	0.00014862	0.050431	0.0002314	0.0022729	0.0019642	7.4609e-06	0.00034783	8.1417e-07	0.00079861	0.01	0.01	0.0024559	0.00022495	0.92473	0.0021681	2.2918e-05	0.037641	
0.00019248	0.015206	7.037e-06	9.11e-06	0.01	0.0030457	4.2002e-05	0.10988	0.00010661	0.000148	0.050475	0.00023274	0.0022699	0.0019679	7.5826e-06	0.00034807	8.3106e-07	0.00078682	0.01	0.01	0.00246	0.00022502	0.9252	0.002165	2.491e-05	0.037685	
0.00019196	0.015234	7.7436e-06	9.4565e-06	0.01	0.0030437	4.3063e-05	0.10972	0.00010601	0.00014736	0.050518	0.00023403	0.0022667	0.0019647	7.6937e-06	0.00034827	8.3503e-07	0.00077522	0.01	0.01	0.0024833	0.00022507	0.92565	0.0021618	2.6852e-05	0.037729	
0.00019147	0.015266	8.5151e-06	9.8111e-06	0.01	0.0030416	4.4193e-05	0.10956	0.00010542	0.00014674	0.050564	0.00023538	0.0022638	0.001972	7.8144e-06	0.0003485	8.4013e-07	0.00076378	0.01	0.01	0.0025073	0.00022514	0.92612	0.0021587	2.8888e-05	0.037773	
0.00019095	0.015292	9.2471e-06	1.0136e-05	0.01	0.0030396	4.5276e-05	0.1094	0.00010482	0.00014611	0.050609	0.00023667	0.0022608	0.0019717	7.9244e-06	0.00034871	8.3643e-07	0.00075226	0.01	0.01	0.0025309	0.00022518	0.92658	0.0021556	3.0867e-05	0.037818	
0.00019041	0.015314	9.8918e-06	1.0435e-05	0.01	0.0030375	4.6317e-05	0.10924	0.00010422	0.00014546	0.050651	0.00023791	0.0022576	0.002198	8.0248e-06	0.00034889	1.0695e-06	0.00074067	0.01	0.01	0.0025542	0.0002252	0.92705	0.0021524	3.28e-05	0.037862	
0.00018985	0.015341	1.0504e-05	1.0704e-05	0.01	0.0030354	4.7314e-05	0.10907	0.00010361	0.00014484	0.050693	0.00023922	0.002254	0.002404	8.1149e-06	0.00034904	1.2887e-06	0.000729	0.01	0.01	0.0025772	0.00022519	0.9275	0.0021492	3.4681e-05	0.037905	
0.00018932	0.015372	1.1175e-05	1.0983e-05	0.01	0.0030333	4.838e-05	0.10891	0.00010301	0.00014424	0.050737	0.00024058	0.0022507	0.0026494	8.2152e-06	0.00034921	1.5205e-06	0.0007175	0.01	0.01	0.0026009	0.00022521	0.92797	0.0021461	3.6657e-05	0.037949	
0.00018882	0.015408	1.191e-05	1.127e-05	0.01	0.0030313	4.952e-05	0.10876	0.00010241	0.00014366	0.050785	0.00024201	0.0022476	0.0029409	8.3258e-06	0.00034941	1.7659e-06	0.00070617	0.01	0.01	0.0026253	0.00022525	0.92845	0.0021429	3.8732e-05	0.037995	
0.00018831	0.015439	1.2613e-05	1.153e-05	0.01	0.0030292	5.0616e-05	0.1086	0.0001018	0.00014307	0.050832	0.00024339	0.0022444	0.003209	8.4264e-06	0.00034959	1.9975e-06	0.00069476	0.01	0.01	0.0026493	0.00022527	0.92892	0.0021398	4.0756e-05	0.038039	
0.00018782	0.015474	1.338e-05	1.1799e-05	0.01	0.0030272	5.1784e-05	0.10844	0.0001012	0.0001425	0.050882	0.00024483	0.0022415	0.0035262	8.5372e-06	0.00034978	2.2428e-06	0.00068352	0.01	0.01	0.0026741	0.0002253	0.9294	0.0021367	4.288e-05	0.038085	
0.00018732	0.015506	1.4119e-05	1.2042e-05	0.01	0.0030251	5.2915e-05	0.10829	0.00010058	0.00014192	0.05093	0.00024623	0.0022384	0.0038215	8.639e-06	0.00034996	2.4755e-06	0.00067222	0.01	0.01	0.0026986	0.00022532	0.92988	0.0021335	4.496e-05	0.03813	
0.00018679	0.015532	1.4829e-05	1.2259e-05	0.01	0.003023	5.4007e-05	0.10813	9.9958e-05	0.00014132	0.050978	0.00024757	0.0022352	0.0040964	8.7318e-06	0.00035011	2.6957e-06	0.00066086	0.01	0.01	0.0027228	0.00022532	0.93036	0.0021303	4.6997e-05	0.038175	
0.00018625	0.015555	1.5614e-05	1.245e-05	0.01	0.003021	5.5062e-05	0.10797	9.9324e-05	0.00014071	0.051024	0.00024887	0.002232	0.0043516	9.984e-06	0.00035024	2.9338e-06	0.00064945	0.01	0.01	0.0027468	0.00022529	0.93083	0.0021272	4.899e-05	0.03822	
0.00018569	0.015582	1.6466e-05	1.2615e-05	0.01	0.0030189	5.6181e-05	0.10782	9.8692e-05	0.00014012	0.051069	0.00025023	0.0022289	0.0046516	1.1209e-05	0.00035034	3.1856e-06	0.00063797	0.01	0.01	0.0027706	0.00022525	0.93131	0.002124	5.1073e-05	0.038264	
0.0001851	0.015603	1.7282e-05	1.2753e-05	0.01	0.0030168	5.7258e-05	0.10765	9.8051e-05	0.00013951	0.051112	0.00025153	0.0022258	0.004928	1.2403e-05	0.00035042	3.423e-06	0.00062643	0.01	0.01	0.002794	0.00022518	0.93178	0.0021208	5.3106e-05	0.038309	
0.00018455	0.01563	1.8171e-05	1.2899e-05	0.01	0.0030147	5.8407e-05	0.1075	9.7413e-05	0.00013893	0.051158	0.0002529	0.0022228	0.0052547	1.3656e-05	0.00035053	3.6759e-06	0.00061504	0.01	0.01	0.0028181	0.00022513	0.93226	0.0021176	5.5237e-05	0.038354	
0.00018398	0.015651	1.9024e-05	1.3018e-05	0.01	0.0030127	5.9513e-05	0.10734	9.6765e-05	0.00013833	0.051204	0.00025421	0.0022198	0.0055563	1.4878e-05	0.0003506	3.9143e-06	0.00060359	0.01	0.01	0.002842	0.00022507	0.93274	0.0021144	5.7319e-05	0.038398	
0.00018338	0.015668	1.9842e-05	1.311e-05	0.01	0.0030106	6.0577e-05	0.10718	9.6106e-05	0.00013772	0.051247	0.00025548	0.0022166	0.0058342	1.6069e-05	0.00035066	4.1381e-06	0.00059208	0.01	0.01	0.0028655	0.00022497	0.93321	0.0021112	5.9352e-05	0.038443	
0.00018282	0.01569	2.0735e-05	1.3211e-05	0.01	0.0030085	6.1715e-05	0.10702	9.5452e-05	0.00013712	0.051294	0.0002568	0.0022137	0.0061642	1.7321e-05	0.00035073	4.3781e-06	0.00058072	0.01	0.01	0.0028897	0.0002249	0.9337	0.002108	6.1486e-05	0.038488	
0.00018224	0.015716	2.0879e-05	1.3318e-05	0.01	0.0030065	6.2925e-05	0.10687	9.48e-05	0.00013655	0.051344	0.00025818	0.002211	0.006551	1.8631e-05	0.00035083	4.6373e-06	0.00056951	0.01	0.01	0.0029135	0.00022481	0.93418	0.0021047	6.3719e-05	0.038533	
0.00018163	0.015736	2.1003e-05	1.3397e-05	0.01	0.0030044	6.4087e-05	0.10671	9.4137e-05	0.00013597	0.051393	0.00025951	0.0022081	0.0069057	1.9906e-05	0.0003509	4.8803e-06	0.00055823	0.01	0.01	0.0029371	0.00022469	0.93466	0.0021015	6.5895e-05	0.038579	
0.00018106	0.015762	2.116e-05	1.3486e-05	0.01	0.0030023	6.5331e-05	0.10656	9.3479e-05	0.0001354	0.051445	0.0002609	0.0022055	0.0073291	2.1248e-05	0.000351	5.1421e-06	0.00054711	0.01	0.01	0.0029618	0.00022455	0.93513	0.0020983	6.8184e-05	0.038625	
0.00018046	0.015783	2.13e-05	1.3548e-05	0.01	0.0030003	6.6532e-05	0.10641	9.281e-05	0.00013482	0.051496	0.00026225	0.0022028	0.0077217	2.2558e-05	0.00035107	5.389e-06	0.00053594	0.01	0.01	0.0029863	0.00022439	0.93561	0.002095	7.0422e-05	0.038671	
0.0001799	0.015808	2.1469e-05	1.3618e-05	0.01	0.0029982	6.781e-05	0.10626	9.2145e-05	0.00013427	0.051549	0.00026365	0.0022004	0.0081826	2.3931e-05	0.00035117	5.6532e-06	0.0005249	0.01	0.01	0.0030114	0.00022425	0.93609	0.0020918	7.2766e-05	0.038718	
0.00017931	0.015829	2.1618e-05	1.3658e-05	0.01	0.0029962	6.9035e-05	0.10611	9.1469e-05	0.00013369	0.051602	0.000265	0.0021977	0.0086039	2.5266e-05	0.00035124	5.9e-06	0.0005138	0.01	0.01	0.0030362	0.00022408	0.93657	0.0020885	7.5047e-05	0.038764	
0.00017894	0.015854	2.1799e-05	1.3708e-05	0.01	0.0029942	7.0344e-05	0.10597	9.0796e-05	0.00013314	0.051657	0.00026641	0.0021954	0.0091025	2.6669e-05	0.00035133	6.1658e-06	0.00050284	0.01	0.01	0.0030617	0.00022393	0.93706	0.0020853	7.7442e-05	0.038811	
0.00017854	0.015873	2.1957e-05	1.3727e-05	0.01	0.0029921	7.1919e-05	0.10582	9.0112e-05	0.00013257	0.051711	0.00026775	0.0021927	0.0095332	2.8029e-05	0.00035139	6.4127e-06	0.00049181	0.01	0.01	0.0030868	0.00022376	0.93754	0.002082	8.0236e-05	0.038858	
0.00017812	0.015898	2.2093e-05	1.3716e-05	0.01	0.0029902	7.3608e-05	0.10567	8.9433e-05	0.00013202	0.051763	0.00026918	0.0021903	0.0099019	2.9347e-05	0.00035142	6.641e-06	0.00048069	0.01	0.01	0.0031115	0.00022356	0.93803	0.0020787	8.3198e-05	0.038904	
0.00017767	0.015928	2.2266e-05	1.3677e-05	0.01	0.0029882	7.5419e-05	0.10552	8.8758e-05	0.0001315	0.051813	0.00027067	0.0021881	0.010352	3.0629e-05	0.00035143	6.8919e-06	0.00046951	0.01	0.01	0.003136	0.00022334	0.93851	0.0020754	8.6327e-05	0.03895	
0.00017726	0.015964	2.2479e-05	1.365e-05	0.01	0.0029863	7.5569e-05	0.10537	8.8087e-05	0.000131	0.051867	0.00027224	0.0021862	0.010899	3.1987e-05	0.00035146	7.1667e-06	0.00045849	0.01	0.01	0.0031612	0.00022314	0.939	0.0020721	8.9632e-05	0.038997	
0.00017689	0.016005	2.2249e-05	1.3635e-05	0.01	0.0029843	7.5781e-05	0.10522	8.7422e-05	0.00013053	0.051925	0.00027389	0.0021846	0.011561	3.3425e-05	0.00035153	7.4802e-06	0.00044765	0.01	0.01	0.0031872	0.00022297	0.93949	0.0020689	9.3122e-05	0.039045	
0.00017654	0.016051	2.2054e-05	1.3591e-05	0.01	0.0029824	7.6049e-05	0.10508	8.6759e-05	0.00013008	0.051981	0.00027561	0.0021832	0.012346	3.4824e-05	0.00035157	7.8184e-06	0.00043674	0.01	0.01	0.0032128	0.00022278	0.93999	0.0020656	9.6789e-05	0.039092	
0.00017617	0.016091	2.1836e-05	1.3518e-05	0.01	0.0029805	7.6274e-05	0.10494	8.6085e-05	0.00012961	0.052036	0.00027727	0.0021816	0.013059	3.618e-05	0.00035157	8.1349e-06	0.00042603	0.01	0.01	0.0032381	0.00022256	0.94048	0.0020623	0.00010035	0.039139	
0.00017584	0.016138	2.1657e-05	1.3456e-05	0.01	0.0029785	7.6563e-05	0.1048	8.5416e-05	0.00012917	0.052094	0.000279	0.0021803	0.013922	3.7616e-05	0.00035161	8.4802e-06	0.00041548	0.01	0.01	0.0032642	0.00022237	0.94098	0.0020591	0.00010412	0.039187	
0.00017548	0.016179	2.1457e-05	1.3367e-05	0.01	0.0029766	7.6815e-05	0.10467	8.4736e-05	0.00012871	0.052151	0.00028068	0.0021789	0.014716	3.8983e-05	0.00035162	8.8057e-06	0.00040509	0.01	0.01	0.003291	0.00022219	0.94149	0.0020558	0.00010779	0.039235	
0.00017516	0.016225	2.1307e-05	1.3286e-05	0.01	0.0029747	7.7123e-05	0.10454	8.406e-05	0.00012827	0.052212	0.00028243	0.0021777	0.015657	4.0422e-05	0.00035165	8.7459e-06	0.00039484	0.01	0.01	0.0033186	0.00022204	0.94201	0.0020526	0.00011166	0.039283	
0.00017486	0.016275	2.119e-05	1.3215e-05	0.01	0.0029728	7.7489e-05	0.10441	8.3387e-05	0.00012785	0.052276	0.00028425	0.0021768	0.016773	4.1937e-05	0.00035171	8.7024e-06	0.00038473	0.01	0.01	0.003347	0.00022192	0.94253	0.0020494	0.00011571	0.039332	
0.00017455	0.016331	2.1104e-05	1.3152e-05	0.01	0.0029709	7.7914e-05	0.10429	8.2717e-05	0.00012746	0.052344	0.00028614	0.0021761	0.018094	4.3534e-05	0.0003518	8.675e-06	0.00037476	0.01	0.01	0.0033768	0.00022177	0.94306	0.0020461	0.00011682	0.039382	
0.00017426	0.016382	2.1e-05	1.3061e-05	0.01	0.002969	7.8301e-05	0.10416	8.2037e-05	0.00012705	0.05241	0.00028797	0.0021752	0.019313	4.5087e-05	0.00035186	8.6323e-06	0.00036473	0.01	0.01	0.0034062	0.00022159	0.94358	0.0020429	0.00011789	0.039432	
0.00017395	0.016427	2.0931e-05	1.2982e-05	0.01	0.0029671	7.8644e-05	0.10404	8.1346e-05	0.00012662	0.052481	0.00028974	0.0021742	0.021004	4.6733e-05	0.00035194	8.6093e-06	0.00035485	0.01	0.01	0.0034365	0.00022144	0.94411	0.0020396	0.0001189	0.039482	
0.00017362	0.016478	2.084e-05	1.2873e-05	0.01	0.0029652	7.9054e-05	0.10392	8.0659e-05	0.00012621	0.05255	0.00029159	0.0021735	0.023387	4.8329e-05	0.000352	8.569e-06	0.0003449	0.01	0.01	0.0034664	0.00022127	0.94463	0.0020364	0.00012	0.039532	
0.00017332	0.016534	2.078e-05	1.2773e-05	0.01	0.0029634	7.9523e-05	0.1038	7.9975e-05	0.00012582	0.052622	0.00029352	0.002173	0.026206	5.001e-05	0.00035208	8.5446e-06	0.00033509	0.01	0.01	0.0034971	0.00022111	0.94517	0.0020332	0.00012116	0.039583	
0.00017299	0.016584	2.0698e-05	1.2642e-05	0.01	0.0029615	7.9949e-05	0.10368	7.928e-05	0.00012542	0.052693	0.00029538	0.0021723	0.028776	5.1639e-05	0.00035213	8.5034e-06	0.00032521	0.01	0.01	0.0035274	0.00022093	0.9457	0.0020299	0.00012228	0.039633	
0.00017269	0.016629	2.0649e-05	1.2524e-05	0.01	0.0029596	8.0335e-05	0.10354	7.8575e-05	0.000125	0.052768	0.00029718	0.0021715	0.031096	5.3187e-05	0.00035221	8.4793e-06	0.00032396	0.01	0.01	0.0035573	0.00022073	0.94623	0.0020267	0.00012336	0.039685	
0.00017237	0.01667	2.0578e-05	1.2375e-05	0.01	0.0029577	8.0696e-05	0.10341	7.7859e-05	0.00012457	0.05284	0.00029892	0.0021706	0.033206	5.4686e-05	0.00035226	8.4385e-06	0.00032268	0.01	0.01	0.0035867	0.0002205	0.94676	0.0020234	0.00012441	0.039735	
0.00017208	0.016716	2.0484e-05	1.2196e-05	0.01	0.0029558	7.9697e-05	0.10327	7.7147e-05	0.00012416	0.05291	0.00030075	0.00217	0.034875	5.6139e-05	0.00035228	8.3797e-06	0.00032138	0.01	0.01	0.0036157	0.00022025	0.94728	0.0020201	0.00012561	0.039786	
0.00017183	0.016766	2.0419e-05	1.2025e-05	0.01	0.0029539	7.8769e-05	0.10313	7.6438e-05	0.00012377	0.052984	0.00030264	0.0021696	0.036829	5.7665e-05	0.00035232	8.3355e-06	0.00032011	0.01	0.01	0.0036455	0.00022001	0.94781	0.0020168	0.00012527	0.039837	
0.00017159	0.016821	2.0381e-05	1.1861e-05	0.01	0.0029521	7.7909e-05	0.103	7.5732e-05	0.00012339	0.053062	0.00030461	0.0021693	0.039117	5.9269e-05	0.00035238	8.3056e-06	0.00031886	0.01	0.01	0.0036761	0.0002198	0.94835	0.0020135	0.00012497	0.039889	
0.00017135	0.016872	2.033e-05	1.1672e-05	0.01	0.0029502	7.7017e-05	0.10287	7.5017e-05	0.00012301	0.053139	0.00030653	0.002169	0.041284	6.0842e-05	0.00035243	8.2639e-06	0.0003176	0.01	0.01	0.0037064	0.00021956	0.94889	0.0020103	0.00012465	0.039941	
0.00017113	0.016927	2.0304e-05	1.1489e-05	0.01	0.0029484	7.6186e-05	0.10274	7.4303e-05	0.00012264	0.053219	0.00030851	0.0021689	0.043792	6.2489e-05	0.00035249	8.2349e-06	0.00031636	0.01	0.01	0.0037375	0.00021935	0.94943	0.002007	0.00012438	0.039993	
0.00017089	0.016978	2.0264e-05	1.128e-05	0.01	0.0029465	7.5321e-05	0.10261	7.3581e-05	0.00012226	0.053298	0.00031045	0.0021687	0.046156	6.4103e-05	0.00035253	8.1936e-06	0.00031511	0.01	0.01	0.0037682	0.00021911	0.94998	0.0020037	0.00012408	0.040045	
0.00017063	0.017025	2.0209e-05	1.1048e-05	0.01	0.0029447	7.4422e-05	0.10248	7.2849e-05	0.00012187	0.053376	0.00031234	0.0021684	0.048385	6.5684e-05	0.00035255	8.14e-06	0.00031384	0.01	0.01	0.0037988	0.00021886	0.95052	0.0020004	0.00012376	0.040097	
0.00017036	0.017068	2.0142e-05	1.0791e-05	0.01	0.0029428	7.3492e-05	0.10235	7.2108e-05	0.00012147	0.053452	0.00031418	0.0021681	0.050506	6.7237e-05	0.00035255	8.0749e-06	0.00031255	0.01	0.01	0.0038291	0.00021859	0.95106	0.0019971	0.00012343	0.040149	
0.00017008	0.017115	2.01e-05	1.054e-05	0.01	0.0029409	7.2624e-05	0.10222	7.137e-05	0.00012108	0.053532	0.0003161	0.0021679	0.05296	6.8864e-05	0.00035257	8.0228e-06	0.00031129	0.01	0.01	0.0038602	0.00021833	0.95161	0.0019938	0.00012313	0.040202	
0.00016977	0.017158	2.0044e-05	1.0264e-05	0.01	0.0029391	7.181e-05	0.10209	7.0622e-05	0.00012068	0.053611	0.00031796	0.002168	0.055242	7.0456e-05	0.00035256	7.9579e-06	0.00031001	0.01	0.01	0.003891	0.00021806	0.95216	0.0019905	0.00012287	0.040254	
