Rousettus_aegyptiacus	Rhinolophus_ferrumequinum	Pteropus_giganteus	Pipistrellus_pipistrellus	Phyllostomus_discolor	Myotis_myotis	Myotis_lucifugus	Molossus_molossus	Miniopterus_natalensis	Megaderma_lyra	Hipposideros_armiger	Eptesicus_fuscus	Desmodus_rotundus	Artibeus_jamaicensis	Aeorestes_cinereus	
3.1996e-05	8.37e-07	4.4964e-06	7.1667e-05	0.083596	0.00096344	0.09738	0.00024895	0.00039209	0.00030385	3.8736e-06	1.1773e-05	6.4134e-06	3.0903e-05	0.73206	
3.1447e-05	8.2221e-07	4.5007e-06	7.0882e-05	0.087307	0.00095771	0.097553	0.00026981	0.00037766	0.00026115	3.807e-06	1.1994e-05	4.6263e-06	3.0325e-05	0.72684	
3.0928e-05	8.1034e-07	4.5066e-06	7.0162e-05	0.091458	0.00095215	0.097732	0.00029568	0.00036533	0.00022354	3.7505e-06	1.2221e-05	2.9289e-06	2.9787e-05	0.72202	
3.0397e-05	7.9515e-07	4.5076e-06	6.9422e-05	0.095469	0.00094653	0.09791	0.00031832	0.00035132	0.00018275	3.6879e-06	1.2441e-05	2.7578e-06	2.9217e-05	0.7171	
2.9895e-05	7.8281e-07	4.5101e-06	6.8745e-05	0.099956	0.00094108	0.098093	0.00034654	0.00033932	0.00014653	3.6351e-06	1.2667e-05	2.5949e-06	2.8685e-05	0.71255	
2.9381e-05	7.6716e-07	4.5078e-06	6.8049e-05	0.14281	0.00093558	0.098275	0.00037138	0.00032567	0.00010727	3.5761e-06	1.2886e-05	2.4266e-06	2.8114e-05	0.7079	
2.8854e-05	7.4821e-07	4.5006e-06	6.7333e-05	0.18432	0.00093002	0.098455	0.00039288	0.00031035	6.4919e-05	3.511e-06	1.3098e-05	2.2529e-06	2.7511e-05	0.70317	
2.8316e-05	7.2608e-07	4.4887e-06	6.66e-05	0.22466	0.00092441	0.098635	0.00041129	0.00029344	7.009e-05	3.44e-06	1.3301e-05	2.3775e-06	2.6879e-05	0.69834	
2.7764e-05	7.0063e-07	4.4718e-06	6.5846e-05	0.26374	0.00091875	0.098813	0.00042644	0.00027484	7.3243e-05	3.3627e-06	1.3497e-05	2.4972e-06	2.6216e-05	0.69341	
2.7243e-05	6.7803e-07	4.4565e-06	6.5072e-05	0.30741	0.00091303	0.098989	0.00044717	0.00025839	7.6959e-05	3.2954e-06	1.3686e-05	2.6231e-06	2.5591e-05	0.68841	
2.6709e-05	6.5228e-07	4.4366e-06	6.428e-05	0.34985	0.00090727	0.099165	0.00046476	0.00024038	7.8708e-05	3.2222e-06	1.3866e-05	2.7444e-06	2.4937e-05	0.68332	
2.6202e-05	6.2879e-07	4.4176e-06	6.3546e-05	0.39676	0.00090165	0.099345	0.00048761	0.00022397	8.0848e-05	3.1574e-06	1.4053e-05	2.8713e-06	2.4316e-05	0.67858	
2.5719e-05	6.0744e-07	4.3998e-06	6.2867e-05	0.40631	0.00089618	0.099531	0.0005163	0.00020903	8.3412e-05	3.1006e-06	1.4246e-05	3.0042e-06	2.3728e-05	0.67417	
2.5225e-05	5.83e-07	4.3772e-06	6.2171e-05	0.41559	0.00089066	0.099716	0.00054158	0.00019259	8.3995e-05	3.0382e-06	1.4431e-05	3.1322e-06	2.3111e-05	0.66967	
2.4755e-05	5.606e-07	4.3557e-06	6.1528e-05	0.426	0.00088529	0.099906	0.00057323	0.00017752	8.502e-05	2.9835e-06	1.4622e-05	3.2664e-06	2.2525e-05	0.66549	
2.4273e-05	5.3499e-07	4.3293e-06	6.0867e-05	0.43608	0.00087986	0.10009	0.00060105	0.00016089	8.3998e-05	2.9229e-06	1.4806e-05	3.3954e-06	2.1908e-05	0.66122	
2.3814e-05	5.1133e-07	4.3039e-06	6.0258e-05	0.44723	0.00087458	0.10029	0.00063578	0.00014554	8.3417e-05	2.8699e-06	1.4995e-05	3.5309e-06	2.1322e-05	0.65725	
2.3344e-05	4.8449e-07	4.2736e-06	5.963e-05	0.45803	0.00086924	0.10048	0.00066651	0.00012867	8.079e-05	2.811e-06	1.5177e-05	3.661e-06	2.0705e-05	0.65319	
2.2896e-05	4.5951e-07	4.2444e-06	5.8986e-05	0.46853	0.00086386	0.10067	0.00069354	0.00011033	7.8597e-05	2.7594e-06	1.5351e-05	3.7863e-06	2.0059e-05	0.64906	
2.2474e-05	4.3664e-07	4.2168e-06	5.8398e-05	0.48027	0.00085863	0.10087	0.00072888	9.3426e-05	7.7011e-05	2.716e-06	1.5533e-05	3.9191e-06	1.9447e-05	0.64525	
2.2075e-05	4.1576e-07	4.1906e-06	5.7864e-05	0.49341	0.00085356	0.10108	0.00077376	7.7799e-05	7.602e-05	2.6806e-06	1.5723e-05	4.06e-06	1.8869e-05	0.64173	
2.1698e-05	3.9642e-07	4.1657e-06	5.7378e-05	0.50798	0.00084864	0.10129	0.00082866	6.3125e-05	7.5452e-05	2.652e-06	1.5919e-05	4.2085e-06	1.8319e-05	0.63846	
2.1308e-05	3.7376e-07	4.1354e-06	5.687e-05	0.52201	0.00084365	0.1015	0.00087772	4.6895e-05	7.2701e-05	2.6171e-06	1.6107e-05	4.3506e-06	1.7736e-05	0.63511	
2.09e-05	3.4716e-07	4.0992e-06	5.6335e-05	0.53936	0.00083857	0.1017	0.00091918	5.3381e-05	6.7433e-05	2.5741e-06	1.6284e-05	4.4565e-06	1.727e-05	0.63162	
2.1508e-05	3.1662e-07	4.0551e-06	5.5767e-05	0.55586	0.0008334	0.1019	0.00095393	5.8406e-05	0.00010212	2.5233e-06	1.645e-05	4.5554e-06	1.6768e-05	0.62798	
2.2093e-05	2.8188e-07	4.0048e-06	5.5168e-05	0.57146	0.00082813	0.1021	0.00098172	6.1926e-05	0.00013277	2.4638e-06	1.6606e-05	4.6466e-06	1.6225e-05	0.62419	
2.2721e-05	2.505e-07	3.9578e-06	5.464e-05	0.58948	0.00082307	0.10231	0.0010232	6.6126e-05	0.00016893	2.4159e-06	1.6773e-05	4.7483e-06	1.5725e-05	0.62078	
2.3328e-05	2.9128e-07	3.9047e-06	5.4175e-05	0.61008	0.00081953	0.10234	0.0010512	6.7469e-05	0.00020073	2.3565e-06	1.6951e-05	4.8609e-06	1.5261e-05	0.61771	
2.3979e-05	3.3621e-07	3.8547e-06	5.4041e-05	0.6339	0.00081616	0.10238	0.0010932	6.948e-05	0.00023873	2.3083e-06	1.6677e-05	4.985e-06	1.4836e-05	0.60913	
2.4671e-05	3.8518e-07	3.8073e-06	5.3953e-05	0.66103	0.00081295	0.10241	0.0011496	7.2029e-05	0.00028328	2.2695e-06	1.6415e-05	5.1198e-06	1.4442e-05	0.6013	
2.54e-05	4.3783e-07	3.7616e-06	5.3902e-05	0.66709	0.00080987	0.10245	0.0012205	7.4958e-05	0.00033437	2.2382e-06	1.6162e-05	5.2641e-06	1.4075e-05	0.59409	
2.6112e-05	4.865e-07	3.7105e-06	5.3835e-05	0.67291	0.00080673	0.10249	0.0012844	7.656e-05	0.00038113	2.2006e-06	1.59e-05	5.4018e-06	1.3677e-05	0.58669	
2.6864e-05	5.3936e-07	3.6613e-06	5.3808e-05	0.67949	0.00080372	0.10253	0.0013651	7.8608e-05	0.00043546	2.1706e-06	1.5647e-05	5.5498e-06	1.3304e-05	0.57989	
2.7601e-05	5.8844e-07	3.607e-06	5.3767e-05	0.68585	0.00080067	0.10257	0.0014392	7.9392e-05	0.00048567	2.1349e-06	1.5387e-05	5.6916e-06	1.2904e-05	0.57294	
2.8374e-05	6.4137e-07	3.554e-06	5.376e-05	0.69295	0.00079773	0.10262	0.0015298	8.0501e-05	0.00054327	2.1057e-06	1.5134e-05	5.8428e-06	1.2523e-05	0.5665	
2.9129e-05	6.9015e-07	3.4957e-06	5.3738e-05	0.69977	0.00079474	0.10266	0.0016126	8.0281e-05	0.00059605	2.0703e-06	1.4873e-05	5.9872e-06	1.2113e-05	0.5599	
2.9364e-05	7.347e-07	3.5951e-06	5.3753e-05	0.70744	0.00079162	0.1027	0.0017147	8.047e-05	0.00064194	2.0286e-06	1.462e-05	6.1418e-06	1.1724e-05	0.55381	
2.9584e-05	7.75e-07	3.6889e-06	5.3751e-05	0.71477	0.00078843	0.10274	0.0018078	7.9287e-05	0.00068312	1.9803e-06	1.4358e-05	6.2891e-06	1.1305e-05	0.54754	
2.9791e-05	8.1108e-07	3.7771e-06	5.3732e-05	0.72178	0.00078518	0.10278	0.0018921	7.6722e-05	0.00071968	1.9254e-06	1.4086e-05	6.4291e-06	1.0854e-05	0.54109	
3.0024e-05	8.5204e-07	3.8681e-06	5.3756e-05	0.72979	0.00078213	0.10265	0.001856	7.4739e-05	0.00076469	1.879e-06	1.3825e-05	6.5814e-06	1.043e-05	0.53521	
3.0243e-05	8.885e-07	3.9533e-06	5.3761e-05	0.73742	0.00077902	0.10252	0.0018126	7.1343e-05	0.00080459	1.8258e-06	1.3553e-05	6.7258e-06	9.9742e-06	0.52914	
3.0489e-05	9.3031e-07	4.0416e-06	5.381e-05	0.74618	0.00077605	0.10239	0.0017849	6.8541e-05	0.00085397	1.7812e-06	1.3293e-05	6.8834e-06	9.5453e-06	0.52363	
3.072e-05	9.6738e-07	4.124e-06	5.384e-05	0.75451	0.00077301	0.10227	0.0017499	6.4309e-05	0.00089775	1.7296e-06	1.3023e-05	7.0327e-06	9.0839e-06	0.51793	
3.0983e-05	1.011e-06	4.2104e-06	5.3923e-05	0.76421	0.00077014	0.10214	0.0017319	6.0811e-05	0.0009533	1.6875e-06	1.2772e-05	7.1974e-06	8.6539e-06	0.498	
3.1281e-05	1.0622e-06	4.3012e-06	5.4064e-05	0.7758	0.00076746	0.10203	0.0017322	5.8199e-05	0.0010232	1.6549e-06	1.2535e-05	7.3814e-06	8.2597e-06	0.48036	
3.1616e-05	1.1219e-06	4.3969e-06	5.3477e-05	0.78946	0.00076495	0.10192	0.0017496	5.6283e-05	0.0011107	1.6317e-06	1.2313e-05	7.5843e-06	7.8956e-06	0.46506	
3.1996e-05	1.1911e-06	4.4987e-06	5.2966e-05	0.80558	0.00076261	0.10182	0.0017854	5.5028e-05	0.0012195	1.6174e-06	1.2104e-05	7.8074e-06	7.5599e-06	0.45143	
3.2352e-05	1.2529e-06	4.593e-06	5.2417e-05	0.82049	0.00076018	0.10171	0.0018105	5.2165e-05	0.0013158	1.5949e-06	1.1882e-05	8.0174e-06	7.1866e-06	0.43706	
3.2754e-05	1.328e-06	4.6936e-06	5.0384e-05	0.82554	0.00075796	0.10133	0.0017505	5.0161e-05	0.0014394	1.5829e-06	1.1676e-05	7.9755e-06	6.8799e-06	0.42448	
3.3129e-05	1.3947e-06	4.7862e-06	4.8239e-05	0.83017	0.00075565	0.10094	0.0016764	4.6495e-05	0.0015481	1.5622e-06	1.1456e-05	7.9226e-06	6.5346e-06	0.41114	
3.355e-05	1.4734e-06	4.8849e-06	4.6325e-05	0.83573	0.00075352	0.10056	0.0016274	4.3561e-05	0.0016859	1.5513e-06	1.1249e-05	7.8851e-06	6.2181e-06	0.3994	
3.3933e-05	1.5641e-06	4.9715e-06	4.4596e-05	0.8423	0.00075155	0.1002	0.0015973	4.1122e-05	0.0018555	1.5488e-06	1.1054e-05	7.8609e-06	5.9239e-06	0.38894	
3.4289e-05	1.6457e-06	5.0501e-06	4.2774e-05	0.84834	0.00074948	0.099834	0.0015561	3.7094e-05	0.0020063	1.5378e-06	1.0846e-05	7.8261e-06	5.593e-06	0.37786	
3.4691e-05	1.7414e-06	5.1349e-06	4.1148e-05	0.85558	0.00074758	0.099484	0.0015345	3.3669e-05	0.0021961	1.5363e-06	1.0651e-05	7.8063e-06	5.2878e-06	0.36811	
3.5002e-05	1.8275e-06	5.889e-06	3.943e-05	0.86223	0.00074559	0.099126	0.0015022	2.8665e-05	0.0023648	1.5262e-06	1.0442e-05	7.7757e-06	4.946e-06	0.35776	
3.5287e-05	1.904e-06	6.6233e-06	3.7615e-05	0.86833	0.0007435	0.098761	0.0014584	2.2041e-05	0.0025139	1.5073e-06	1.0221e-05	7.7343e-06	4.5667e-06	0.3471	
3.5616e-05	1.9954e-06	7.3911e-06	3.6001e-05	0.87568	0.0007416	0.098413	0.0014348	1.6051e-05	0.0027037	1.4983e-06	1.0013e-05	7.7083e-06	4.2141e-06	0.33787	
3.5986e-05	2.1015e-06	8.1906e-06	3.4552e-05	0.88246	0.00073985	0.09808	0.001308	1.051e-05	0.0029387	1.4979e-06	9.8168e-06	7.6693e-06	3.8257e-06	0.32967	
3.6329e-05	2.1967e-06	8.9687e-06	3.3016e-05	0.88499	0.000738	0.097739	0.0011515	1.2982e-05	0.0031472	1.4887e-06	9.6072e-06	7.6922e-06	3.5697e-06	0.32096	
3.6719e-05	2.3094e-06	9.7829e-06	3.1651e-05	0.88809	0.00073633	0.097414	0.0010369	1.5493e-05	0.0034106	1.4892e-06	9.4102e-06	7.7306e-06	3.3315e-06	0.31332	
3.7154e-05	2.4393e-06	1.0631e-05	3.0425e-05	0.89093	0.00073481	0.097104	0.00095112	1.8014e-05	0.0034691	1.4982e-06	9.2237e-06	7.7558e-06	3.0613e-06	0.30654	
3.7634e-05	2.5883e-06	1.1514e-05	2.9323e-05	0.89431	0.00073345	0.096806	0.00088763	2.0595e-05	0.0035507	1.5156e-06	9.0473e-06	7.7946e-06	2.8042e-06	0.30051	
3.8085e-05	2.7244e-06	1.2374e-05	2.8156e-05	0.89741	0.00073199	0.096503	0.00081151	2.1786e-05	0.003618	1.5244e-06	8.8586e-06	7.8225e-06	2.5149e-06	0.29411	
3.8583e-05	2.8806e-06	1.3271e-05	2.7106e-05	0.90109	0.00073069	0.096212	0.0007553	2.3058e-05	0.0037099	1.5417e-06	8.6798e-06	7.864e-06	2.2379e-06	0.28842	
3.905e-05	3.0232e-06	1.4143e-05	2.5994e-05	0.90445	0.00072929	0.095915	0.00069264	2.2924e-05	0.0037865	1.5503e-06	8.4887e-06	7.8946e-06	1.9288e-06	0.28237	
3.9571e-05	3.0141e-06	1.5057e-05	2.5008e-05	0.90853	0.00072805	0.095632	0.00064901	2.2999e-05	0.0038931	1.5695e-06	8.309e-06	7.9408e-06	1.6347e-06	0.27707	
4.0151e-05	3.0184e-06	1.6016e-05	2.4135e-05	0.91347	0.00072699	0.095362	0.00062065	2.3292e-05	0.0040354	1.5993e-06	8.1404e-06	8.0033e-06	1.3539e-06	0.27243	
4.0806e-05	3.0131e-06	1.7036e-05	2.3204e-05	0.91759	0.00072616	0.095109	0.00057992	3.6923e-05	0.0041562	1.6196e-06	7.9593e-06	8.0457e-06	1.4688e-06	0.26747	
4.1407e-05	3.0254e-06	1.8007e-05	2.2209e-05	0.91887	0.00072549	0.094869	0.00055426	5.277e-05	0.0041589	1.6545e-06	7.7635e-06	8.1056e-06	1.5903e-06	0.26195	
4.2066e-05	2.8911e-06	1.9021e-05	2.1318e-05	0.919	0.00072498	0.09464	0.00053947	7.0815e-05	0.0041834	1.7003e-06	7.5776e-06	8.1808e-06	1.7158e-06	0.25707	
4.2689e-05	2.743e-06	2.0007e-05	2.0369e-05	0.91905	0.00072437	0.094405	0.0005171	8.6296e-05	0.0041942	1.7362e-06	7.3793e-06	8.244e-06	1.8136e-06	0.25186	
4.3378e-05	2.6173e-06	2.1043e-05	1.9531e-05	0.91927	0.00072393	0.094182	0.00050612	0.00010456	0.0042298	1.7842e-06	7.1921e-06	8.3245e-06	1.9167e-06	0.24732	
4.4129e-05	2.5098e-06	2.2125e-05	1.8803e-05	0.92106	0.00072333	0.093951	0.00050554	0.00012661	0.0041326	1.8439e-06	7.0225e-06	8.3284e-06	1.9133e-06	0.23551	
4.4846e-05	2.3913e-06	2.318e-05	1.8031e-05	0.92271	0.00072265	0.093715	0.0004987	0.00014588	0.0040192	1.894e-06	6.8417e-06	8.3217e-06	1.8839e-06	0.22302	
4.5528e-05	2.2614e-06	2.421e-05	1.7215e-05	0.92422	0.00072188	0.093473	0.00048547	0.00016247	0.0038886	1.9346e-06	6.6497e-06	8.3045e-06	1.8283e-06	0.20981	
4.6176e-05	2.1195e-06	2.5215e-05	1.6352e-05	0.92559	0.00072102	0.093227	0.00046563	0.00029288	0.003747	1.9658e-06	6.4463e-06	8.2768e-06	1.7465e-06	0.2078	
4.6791e-05	1.9653e-06	2.6195e-05	1.544e-05	0.92684	0.00072007	0.092975	0.00043887	0.000413	0.0035861	1.9878e-06	6.2314e-06	8.2385e-06	1.6385e-06	0.20568	
4.737e-05	1.7967e-06	2.7148e-05	1.447e-05	0.92789	0.00071903	0.092718	0.00040403	0.00052247	0.0034019	1.9998e-06	6.0042e-06	8.1869e-06	2.0061e-06	0.20341	
4.7898e-05	1.6492e-06	2.8054e-05	1.3625e-05	0.92918	0.00071821	0.091901	0.00038013	0.00065045	0.0032566	2.0226e-06	5.7878e-06	8.15e-06	2.3909e-06	0.19644	
4.8395e-05	1.4877e-06	2.8936e-05	1.2877e-05	0.93079	0.00071755	0.091123	0.00036641	0.00080285	0.0032906	2.0352e-06	5.5819e-06	8.1294e-06	2.7993e-06	0.19036	
4.8861e-05	1.3133e-06	2.9794e-05	1.2025e-05	0.93276	0.00071706	0.090382	0.00030684	0.0010046	0.0033132	2.0387e-06	5.3403e-06	8.1251e-06	3.234e-06	0.18569	
4.9298e-05	1.1252e-06	3.063e-05	1.127e-05	0.93518	0.00071674	0.089675	0.00026414	0.0010652	0.0033246	2.0329e-06	5.1097e-06	8.1369e-06	3.6979e-06	0.18161	
4.9705e-05	9.2303e-07	3.1444e-05	1.0472e-05	0.93741	0.00071633	0.088955	0.00021321	0.0011196	0.0033251	2.0181e-06	4.8678e-06	8.1383e-06	4.1252e-06	0.17729	
5.0084e-05	7.0612e-07	3.2236e-05	9.6309e-06	0.93946	0.00071584	0.088221	0.00015325	0.0011681	0.0033147	1.9942e-06	4.6145e-06	8.1294e-06	4.5165e-06	0.17273	
5.0513e-05	5.14e-07	3.3066e-05	8.7434e-06	0.94134	0.00071526	0.087473	0.00014921	0.0012093	0.0033232	1.9808e-06	4.3498e-06	8.11e-06	4.8721e-06	0.16791	
5.0994e-05	3.4346e-07	3.3935e-05	7.9448e-06	0.9436	0.00071483	0.086756	0.0001494	0.0012598	0.003351	1.9778e-06	4.0946e-06	8.1045e-06	5.2513e-06	0.16364	
5.1442e-05	1.5907e-07	3.4778e-05	7.0975e-06	0.94565	0.00071431	0.086023	0.00014527	0.0013039	0.0033664	1.9651e-06	3.8273e-06	8.0879e-06	5.5921e-06	0.15909	
5.186e-05	1.3341e-07	3.5599e-05	6.2038e-06	0.94754	0.0007137	0.085277	0.00013705	0.0013425	0.0033708	1.9405e-06	3.5484e-06	8.0609e-06	5.8971e-06	0.15842	
5.2249e-05	1.0358e-07	3.6399e-05	5.262e-06	0.94928	0.00071301	0.084516	0.0001246	0.0013758	0.0033641	1.9067e-06	3.258e-06	8.0235e-06	6.1668e-06	0.15772	
5.2606e-05	1.16e-07	3.7173e-05	4.2633e-06	0.95085	0.00071222	0.083738	0.00010734	0.0014034	0.003345	1.8591e-06	2.9549e-06	7.9747e-06	6.3991e-06	0.15696	
5.2934e-05	1.2494e-07	3.7926e-05	3.3641e-06	0.95121	0.00071158	0.082994	9.4979e-05	0.0014395	0.0033143	1.8019e-06	2.662e-06	7.9403e-06	6.655e-06	0.1563	
5.3717e-05	1.3552e-07	3.8118e-05	2.6625e-06	0.95151	0.00071085	0.082233	7.8021e-05	0.0014696	0.0033103	1.7585e-06	2.4203e-06	7.8945e-06	6.873e-06	0.15546	
5.458e-05	1.1633e-07	3.8333e-05	2.0376e-06	0.95195	0.00071028	0.081507	6.5988e-05	0.0015098	0.0033277	1.7277e-06	2.1874e-06	7.8647e-06	7.1186e-06	0.15474	
5.5404e-05	1.422e-07	3.8533e-05	1.9687e-06	0.95233	0.00070963	0.080767	5.0043e-05	0.0015443	0.003334	1.6869e-06	1.9431e-06	7.8246e-06	7.3282e-06	0.15397	
5.631e-05	1.7118e-07	3.8758e-05	1.9114e-06	0.95287	0.00070914	0.080062	3.8246e-05	0.0015168	0.0033619	1.6576e-06	1.7071e-06	7.8003e-06	7.5662e-06	0.1533	
5.7171e-05	2.0954e-07	3.8966e-05	1.8405e-06	0.95333	0.00072007	0.0793	4.8235e-05	0.0014832	0.0033688	1.6518e-06	1.7607e-06	7.7648e-06	7.7656e-06	0.15258	
5.8107e-05	2.5202e-07	3.9195e-05	1.7794e-06	0.95394	0.00073139	0.07857	6.1144e-05	0.0014578	0.0033943	1.6548e-06	1.8154e-06	7.3461e-06	7.9901e-06	0.15194	
5.9015e-05	2.9057e-07	3.9414e-05	1.7118e-06	0.9545	0.00074259	0.077831	7.1244e-05	0.0014289	0.0034123	1.6515e-06	1.8634e-06	6.9147e-06	8.1854e-06	0.15128	
5.9975e-05	3.3165e-07	3.9647e-05	1.6508e-06	0.95517	0.00075408	0.077113	8.327e-05	0.0014052	0.0034433	1.6535e-06	1.9113e-06	6.5056e-06	8.3924e-06	0.15067	
6.0916e-05	3.6934e-07	3.9871e-05	1.5847e-06	0.95581	0.00076547	0.07639	9.2837e-05	0.0013789	0.0034684	1.6503e-06	1.953e-06	6.0871e-06	8.5742e-06	0.15005	
6.1838e-05	4.0379e-07	4.0087e-05	1.5135e-06	0.95642	0.00077678	0.075661	0.00010006	0.00135	0.0034881	1.642e-06	1.9887e-06	5.6595e-06	8.7313e-06	0.14942	
6.2806e-05	4.4028e-07	4.0315e-05	1.4468e-06	0.95713	0.00078835	0.074952	0.00010889	0.0013255	0.0035192	1.6381e-06	2.0233e-06	5.251e-06	8.8967e-06	0.14883	
6.3757e-05	4.7353e-07	4.0536e-05	1.3753e-06	0.95782	0.00079984	0.074238	0.00011537	0.0012985	0.0035465	1.6291e-06	2.0519e-06	4.8339e-06	9.0378e-06	0.14823	
6.4689e-05	5.0357e-07	4.0749e-05	1.2989e-06	0.95847	0.00081124	0.073518	0.00011951	0.0012691	0.0035686	1.6153e-06	2.0745e-06	4.4081e-06	9.1546e-06	0.14761	
6.5673e-05	5.3615e-07	4.0975e-05	1.2275e-06	0.95924	0.00082293	0.072819	0.00012565	0.0012445	0.0036035	1.6064e-06	2.0963e-06	4.0031e-06	9.2824e-06	0.14705	
6.6712e-05	5.7151e-07	4.1215e-05	1.1607e-06	0.96012	0.00083491	0.07214	0.00013397	0.0012243	0.0036519	1.6025e-06	2.1174e-06	3.6177e-06	9.4215e-06	0.14653	
6.7731e-05	6.0355e-07	4.1447e-05	1.0893e-06	0.96097	0.0008468	0.071456	0.00013987	0.0012018	0.0036946	1.5936e-06	2.1325e-06	3.2241e-06	9.5361e-06	0.146	
6.8808e-05	6.3857e-07	4.1693e-05	1.0223e-06	0.96194	0.00085899	0.070792	0.00014814	0.0011836	0.0037515	1.5897e-06	2.1469e-06	2.8494e-06	9.6624e-06	0.14552	
6.9864e-05	6.7018e-07	4.1931e-05	9.5065e-07	0.96288	0.00087109	0.070122	0.0001539	0.0011632	0.0038025	1.5809e-06	2.1552e-06	2.4666e-06	9.7639e-06	0.14502	
7.0974e-05	7.046e-07	4.2182e-05	8.8277e-07	0.96394	0.00088347	0.069471	0.00016196	0.0011466	0.0038673	1.5764e-06	2.1626e-06	2.1006e-06	9.8756e-06	0.14456	
7.2061e-05	7.3534e-07	4.2425e-05	8.099e-07	0.96496	0.00089576	0.068814	0.00016726	0.0011275	0.0039253	1.5666e-06	2.1637e-06	1.7257e-06	9.961e-06	0.14409	
7.3113e-05	7.7096e-07	4.2654e-05	8.3282e-07	0.96591	0.00090789	0.068149	0.00024442	0.0011036	0.0040105	1.564e-06	2.3983e-06	1.682e-06	1.0006e-05	0.14359	
7.4129e-05	8.017e-07	4.2872e-05	8.503e-07	0.96679	0.00091986	0.067474	0.00031292	0.001076	0.0040846	1.5545e-06	2.6239e-06	1.6325e-06	1.0019e-05	0.14306	
7.5223e-05	8.3782e-07	4.3109e-05	8.7172e-07	0.96785	0.00093223	0.066825	0.00039992	0.0010545	0.0041825	1.5524e-06	2.8554e-06	1.588e-06	1.0054e-05	0.14259	
7.628e-05	8.6891e-07	4.3333e-05	8.8761e-07	0.96883	0.00094443	0.066166	0.00047702	0.0010294	0.0042684	1.5434e-06	3.0777e-06	1.5378e-06	1.0056e-05	0.1421	
7.7296e-05	9.0598e-07	4.3542e-05	9.078e-07	0.96975	0.00095706	0.065533	0.00057688	0.0010103	0.0043819	1.5422e-06	3.3065e-06	1.4815e-06	1.0026e-05	0.14166	
7.8385e-05	9.4875e-07	4.3769e-05	9.3183e-07	0.97084	0.00097008	0.064922	0.00070292	0.00099636	0.0045238	1.5478e-06	3.5411e-06	1.4298e-06	1.0015e-05	0.14128	
7.9575e-05	9.8308e-07	4.4023e-05	9.4989e-07	0.97185	0.00098291	0.064301	0.00081361	0.00097872	0.0051516	1.5425e-06	3.7659e-06	1.372e-06	9.9705e-06	0.14087	
8.0723e-05	1.0118e-06	4.4263e-05	9.6202e-07	0.97279	0.00099555	0.06367	0.00091046	0.0009573	0.0057271	1.5297e-06	3.9808e-06	1.3082e-06	9.8906e-06	0.14044	
8.1831e-05	1.0354e-06	4.4491e-05	9.6813e-07	0.97369	0.001008	0.063028	0.00099441	0.0009319	0.0062583	1.5097e-06	4.1859e-06	1.2384e-06	9.7766e-06	0.13998	
8.3033e-05	1.0655e-06	4.4741e-05	9.6857e-07	0.97445	0.0010202	0.062375	0.0010663	0.00090231	0.0069094	1.4982e-06	4.3817e-06	1.1583e-06	1.1079e-05	0.1395	
8.4195e-05	1.0905e-06	4.4978e-05	9.6351e-07	0.97516	0.0010323	0.061714	0.0011288	0.00086899	0.0075125	1.4798e-06	4.5686e-06	1.0721e-06	1.2328e-05	0.139	
8.5317e-05	1.1101e-06	4.5203e-05	9.5265e-07	0.97583	0.0010442	0.061041	0.001182	0.00083153	0.0080672	1.454e-06	4.746e-06	9.7967e-07	1.3521e-05	0.13847	
8.6398e-05	1.1258e-06	4.5414e-05	9.4625e-07	0.97644	0.0010565	0.060395	0.001304	0.00080446	0.0085773	1.4206e-06	4.9299e-06	8.8057e-07	1.4658e-05	0.138	
8.7562e-05	1.1473e-06	4.5645e-05	9.4388e-07	0.97718	0.0010693	0.059774	0.0014598	0.00078275	0.0091907	1.3947e-06	5.12e-06	7.8739e-07	1.5869e-05	0.13759	
8.8693e-05	1.1641e-06	4.5866e-05	9.364e-07	0.97788	0.0010819	0.059144	0.0016018	0.00075809	0.0097651	1.3625e-06	5.3016e-06	6.887e-07	1.7032e-05	0.13715	
8.9909e-05	1.1867e-06	4.6105e-05	9.3278e-07	0.97842	0.0010949	0.058538	0.0017822	0.00073834	0.010453	1.3374e-06	5.4893e-06	6.0268e-07	1.7916e-05	0.13677	
9.1088e-05	1.2043e-06	4.6333e-05	9.2384e-07	0.97893	0.0011077	0.057924	0.0019455	0.00071555	0.011094	1.3057e-06	5.668e-06	5.112e-07	1.8756e-05	0.13637	
9.2234e-05	1.2172e-06	4.6551e-05	9.0984e-07	0.97941	0.0011204	0.057302	0.0020945	0.00068987	0.011695	1.2677e-06	5.8382e-06	5.4618e-07	1.9552e-05	0.13595	
9.3465e-05	1.236e-06	4.6787e-05	8.9901e-07	0.97925	0.0011335	0.056701	0.0022843	0.00066903	0.012414	1.2367e-06	6.0136e-06	5.8303e-07	2.0409e-05	0.13558	
9.4662e-05	1.25e-06	4.7013e-05	8.8308e-07	0.97906	0.0011464	0.056093	0.0024577	0.00064537	0.013088	1.1994e-06	6.1803e-06	6.1562e-07	2.1224e-05	0.13519	
9.5825e-05	1.2593e-06	4.7228e-05	8.621e-07	0.97886	0.0011592	0.055477	0.0026165	0.00061885	0.013721	1.1559e-06	6.3385e-06	6.4404e-07	2.1997e-05	0.13478	
