Vombatus_ursinus	Trichosurus_vulpecula	Thylacinus_cynocephalus	Tachyglossus_aculeatus	Sarcophilus_harrisii	Phascolarctos_cinereus	Ornithorhynchus_anatinus	Monodelphis_domestica	Macropus_eugenii	Gracilinanus_agilis	Dromiciops_gliroides	Antechinus_flavipes	
3.5303e-05	0.0005416	6.0118e-06	8.8777e-05	8.1105e-05	0.00013757	0.33726	2.0156e-06	1.1325e-05	1.1774e-05	3.3025e-06	1.9327e-05	
3.5945e-05	0.00054636	5.8394e-06	9.1214e-05	8.1299e-05	0.00014092	0.32592	1.7487e-06	1.1538e-05	1.219e-05	3.2321e-06	2.0112e-05	
3.6574e-05	0.00055103	5.6564e-06	9.3589e-05	8.1473e-05	0.00014425	0.31431	1.4688e-06	1.174e-05	1.2593e-05	3.1491e-06	2.0886e-05	
3.7232e-05	0.00055596	5.4789e-06	9.6123e-05	8.1665e-05	0.00014766	0.30356	1.3632e-06	1.1963e-05	1.2503e-05	3.0764e-06	2.1672e-05	
3.7876e-05	0.0005608	5.2904e-06	9.8587e-05	8.1836e-05	0.00015104	0.29253	1.2464e-06	1.2174e-05	1.2401e-05	2.9905e-06	2.2444e-05	
3.8554e-05	0.00056594	5.1089e-06	0.00010124	8.203e-05	0.00015452	0.28243	1.1323e-06	1.241e-05	1.2308e-05	2.9169e-06	2.3232e-05	
3.8258e-05	0.00057136	4.9324e-06	0.00010407	8.2241e-05	0.00015811	0.27309	1.0193e-06	1.2669e-05	1.2223e-05	2.8526e-06	2.4034e-05	
3.7952e-05	0.00057667	4.7451e-06	0.00010682	8.2432e-05	0.00016165	0.2635	8.952e-07	1.2916e-05	1.2126e-05	2.7754e-06	2.4822e-05	
3.7668e-05	0.00058232	4.5642e-06	0.00010978	8.2645e-05	0.00016531	0.25473	7.7316e-07	1.319e-05	1.2037e-05	2.7096e-06	2.5626e-05	
3.7406e-05	0.00058831	4.3895e-06	0.00011297	8.288e-05	0.00016909	0.2467	6.5278e-07	1.3493e-05	1.1958e-05	2.6546e-06	2.6447e-05	
3.7133e-05	0.00059419	4.2039e-06	0.0001164	8.3094e-05	0.00017282	0.23939	5.2145e-07	1.3782e-05	1.1867e-05	2.5869e-06	2.7254e-05	
3.6882e-05	0.00060042	4.0244e-06	0.00012008	8.3331e-05	0.00017667	0.23271	3.9152e-07	1.4102e-05	1.1784e-05	2.5299e-06	2.8079e-05	
3.6622e-05	0.00060655	4.5267e-06	0.00012368	8.3548e-05	0.00018048	0.22585	4.6808e-07	1.4409e-05	1.1677e-05	2.4606e-06	2.889e-05	
3.6382e-05	0.00061306	5.0465e-06	0.00012716	8.3788e-05	0.00018442	0.21873	5.4344e-07	1.4749e-05	1.1579e-05	2.4019e-06	2.9719e-05	
3.6164e-05	0.00061995	5.5849e-06	0.00013089	8.4051e-05	0.00018848	0.21223	6.1787e-07	1.5122e-05	1.149e-05	2.353e-06	3.0566e-05	
3.5964e-05	0.00061937	6.1397e-06	0.00013451	8.4332e-05	0.00019265	0.20552	6.9075e-07	1.553e-05	1.1408e-05	2.3116e-06	3.1429e-05	
3.578e-05	0.00061894	6.7115e-06	0.00013836	8.4633e-05	0.00019694	0.19931	7.6224e-07	1.5971e-05	1.1333e-05	2.2775e-06	3.2308e-05	
3.5587e-05	0.00061845	7.2684e-06	0.00014212	8.4913e-05	0.00020118	0.19293	8.2331e-07	1.6395e-05	1.1246e-05	2.2311e-06	3.3173e-05	
3.5411e-05	0.00061811	7.8431e-06	0.00014577	8.5211e-05	0.00020554	0.18634	8.8312e-07	1.6855e-05	1.1165e-05	2.1918e-06	3.4054e-05	
3.5224e-05	0.00061772	8.4026e-06	0.00014932	8.5489e-05	0.00020985	0.17955	9.3245e-07	1.7297e-05	1.1073e-05	2.1402e-06	3.492e-05	
3.5058e-05	0.00061749	8.9841e-06	0.00015314	8.5791e-05	0.0002143	0.17335	9.8165e-07	1.7782e-05	1.0989e-05	2.0975e-06	3.5806e-05	
3.4912e-05	0.00061745	9.5888e-06	0.00015725	8.6117e-05	0.00021889	0.16771	1.031e-06	1.8312e-05	1.0914e-05	2.0637e-06	3.6713e-05	
3.4785e-05	0.0006176	1.0219e-05	0.00016121	8.6468e-05	0.00022364	0.16182	1.0811e-06	1.8894e-05	1.0848e-05	2.0389e-06	3.7642e-05	
3.468e-05	0.00061793	1.0876e-05	0.00016119	8.6845e-05	0.00022854	0.15735	1.1322e-06	1.9532e-05	1.0792e-05	2.0234e-06	3.8594e-05	
3.4595e-05	0.00061846	1.1563e-05	0.0001611	8.7251e-05	0.00023361	0.15272	1.1847e-06	2.0235e-05	1.0745e-05	2.0173e-06	3.9571e-05	
3.4499e-05	0.00061891	1.2231e-05	0.00016095	8.7632e-05	0.00023862	0.14792	1.2258e-06	2.0911e-05	1.0685e-05	1.9981e-06	4.0531e-05	
3.4423e-05	0.00061956	1.293e-05	0.00016094	8.8041e-05	0.0002438	0.14357	1.2686e-06	2.1654e-05	1.0635e-05	1.9882e-06	4.1515e-05	
3.4337e-05	0.00062014	1.3658e-05	0.00016106	8.8474e-05	0.00024892	0.13961	1.3e-06	2.2369e-05	1.0572e-05	1.9651e-06	4.2522e-05	
3.4239e-05	0.00062064	1.4368e-05	0.00016112	8.8884e-05	0.00025398	0.13551	1.3202e-06	2.3059e-05	1.0496e-05	1.9293e-06	4.3512e-05	
3.4131e-05	0.00062107	1.5059e-05	0.00016112	8.927e-05	0.00025899	0.13127	1.329e-06	2.3722e-05	1.0408e-05	1.8804e-06	4.4485e-05	
3.4044e-05	0.0006217	1.5784e-05	0.00016104	8.9687e-05	0.00026417	0.12685	1.3401e-06	2.4456e-05	1.033e-05	1.842e-06	4.5485e-05	
3.3946e-05	0.00062226	1.6489e-05	0.00016089	9.0079e-05	0.0002693	0.12226	1.3395e-06	2.516e-05	1.0238e-05	1.79e-06	4.6468e-05	
3.3833e-05	0.00062271	1.717e-05	0.00016066	9.0442e-05	0.00027434	0.11743	1.3261e-06	2.5828e-05	1.0131e-05	1.7228e-06	4.743e-05	
3.3751e-05	0.00062339	1.7064e-05	0.00016031	9.084e-05	0.00027492	0.11228	1.3159e-06	2.6574e-05	1.0036e-05	1.6673e-06	4.8421e-05	
3.4203e-05	0.00062375	1.6977e-05	0.00016012	9.1272e-05	0.00027423	0.10769	1.3087e-06	2.7233e-05	9.9538e-06	1.6236e-06	4.9444e-05	
3.4635e-05	0.00062399	1.6871e-05	0.00015984	9.1672e-05	0.00027349	0.10283	1.2882e-06	2.7868e-05	9.8547e-06	1.5638e-06	5.0443e-05	
3.5101e-05	0.00062446	1.6785e-05	0.00015975	9.212e-05	0.00027283	0.098584	1.2706e-06	2.8579e-05	9.7676e-06	1.5148e-06	5.0119e-05	
3.5547e-05	0.00062482	1.6681e-05	0.00015957	9.2538e-05	0.00027213	0.094105	1.24e-06	2.9251e-05	9.6645e-06	1.4505e-06	4.9778e-05	
3.5975e-05	0.00062508	1.6559e-05	0.0001593	9.2926e-05	0.0002714	0.089388	1.1966e-06	2.9885e-05	9.5458e-06	1.3709e-06	4.9419e-05	
3.6384e-05	0.00062522	1.642e-05	0.00015894	9.3284e-05	0.00027062	0.084419	1.1402e-06	3.0484e-05	9.4114e-06	1.6654e-06	4.9042e-05	
3.6824e-05	0.00062558	1.6298e-05	0.00015874	9.3674e-05	0.00026991	0.079966	1.0862e-06	3.1152e-05	9.288e-06	1.9892e-06	4.8684e-05	
3.7244e-05	0.00062582	1.6158e-05	0.00015844	9.4033e-05	0.00026916	0.075244	1.0188e-06	3.1779e-05	9.1478e-06	2.2868e-06	4.8307e-05	
3.7645e-05	0.00062595	1.5999e-05	0.00015804	9.436e-05	0.00026837	0.070262	9.2293e-07	3.237e-05	9.848e-06	2.5604e-06	4.7911e-05	
3.8028e-05	0.00062597	1.5821e-05	0.00015755	9.4657e-05	0.00026754	0.064997	8.1343e-07	3.2924e-05	1.0524e-05	2.8107e-06	4.7497e-05	
3.8389e-05	0.00062585	1.5623e-05	0.00015695	9.492e-05	0.00026667	0.05937	9.4079e-07	3.3437e-05	1.113e-05	3.0352e-06	4.7062e-05	
3.8783e-05	0.00062597	1.5445e-05	0.00015652	9.5218e-05	0.00026587	0.054384	1.0741e-06	3.4022e-05	1.1766e-05	3.2891e-06	4.6648e-05	
3.9219e-05	0.00062638	1.5295e-05	0.00015594	9.5563e-05	0.00026516	0.048934	1.2176e-06	3.4702e-05	1.2441e-05	3.585e-06	4.6261e-05	
3.9628e-05	0.00062662	1.6306e-05	0.00015432	9.5865e-05	0.0002644	0.047223	1.3436e-06	3.5324e-05	1.3085e-05	3.8458e-06	4.5849e-05	
3.9391e-05	0.00062712	1.7384e-05	0.00015253	9.621e-05	0.00026373	0.045357	1.479e-06	3.6039e-05	1.3766e-05	4.1472e-06	4.5462e-05	
3.9129e-05	0.00062745	1.8412e-05	0.00015104	9.6513e-05	0.00026301	0.043774	1.5958e-06	3.6693e-05	1.4413e-05	4.4126e-06	4.5049e-05	
3.8905e-05	0.00062809	1.9518e-05	0.00014981	9.6866e-05	0.00026238	0.042425	1.725e-06	3.7459e-05	1.5106e-05	4.7279e-06	4.4665e-05	
3.7894e-05	0.00062993	2.3702e-05	0.00014419	9.8045e-05	0.00025961	0.036503	2.2419e-06	4.0244e-05	1.8017e-05	5.6492e-06	4.2987e-05	
3.7676e-05	0.00063075	2.3836e-05	0.00014176	9.8376e-05	0.000259	0.03618	2.3363e-06	4.0202e-05	1.8685e-05	5.93e-06	4.2586e-05	
3.6664e-05	0.00063192	2.394e-05	0.00013962	9.8668e-05	0.00025882	0.035925	2.4427e-06	4.0232e-05	1.9397e-05	5.9275e-06	4.2163e-05	
3.5729e-05	0.00063342	2.4079e-05	0.00013725	9.901e-05	0.00025873	0.035619	2.5641e-06	4.0331e-05	2.0161e-05	5.9618e-06	4.1768e-05	
3.4751e-05	0.00063474	2.419e-05	0.00013468	9.931e-05	0.00025859	0.035266	2.6654e-06	4.0389e-05	2.0886e-05	5.966e-06	4.1347e-05	
3.3847e-05	0.00063639	2.4337e-05	0.00013244	9.9661e-05	0.00025853	0.034991	2.7822e-06	4.0517e-05	2.1665e-05	6.0072e-06	4.0955e-05	
3.3013e-05	0.00063838	2.4521e-05	0.00013149	0.00010006	0.00025857	0.034162	2.9159e-06	4.0717e-05	2.25e-05	6.0864e-06	4.0589e-05	
3.2236e-05	0.00064083	2.4738e-05	0.00013038	0.00010051	0.0002587	0.033246	3.6218e-06	4.0246e-05	2.3061e-05	5.9843e-06	4.0246e-05	
3.151e-05	0.00064359	2.4986e-05	0.0001295	0.000101	0.0002589	0.032465	4.3839e-06	3.9847e-05	2.3658e-05	5.9129e-06	3.9924e-05	
3.0756e-05	0.00064619	2.521e-05	0.00012782	0.00010145	0.00025906	0.032469	5.1077e-06	3.941e-05	2.4228e-05	5.8166e-06	3.9581e-05	
3.0038e-05	0.00064903	2.5455e-05	0.0001263	0.00010193	0.00025927	0.032511	5.8743e-06	3.9025e-05	2.4825e-05	5.7415e-06	3.9253e-05	
2.9305e-05	0.00065179	2.5685e-05	0.00012472	0.00010239	0.00025946	0.032537	6.6161e-06	3.8618e-05	2.5403e-05	5.6497e-06	3.8911e-05	
2.8604e-05	0.00065477	2.5934e-05	0.00012329	0.00010288	0.00025969	0.032601	7.3973e-06	3.8257e-05	2.6005e-05	5.5759e-06	3.858e-05	
2.7888e-05	0.00065766	2.6168e-05	0.00012181	0.00010334	0.00025991	0.03265	8.1546e-06	3.7876e-05	2.659e-05	5.4862e-06	3.8236e-05	
2.7206e-05	0.00066079	2.6423e-05	0.00012047	0.00010383	0.00026017	0.032734	8.9561e-06	3.7542e-05	2.7201e-05	5.4156e-06	3.7905e-05	
2.651e-05	0.00066384	2.6702e-05	0.00011906	0.00010434	0.00026041	0.032804	9.7342e-06	3.7189e-05	2.7795e-05	5.3297e-06	3.7587e-05	
2.5801e-05	0.00066682	2.6967e-05	0.00011761	0.00010484	0.00026063	0.032861	1.0491e-05	3.682e-05	2.8373e-05	5.2297e-06	3.7256e-05	
2.512e-05	0.00067001	2.7251e-05	0.00011628	0.00010536	0.0002609	0.032949	1.1286e-05	3.6491e-05	2.8974e-05	5.1449e-06	3.6935e-05	
2.4466e-05	0.00067343	2.7554e-05	0.00011506	0.0001059	0.00026122	0.033068	1.2122e-05	3.4157e-05	2.9597e-05	5.0749e-06	3.6624e-05	
2.3799e-05	0.00067677	2.7841e-05	0.00011379	0.00010643	0.00026151	0.033172	1.2933e-05	3.1766e-05	3.0204e-05	4.9902e-06	3.63e-05	
2.312e-05	0.00068003	2.8114e-05	0.00011246	0.00010693	0.00026177	0.033262	1.3721e-05	2.9319e-05	3.0794e-05	4.8908e-06	3.5964e-05	
2.2428e-05	0.00068321	2.8407e-05	0.00011127	0.00010745	0.00026202	0.033389	1.4488e-05	2.6819e-05	3.1368e-05	4.7773e-06	3.5637e-05	
2.1725e-05	0.00068632	2.8685e-05	0.0001102	0.00010795	0.00026224	0.033553	1.5232e-05	2.4265e-05	3.1926e-05	4.6498e-06	3.5299e-05	
2.1008e-05	0.00068935	2.8948e-05	0.00010908	0.00010844	0.00026244	0.033702	1.5954e-05	2.1651e-05	3.2467e-05	4.5075e-06	3.4948e-05	
2.0278e-05	0.00069227	2.9197e-05	0.00010791	0.00010889	0.00026261	0.033837	1.6653e-05	2.1517e-05	3.2992e-05	4.3502e-06	3.4585e-05	
1.958e-05	0.00069542	2.9467e-05	0.00010686	0.00010938	0.00026284	0.034009	1.7397e-05	2.1411e-05	3.3544e-05	4.2111e-06	3.4234e-05	
1.887e-05	0.00069851	2.9724e-05	0.00010577	0.00010985	0.00026305	0.034168	1.812e-05	2.1294e-05	3.4079e-05	4.0583e-06	3.3871e-05	
1.819e-05	0.00070185	3.0004e-05	0.00010479	0.00011034	0.00026331	0.034365	1.8889e-05	1.9983e-05	3.4642e-05	3.9228e-06	3.3519e-05	
1.7498e-05	0.00070511	3.0268e-05	0.00010376	0.00011082	0.00026354	0.034547	1.9634e-05	1.8639e-05	3.5188e-05	3.7729e-06	3.3155e-05	
1.6795e-05	0.0007083	3.0518e-05	0.00010269	0.00011127	0.00026376	0.034715	2.0358e-05	1.7264e-05	3.5718e-05	3.6093e-06	3.278e-05	
1.6117e-05	0.00071171	3.0787e-05	0.00010172	0.00011175	0.00026402	0.034917	2.1124e-05	1.5978e-05	3.6271e-05	3.4597e-06	3.2414e-05	
1.5427e-05	0.00071504	3.1041e-05	0.0001007	0.0001122	0.00026426	0.035104	2.1865e-05	1.4659e-05	3.6808e-05	3.2958e-06	3.2035e-05	
1.4724e-05	0.00071829	3.128e-05	9.9627e-05	0.00011264	0.00026447	0.035276	2.2582e-05	1.3306e-05	3.7327e-05	3.1175e-06	3.1645e-05	
1.405e-05	0.00072179	3.1542e-05	9.867e-05	0.0001131	0.00026474	0.035487	2.3349e-05	1.2052e-05	3.7874e-05	2.9557e-06	3.1265e-05	
1.3402e-05	0.00072552	3.1825e-05	9.7811e-05	0.00011359	0.00026506	0.035734	2.416e-05	1.0879e-05	3.8445e-05	2.8066e-06	3.0895e-05	
1.278e-05	0.00072953	3.2132e-05	9.7048e-05	0.0001141	0.00026543	0.036018	2.5026e-05	9.7928e-06	3.9046e-05	2.6724e-06	3.0535e-05	
1.2182e-05	0.0007338	3.2461e-05	9.6227e-05	0.00011464	0.00026585	0.036284	2.5942e-05	8.7766e-06	3.9673e-05	2.5492e-06	3.0185e-05	
1.1571e-05	0.00073797	3.2774e-05	9.5356e-05	0.00011516	0.00026624	0.036533	2.6831e-05	7.7325e-06	4.0282e-05	2.4125e-06	2.9822e-05	
1.0949e-05	0.00074204	3.307e-05	9.4434e-05	0.00011566	0.00026661	0.036765	2.7693e-05	6.6598e-06	4.0873e-05	2.262e-06	2.9447e-05	
1.0353e-05	0.00074642	3.335e-05	9.3629e-05	0.00011613	0.00026704	0.037042	2.8526e-05	5.6667e-06	4.1445e-05	2.0916e-06	2.9059e-05	
9.7819e-06	0.0007511	3.2308e-05	9.2773e-05	0.00011663	0.00026752	0.037302	2.9419e-05	4.7467e-06	4.2048e-05	1.9353e-06	2.8682e-05	
9.2315e-06	0.00075606	3.1306e-05	9.201e-05	0.00011716	0.00026806	0.037601	3.0366e-05	3.8852e-06	4.2678e-05	1.7894e-06	2.8314e-05	
8.671e-06	0.00076094	3.0284e-05	9.1203e-05	0.00011767	0.00026857	0.037884	3.1283e-05	3.0021e-06	4.3289e-05	1.6308e-06	2.7935e-05	
8.1333e-06	0.00076613	2.9306e-05	9.0501e-05	0.00011821	0.00026913	0.038214	3.2263e-05	2.1819e-06	4.3932e-05	1.4841e-06	2.7565e-05	
7.6173e-06	0.00077167	2.8372e-05	8.99e-05	0.00011878	0.00026976	0.038591	3.331e-05	1.4196e-06	4.4607e-05	1.3479e-06	2.7206e-05	
7.0918e-06	0.00077707	2.7418e-05	8.9256e-05	0.00011932	0.00027036	0.038952	3.433e-05	1.3683e-06	4.5266e-05	1.1997e-06	2.6836e-05	
6.5556e-06	0.00078235	2.6505e-05	8.8712e-05	0.0001199	0.00027093	0.039364	3.542e-05	1.3103e-06	4.5958e-05	1.0615e-06	2.6476e-05	
6.0378e-06	0.00078794	2.5627e-05	8.8251e-05	0.00012051	0.00027156	0.039822	3.6573e-05	1.2563e-06	4.6679e-05	9.3017e-07	2.6123e-05	
5.5376e-06	0.00079384	2.4782e-05	8.7737e-05	0.00012114	0.00027224	0.040258	3.7792e-05	1.2061e-06	4.7431e-05	8.048e-07	2.5778e-05	
5.0543e-06	0.00080006	2.3968e-05	8.7305e-05	0.0001218	0.00027296	0.040743	3.9081e-05	1.1593e-06	4.8214e-05	6.847e-07	2.5441e-05	
4.5872e-06	0.00080663	2.3185e-05	8.6955e-05	0.00012248	0.00027374	0.041279	4.0444e-05	1.1158e-06	4.903e-05	5.6914e-07	2.5111e-05	
4.1382e-06	0.00081362	2.2436e-05	8.6844e-05	0.0001232	0.00027458	0.04103	4.0201e-05	1.0764e-06	4.9907e-05	4.5904e-07	2.479e-05	
3.6797e-06	0.00082046	2.1669e-05	8.6689e-05	0.0001239	0.00027539	0.040764	3.9935e-05	1.0307e-06	5.0764e-05	3.3775e-07	2.4457e-05	
3.2115e-06	0.00082718	2.0883e-05	8.649e-05	0.00012457	0.00027618	0.04048	3.9646e-05	9.7884e-07	5.16e-05	2.0517e-07	2.4113e-05	
2.7335e-06	0.00083377	2.0077e-05	8.6245e-05	0.00012521	0.00027694	0.040178	3.9334e-05	9.2063e-07	5.2415e-05	2.3602e-07	2.3756e-05	
2.2738e-06	0.00084078	1.9307e-05	8.6094e-05	0.00012589	0.00027776	0.039922	3.9066e-05	8.6656e-07	5.3271e-05	2.654e-07	2.3409e-05	
1.8294e-06	0.00084817	1.8566e-05	8.6024e-05	0.00012661	0.00027863	0.039706	3.8835e-05	8.155e-07	5.4163e-05	2.9289e-07	2.307e-05	
1.3744e-06	0.00085541	1.7804e-05	8.5902e-05	0.00012729	0.00027948	0.039471	3.8579e-05	7.5786e-07	5.5031e-05	3.1065e-07	2.2717e-05	
1.3568e-06	0.00086243	1.7449e-05	8.5719e-05	0.00012602	0.00028026	0.039209	3.8292e-05	6.9279e-07	5.5871e-05	3.1807e-07	2.269e-05	
1.3411e-06	0.00086998	1.7118e-05	8.5648e-05	0.00012479	0.00028111	0.039002	3.8057e-05	6.3287e-07	5.6761e-05	3.258e-07	2.2671e-05	
1.3265e-06	0.00087802	1.6808e-05	8.5508e-05	0.0001236	0.00028203	0.038767	3.7867e-05	5.7657e-07	5.7697e-05	3.3267e-07	2.266e-05	
1.3066e-06	0.00088586	1.648e-05	8.5482e-05	0.00012239	0.00028292	0.038586	3.7648e-05	5.135e-07	5.8606e-05	3.2944e-07	2.2636e-05	
1.2812e-06	0.0008935	1.6134e-05	8.5387e-05	0.00012114	0.00028377	0.038374	3.7401e-05	4.4357e-07	5.9487e-05	3.1612e-07	2.26e-05	
1.257e-06	0.00090163	1.5808e-05	8.5387e-05	0.00011994	0.00028468	0.038207	3.7198e-05	3.7713e-07	6.0414e-05	3.0189e-07	2.257e-05	
1.2338e-06	0.00091028	1.5502e-05	8.5319e-05	0.00011878	0.00028566	0.038014	3.7038e-05	3.1372e-07	6.1388e-05	2.8663e-07	2.2548e-05	
1.2117e-06	0.00091948	1.5214e-05	8.5346e-05	0.00011765	0.00028671	0.037864	3.692e-05	2.5288e-07	6.2412e-05	2.7022e-07	2.2534e-05	
1.1839e-06	0.00092842	1.4907e-05	8.5311e-05	0.00011649	0.00028773	0.037691	3.6772e-05	1.8534e-07	6.3404e-05	2.4351e-07	2.2505e-05	
1.1505e-06	0.00093709	1.4582e-05	8.521e-05	0.0001153	0.0002887	0.037491	3.6592e-05	1.1082e-07	6.4362e-05	2.0629e-07	2.2463e-05	
1.1192e-06	0.00094647	1.4281e-05	8.502e-05	0.00011416	0.00028975	0.037257	3.6467e-05	4.0456e-08	6.5385e-05	1.6951e-07	2.2431e-05	
1.3289e-06	0.0009555	1.3961e-05	8.4758e-05	0.00011299	0.00029074	0.036992	3.6308e-05	3.6615e-08	6.6371e-05	2.4879e-07	2.2385e-05	
1.5497e-06	0.0009653	1.3666e-05	8.4628e-05	0.00011187	0.00029181	0.03679	3.6208e-05	3.0826e-08	6.7426e-05	3.3344e-07	2.2351e-05	
1.761e-06	0.00097477	1.3351e-05	8.3111e-05	0.00011071	0.00029284	0.036946	3.6072e-05	2.0329e-08	6.8443e-05	4.0518e-07	2.2302e-05	
1.9631e-06	0.00098382	1.3015e-05	8.1752e-05	0.00011342	0.00029383	0.037153	3.599e-05	3.4799e-08	6.9528e-05	4.6257e-07	2.2227e-05	
2.1572e-06	0.00099263	1.2662e-05	8.0322e-05	0.00011609	0.00029477	0.037338	3.5878e-05	4.4623e-08	7.0582e-05	5.0857e-07	2.2139e-05	
2.3439e-06	0.0010012	1.2292e-05	7.8823e-05	0.00011872	0.00029568	0.037502	3.5741e-05	4.9882e-08	7.1606e-05	5.4365e-07	2.2039e-05	
2.5234e-06	0.0010096	1.1905e-05	7.7457e-05	0.00012131	0.00029656	0.03771	3.5577e-05	1.4556e-07	7.2602e-05	5.6798e-07	2.1926e-05	
2.7088e-06	0.0010185	1.1535e-05	7.6203e-05	0.00012396	0.0002975	0.037957	3.5449e-05	2.4491e-07	7.3644e-05	5.9287e-07	2.1819e-05	
2.9001e-06	0.0010278	1.1179e-05	7.505e-05	0.00012667	0.0002985	0.038245	3.5356e-05	3.482e-07	7.4732e-05	6.182e-07	2.1717e-05	
3.0974e-06	0.0010377	1.0838e-05	6.8623e-05	0.00012943	0.00029955	0.038652	3.5297e-05	4.5585e-07	7.5866e-05	6.4402e-07	2.1621e-05	
3.2882e-06	0.0010473	1.0482e-05	6.2055e-05	0.00013217	0.00030058	0.03904	3.5217e-05	5.5688e-07	7.6976e-05	6.5974e-07	2.1513e-05	
3.4862e-06	0.0010576	1.0142e-05	5.5907e-05	0.00013497	0.00030167	0.039479	3.5174e-05	6.6346e-07	7.8139e-05	6.7682e-07	2.1412e-05	
3.6781e-06	0.0010676	9.7892e-06	4.964e-05	0.00013775	0.00030274	0.039901	3.5112e-05	7.6372e-07	7.928e-05	6.8417e-07	2.13e-05	
3.8774e-06	0.0010783	9.4512e-06	4.3772e-05	0.00014059	0.00030388	0.040378	3.5086e-05	8.6993e-07	8.0474e-05	6.9291e-07	2.1194e-05	
4.0845e-06	0.0010896	9.1273e-06	3.8277e-05	0.0001435	0.00030508	0.040912	3.5098e-05	9.8273e-07	8.1724e-05	7.0309e-07	2.1094e-05	
4.2984e-06	0.0011015	8.8144e-06	3.3446e-05	0.00014648	0.00030634	0.040648	3.5142e-05	1.1014e-06	8.3023e-05	7.1372e-07	2.0999e-05	
4.5055e-06	0.0011131	8.4888e-06	2.8506e-05	0.00014942	0.00030757	0.040367	3.5165e-05	1.213e-06	8.4297e-05	7.1426e-07	2.0893e-05	
4.7211e-06	0.0011254	8.1763e-06	2.3879e-05	0.00015243	0.00030888	0.04013	3.5225e-05	1.3322e-06	8.5629e-05	7.164e-07	2.0793e-05	
4.9298e-06	0.0011376	7.8779e-06	2.3039e-05	0.00015552	0.00031015	0.039647	3.5264e-05	1.4441e-06	8.6936e-05	7.0832e-07	2.0699e-05	
5.1458e-06	0.0011503	7.5894e-06	2.2254e-05	0.00015868	0.00031149	0.039213	3.5335e-05	1.5628e-06	8.8295e-05	7.0077e-07	2.061e-05	
5.3711e-06	0.0011638	7.3126e-06	2.1529e-05	0.00016191	0.00031289	0.038832	3.5444e-05	1.6903e-06	8.9715e-05	6.9482e-07	2.0527e-05	
5.6046e-06	0.0011779	7.0449e-06	2.0853e-05	0.00016522	0.00031436	0.038494	3.5606e-05	1.8258e-06	8.9032e-05	6.8939e-07	2.0448e-05	
5.8467e-06	0.0011928	6.786e-06	2.0224e-05	0.00016859	0.0003159	0.038197	3.5802e-05	1.9701e-06	8.8387e-05	6.8447e-07	2.0373e-05	
6.0978e-06	0.0012084	6.5356e-06	1.964e-05	0.00017205	0.0003175	0.03794	3.6032e-05	2.1239e-06	8.778e-05	6.8011e-07	2.0303e-05	
6.3415e-06	0.0012237	6.2732e-06	1.9023e-05	0.00017546	0.00031907	0.037667	3.6241e-05	2.2695e-06	8.7151e-05	6.6564e-07	2.0223e-05	
6.5769e-06	0.0012388	5.9979e-06	1.837e-05	0.00017883	0.00032061	0.037373	3.6426e-05	2.4063e-06	8.6499e-05	6.4059e-07	2.013e-05	
6.8274e-06	0.001255	5.7378e-06	1.7788e-05	0.00018232	0.00032224	0.037138	3.6665e-05	2.3284e-06	8.5904e-05	6.1967e-07	2.0047e-05	
7.0973e-06	0.0012725	5.4915e-06	1.7146e-05	0.00018592	0.00032069	0.036867	3.7117e-05	2.2613e-06	8.2953e-05	6.0252e-07	1.9974e-05	
7.3538e-06	0.0012893	5.2273e-06	1.6445e-05	0.00018945	0.00031908	0.036561	3.7526e-05	2.1828e-06	7.9921e-05	5.7207e-07	1.9885e-05	
7.5966e-06	0.0013055	4.9444e-06	1.5682e-05	0.0001929	0.00031742	0.036215	3.7889e-05	2.0923e-06	7.6803e-05	5.2797e-07	1.9779e-05	
7.8564e-06	0.0013229	4.6771e-06	1.5011e-05	0.00019647	0.00031585	0.035944	3.8318e-05	2.014e-06	7.3843e-05	4.8838e-07	1.9684e-05	
8.102e-06	0.0013396	4.391e-06	1.428e-05	0.00019999	0.00031422	0.035635	3.87e-05	1.9235e-06	7.0792e-05	6.5184e-07	1.9572e-05	
8.366e-06	0.0013578	4.121e-06	1.3625e-05	0.00020365	0.00031273	0.035391	3.9151e-05	1.8494e-06	6.7905e-05	8.3296e-07	1.9472e-05	
8.6602e-06	0.0013776	3.8689e-06	1.2911e-05	0.00020746	0.00030617	0.035109	3.9399e-05	1.7886e-06	6.7601e-05	9.6601e-07	1.9385e-05	
8.9747e-06	0.001399	3.6302e-06	1.2269e-05	0.00021141	0.00029988	0.034887	3.9709e-05	1.7381e-06	6.7347e-05	1.1145e-06	1.9309e-05	
9.2725e-06	0.0014195	3.3731e-06	1.1564e-05	0.00021526	0.00029344	0.034627	3.9972e-05	1.676e-06	6.7054e-05	1.2425e-06	1.9216e-05	
9.5909e-06	0.0014416	3.1289e-06	1.0929e-05	0.00021926	0.00028727	0.034426	4.0299e-05	1.6237e-06	6.6809e-05	1.3866e-06	1.9133e-05	
9.8922e-06	0.0014627	2.8664e-06	1.0233e-05	0.00022316	0.00028094	0.034186	4.0577e-05	1.5599e-06	6.6526e-05	1.5098e-06	1.9033e-05	
1.0219e-05	0.0014858	2.6193e-06	9.6156e-06	0.00022723	0.00027494	0.034013	4.0931e-05	1.5076e-06	6.6299e-05	1.6538e-06	1.8946e-05	
