Trachemys_scripta	Terrapene_carolina	Pelodiscus_sinensis	Mauremys_reevesii	Gopherus_evgoodei	Dermochelys_coriacea	Chrysemys_picta	Chelonoidis_abingdonii	Chelonia_mydas	
0.00058856	2.2082e-05	1.7552e-05	0.00014325	0.0001438	6.5231e-05	0.00053901	0.00019939	1.1656e-05	
0.00058653	2.2322e-05	1.6846e-05	0.00014373	0.00014313	6.5628e-05	0.00054082	0.00019786	1.1737e-05	
0.00058448	2.2554e-05	1.6091e-05	0.0001442	0.00014246	6.6018e-05	0.00054261	0.00019632	1.1811e-05	
0.00058242	2.2779e-05	1.5283e-05	0.00014466	0.00014177	6.6399e-05	0.00054436	0.00019476	1.1879e-05	
0.00058037	2.3003e-05	1.4598e-05	0.00014513	0.00014109	6.6793e-05	0.00054616	0.00019323	1.1953e-05	
0.00057831	2.322e-05	1.3869e-05	0.0001456	0.0001404	6.7179e-05	0.00054792	0.00019169	1.2021e-05	
0.00057626	2.3437e-05	1.3253e-05	0.00014609	0.00013972	6.7578e-05	0.00054972	0.00019018	1.2095e-05	
0.00057421	2.3647e-05	1.2592e-05	0.00014656	0.00013903	6.7968e-05	0.0005515	0.00018866	1.2163e-05	
0.00057216	2.3856e-05	1.2019e-05	0.00014706	0.00013835	6.837e-05	0.0005533	0.00018716	1.2236e-05	
0.00057012	2.4064e-05	1.1525e-05	0.00014758	0.00013767	6.8782e-05	0.00055514	0.00018569	1.2315e-05	
0.0005681	2.4271e-05	1.1102e-05	0.00014811	0.00013701	6.9206e-05	0.00055701	0.00018425	1.24e-05	
0.00056607	2.4471e-05	1.0658e-05	0.00014864	0.00013633	6.9622e-05	0.00055885	0.00018279	1.2478e-05	
0.000564	2.4663e-05	1.0175e-05	0.00014914	0.00013564	7.0028e-05	0.00058128	0.00018131	1.2548e-05	
0.00056195	2.4854e-05	9.7616e-06	0.00014967	0.00013496	7.0446e-05	0.00060394	0.00017987	1.2624e-05	
0.00055988	2.5038e-05	9.3113e-06	0.00015018	0.00013427	7.0854e-05	0.0006265	0.0001784	1.2693e-05	
0.0005578	2.5214e-05	8.8211e-06	0.00015068	0.00013356	7.1253e-05	0.00064894	0.00017692	1.2753e-05	
0.0005557	2.5382e-05	8.2875e-06	0.00015116	0.00013283	7.1643e-05	0.00067128	0.00017542	1.2807e-05	
0.00055362	2.555e-05	7.8438e-06	0.00015167	0.00013212	7.2046e-05	0.00069389	0.00017396	1.2868e-05	
0.00055156	2.5719e-05	7.4761e-06	0.00015221	0.00013143	7.2465e-05	0.00071677	0.00017253	1.2937e-05	
0.00054951	2.5888e-05	7.1734e-06	0.00015277	0.00013074	7.2898e-05	0.00073994	0.00017113	1.3014e-05	
0.00054745	2.6049e-05	6.8433e-06	0.00015331	0.00013004	7.3323e-05	0.00076301	0.00016972	1.3084e-05	
0.00054537	2.6203e-05	6.4604e-06	0.00015384	0.00012933	7.3769e-05	0.00078595	0.00016828	1.3165e-05	
0.00054328	2.6349e-05	6.0398e-06	0.00015435	0.0001286	7.4206e-05	0.00080878	0.00016683	1.3238e-05	
0.0005412	2.6494e-05	5.6823e-06	0.00015489	0.00012788	7.4655e-05	0.00083185	0.00016541	1.3318e-05	
0.00053911	2.6631e-05	5.2888e-06	0.00015541	0.00012715	7.5095e-05	0.0008548	0.00016397	1.3389e-05	
0.000537	2.6761e-05	4.8597e-06	0.00015591	0.0001264	7.5524e-05	0.00087765	0.00016252	1.3453e-05	
0.00053488	2.6883e-05	4.3915e-06	0.0001564	0.00012564	7.5944e-05	0.00090038	0.00016104	1.3508e-05	
0.00053277	2.7004e-05	3.9947e-06	0.00015691	0.00012489	7.6378e-05	0.00092336	0.0001596	1.3572e-05	
0.00053065	2.7118e-05	3.5556e-06	0.0001574	0.00012413	7.68e-05	0.00094622	0.00015814	1.3626e-05	
0.00052851	2.7223e-05	3.0685e-06	0.00015788	0.00012335	7.7212e-05	0.00096894	0.00015665	1.3671e-05	
0.00052639	2.7329e-05	2.672e-06	0.00015838	0.00012258	7.764e-05	0.00099197	0.0001552	1.3726e-05	
0.00052429	2.7437e-05	2.3511e-06	0.00015892	0.00012183	7.8087e-05	0.0010153	0.0001538	1.3792e-05	
0.0005222	2.7544e-05	2.0948e-06	0.00015803	0.00012109	7.8509e-05	0.001039	0.00015242	1.3843e-05	
0.0005201	2.7644e-05	1.8083e-06	0.00015712	0.00012034	7.892e-05	0.0010625	0.00015102	1.3885e-05	
0.00051802	2.7745e-05	1.5784e-06	0.00015626	0.0001196	7.935e-05	0.0010863	0.00014967	1.3938e-05	
0.00051595	2.7846e-05	1.4092e-06	0.00015535	0.00011885	7.9031e-05	0.0011105	0.00014829	1.404e-05	
0.0005139	2.7948e-05	1.2695e-06	0.00015447	0.00011811	7.8726e-05	0.001135	0.00014694	1.4152e-05	
0.00051183	2.8042e-05	1.1088e-06	0.00015357	0.00011735	7.8409e-05	0.0011592	0.00014557	1.4253e-05	
0.00050974	2.8126e-05	9.2527e-07	0.00015265	0.00011657	7.808e-05	0.0011834	0.00014418	1.4344e-05	
0.00050763	2.8202e-05	7.1664e-07	0.0001517	0.00011578	7.7739e-05	0.0012073	0.00014277	1.4424e-05	
0.00050555	2.8279e-05	5.4826e-07	0.00015079	0.000115	7.7415e-05	0.0012316	0.00014139	1.4516e-05	
0.00050344	2.8348e-05	3.5688e-07	0.00014982	0.00011426	7.7079e-05	0.0012558	0.00014007	1.4597e-05	
0.00050136	2.8418e-05	2.0159e-07	0.00014889	0.00011353	7.676e-05	0.0012803	0.00013879	1.469e-05	
0.00049926	2.8479e-05	1.8764e-07	0.00014793	0.00011278	7.643e-05	0.0013046	0.00013748	1.4774e-05	
0.00049718	2.8542e-05	1.1303e-07	0.00014702	0.00011205	7.6118e-05	0.0013293	0.00013621	1.4869e-05	
0.00049508	2.8597e-05	1.1312e-07	0.00014609	0.0001113	7.5794e-05	0.0013539	0.00013492	1.4955e-05	
0.000493	2.8653e-05	1.1553e-07	0.00014519	0.00011056	7.5487e-05	0.0013788	0.00013366	1.5051e-05	
0.00049091	2.8701e-05	1.1339e-07	0.00014427	0.00010981	7.517e-05	0.0014036	0.00013239	1.5139e-05	
0.00048883	2.8749e-05	1.1315e-07	0.00014339	0.00010907	7.4868e-05	0.0014287	0.00013114	1.5236e-05	
0.00048676	2.8798e-05	1.1463e-07	0.00014253	0.00010835	7.4579e-05	0.0014541	0.00012992	1.5343e-05	
0.00048471	2.8847e-05	1.1779e-07	0.00014171	0.00010763	7.4303e-05	0.0014798	0.00012873	1.546e-05	
0.00048265	2.8889e-05	1.166e-07	0.00014087	0.00010691	7.4019e-05	0.0015054	0.00012753	1.5568e-05	
0.00048057	2.8923e-05	1.1129e-07	0.00014002	0.00010617	7.3727e-05	0.0015309	0.00012631	1.5669e-05	
0.00047851	2.8957e-05	1.068e-07	0.00013918	0.00010543	7.3445e-05	0.0015567	0.00012512	1.5777e-05	
0.00047643	2.8983e-05	9.8132e-08	0.00013834	0.00010469	7.3155e-05	0.0015824	0.00012391	1.5877e-05	
0.00047436	2.9008e-05	9.0133e-08	0.00013751	0.00010395	7.2875e-05	0.0016083	0.00012272	1.5984e-05	
0.00047231	2.9033e-05	8.3168e-08	0.00013672	0.00010322	7.2607e-05	0.0016345	0.00012156	1.6099e-05	
0.00047026	2.9057e-05	7.7032e-08	0.00013594	0.0001025	7.235e-05	0.001661	0.00012042	1.6223e-05	
0.00046823	2.9081e-05	7.1561e-08	0.0001352	0.00010179	7.2104e-05	0.0016878	0.0001193	1.6356e-05	
0.00046621	2.9105e-05	6.6627e-08	0.00013447	0.00010109	7.187e-05	0.0017148	0.00011821	1.6497e-05	
0.00046418	2.9123e-05	5.8034e-08	0.00013374	0.00010038	7.1628e-05	0.0017419	0.00011711	1.6632e-05	
0.00046214	2.9133e-05	4.5753e-08	0.00013299	9.9653e-05	7.138e-05	0.0017688	0.00011599	1.6759e-05	
0.00046011	2.9142e-05	3.3959e-08	0.00013227	9.8938e-05	7.1143e-05	0.001796	0.0001149	1.6895e-05	
0.00045807	2.9145e-05	5.4442e-08	0.00013153	9.8211e-05	7.0898e-05	0.0018231	0.00011379	1.7024e-05	
0.00045602	2.914e-05	7.0974e-08	0.00013078	9.7472e-05	7.0646e-05	0.0018501	0.00011268	1.7146e-05	
0.00045398	2.9135e-05	8.8969e-08	0.00013006	9.6743e-05	7.0406e-05	0.0018774	0.00011158	1.7276e-05	
0.00045194	2.9129e-05	1.0863e-07	0.00012935	9.6019e-05	7.015e-05	0.001905	0.00011051	1.7395e-05	
0.00044992	2.9123e-05	1.3068e-07	0.00012867	9.5304e-05	6.9905e-05	0.0019329	0.00010945	1.7523e-05	
0.00044789	2.911e-05	1.491e-07	0.00012797	9.4577e-05	6.9653e-05	0.0019607	0.00010839	1.7644e-05	
0.00044585	2.909e-05	1.6333e-07	0.00012727	9.384e-05	6.9395e-05	0.0019884	0.00010731	1.7758e-05	
0.00044379	2.9063e-05	1.7349e-07	0.00012655	9.3093e-05	6.913e-05	0.0020161	0.00010623	1.7865e-05	
0.00044175	2.9034e-05	1.8494e-07	0.00012585	9.235e-05	6.8874e-05	0.0020439	0.00010516	1.7979e-05	
0.00043969	2.8999e-05	1.9226e-07	0.00012514	9.1597e-05	6.8611e-05	0.0020717	0.00010408	1.8086e-05	
0.00043765	2.8962e-05	2.0083e-07	0.00012445	9.0849e-05	6.8356e-05	0.0020998	0.00010302	1.82e-05	
0.00043559	2.8919e-05	2.0549e-07	0.00012374	9.0091e-05	6.8095e-05	0.0021277	0.00010195	1.8307e-05	
0.00043352	2.8869e-05	2.0629e-07	0.00012303	8.9323e-05	6.7829e-05	0.0021557	0.00010088	1.8408e-05	
0.00043146	2.8818e-05	2.0894e-07	0.00012234	8.8562e-05	6.7571e-05	0.0021839	9.9815e-05	1.8517e-05	
0.0004294	2.8761e-05	2.076e-07	0.00012163	8.7791e-05	6.7309e-05	0.002212	9.8747e-05	1.862e-05	
0.00042734	2.8703e-05	2.0808e-07	0.00012095	8.7026e-05	6.7055e-05	0.0022404	9.7696e-05	1.873e-05	
0.00042529	2.8643e-05	2.1035e-07	0.00012028	8.6267e-05	6.6809e-05	0.002269	9.6663e-05	1.8847e-05	
0.00042323	2.8577e-05	2.0869e-07	0.00011961	8.5498e-05	6.6559e-05	0.0022976	9.5621e-05	1.8959e-05	
0.00042118	2.851e-05	2.088e-07	0.00011895	8.4735e-05	6.6316e-05	0.0023265	9.4596e-05	1.9077e-05	
0.00041912	2.8436e-05	2.0499e-07	0.00011829	8.3963e-05	6.6069e-05	0.0023553	9.3563e-05	1.919e-05	
0.00041705	2.8356e-05	1.974e-07	0.00011761	8.3181e-05	6.5816e-05	0.002384	9.2523e-05	1.9297e-05	
0.00041499	2.8275e-05	1.9155e-07	0.00011696	8.2404e-05	6.5571e-05	0.0024131	9.15e-05	1.9411e-05	
0.00041293	2.8192e-05	1.8733e-07	0.00011632	8.1634e-05	6.5336e-05	0.0024423	9.0493e-05	1.9533e-05	
0.00041087	2.8103e-05	1.7924e-07	0.00011567	8.0854e-05	6.5094e-05	0.0024716	8.9478e-05	1.9648e-05	
0.00040882	2.8013e-05	1.7272e-07	0.00011504	8.0079e-05	6.4861e-05	0.0025011	8.8479e-05	1.9771e-05	
0.00040677	2.7922e-05	1.6765e-07	0.00011443	7.9311e-05	6.4637e-05	0.0025309	8.7496e-05	1.9902e-05	
0.00040474	2.783e-05	1.6396e-07	0.00011383	7.8548e-05	6.4421e-05	0.0025609	8.6529e-05	2.0041e-05	
0.00040271	2.7736e-05	1.6099e-07	0.00011325	7.7788e-05	6.4212e-05	0.0025913	8.5575e-05	2.0186e-05	
0.00040067	2.7635e-05	2.7492e-07	0.00011266	7.702e-05	6.3997e-05	0.0026215	8.4614e-05	2.0325e-05	
0.00039862	2.7528e-05	3.8154e-07	0.00011207	7.6241e-05	6.3777e-05	0.0026517	8.3645e-05	2.0457e-05	
0.00039658	2.742e-05	5.0175e-07	0.00011148	7.5468e-05	6.3565e-05	0.0026822	8.2691e-05	2.0598e-05	
0.00039455	2.7311e-05	6.3471e-07	0.00011092	7.4699e-05	6.3361e-05	0.0027129	8.1751e-05	2.0745e-05	
0.00039252	2.7199e-05	7.8219e-07	0.00011037	7.3933e-05	6.3162e-05	0.0027439	8.0822e-05	2.0899e-05	
0.00039048	2.7081e-05	9.2068e-07	0.0001098	7.3158e-05	6.2958e-05	0.0027748	7.9886e-05	2.1046e-05	
0.00038845	2.6961e-05	1.0749e-06	0.00010926	7.2386e-05	6.2761e-05	0.002806	7.8963e-05	2.12e-05	
0.00038641	2.6834e-05	1.2196e-06	0.0001087	7.1605e-05	6.2558e-05	0.0028371	7.8032e-05	2.1348e-05	
0.00038436	2.6701e-05	1.355e-06	0.00010813	7.0813e-05	6.235e-05	0.0028681	7.7092e-05	2.1489e-05	
0.00038232	2.6567e-05	1.5105e-06	0.00010758	7.0028e-05	6.215e-05	0.0028995	7.6168e-05	2.1638e-05	
0.00038026	2.6426e-05	1.656e-06	0.00010702	6.9232e-05	6.1944e-05	0.0029307	7.5236e-05	2.1781e-05	
0.0003782	2.6279e-05	1.7924e-06	0.00010645	6.8426e-05	6.1732e-05	0.0029619	7.4296e-05	2.1918e-05	
0.00037615	2.613e-05	1.9465e-06	0.0001059	6.7625e-05	6.1528e-05	0.0029933	7.337e-05	2.2062e-05	
0.00037408	2.5974e-05	2.09e-06	0.00010533	6.6813e-05	6.1317e-05	0.0030247	7.2434e-05	2.2199e-05	
0.00037203	2.5817e-05	2.2571e-06	0.00010478	6.6007e-05	6.1116e-05	0.0030564	7.1515e-05	2.2345e-05	
0.00036996	2.5654e-05	2.4132e-06	0.00010423	6.5191e-05	6.0908e-05	0.003088	7.0587e-05	2.2484e-05	
0.0003679	2.5489e-05	2.5915e-06	0.00010369	6.438e-05	6.0709e-05	0.0031199	6.9674e-05	2.2632e-05	
0.00036585	2.5323e-05	2.7954e-06	0.00010316	6.3574e-05	6.0517e-05	0.0031521	6.8775e-05	2.2788e-05	
0.00036381	2.5157e-05	3.0293e-06	0.00010261	6.2757e-05	6.0334e-05	0.0031846	6.7866e-05	2.2953e-05	
0.00036178	2.499e-05	3.0255e-06	0.00010209	6.1947e-05	6.0161e-05	0.0032175	6.6975e-05	2.3129e-05	
0.00035974	2.4816e-05	3.0112e-06	0.00010155	6.1126e-05	5.9981e-05	0.0032503	6.6073e-05	2.3297e-05	
0.00035771	2.4641e-05	3.0144e-06	0.00010103	6.0312e-05	5.9811e-05	0.0032835	6.519e-05	2.3477e-05	
0.00035568	2.4466e-05	3.0322e-06	0.00010052	5.9504e-05	5.965e-05	0.003317	6.4321e-05	2.3666e-05	
0.00035365	2.4283e-05	3.0391e-06	0.00010001	5.8684e-05	5.9481e-05	0.0033504	6.3441e-05	2.3846e-05	
0.00035162	2.41e-05	3.061e-06	9.951e-05	5.787e-05	5.932e-05	0.0033841	6.2577e-05	2.4037e-05	
0.00034958	2.3908e-05	3.0716e-06	9.8997e-05	5.7043e-05	5.9152e-05	0.0034177	6.1701e-05	2.4218e-05	
0.00034756	2.3717e-05	3.1014e-06	9.8507e-05	5.6225e-05	5.8994e-05	0.0034517	6.0843e-05	2.4411e-05	
0.00034554	2.3525e-05	3.1483e-06	9.8034e-05	5.5412e-05	5.8849e-05	0.0034861	6.0001e-05	2.401e-05	
0.00034353	2.3333e-05	3.2137e-06	9.7579e-05	5.4606e-05	5.8713e-05	0.0035208	5.9174e-05	2.3623e-05	
0.00034151	2.3133e-05	3.2665e-06	9.7112e-05	5.3788e-05	5.857e-05	0.0035554	5.8336e-05	2.3225e-05	
0.0003395	2.2933e-05	3.3431e-06	9.6666e-05	5.2978e-05	5.8437e-05	0.0035905	5.7517e-05	2.2845e-05	
0.00033748	2.2725e-05	3.405e-06	9.6205e-05	5.2156e-05	5.8296e-05	0.0036253	5.6685e-05	2.2453e-05	
0.00033544	2.251e-05	3.4522e-06	9.5728e-05	5.1319e-05	5.8146e-05	0.00366	5.5841e-05	2.2048e-05	
0.00033342	2.2294e-05	3.5201e-06	9.5271e-05	5.049e-05	5.8006e-05	0.0036951	5.5013e-05	2.1659e-05	
0.00033138	2.207e-05	3.5736e-06	9.4799e-05	4.9647e-05	5.7857e-05	0.00373	5.4173e-05	2.1259e-05	
0.00032932	2.1838e-05	3.611e-06	9.4311e-05	4.8791e-05	5.7688e-05	0.0037647	5.3319e-05	2.1662e-05	
0.00032728	2.1606e-05	3.6751e-06	9.3847e-05	4.7944e-05	5.753e-05	0.0037999	5.2486e-05	2.2084e-05	
0.00032525	2.1375e-05	3.7634e-06	9.3403e-05	4.7105e-05	5.7382e-05	0.0038355	5.167e-05	2.2523e-05	
0.00032321	2.1135e-05	3.8337e-06	9.2942e-05	4.6251e-05	5.7224e-05	0.0038709	5.084e-05	2.2947e-05	
0.00032117	2.0895e-05	3.9293e-06	9.2501e-05	4.5405e-05	5.7077e-05	0.0039067	5.0026e-05	2.3389e-05	
0.00031915	2.0656e-05	4.0596e-06	9.2084e-05	4.4569e-05	5.6942e-05	0.0039431	4.9233e-05	2.3855e-05	
0.00031714	2.0417e-05	4.2232e-06	9.1687e-05	4.374e-05	5.6817e-05	0.0039799	4.8455e-05	2.434e-05	
0.00031515	2.0178e-05	4.4342e-06	9.1314e-05	4.2921e-05	5.6706e-05	0.0040173	4.7698e-05	2.485e-05	
0.00031317	1.9941e-05	4.7029e-06	9.0964e-05	4.2111e-05	5.6607e-05	0.0040552	4.6959e-05	2.5387e-05	
0.00031121	1.9704e-05	5.0428e-06	9.0639e-05	4.1312e-05	5.6527e-05	0.004065	4.624e-05	2.5364e-05	
0.00030924	1.9459e-05	5.3415e-06	9.0296e-05	4.0498e-05	5.6437e-05	0.0040746	4.5507e-05	2.5328e-05	
0.00030728	1.9215e-05	5.7191e-06	8.9977e-05	3.9693e-05	5.636e-05	0.0040845	4.4792e-05	2.5307e-05	
0.00030534	1.8972e-05	5.9665e-06	8.9682e-05	3.8898e-05	5.627e-05	0.0040946	4.4097e-05	2.5272e-05	
0.00030338	1.872e-05	6.18e-06	8.9369e-05	3.8089e-05	5.617e-05	0.0041045	4.3388e-05	2.5225e-05	
0.00030144	1.8469e-05	6.16e-06	8.908e-05	3.7289e-05	5.6083e-05	0.0041147	4.2697e-05	2.5194e-05	
0.00029948	1.821e-05	6.114e-06	8.8774e-05	3.6474e-05	5.6009e-05	0.0041248	4.1993e-05	2.5176e-05	
0.0002975	1.8989e-05	6.0453e-06	8.8451e-05	3.5645e-05	5.5924e-05	0.0041347	4.1276e-05	2.5147e-05	
0.00029551	1.9758e-05	5.9557e-06	8.8113e-05	3.4803e-05	5.583e-05	0.0041446	4.0547e-05	2.5106e-05	
0.00029353	2.0531e-05	5.8975e-06	8.7794e-05	3.3967e-05	5.5747e-05	0.0041546	3.9832e-05	2.5077e-05	
0.00029156	2.1307e-05	5.8684e-06	8.7493e-05	3.3138e-05	5.5673e-05	0.0041648	3.9132e-05	2.5061e-05	
0.00028957	2.2074e-05	5.8187e-06	8.7175e-05	3.2295e-05	5.559e-05	0.0041749	3.8419e-05	2.5033e-05	
0.0002876	2.2844e-05	5.7973e-06	8.6877e-05	3.1458e-05	5.5517e-05	0.0041852	3.772e-05	2.5016e-05	
0.00028561	2.3604e-05	5.7467e-06	8.6562e-05	3.0608e-05	5.5462e-05	0.0041954	3.7009e-05	2.5018e-05	
0.00028363	2.4368e-05	5.7236e-06	8.6265e-05	2.9763e-05	5.5416e-05	0.0042057	3.6312e-05	2.5032e-05	
0.00028163	2.5122e-05	5.6814e-06	8.5952e-05	2.8905e-05	5.5361e-05	0.004216	3.5603e-05	2.5035e-05	
0.00027965	2.5879e-05	5.6657e-06	8.5657e-05	2.8053e-05	5.4358e-05	0.0042264	3.4907e-05	2.5056e-05	
0.00027767	2.6641e-05	5.68e-06	8.5382e-05	2.7208e-05	5.3379e-05	0.004237	3.4226e-05	2.5092e-05	
0.00027571	2.7409e-05	5.724e-06	8.5127e-05	2.637e-05	5.2424e-05	0.0042478	3.356e-05	2.514e-05	
0.00027376	2.8179e-05	5.7931e-06	8.4887e-05	2.5537e-05	5.1488e-05	0.0042587	3.2906e-05	2.5199e-05	
0.00027179	2.8941e-05	5.8453e-06	8.4633e-05	2.4692e-05	5.0539e-05	0.0042696	3.2241e-05	2.5248e-05	
0.00026984	2.9705e-05	5.9226e-06	8.4395e-05	2.3851e-05	4.9608e-05	0.0042806	3.1588e-05	2.5307e-05	
0.00026787	3.046e-05	5.9833e-06	8.4144e-05	2.2998e-05	4.8665e-05	0.0042915	3.0924e-05	2.5356e-05	
0.00026588	3.1206e-05	6.028e-06	8.388e-05	2.2132e-05	4.771e-05	0.0043024	3.0251e-05	2.5395e-05	
0.00026391	3.1956e-05	6.1021e-06	8.3633e-05	2.1273e-05	4.6777e-05	0.0043134	2.959e-05	2.5447e-05	
0.00026192	3.2698e-05	6.1615e-06	8.3375e-05	2.1731e-05	4.5832e-05	0.0043244	2.8913e-05	2.549e-05	
0.00025995	3.3444e-05	6.2508e-06	8.3134e-05	2.2192e-05	4.4909e-05	0.0043355	2.8248e-05	2.5546e-05	
0.00025798	3.4195e-05	6.3718e-06	8.2911e-05	2.2655e-05	4.4006e-05	0.0043468	2.7596e-05	2.5613e-05	
0.00025603	3.4949e-05	6.5216e-06	8.2702e-05	2.3118e-05	4.3119e-05	0.0043583	2.6955e-05	2.569e-05	
0.00025405	3.5693e-05	6.6538e-06	8.248e-05	2.3571e-05	4.2221e-05	0.0043697	2.6303e-05	2.5757e-05	
0.00025209	3.6442e-05	6.8219e-06	8.2275e-05	2.4026e-05	4.1343e-05	0.0043813	2.5664e-05	2.5837e-05	
0.00025012	3.7183e-05	6.9734e-06	8.206e-05	2.447e-05	4.0455e-05	0.0043928	2.5017e-05	2.5908e-05	
0.00024816	3.7926e-05	7.1567e-06	8.1857e-05	2.4916e-05	3.9582e-05	0.0044045	2.4379e-05	2.5989e-05	
0.00024618	3.8661e-05	7.3211e-06	8.1643e-05	2.5351e-05	3.8699e-05	0.0044161	2.3732e-05	2.6061e-05	
0.00024421	3.9399e-05	7.5188e-06	8.1442e-05	2.5787e-05	3.7832e-05	0.0044278	2.3095e-05	2.6142e-05	
0.00024223	4.0127e-05	7.6968e-06	8.1229e-05	2.6212e-05	3.6953e-05	0.0044395	2.2449e-05	2.6214e-05	
0.00024023	4.0847e-05	7.8557e-06	8.1005e-05	2.6626e-05	3.6064e-05	0.0044511	2.1793e-05	2.6277e-05	
0.00023824	4.1571e-05	8.0556e-06	8.0797e-05	2.7043e-05	3.5194e-05	0.0044628	2.115e-05	2.6352e-05	
0.00023625	4.2286e-05	8.2349e-06	8.0576e-05	2.7449e-05	3.4312e-05	0.0044745	2.0497e-05	2.6418e-05	
0.00023426	4.3006e-05	8.4588e-06	8.0373e-05	2.7858e-05	3.3451e-05	0.0044864	1.9857e-05	2.6496e-05	
0.00023226	4.3717e-05	8.6623e-06	8.0158e-05	2.8256e-05	3.2578e-05	0.0044982	1.9207e-05	2.6565e-05	
0.00023026	4.4432e-05	8.9069e-06	7.9958e-05	2.8656e-05	3.1722e-05	0.0045102	1.8568e-05	2.6645e-05	
0.00022828	4.5151e-05	8.8455e-06	7.9773e-05	2.9057e-05	3.0938e-05	0.0045223	1.7939e-05	2.6116e-05	
0.0002263	4.5874e-05	8.3372e-06	7.9603e-05	2.9459e-05	3.0168e-05	0.0045347	1.732e-05	2.5606e-05	
0.00022434	4.6601e-05	7.9001e-06	7.9447e-05	2.9864e-05	2.9414e-05	0.0045472	1.671e-05	2.5114e-05	
0.00022236	4.7319e-05	7.4296e-06	7.9279e-05	3.0258e-05	2.865e-05	0.0045596	1.6092e-05	2.461e-05	
0.00022038	4.8041e-05	7.0247e-06	7.9126e-05	3.0653e-05	2.79e-05	0.0045722	1.5483e-05	2.4124e-05	
0.0002184	4.8754e-05	6.5851e-06	7.896e-05	3.1037e-05	2.7139e-05	0.0045847	1.4865e-05	2.3624e-05	
0.00021642	4.9472e-05	6.2175e-06	7.8811e-05	3.1424e-05	2.6396e-05	0.0045974	1.4258e-05	2.3145e-05	
0.00021445	5.0194e-05	5.9016e-06	7.8676e-05	3.1813e-05	2.5666e-05	0.0046103	1.3661e-05	2.2683e-05	
0.00021247	5.0906e-05	5.5575e-06	7.8528e-05	3.2191e-05	2.4926e-05	0.004623	1.3053e-05	2.2207e-05	
0.0002105	5.1624e-05	5.271e-06	7.8398e-05	3.2572e-05	2.4203e-05	0.004636	1.2457e-05	2.1752e-05	
0.00020854	5.2349e-05	5.0341e-06	7.8285e-05	3.2956e-05	2.3496e-05	0.0046493	1.1872e-05	2.1316e-05	
0.00020658	5.3079e-05	4.8401e-06	7.8189e-05	3.3343e-05	2.2805e-05	0.0046627	1.1297e-05	2.0899e-05	
0.00020462	5.3799e-05	4.6249e-06	7.8081e-05	3.3719e-05	2.2104e-05	0.004676	1.0713e-05	2.0469e-05	
0.00020266	5.4524e-05	4.4442e-06	7.7986e-05	3.4098e-05	2.1416e-05	0.0046895	1.0138e-05	2.0055e-05	
0.00020069	5.5238e-05	4.2419e-06	7.7878e-05	3.4459e-05	2.0717e-05	0.0047029	1.0244e-05	1.9628e-05	
0.00019873	5.596e-05	4.0792e-06	7.7788e-05	3.4825e-05	2.0034e-05	0.0047166	1.0353e-05	1.922e-05	
0.00019676	5.6671e-05	3.8979e-06	7.7686e-05	3.518e-05	1.9342e-05	0.0047301	1.0456e-05	1.8801e-05	
0.00019479	5.7387e-05	3.7478e-06	7.7598e-05	3.5537e-05	1.8663e-05	0.0047438	1.0561e-05	1.8396e-05	
0.00019281	5.8093e-05	3.5773e-06	7.7496e-05	3.5882e-05	1.7972e-05	0.0047575	1.066e-05	1.7979e-05	
0.00019084	5.8804e-05	3.4372e-06	7.741e-05	3.6229e-05	1.7296e-05	0.0047713	1.0761e-05	1.7578e-05	
0.00018885	5.9505e-05	3.2764e-06	7.7309e-05	3.6565e-05	1.6608e-05	0.004785	1.0856e-05	1.7162e-05	
0.00018688	6.0212e-05	3.1513e-06	7.7228e-05	3.6905e-05	1.5936e-05	0.004799	1.0954e-05	1.6767e-05	
0.00018489	6.0909e-05	3.0053e-06	7.7112e-05	3.7258e-05	1.5253e-05	0.0048128	1.1059e-05	1.6357e-05	
0.00018291	6.1613e-05	2.8935e-06	7.7015e-05	3.7615e-05	1.4587e-05	0.0048269	1.1167e-05	1.5967e-05	
0.00018092	6.2307e-05	2.9915e-06	7.6904e-05	3.7961e-05	1.4538e-05	0.0048409	1.1269e-05	1.5442e-05	
0.00017894	6.3008e-05	2.9354e-06	7.6812e-05	3.8311e-05	1.4494e-05	0.0048551	1.1375e-05	1.4941e-05	
0.00017694	6.3697e-05	2.8629e-06	7.6705e-05	3.8649e-05	1.4443e-05	0.0048692	1.1473e-05	1.4423e-05	
0.00017495	6.4395e-05	2.8154e-06	7.6618e-05	3.8991e-05	1.4397e-05	0.0048835	1.1576e-05	1.3929e-05	
0.00017298	6.5098e-05	2.7867e-06	7.6546e-05	3.9337e-05	1.4356e-05	0.0048981	1.1681e-05	1.3453e-05	
0.00017099	6.5791e-05	2.7446e-06	7.6461e-05	3.9672e-05	1.4308e-05	0.0049125	1.1781e-05	1.2964e-05	
0.00016898	6.6474e-05	2.6889e-06	7.6362e-05	3.9994e-05	1.4254e-05	0.0049269	1.1874e-05	1.246e-05	
0.00016699	6.7164e-05	2.3933e-06	7.6283e-05	4.0321e-05	1.4205e-05	0.0049415	1.197e-05	1.1979e-05	
0.00016501	6.7863e-05	2.1521e-06	7.6223e-05	4.0654e-05	1.4162e-05	0.0049563	1.2071e-05	1.1518e-05	
