Zonotrichia_albicollis	Upupa_epops	Tyto_alba	Tinamus_guttatus	Tauraco_erythrolophus	Taeniopygia_guttata	Struthio_camelus	Strigops_habroptila	Stachyridopsis_ruficeps	Spheniscus_demersus	Serinus_canaria	Rhea_americana	Pygoscelis_adeliae	Pterocles_gutturalis	Podilymbus_podiceps	Phoenicopterus_ruber	Phalacrocorax_carbo	Phaethon_lepturus	Passer_domesticus	Parus_major	Oxyura_jamaicensis	Oriolus_oriolus	Opisthocomus_hoazin	Nothoprocta_perdicaria	Nipponia_nippon	Nettapus_auritus	Nestor_notabilis	Mesitornis_unicolor	Merops_nubicus	Melopsittacus_undulatus	Manacus_vitellinus	Malurus_cyaneus	Lonchura_striata	Leptosomus_discolor	Haliaeetus_leucocephalus	Gymnogyps_californianus	Geospiza_fortis	Geococcyx_californianus	Gavia_stellata	Galbula_dea	Fulmarus_glacialis	Ficedula_albicollis	Falco_tinnunculus	Falco_peregrinus	Egretta_garzetta	Dryobates_pubescens	Dromaius_novaehollandiae	Cygnus_olor	Cygnus_atratus	Cuculus_canorus	Corythaeola_cristata	Corvus_moneduloides	Corvus_brachyrhynchos	Columba_livia	Coloeus_monedula	Cnemophilus_loriae	Ciconia_maguari	Chloebia_gouldiae	Chlamydotis_macqueenii	Cathartes_aura	Casuarius_casuarius	Cariama_cristata	Camarhynchus_parvulus	Calypte_anna	Calidris_pugnax	Cairina_moschata	Buteo_japonicus	Buceros_rhinoceros	Branta_canadensis	Aythya_fuligula	Asarcornis_scutulata	Aquila_chrysaetos	Apteryx_rowi	Apteryx_australis	Aptenodytes_forsteri	Apaloderma_vittatum	Antrostomus_carolinensis	Anser_cygnoides	Anser_brachyrhynchus	Anseranas_semipalmata	Anas_platyrhynchos	Acanthisitta_chloris	
0.9881	7.6972e-08	1.8553e-05	0.53378	0.00042639	0.00073937	0.0010128	4.5436e-05	2.8589e-07	4.9774e-05	7.8092e-06	8.5488e-06	2.45e-06	1.5071e-06	4.5839e-07	0.0010084	0.0001497	2.2478e-06	1.2012e-06	7.9426e-06	3.152e-06	1.1344e-05	8.2704e-05	0.94861	6.3538e-06	3.2375e-06	0.00031607	1.0252e-05	5.9455e-06	5.2018e-08	1.4614e-06	7.801e-06	0.0011429	4.7555e-06	0.79649	0.00416	0.0021357	1.4639e-06	4.5773e-06	2.5881e-06	2.6751e-05	8.2163e-05	0.0088468	0.00013166	9.7019e-07	1.3128e-06	0.00026984	0.0011623	1.8311e-05	1.3934e-05	0.00028288	0.00079675	0.01	6.8161e-08	0.021004	7.121e-06	1.0865e-05	0.00034353	4.2301e-07	0.95072	4.9609e-05	2.081e-06	0.0070488	2.1983e-07	3.2578e-07	0.0018555	0.0016109	0.00014076	0.0033098	0.0030386	0.0014364	0.00026401	0.010597	0.0073637	0.008234	7.7876e-06	5.817e-07	0.00014315	0.0061332	1.0171e-05	0.000885	3.6723e-08	
0.98824	8.1736e-08	1.85e-05	0.53217	0.00042165	0.0007288	0.00099047	4.6086e-05	2.7042e-07	5.0414e-05	7.702e-06	8.8904e-06	2.589e-06	1.7613e-06	4.8785e-07	0.0010176	0.0001486	2.2851e-06	1.1246e-06	8.1707e-06	3.1542e-06	1.1411e-05	8.3896e-05	0.94862	6.354e-06	3.2954e-06	0.00032208	1.0589e-05	6.3186e-06	4.24e-08	1.4961e-06	8.0281e-06	0.0011404	4.7169e-06	0.79611	0.004163	0.0021323	1.4194e-06	4.6318e-06	2.7889e-06	2.5896e-05	8.3046e-05	0.0088268	0.00013181	1.0281e-06	1.301e-06	0.00026969	0.0011625	1.8367e-05	1.4273e-05	0.00028346	0.00079437	0.01	7.0783e-08	0.021011	7.0657e-06	1.1074e-05	0.00034235	4.329e-07	0.95127	4.9012e-05	2.0697e-06	0.0070477	2.0863e-07	3.2808e-07	0.0018803	0.0016135	0.00014447	0.0033009	0.0030367	0.0014375	0.0002622	0.010599	0.0073637	0.0082463	8.5185e-06	6.0872e-07	0.00014256	0.0061334	1.0154e-05	0.00088974	4.039e-08	
0.98809	8.8321e-08	1.8317e-05	0.53074	0.00041675	0.0007184	0.00096993	4.6643e-05	3.2507e-07	5.1036e-05	7.6061e-06	8.7525e-06	2.7163e-06	1.8311e-06	5.1972e-07	0.0010275	0.00014445	2.3279e-06	1.045e-06	8.3638e-06	3.2562e-06	1.1455e-05	8.5202e-05	0.94878	6.361e-06	3.2296e-06	0.00032746	1.0572e-05	6.3914e-06	5.4321e-08	1.5407e-06	8.2363e-06	0.001138	4.6892e-06	0.79573	0.0041661	0.002129	1.366e-06	4.6769e-06	3.0125e-06	2.5007e-05	8.3783e-05	0.008807	0.00013196	1.0944e-06	1.2954e-06	0.00026957	0.0011627	1.8415e-05	1.4577e-05	0.000284	0.00079196	0.01	7.3898e-08	0.021018	6.9976e-06	1.0889e-05	0.00034124	4.4667e-07	0.95183	4.8423e-05	2.0625e-06	0.0070466	1.9972e-07	3.2512e-07	0.0019059	0.001616	0.0001489	0.003292	0.0030348	0.0014386	0.00026036	0.0106	0.0073638	0.0082582	8.6846e-06	6.3764e-07	0.00014195	0.0061337	1.0158e-05	0.00089468	4.5939e-08	
0.98793	9.289e-08	1.8126e-05	0.52927	0.00041179	0.00070797	0.00094902	4.7188e-05	3.7644e-07	5.1649e-05	7.5037e-06	8.5978e-06	2.8356e-06	1.8975e-06	5.4879e-07	0.0010373	0.0001402	2.368e-06	9.4653e-07	8.5473e-06	3.3532e-06	1.1486e-05	8.6481e-05	0.9489	6.3638e-06	3.1573e-06	0.00033278	1.0548e-05	6.4551e-06	6.4134e-08	1.5813e-06	8.4344e-06	0.0011356	4.6564e-06	0.79534	0.0041692	0.0021257	1.3083e-06	4.7164e-06	3.2236e-06	2.4099e-05	8.4489e-05	0.0087872	0.0001321	1.1577e-06	1.2871e-06	0.00026944	0.0011628	1.8457e-05	1.4865e-05	0.00028453	0.00078953	0.01	7.6056e-08	0.021025	6.9222e-06	1.0692e-05	0.00034011	4.5769e-07	0.95238	4.7829e-05	2.0396e-06	0.0070456	1.8655e-07	3.2035e-07	0.0019313	0.0016184	0.00015316	0.0032831	0.0030329	0.0014397	0.00025851	0.010602	0.0073639	0.0082698	8.8377e-06	6.637e-07	0.00014134	0.0061339	1.0151e-05	0.00089957	5.0065e-08	
0.98777	9.5481e-08	1.7927e-05	0.52776	0.00040677	0.00069751	0.00092774	4.7723e-05	4.2459e-07	5.2254e-05	7.3948e-06	8.4266e-06	2.947e-06	1.9606e-06	5.7511e-07	0.0010469	0.00013584	2.4053e-06	8.2918e-07	8.7214e-06	3.4452e-06	1.1504e-05	8.7732e-05	0.94901	6.3626e-06	3.0788e-06	0.00033805	1.0515e-05	6.51e-06	7.1855e-08	1.6182e-06	8.6224e-06	0.0011332	4.6187e-06	0.79495	0.0041723	0.0021224	1.2464e-06	4.7503e-06	3.4226e-06	2.3172e-05	8.5163e-05	0.0087674	0.00013223	1.2181e-06	1.2763e-06	0.0002693	0.001163	1.8494e-05	1.5137e-05	0.00028504	0.00078709	0.01	7.7269e-08	0.021032	6.8394e-06	1.0483e-05	0.00033896	4.6603e-07	0.95293	4.723e-05	2.0011e-06	0.0070445	1.6917e-07	3.1379e-07	0.0019565	0.0016208	0.00015725	0.0032742	0.0030309	0.0014408	0.00025665	0.010603	0.007364	0.0082813	8.9782e-06	6.8694e-07	0.00014072	0.0061341	1.0135e-05	0.00090441	5.2808e-08	
0.9876	9.9013e-08	1.7746e-05	0.52638	0.00040194	0.00068701	0.00090769	4.7082e-05	4.6951e-07	5.2877e-05	7.2794e-06	8.275e-06	3.0616e-06	2.0291e-06	6.0263e-07	0.0010569	0.00013181	2.4455e-06	6.929e-07	8.8862e-06	3.5325e-06	1.151e-05	8.7429e-05	0.94921	6.3653e-06	2.9942e-06	0.00034351	1.0496e-05	6.5856e-06	7.8961e-08	1.6613e-06	8.8003e-06	0.0011307	4.5876e-06	0.79458	0.0041754	0.0021191	1.1913e-06	4.7871e-06	3.6366e-06	2.2271e-05	8.5806e-05	0.0087477	0.00013235	1.1881e-06	1.2694e-06	0.00026918	0.0011631	1.8524e-05	1.543e-05	0.00028558	0.00078463	0.01	7.8658e-08	0.021039	6.7492e-06	1.0293e-05	0.00033779	4.7641e-07	0.95349	4.6637e-05	1.9602e-06	0.0070434	1.5241e-07	3.0909e-07	0.0019817	0.0016233	0.00016189	0.0032653	0.003029	0.0014419	0.00025481	0.010605	0.0073641	0.0082933	9.1426e-06	7.1096e-07	0.00014009	0.0061343	1.0105e-05	0.00090922	5.6708e-08	
0.98744	1.0067e-07	1.7558e-05	0.52497	0.00039707	0.00067649	0.00088735	4.6432e-05	5.1143e-07	5.3493e-05	7.1579e-06	8.1085e-06	3.1687e-06	2.0946e-06	6.2753e-07	0.0010669	0.00012769	2.4833e-06	5.382e-07	9.0424e-06	3.6152e-06	1.1503e-05	8.7112e-05	0.94939	6.3643e-06	2.9037e-06	0.00034892	1.0469e-05	6.6533e-06	8.4026e-08	1.7009e-06	8.969e-06	0.0011282	4.5519e-06	0.7942	0.0041785	0.0021158	1.1325e-06	4.8187e-06	3.8393e-06	2.1352e-05	8.6423e-05	0.0087281	0.00013247	1.1559e-06	1.2603e-06	0.00026904	0.0011632	1.8549e-05	1.5708e-05	0.00028612	0.00078216	0.01	7.9144e-08	0.021046	6.6524e-06	1.0093e-05	0.00033661	4.8426e-07	0.95405	4.6038e-05	1.9043e-06	0.0070424	1.3165e-07	3.0277e-07	0.0020067	0.0016258	0.00016638	0.0032564	0.003027	0.0014429	0.00025297	0.010606	0.0073642	0.0083052	9.2956e-06	7.323e-07	0.00013945	0.0061345	1.0065e-05	0.00091399	5.9296e-08	
0.9873	1.0323e-07	1.7387e-05	0.52367	0.00039239	0.00066608	0.00086814	4.5803e-05	5.5494e-07	5.4128e-05	7.0431e-06	7.9602e-06	3.2787e-06	2.1655e-06	6.5361e-07	0.0010772	0.00012388	2.524e-06	3.7627e-07	9.2078e-06	3.7009e-06	1.1508e-05	8.6839e-05	0.94967	6.3669e-06	2.8147e-06	0.00035454	1.0455e-05	6.7416e-06	8.8436e-08	1.7462e-06	9.1473e-06	0.0011258	4.5225e-06	0.79382	0.0041817	0.0021124	1.0799e-06	4.853e-06	4.057e-06	2.0457e-05	8.7107e-05	0.0087085	0.00013258	1.1275e-06	1.2549e-06	0.00026893	0.0011634	1.8573e-05	1.6007e-05	0.00028668	0.00077971	0.01	7.976e-08	0.021053	6.5634e-06	9.9111e-06	0.00033548	4.941e-07	0.95461	4.5445e-05	1.8455e-06	0.0070413	1.1127e-07	2.9817e-07	0.0020322	0.0016283	0.00017143	0.0032475	0.0030251	0.001444	0.00025115	0.010608	0.0073643	0.0083176	9.4725e-06	7.5438e-07	0.00013881	0.0061347	1.0038e-05	0.0009189	6.3067e-08	
0.98715	1.0383e-07	1.7209e-05	0.5246	0.00038765	0.000667	0.00084862	4.5162e-05	5.9528e-07	5.4754e-05	6.9217e-06	7.796e-06	3.3809e-06	2.2331e-06	6.7694e-07	0.0010875	0.00011997	2.5619e-06	5.0148e-07	9.364e-06	3.7818e-06	1.15e-05	8.6548e-05	0.94985	6.3655e-06	2.7196e-06	0.00036009	1.0434e-05	6.821e-06	9.0758e-08	2.3628e-06	9.3157e-06	0.0011233	4.4884e-06	0.79345	0.0041849	0.0021091	1.0234e-06	4.8818e-06	4.2625e-06	1.9544e-05	8.7761e-05	0.008689	0.00013268	1.0967e-06	1.247e-06	0.0002688	0.0011635	1.8592e-05	1.629e-05	0.00028724	0.00077725	0.01	7.944e-08	0.02106	6.4673e-06	9.7177e-06	0.00033432	5.0127e-07	0.95518	4.4847e-05	2.5767e-06	0.0070402	1.6508e-07	2.9185e-07	0.0020576	0.0016308	0.00017631	0.0032386	0.0030231	0.0014451	0.00024933	0.010609	0.0073644	0.0083298	9.6367e-06	7.7347e-07	0.00013816	0.0061349	1.0001e-05	0.00092376	6.5422e-08	
0.98701	1.0503e-07	1.7045e-05	0.5256	0.00038306	0.00066794	0.00083003	4.454e-05	6.3675e-07	5.5396e-05	6.8054e-06	7.6459e-06	3.485e-06	2.3053e-06	7.0106e-07	0.0010981	0.00011632	2.6022e-06	6.17e-07	9.5274e-06	3.865e-06	1.1502e-05	8.6294e-05	0.95012	6.3669e-06	2.6252e-06	0.00036582	1.0423e-05	6.9184e-06	9.2273e-08	3.0245e-06	9.4918e-06	0.0011209	4.4591e-06	0.79308	0.0041881	0.0021058	9.7167e-07	4.9124e-06	4.4807e-06	1.8649e-05	8.8473e-05	0.0086695	0.00013279	1.0688e-06	1.2422e-06	0.00026869	0.0011636	1.861e-05	1.659e-05	0.00028782	0.0007748	0.01	7.9132e-08	0.021067	6.3773e-06	9.5387e-06	0.00033321	5.0994e-07	0.95575	4.4252e-05	3.3243e-06	0.0070392	2.2115e-07	2.8684e-07	0.0020834	0.0016334	0.00018171	0.0032297	0.0030212	0.0014461	0.00024752	0.010611	0.0073645	0.0083425	9.8214e-06	7.9294e-07	0.00013751	0.0061351	9.9735e-06	0.00092873	6.8733e-08	
0.98689	1.0686e-07	1.6894e-05	0.52669	0.00037863	0.00066891	0.00081234	4.3934e-05	6.7947e-07	5.6054e-05	6.694e-06	7.5131e-06	3.591e-06	2.3824e-06	7.2602e-07	0.0011091	0.00011289	2.6449e-06	7.2302e-07	9.6983e-06	3.9505e-06	1.1513e-05	8.6077e-05	0.95047	6.3711e-06	2.5313e-06	0.00037173	1.0422e-05	7.0349e-06	9.2985e-08	3.7347e-06	9.6757e-06	0.0011185	4.4348e-06	0.79272	0.0041913	0.0021024	9.2438e-07	4.9449e-06	4.7122e-06	1.7772e-05	8.9243e-05	0.0086502	0.00013289	1.0436e-06	1.2405e-06	0.00026859	0.0011638	1.8626e-05	1.6907e-05	0.00028843	0.00077237	0.01	7.8835e-08	0.021074	6.2933e-06	9.3735e-06	0.00033213	5.2016e-07	0.95632	4.3661e-05	4.0894e-06	0.0070381	2.7989e-07	2.8308e-07	0.0021096	0.0016361	0.00018769	0.0032209	0.0030193	0.0014472	0.00024573	0.010613	0.0073646	0.0083556	1.0028e-05	8.1282e-07	0.00013685	0.0061353	9.9556e-06	0.00093382	7.3416e-08	
0.98679	1.0933e-07	1.6756e-05	0.52787	0.00037434	0.0006699	0.00079551	4.3345e-05	7.2353e-07	5.6729e-05	6.5874e-06	7.3934e-06	3.6991e-06	2.4645e-06	7.521e-07	0.0011099	0.00010967	2.6901e-06	8.1967e-07	9.8768e-06	4.0384e-06	1.1533e-05	8.5894e-05	0.95091	6.3782e-06	2.4381e-06	0.00037228	1.0431e-05	7.1716e-06	9.2898e-08	4.4973e-06	9.8676e-06	0.0011163	4.4154e-06	0.79236	0.0041946	0.0020991	8.8122e-07	4.9793e-06	4.5094e-06	1.6912e-05	9.0075e-05	0.0086311	0.00013299	1.0212e-06	1.2419e-06	0.00026851	0.001164	1.8642e-05	1.7241e-05	0.00028907	0.00076996	0.01	7.8546e-08	0.021081	6.2151e-06	9.2218e-06	0.00033108	5.3199e-07	0.9569	4.3074e-05	4.873e-06	0.007037	3.4171e-07	2.8056e-07	0.0021363	0.0016388	0.00019429	0.0032122	0.0030174	0.0014483	0.00024397	0.010614	0.0073648	0.0083691	1.0256e-05	8.3313e-07	0.00013619	0.0061356	9.9473e-06	0.00093902	7.9293e-08	
0.98668	1.0983e-07	1.6611e-05	0.52902	0.00037	0.00067087	0.00077839	4.2745e-05	7.6436e-07	5.7396e-05	6.4746e-06	7.2584e-06	3.7994e-06	2.5432e-06	7.7539e-07	0.0011106	0.00010638	2.7326e-06	8.9789e-07	1.0046e-05	4.1214e-06	1.1541e-05	8.5695e-05	0.95133	6.3812e-06	2.3387e-06	0.00037281	1.0433e-05	7.2985e-06	9.0729e-08	5.2402e-06	1.005e-05	0.001114	4.3912e-06	0.79201	0.0041979	0.0020958	8.3449e-07	5.0082e-06	4.2944e-06	1.6034e-05	9.0876e-05	0.0086119	0.00013308	9.965e-07	1.241e-06	0.00026842	0.0011642	1.8652e-05	1.756e-05	0.00028969	0.00076753	0.01	7.7328e-08	0.021089	6.13e-06	9.0593e-06	0.00033003	5.4113e-07	0.95748	4.2482e-05	5.6341e-06	0.007036	3.9834e-07	2.7636e-07	0.0021629	0.0016415	0.00020067	0.0032034	0.0030154	0.0014494	0.00024219	0.010616	0.0073649	0.0083825	1.0472e-05	8.5064e-07	0.00013551	0.0061358	9.9289e-06	0.00094419	8.3668e-08	
0.98657	1.0835e-07	1.6459e-05	0.53013	0.00036561	0.00067184	0.000761	4.2134e-05	8.0196e-07	5.8054e-05	6.3557e-06	7.1081e-06	3.8918e-06	2.6184e-06	7.9591e-07	0.0011114	0.00010302	2.7723e-06	9.577e-07	1.0206e-05	4.1995e-06	1.1536e-05	8.5481e-05	0.95172	6.3804e-06	2.2333e-06	0.00037333	1.0428e-05	7.4158e-06	8.6476e-08	5.9638e-06	1.0222e-05	0.0011116	4.3624e-06	0.79166	0.0042012	0.0020925	7.8417e-07	5.0317e-06	4.067e-06	1.5139e-05	9.1646e-05	0.0085927	0.00013315	9.6961e-07	1.2375e-06	0.00026834	0.0011644	1.8656e-05	1.7863e-05	0.0002903	0.00076509	0.01	7.5179e-08	0.021096	6.0379e-06	8.886e-06	0.00032895	5.4757e-07	0.95806	4.1896e-05	6.3729e-06	0.0070349	4.4983e-07	2.705e-07	0.0021893	0.0016443	0.00020684	0.0031946	0.0030135	0.0014505	0.00024044	0.010618	0.0073651	0.0083958	1.0674e-05	8.6533e-07	0.00013483	0.0061361	9.9007e-06	0.00094931	8.6556e-08	
0.98648	1.0787e-07	1.632e-05	0.53134	0.00036137	0.00067282	0.00074458	4.154e-05	8.4095e-07	5.8728e-05	6.2415e-06	6.9707e-06	3.9863e-06	2.6987e-06	8.1736e-07	0.0011122	9.9864e-05	2.8145e-06	1.0082e-06	1.0374e-05	4.2801e-06	1.154e-05	8.5302e-05	0.9522	6.3823e-06	2.1283e-06	0.00037389	1.0432e-05	7.5537e-06	8.1419e-08	6.7411e-06	1.0402e-05	0.0011094	4.3383e-06	0.79131	0.0042045	0.0020891	7.3786e-07	5.057e-06	3.8523e-06	1.4261e-05	9.2478e-05	0.0085736	0.00013322	9.4533e-07	1.2371e-06	0.00026828	0.0011646	1.866e-05	1.8184e-05	0.00029094	0.00076267	0.01	7.3037e-08	0.021103	5.9516e-06	8.726e-06	0.00032791	5.5565e-07	0.95864	4.1312e-05	7.1305e-06	0.0070339	5.0453e-07	2.6585e-07	0.0022162	0.0016472	0.00021378	0.0031859	0.0030116	0.0014516	0.00023872	0.010619	0.0073652	0.0084094	1.0899e-05	8.8046e-07	0.00013415	0.0061364	9.8819e-06	0.00095454	9.0675e-08	
0.98638	1.0541e-07	1.6175e-05	0.53252	0.00035707	0.00067379	0.0007279	4.0936e-05	8.7668e-07	5.9394e-05	6.1211e-06	6.8181e-06	4.073e-06	2.7756e-06	8.3601e-07	0.001113	9.6636e-05	2.854e-06	1.0402e-06	1.0532e-05	4.3558e-06	1.1532e-05	8.5106e-05	0.95266	6.3803e-06	2.0173e-06	0.00037443	1.0429e-05	7.6818e-06	7.4281e-08	7.4983e-06	1.0572e-05	0.0011071	4.3095e-06	0.79097	0.0042078	0.0020858	6.8803e-07	5.0769e-06	3.6255e-06	1.3366e-05	9.3279e-05	0.0085545	0.00013328	9.1886e-07	1.2342e-06	0.00026822	0.0011648	1.8657e-05	1.8489e-05	0.00029157	0.00076023	0.01	6.9967e-08	0.02111	5.8584e-06	8.5552e-06	0.00032686	5.6102e-07	0.95922	4.0725e-05	7.8656e-06	0.0070328	5.5401e-07	2.5954e-07	0.0022429	0.00165	0.00022048	0.0031772	0.0030096	0.0014526	0.00023698	0.010621	0.0073654	0.0084229	1.111e-05	8.9278e-07	0.00013346	0.0061366	9.8533e-06	0.00095974	9.3285e-08	
0.98629	1.0098e-07	1.6023e-05	0.53366	0.00035273	0.00067475	0.00071094	4.032e-05	9.0918e-07	6.0051e-05	5.9946e-06	6.6503e-06	4.1519e-06	2.8489e-06	8.5189e-07	0.0011137	9.3333e-05	2.8907e-06	1.0539e-06	1.0682e-05	4.4266e-06	1.1511e-05	8.4895e-05	0.95309	6.3743e-06	1.9002e-06	0.00037496	1.0419e-05	7.8e-06	6.506e-08	8.2357e-06	1.0733e-05	0.0011048	4.276e-06	0.79062	0.0042111	0.0020824	6.3462e-07	5.0913e-06	3.3864e-06	1.2454e-05	9.4048e-05	0.0085353	0.00013333	8.9019e-07	1.2289e-06	0.00026813	0.001165	1.8649e-05	1.8779e-05	0.00029218	0.00075777	0.01	6.5966e-08	0.021118	5.7582e-06	8.3737e-06	0.00032578	5.6369e-07	0.9598	4.0132e-05	8.5782e-06	0.0070317	5.983e-07	2.5157e-07	0.0022695	0.0016528	0.00022696	0.0031684	0.0030077	0.0014537	0.00023523	0.010623	0.0073655	0.0084363	1.1308e-05	9.0229e-07	0.00013275	0.0061369	9.8146e-06	0.00096489	9.4393e-08	
0.98621	9.7566e-08	1.5886e-05	0.53492	0.00034856	0.00067574	0.00069494	3.9725e-05	9.4376e-07	6.0729e-05	5.8743e-06	6.499e-06	4.2343e-06	2.9288e-06	8.6923e-07	0.0011146	9.0274e-05	2.9307e-06	1.0595e-06	1.0841e-05	4.501e-06	1.1503e-05	8.4726e-05	0.95363	6.3721e-06	1.7845e-06	0.00037554	1.0421e-05	7.9438e-06	5.5203e-08	9.0391e-06	1.0904e-05	0.0011026	4.2487e-06	0.79028	0.0042144	0.0020791	5.8613e-07	5.1087e-06	3.1631e-06	1.1563e-05	9.4893e-05	0.0085163	0.00013337	8.6473e-07	1.2273e-06	0.00026807	0.0011652	1.864e-05	1.9091e-05	0.00029282	0.00075534	0.01	6.2096e-08	0.021125	5.6655e-06	8.2085e-06	0.00032476	5.6861e-07	0.96039	3.9544e-05	9.316e-06	0.0070307	6.4716e-07	2.4518e-07	0.0022966	0.0016557	0.0002278	0.0031597	0.0030058	0.0014548	0.0002335	0.010624	0.0073657	0.0084502	1.1535e-05	9.1271e-07	0.00013205	0.0061371	9.7883e-06	0.00097019	9.7148e-08	
0.98614	9.5291e-08	1.5766e-05	0.5363	0.00034457	0.00067676	0.00067994	3.9152e-05	9.8096e-07	6.1429e-05	5.7608e-06	6.3658e-06	4.3213e-06	3.0164e-06	8.8842e-07	0.0011157	8.7464e-05	2.9746e-06	1.0578e-06	1.1013e-05	4.5795e-06	1.1509e-05	8.4602e-05	0.9543	6.3742e-06	1.6706e-06	0.00037619	1.0438e-05	8.1186e-06	4.4772e-08	9.9219e-06	1.1088e-05	0.0011005	4.2281e-06	0.78995	0.0042178	0.0020758	5.4267e-07	5.1296e-06	2.9565e-06	1.0695e-05	9.5825e-05	0.0084975	0.00013342	8.4267e-07	1.23e-06	0.00026803	0.0011654	1.8632e-05	1.943e-05	0.00029351	0.00075294	0.01	5.8407e-08	0.021132	5.5811e-06	8.0609e-06	0.00032377	5.762e-07	0.96098	3.8961e-05	1.0084e-05	0.0070296	7.019e-07	2.4053e-07	0.0023243	0.0016587	0.0002289	0.003151	0.0030039	0.0014559	0.0002318	0.010626	0.0073659	0.0084646	1.1796e-05	9.2436e-07	0.00013134	0.0061374	9.7757e-06	0.00097564	1.0191e-07	
0.9861	1.3585e-07	1.5631e-05	0.53789	0.00034084	0.00067784	0.00066636	3.8556e-05	1.0236e-06	6.211e-05	5.6593e-06	6.2635e-06	4.396e-06	3.0964e-06	9.0317e-07	0.0011166	8.4477e-05	3.015e-06	1.0537e-06	1.1206e-05	4.6665e-06	1.1544e-05	8.4442e-05	0.95518	6.3695e-06	1.5614e-06	0.00037679	1.044e-05	8.279e-06	6.0112e-08	1.0945e-05	1.1295e-05	0.0010985	4.1989e-06	0.78961	0.0042212	0.0020724	5.1302e-07	5.1419e-06	2.9468e-06	9.7968e-06	9.69e-05	0.0084786	0.00013345	8.1658e-07	1.2019e-06	0.00026803	0.0011657	1.8626e-05	1.9165e-05	0.00029426	0.0007505	0.01	5.3416e-08	0.02114	5.511e-06	7.8931e-06	0.00032286	5.792e-07	0.96157	3.8388e-05	1.0811e-05	0.0070286	7.4705e-07	2.3398e-07	0.002353	0.0016616	0.00022979	0.0031425	0.003002	0.001457	0.00023008	0.010628	0.0073661	0.0084787	1.2025e-05	9.3156e-07	0.00013063	0.0061378	9.7872e-06	0.00098133	1.1105e-07	
0.98608	1.8602e-07	1.552e-05	0.53971	0.00033734	0.00067896	0.000654	3.7994e-05	1.0718e-06	6.2827e-05	5.5686e-06	6.1889e-06	4.4801e-06	3.1887e-06	9.2155e-07	0.0011178	8.1842e-05	3.0619e-06	1.0464e-06	1.1421e-05	4.7616e-06	1.1604e-05	8.4349e-05	0.95629	6.3722e-06	1.4564e-06	0.0003775	1.0464e-05	8.4901e-06	7.585e-08	1.2118e-05	1.1524e-05	0.0010967	4.1806e-06	0.78929	0.0042246	0.0020691	4.8933e-07	5.1611e-06	2.9529e-06	8.9354e-06	9.8121e-05	0.0084599	0.00013349	7.9581e-07	1.1813e-06	0.00026806	0.0011661	1.8622e-05	1.8941e-05	0.00029507	0.0007481	0.01	4.8993e-08	0.021147	5.4538e-06	7.7528e-06	0.00032202	5.8694e-07	0.96217	3.7824e-05	1.1589e-05	0.0070275	8.028e-07	2.3035e-07	0.0023826	0.0016646	0.00023105	0.003134	0.0030001	0.0014581	0.0002284	0.01063	0.0073664	0.0084936	1.2307e-05	9.4153e-07	0.00012992	0.0061382	9.8214e-06	0.00098727	1.2502e-07	
0.98606	2.2985e-07	1.5402e-05	0.54181	0.00033374	0.00068006	0.00064261	3.7412e-05	1.114e-06	6.3524e-05	5.4674e-06	6.136e-06	4.5523e-06	3.2736e-06	9.3565e-07	0.0011188	7.9052e-05	3.1038e-06	1.0165e-06	1.1617e-05	4.8636e-06	1.1642e-05	8.4222e-05	0.95632	6.3683e-06	1.3539e-06	0.00037815	1.0473e-05	8.6751e-06	8.8853e-08	1.322e-05	1.1735e-05	0.0010949	4.1542e-06	0.78895	0.0042281	0.0020658	4.607e-07	5.172e-06	2.9432e-06	8.0451e-06	9.9257e-05	0.0084412	0.00013351	7.7132e-07	1.1559e-06	0.00026811	0.0011665	1.862e-05	1.8688e-05	0.00029585	0.00074567	0.01	4.3327e-08	0.021155	5.3846e-06	7.5937e-06	0.00032114	5.9025e-07	0.96277	3.7267e-05	1.234e-05	0.0070265	8.4928e-07	2.241e-07	0.0024131	0.0016676	0.00023214	0.0031256	0.0029983	0.0014593	0.00022669	0.010632	0.0073667	0.0085081	1.2559e-05	9.4736e-07	0.00012921	0.0061387	9.8758e-06	0.00099343	1.3559e-07	
0.98603	2.68e-07	1.5271e-05	0.54381	0.00033004	0.00068112	0.00063076	3.681e-05	1.151e-06	6.4203e-05	5.3566e-06	6.0606e-06	4.6129e-06	3.3514e-06	9.456e-07	0.0011198	7.6107e-05	3.1411e-06	9.6492e-07	1.1798e-05	4.9577e-06	1.1658e-05	8.4063e-05	0.95629	6.3581e-06	1.2436e-06	0.00037876	1.0469e-05	8.8365e-06	9.9198e-08	1.4261e-05	1.1928e-05	0.0010929	4.1198e-06	0.78862	0.0042314	0.0020625	4.2716e-07	5.1749e-06	2.9184e-06	7.1267e-06	0.00010032	0.0084223	0.00013351	7.4316e-07	1.1258e-06	0.00026815	0.0011669	1.861e-05	1.8409e-05	0.00029659	0.00074321	0.01	3.6431e-08	0.021162	5.3045e-06	7.4162e-06	0.00032022	5.8931e-07	0.96337	3.6703e-05	1.3051e-05	0.0070255	8.8707e-07	2.1529e-07	0.0024432	0.0016705	0.00023307	0.0031172	0.0029964	0.0014605	0.00022497	0.010634	0.007367	0.0085222	1.2784e-05	9.492e-07	0.00012849	0.0061391	9.9133e-06	0.00099948	1.431e-07	
