Zootoca_vivipara	Vipera_berus	Thamnophis_elegans	Sceloporus_undulatus	Python_bivittatus	Ptyas_mucosa	Pseudonaja_textilis	Protobothrops_mucrosquamatus	Pogona_vitticeps	Podarcis_muralis	Pituophis_catenifer	Pantherophis_obsoletus	Notechis_scutatus	Naja_naja	Laticauda_colubrina	Lacerta_agilis	Hydrophis_cyanocinctus	Gekko_japonicus	Crotalus_tigris	Chrysopelea_ornata	Bothrops_jararaca	Anolis_carolinensis	
0.0022523	0.00057035	1.4229e-05	4.3623e-06	4.496e-05	1.7678e-05	0.0046346	5.1007e-06	3.858e-05	3.3231e-05	4.4559e-06	0.00016506	9.9172e-05	7.073e-06	5.1877e-05	0.0083542	0.0028846	1.3282e-07	1.2892e-07	4.2104e-07	0.00013532	4.5613e-07	
0.0022453	0.00057076	1.4079e-05	4.3239e-06	4.4758e-05	1.7142e-05	0.0046406	5.1821e-06	3.8496e-05	3.3396e-05	4.4358e-06	0.00016537	0.00010009	7.3636e-06	5.1711e-05	0.0083384	0.0028811	1.0871e-07	1.1198e-07	2.5207e-07	0.00013229	4.6936e-07	
0.0022381	0.0005711	1.3908e-05	4.269e-06	4.6136e-05	1.6588e-05	0.0046466	5.2535e-06	3.8161e-05	3.353e-05	4.4121e-06	0.00016566	0.00010099	7.6418e-06	5.1535e-05	0.0083222	0.0028775	1.0628e-07	9.1038e-08	2.3815e-07	0.00012921	4.7344e-07	
0.0022306	0.0005686	1.3196e-05	4.1987e-06	4.7282e-05	1.6064e-05	0.0046527	5.3281e-06	3.7593e-05	3.3633e-05	4.3944e-06	0.00016598	0.00010191	7.9351e-06	5.1371e-05	0.0083056	0.0028741	1.2476e-07	7.5449e-08	2.2493e-07	0.00012621	4.6904e-07	
0.0022228	0.00056601	1.2441e-05	4.1127e-06	4.8354e-05	1.5525e-05	0.0046588	5.393e-06	3.6783e-05	3.3708e-05	4.3717e-06	0.00016628	0.00010281	8.2167e-06	5.1197e-05	0.0082885	0.0028705	1.337e-07	5.6501e-08	2.0708e-07	0.00012318	4.5613e-07	
0.0022156	0.0005636	1.1774e-05	4.0558e-06	4.9568e-05	1.5014e-05	0.004665	5.4611e-06	3.6421e-05	3.3809e-05	4.355e-06	0.00016662	0.00010374	8.5139e-06	5.1036e-05	0.0082724	0.0028672	1.4802e-07	4.2124e-08	1.8986e-07	0.00012021	4.5334e-07	
0.0022081	0.0005611	1.1188e-05	3.9823e-06	5.0677e-05	1.4531e-05	0.0046715	5.5192e-06	3.5809e-05	3.3879e-05	4.3443e-06	0.00016698	0.00010468	8.8273e-06	5.0887e-05	0.0082559	0.002864	1.519e-07	4.6845e-08	1.7311e-07	0.0001172	4.4156e-07	
0.0022011	0.00055876	9.9632e-06	3.9337e-06	5.1939e-05	1.4018e-05	0.0046779	5.5804e-06	3.562e-05	3.3975e-05	4.3281e-06	0.00016732	0.0001056	9.1275e-06	5.0728e-05	0.0082402	0.0028607	1.6147e-07	5.371e-08	1.7584e-07	0.00011427	4.3941e-07	
0.0021939	0.00055658	8.8786e-06	3.7936e-06	5.3369e-05	1.3532e-05	0.0046845	5.6448e-06	3.7203e-05	3.4043e-05	4.3179e-06	0.0001677	0.00010655	9.4445e-06	5.0581e-05	0.0082242	0.0028576	1.5938e-07	6.3267e-08	1.7857e-07	0.00011141	4.9736e-07	
0.0021873	0.00054855	7.918e-06	3.6894e-06	5.4974e-05	1.3073e-05	0.0046913	5.7125e-06	3.9509e-05	3.414e-05	4.3135e-06	0.0001681	0.00010752	9.7789e-06	5.0446e-05	0.0081679	0.0028546	1.2105e-07	7.6279e-08	1.8132e-07	0.00010862	4.8815e-07	
0.0021804	0.00054031	6.8999e-06	3.5584e-06	5.6462e-05	1.2599e-05	0.0046983	5.7701e-06	4.1407e-05	3.4207e-05	4.3042e-06	0.00016848	0.0001085	9.7527e-06	5.0321e-05	0.0081105	0.0028517	1.0983e-07	8.731e-08	1.8015e-07	0.00010578	6.0938e-07	
0.0021733	0.00053246	5.9875e-06	3.4096e-06	5.8128e-05	1.2148e-05	0.0047056	5.8303e-06	4.2958e-05	3.4245e-05	4.3001e-06	0.0001689	0.00010951	9.7352e-06	5.0207e-05	0.0080519	0.002849	1.189e-07	1.02e-07	1.283e-07	0.00010301	7.1396e-07	
0.002166	0.00052374	5.0218e-06	3.242e-06	5.9706e-05	1.1683e-05	0.0047127	5.9451e-06	4.4203e-05	3.4253e-05	4.2911e-06	0.00016929	0.00011049	9.7083e-06	5.0084e-05	0.0079922	0.0028462	1.1469e-07	1.0148e-07	7.0973e-08	0.00010082	8.0316e-07	
0.0021584	0.00051547	3.9941e-06	3.0549e-06	6.6888e-05	1.1204e-05	0.0047197	6.0631e-06	4.516e-05	3.4232e-05	4.2771e-06	0.00016966	0.00011146	9.672e-06	4.9951e-05	0.0079313	0.0028434	1.3095e-07	1.0347e-07	7.1248e-08	9.8671e-05	8.7802e-07	
0.0021506	0.00050698	3.8399e-06	2.4736e-06	7.5384e-05	1.0709e-05	0.0047269	6.1706e-06	4.6773e-05	3.418e-05	4.2579e-06	0.00017002	0.00011245	9.6455e-06	4.9831e-05	0.0078692	0.0028407	1.5435e-07	1.0284e-07	6.7539e-08	9.649e-05	9.8749e-07	
0.0021432	0.00049888	3.705e-06	1.9747e-06	8.4694e-05	1.0237e-05	0.0047343	6.2814e-06	4.9053e-05	3.4151e-05	4.2437e-06	0.0001704	0.00011346	9.6276e-06	4.972e-05	0.0078096	0.0028381	1.8422e-07	1.047e-07	6.2531e-08	9.4357e-05	1.126e-06	
0.0021356	0.00049057	3.5563e-06	1.4288e-06	9.3544e-05	9.7492e-06	0.0047416	6.3817e-06	5.0919e-05	3.4091e-05	4.2244e-06	0.00017076	0.00011445	9.5997e-06	4.96e-05	0.0077487	0.0028354	2.023e-07	1.0395e-07	5.3592e-08	9.219e-05	1.2439e-06	
0.0021278	0.00048266	3.3863e-06	8.3682e-07	0.00010775	9.2466e-06	0.0047488	6.4853e-06	5.2438e-05	3.4002e-05	4.2001e-06	0.00017111	0.00011542	9.5626e-06	4.9472e-05	0.0076866	0.0028327	2.0972e-07	1.0573e-07	7.9997e-08	9.0072e-05	1.3442e-06	
0.0021197	0.00047457	3.2025e-06	7.4913e-07	0.00012132	8.7293e-06	0.0047558	6.5788e-06	5.3637e-05	3.3883e-05	4.1709e-06	0.00017143	0.00011638	9.516e-06	4.9334e-05	0.0076233	0.0028298	2.0665e-07	1.0505e-07	1.0208e-07	8.7922e-05	1.4237e-06	
0.0021113	0.00046629	3.0042e-06	6.894e-07	0.00013427	8.197e-06	0.0047627	6.6625e-06	5.6089e-05	3.3734e-05	4.1368e-06	0.00017174	0.00011732	9.4602e-06	4.9187e-05	0.0075588	0.0028269	1.919e-07	1.019e-07	1.1987e-07	8.5742e-05	1.4038e-06	
0.0021035	0.00045843	2.8303e-06	6.3966e-07	0.00014855	7.6917e-06	0.0047694	6.7503e-06	5.9447e-05	3.3609e-05	4.1086e-06	0.00017208	0.00011823	9.3943e-06	4.9031e-05	0.0074969	0.0028239	1.8308e-07	1.0162e-07	1.376e-07	8.3614e-05	1.4011e-06	
0.0020953	0.00045037	2.6414e-06	5.8042e-07	0.00016213	7.1704e-06	0.004776	6.8276e-06	6.2258e-05	3.3453e-05	4.0751e-06	0.0001724	0.00011913	9.3183e-06	4.8865e-05	0.0074336	0.0028208	1.631e-07	9.8744e-08	1.5087e-07	8.1454e-05	1.3849e-06	
0.0020877	0.00044273	2.4754e-06	5.3173e-07	0.00017716	6.6753e-06	0.0047828	6.9092e-06	6.6206e-05	3.3323e-05	4.0475e-06	0.00017275	0.00012005	9.2523e-06	4.871e-05	0.0073731	0.0028178	1.4982e-07	9.8656e-08	1.6414e-07	7.9345e-05	1.3876e-06	
0.0020806	0.00043543	2.328e-06	4.594e-07	0.00019398	6.2026e-06	0.0047895	6.9941e-06	7.226e-05	3.322e-05	4.0249e-06	0.00017312	0.00012096	9.1769e-06	4.8547e-05	0.0073154	0.0028148	1.4257e-07	1.0102e-07	1.7724e-07	7.7283e-05	1.3623e-06	
0.0020733	0.00042795	2.1672e-06	3.7652e-07	0.00020997	5.7148e-06	0.0047965	7.0685e-06	7.7411e-05	3.3085e-05	3.9971e-06	0.00017348	0.00012188	9.1113e-06	4.8395e-05	0.0072563	0.0028119	1.2486e-07	1.0078e-07	1.8579e-07	7.5188e-05	1.323e-06	
0.0020664	0.00042085	2.0261e-06	3.0613e-07	0.00022768	5.2515e-06	0.0048036	7.1473e-06	8.4501e-05	3.2977e-05	3.9769e-06	0.00017231	0.00012283	9.0555e-06	4.8256e-05	0.0071999	0.0028092	1.1253e-07	1.0339e-07	1.9451e-07	7.3144e-05	1.3034e-06	
0.0020593	0.00041356	1.8721e-06	3.1763e-07	0.00024452	5.2581e-06	0.0048106	7.2155e-06	9.0417e-05	3.2838e-05	3.9514e-06	0.00017111	0.00012375	8.9898e-06	4.8108e-05	0.0071423	0.0028064	1.2069e-07	1.0337e-07	1.9865e-07	7.1067e-05	1.2605e-06	
0.0020519	0.00040665	1.7367e-06	3.2255e-07	0.00025646	5.2708e-06	0.0048179	7.2882e-06	9.5671e-05	3.2669e-05	3.9316e-06	0.00016995	0.0001247	8.9337e-06	4.7971e-05	0.0070835	0.0028037	1.18e-07	1.0625e-07	2.0299e-07	6.904e-05	1.2025e-06	
0.0020451	0.00039956	1.5889e-06	3.3208e-07	0.0002676	5.2772e-06	0.004825	7.3503e-06	0.00010295	3.2532e-05	3.9067e-06	0.00016877	0.00012563	8.8676e-06	4.7825e-05	0.0070273	0.0028009	1.1974e-07	1.0648e-07	2.0274e-07	6.6981e-05	1.1652e-06	
0.0020387	0.00039283	1.4587e-06	3.4649e-07	0.00027995	5.2896e-06	0.0048324	7.4168e-06	0.00011292	3.2421e-05	3.8873e-06	0.00016764	0.00012658	8.8112e-06	4.769e-05	0.0069737	0.0027983	1.259e-07	1.0967e-07	2.027e-07	6.4971e-05	1.1463e-06	
0.0020321	0.00038593	1.3167e-06	3.5325e-07	0.00031198	5.2957e-06	0.0048396	7.4727e-06	0.00012064	3.2281e-05	3.8628e-06	0.00016647	0.00012752	8.7449e-06	4.7546e-05	0.006919	0.0027956	1.5135e-07	1.1018e-07	1.9808e-07	6.2929e-05	1.1125e-06	
0.0020253	0.00037884	1.1624e-06	3.6642e-07	0.00037445	5.2955e-06	0.0048466	7.518e-06	0.00012396	3.2111e-05	3.8332e-06	0.00016528	0.00012843	8.6686e-06	4.7391e-05	0.0068632	0.0027928	1.9648e-07	1.0801e-07	1.8887e-07	6.0855e-05	1.0984e-06	
0.0020189	0.00037209	1.0237e-06	3.2831e-07	0.00044297	5.3005e-06	0.0048539	7.5669e-06	0.00012914	3.1967e-05	3.8084e-06	0.00016413	0.00012936	8.6008e-06	4.7248e-05	0.0068099	0.002773	2.5525e-07	1.0844e-07	1.7957e-07	5.8825e-05	1.1115e-06	
0.0020123	0.00036517	8.7419e-07	2.8238e-07	0.00050834	5.2996e-06	0.0048611	7.6056e-06	0.00013348	3.1792e-05	3.7789e-06	0.00016296	0.00013028	8.5237e-06	4.7095e-05	0.0067554	0.0027531	2.9883e-07	1.0639e-07	1.6585e-07	5.6766e-05	1.1123e-06	
0.0020062	0.00035861	7.4106e-07	2.4357e-07	0.0005807	5.3047e-06	0.0048684	7.6489e-06	0.00013959	3.1643e-05	3.7549e-06	0.00016182	0.00013121	8.456e-06	4.6953e-05	0.0067034	0.0027334	3.5748e-07	1.0726e-07	1.5228e-07	5.4755e-05	1.1299e-06	
0.0020005	0.00035236	6.2392e-07	2.6624e-07	0.00067033	5.3151e-06	0.004876	7.6957e-06	0.00014408	3.1517e-05	3.7358e-06	0.00016073	0.00013217	8.3965e-06	4.6822e-05	0.0066535	0.0027141	3.8621e-07	1.1074e-07	1.3847e-07	5.2787e-05	1.1247e-06	
0.0019951	0.00034639	5.1774e-07	2.9307e-07	0.00076842	5.3306e-06	0.0048838	7.746e-06	0.00015016	3.1412e-05	3.7212e-06	0.00015967	0.00013315	8.3447e-06	4.67e-05	0.0066056	0.0026951	4.267e-07	1.17e-07	1.2427e-07	5.0859e-05	1.1341e-06	
0.0019896	0.00034027	4.0233e-07	3.1334e-07	0.00086195	5.34e-06	0.0048915	7.7859e-06	0.00015531	3.1277e-05	3.7017e-06	0.00015858	0.00013411	8.2835e-06	4.6569e-05	0.0065566	0.0026759	4.5234e-07	1.205e-07	1.0568e-07	4.8902e-05	1.1314e-06	
0.0019844	0.00033443	2.9727e-07	3.3802e-07	0.00096429	5.3545e-06	0.0048994	7.8292e-06	0.00016225	3.1164e-05	3.6869e-06	0.00015753	0.00013509	8.2299e-06	4.6448e-05	0.0065097	0.002657	4.9046e-07	1.269e-07	8.6655e-08	4.6985e-05	1.1434e-06	
0.0019791	0.00032844	2.9515e-07	3.559e-07	0.0010617	5.3624e-06	0.0049071	7.8619e-06	0.00016814	3.102e-05	3.667e-06	0.00015646	0.00013604	8.1669e-06	4.6317e-05	0.0064617	0.0026379	5.1305e-07	1.3043e-07	1.0934e-07	4.5038e-05	1.143e-06	
0.0019734	0.00032229	3.8715e-07	3.6708e-07	0.0011553	5.3638e-06	0.0049147	7.884e-06	0.00017309	3.0845e-05	3.6421e-06	0.00015536	0.00013698	8.0941e-06	4.6177e-05	0.0064126	0.0026187	5.2046e-07	1.3112e-07	2.5928e-07	4.306e-05	1.1302e-06	
0.0019151	0.0002593	1.1234e-06	2.9215e-07	0.0020462	5.2157e-06	0.0049883	7.7487e-06	0.00021386	2.8271e-05	3.2722e-06	0.00014402	0.00014593	7.1179e-06	4.4567e-05	0.0059142	0.0024248	9.3954e-07	7.2984e-08	1.5327e-06	2.2757e-05	7.595e-07	
0.0019096	0.00025333	1.0989e-06	2.7701e-07	0.0020763	5.1973e-06	0.0049958	7.7148e-06	0.00021964	2.7985e-05	3.2336e-06	0.00014291	0.00014683	7.0141e-06	4.4406e-05	0.0058667	0.0024058	8.8522e-07	6.6493e-08	1.5223e-06	2.075e-05	7.2618e-07	
0.0019046	0.00024767	1.0812e-06	2.6616e-07	0.0021097	5.1849e-06	0.0050036	7.6854e-06	0.00022774	2.7725e-05	3.2002e-06	0.00014184	0.00014774	6.9192e-06	4.4256e-05	0.0058214	0.002387	8.5344e-07	6.2473e-08	1.5178e-06	1.8788e-05	7.0706e-07	
0.0018861	0.00022647	1.0938e-06	2.224e-07	0.0021637	5.099e-06	0.0050344	7.5633e-06	0.0002731	2.6695e-05	3.0468e-06	0.00013751	0.00015134	6.4986e-06	4.3622e-05	0.0056478	0.0023118	7.7355e-07	5.2913e-08	1.603e-06	1.113e-05	6.6649e-07	
0.0018813	0.00022135	1.0967e-06	2.0204e-07	0.0021767	5.0773e-06	0.0050422	7.5254e-06	0.00028309	2.6394e-05	3.0089e-06	0.00013645	0.00015225	6.3927e-06	4.3465e-05	0.0056037	0.0022933	8.0715e-07	5.0295e-08	1.6228e-06	9.2335e-06	6.4356e-07	
0.0018768	0.00021645	1.1045e-06	1.8433e-07	0.0021908	5.0601e-06	0.0050502	7.4901e-06	0.00029618	2.6111e-05	2.9748e-06	0.00013542	0.00015317	6.2932e-06	4.3318e-05	0.0055613	0.0022749	8.57e-07	4.8969e-08	1.6473e-06	7.3694e-06	6.305e-07	
0.0018722	0.00021146	1.1069e-06	1.6168e-07	0.0022045	5.0378e-06	0.0050581	7.4454e-06	0.00039417	2.5804e-05	2.9369e-06	0.00013437	0.00015408	6.1861e-06	4.3163e-05	0.0055182	0.0022565	8.9305e-07	4.5945e-08	1.6656e-06	7.2146e-06	6.097e-07	
0.0018679	0.00020665	1.113e-06	1.4076e-07	0.0022192	5.019e-06	0.0050662	7.4023e-06	0.00051558	2.551e-05	2.9019e-06	0.00013334	0.00015501	6.0839e-06	4.3015e-05	0.0054766	0.0022382	9.4313e-07	4.3861e-08	1.6874e-06	7.0594e-06	5.9667e-07	
0.0018638	0.00020201	1.123e-06	1.2119e-07	0.0022351	5.0037e-06	0.0050744	7.3605e-06	0.00066621	2.523e-05	2.8698e-06	0.00013234	0.00015595	5.9863e-06	4.2873e-05	0.0054363	0.0022202	1.0089e-06	4.2614e-08	1.713e-06	6.9036e-06	5.9093e-07	
0.0018597	0.00019754	1.1368e-06	9.7188e-08	0.0022523	4.9917e-06	0.0050506	7.3201e-06	0.00080411	2.4927e-05	2.8406e-06	0.00013137	0.0001569	5.8933e-06	4.2739e-05	0.0053955	0.0022024	1.0606e-06	4.2161e-08	1.7423e-06	6.7471e-06	5.7829e-07	
0.0018558	0.000193	1.1456e-06	1.1305e-07	0.0022689	4.975e-06	0.0050267	7.271e-06	0.00091104	2.464e-05	2.8078e-06	0.00013038	0.00015785	5.7932e-06	4.2598e-05	0.0053562	0.0021845	1.0846e-06	4.0183e-08	1.7656e-06	6.5811e-06	5.4612e-07	
0.0018522	0.00018862	1.1585e-06	1.2991e-07	0.0022869	4.962e-06	0.005003	7.2236e-06	0.0010445	2.4364e-05	2.778e-06	0.00012941	0.0001588	5.698e-06	4.2463e-05	0.005318	0.0021668	1.1244e-06	3.904e-08	1.7931e-06	6.4147e-06	5.223e-07	
0.0018485	0.00018441	1.1754e-06	1.426e-07	0.0023063	4.9523e-06	0.0049796	7.1774e-06	0.0011663	2.4067e-05	2.7509e-06	0.00012847	0.00015978	5.6071e-06	4.2336e-05	0.0052794	0.0021493	1.2472e-06	3.8615e-08	1.8245e-06	6.2475e-06	4.9182e-07	
0.001845	0.00018032	1.1952e-06	1.5547e-07	0.0023269	4.9449e-06	0.0049564	7.1313e-06	0.0013105	2.3778e-05	2.7257e-06	0.00012754	0.00016077	5.5188e-06	4.2213e-05	0.0052418	0.002132	1.3901e-06	3.8612e-08	1.8586e-06	6.0782e-06	4.6671e-07	
0.0018414	0.00017618	1.211e-06	1.6461e-07	0.0023472	4.9339e-06	0.0049331	7.0778e-06	0.0014475	2.347e-05	2.6978e-06	0.00012661	0.00016174	5.4252e-06	4.2085e-05	0.0052039	0.0021146	1.5195e-06	3.739e-08	1.8879e-06	5.9007e-06	4.3625e-07	
0.001838	0.00017217	1.2296e-06	1.7391e-07	0.0023686	4.9249e-06	0.0049101	7.024e-06	0.0016088	2.3169e-05	2.6716e-06	0.00012569	0.00016273	5.3341e-06	4.1962e-05	0.005167	0.0020974	1.6701e-06	3.6544e-08	1.9199e-06	5.721e-06	4.1054e-07	
0.0018345	0.00016812	1.2442e-06	1.7946e-07	0.0023897	4.9124e-06	0.0048869	6.963e-06	0.0017621	2.285e-05	2.6428e-06	0.00012477	0.00016371	5.2377e-06	4.1834e-05	0.0051299	0.0020801	1.8067e-06	3.4487e-08	1.9471e-06	5.5331e-06	3.7961e-07	
0.0018313	0.00016419	1.2622e-06	1.8557e-07	0.0023918	4.9025e-06	0.004864	6.9023e-06	0.0019458	2.254e-05	2.6161e-06	0.00012386	0.0001647	5.1443e-06	4.1711e-05	0.0050937	0.002063	1.7836e-06	3.2921e-08	1.9777e-06	5.3435e-06	3.5392e-07	
0.0018283	0.00016039	1.2837e-06	1.923e-07	0.0023943	4.8953e-06	0.0048413	6.8421e-06	0.0019845	2.2239e-05	2.5914e-06	0.00012297	0.0001657	5.0543e-06	4.1594e-05	0.0050586	0.002046	1.7788e-06	3.1803e-08	2.0116e-06	5.1522e-06	3.3292e-07	
0.0018255	0.00015671	1.3089e-06	1.997e-07	0.0023972	4.8906e-06	0.0048188	6.7821e-06	0.0020312	2.1946e-05	2.5687e-06	0.0001221	0.00016672	4.9672e-06	4.1482e-05	0.0050245	0.0020293	1.7895e-06	3.1087e-08	2.049e-06	4.9589e-06	3.1604e-07	
0.0018229	0.00015314	1.3378e-06	2.0784e-07	0.0024006	4.8885e-06	0.0047965	6.7223e-06	0.0020385	2.1661e-05	2.548e-06	0.00012125	0.00016776	4.8828e-06	4.1375e-05	0.0049913	0.0020127	1.816e-06	3.0752e-08	2.09e-06	4.7638e-06	3.0294e-07	
0.0017981	0.00014968	1.37e-06	2.1648e-07	0.0024044	4.8885e-06	0.0047744	6.6623e-06	0.0020481	2.1382e-05	2.5289e-06	0.00012042	0.0001688	4.8006e-06	4.1273e-05	0.004959	0.0019962	1.8571e-06	3.068e-08	2.134e-06	4.5662e-06	2.9274e-07	
0.001773	0.00014618	1.398e-06	2.2126e-07	0.0024081	4.8849e-06	0.0047523	6.5949e-06	0.0020569	2.1085e-05	2.5072e-06	0.00011958	0.00016983	4.7132e-06	4.1166e-05	0.0049265	0.0019797	1.8865e-06	2.9427e-08	2.1732e-06	4.3605e-06	2.7787e-07	
0.0017478	0.00014264	1.4218e-06	2.2215e-07	0.0024116	4.8777e-06	0.00473	6.5202e-06	0.0020649	2.077e-05	2.4827e-06	0.00011872	0.00017086	4.6204e-06	4.1054e-05	0.0048937	0.0019632	1.9042e-06	2.6979e-08	2.2074e-06	4.1466e-06	2.5822e-07	
0.0017234	0.00013923	1.4501e-06	2.242e-07	0.0024156	4.8734e-06	0.004708	6.4462e-06	0.0020757	2.0465e-05	2.4606e-06	0.00011789	0.00017189	4.5308e-06	4.0947e-05	0.0048619	0.0019468	1.9405e-06	2.4988e-08	2.2459e-06	3.9312e-06	2.4247e-07	
0.0016985	0.00013595	1.4841e-06	2.2142e-07	0.0024203	4.8729e-06	0.0046863	6.374e-06	0.002085	2.0136e-05	2.4412e-06	0.00011708	0.00017295	4.4455e-06	4.0848e-05	0.0048296	0.0019306	1.9421e-06	2.3585e-08	2.2901e-06	3.7149e-06	2.2046e-07	
0.0016748	0.00013282	1.5259e-06	2.2141e-07	0.0024257	4.8775e-06	0.0046649	6.304e-06	0.0020986	1.9826e-05	2.4254e-06	0.0001163	0.00017403	4.3658e-06	4.0758e-05	0.0047987	0.0019147	1.9778e-06	2.3082e-08	2.342e-06	3.4983e-06	2.0469e-07	
0.0016506	0.00012982	1.5749e-06	2.1393e-07	0.002432	4.8866e-06	0.0046438	6.2364e-06	0.0021929	1.949e-05	2.4128e-06	0.00011555	0.00017514	4.2908e-06	4.0676e-05	0.0047672	0.001899	1.9921e-06	2.3194e-08	2.4011e-06	3.2812e-06	1.8118e-07	
0.0016275	0.00012695	1.6317e-06	2.0869e-07	0.002439	4.9001e-06	0.0046229	6.171e-06	0.0023129	1.9169e-05	2.4033e-06	0.00011482	0.00017627	4.2203e-06	4.0603e-05	0.004737	0.0018835	2.0319e-06	2.3921e-08	2.4676e-06	3.0636e-06	1.627e-07	
0.0016038	0.00012401	1.681e-06	1.9806e-07	0.0024456	4.9079e-06	0.0046019	6.096e-06	0.0024197	1.8822e-05	2.3897e-06	0.00011407	0.00017737	4.1421e-06	4.0521e-05	0.0047061	0.0018679	2.0497e-06	2.3077e-08	2.5258e-06	2.8361e-06	1.3741e-07	
0.0015811	0.00012121	1.7385e-06	1.8985e-07	0.002453	4.9204e-06	0.0045812	6.0233e-06	0.0024517	1.8491e-05	2.3793e-06	0.00011334	0.0001785	4.0686e-06	4.0447e-05	0.0046765	0.0018526	1.9495e-06	2.2893e-08	2.5918e-06	2.6081e-06	1.1702e-07	
0.0015051	0.00011833	1.7886e-06	1.8432e-07	0.0024599	4.9272e-06	0.0045604	5.9411e-06	0.002495	1.8179e-05	2.365e-06	0.0001126	0.00017961	4.4214e-06	4.0365e-05	0.0046483	0.0018371	1.8843e-06	2.1169e-08	2.6497e-06	2.7916e-06	1.0118e-07	
0.0014322	0.00011559	1.8472e-06	1.8075e-07	0.0024677	4.9388e-06	0.0045398	5.8612e-06	0.0025512	1.7882e-05	2.3539e-06	0.00011189	0.00018075	4.7882e-06	4.0292e-05	0.0046213	0.0018218	1.8458e-06	2.0077e-08	2.7157e-06	2.9739e-06	8.8357e-08	
0.0013625	0.00011298	1.7855e-06	1.7956e-07	0.0024765	4.9557e-06	0.0045196	5.7846e-06	0.0026264	1.7602e-05	2.3464e-06	0.0001112	0.00018191	5.1715e-06	4.0228e-05	0.0045955	0.0018068	1.6727e-06	1.9695e-08	2.7915e-06	3.1558e-06	7.8512e-08	
0.0012959	0.0001105	1.7336e-06	1.807e-07	0.0024864	4.978e-06	0.0044996	5.7109e-06	0.0027267	1.7338e-05	2.3426e-06	0.00011054	0.0001831	5.5722e-06	4.0173e-05	0.0045708	0.001792	1.5421e-06	1.999e-08	2.8776e-06	3.3373e-06	7.1092e-08	
0.0012323	0.00010815	1.6907e-06	1.8421e-07	0.0024975	5.0058e-06	0.00448	5.6401e-06	0.0028606	1.709e-05	2.3422e-06	0.00010991	0.00018432	5.9913e-06	4.0128e-05	0.0045472	0.0017774	1.4464e-06	2.0989e-08	2.9747e-06	3.5186e-06	6.5725e-08	
0.0011672	0.00010573	1.6401e-06	1.806e-07	0.002508	5.0276e-06	0.0044602	5.5596e-06	0.0029762	1.6816e-05	2.3378e-06	0.00010925	0.00018551	6.3963e-06	4.0074e-05	0.0045231	0.0017627	1.4406e-06	2.0409e-08	3.062e-06	3.6898e-06	1.0413e-07	
0.0011052	0.00010343	1.5987e-06	1.7954e-07	0.002509	5.0551e-06	0.0044403	5.4821e-06	0.0031364	1.6559e-05	2.337e-06	0.00010863	0.00018669	6.7873e-06	4.0011e-05	0.0045001	0.0017479	1.332e-06	2.0584e-08	3.161e-06	3.861e-06	1.515e-07	
0.0010459	0.00010125	1.5658e-06	1.7328e-07	0.0025106	5.0882e-06	0.0044201	5.4075e-06	0.0032681	1.6318e-05	2.3399e-06	0.00010803	0.00018784	7.1647e-06	3.994e-05	0.0044781	0.001733	1.2555e-06	2.1511e-08	3.2723e-06	4.0328e-06	1.9051e-07	
0.00098912	9.9161e-05	1.5392e-06	1.6895e-07	0.0025129	5.1258e-06	0.0044003	5.3344e-06	0.0034384	1.6089e-05	2.3455e-06	0.00010745	0.00018901	7.5565e-06	3.9876e-05	0.0044571	0.0017182	1.2025e-06	2.2953e-08	3.394e-06	4.2035e-06	2.3837e-07	
0.00093448	9.716e-05	1.5189e-06	1.6609e-07	0.0025157	5.1678e-06	0.0043806	5.2626e-06	0.0034824	1.5871e-05	2.354e-06	0.00010689	0.00019021	7.9634e-06	3.982e-05	0.0044369	0.0017037	1.1683e-06	2.5011e-08	3.5269e-06	4.3732e-06	2.9629e-07	
0.00087911	9.5125e-05	1.4931e-06	1.589e-07	0.0025183	5.2052e-06	0.0043609	5.1826e-06	0.0035226	1.5632e-05	2.3592e-06	0.00010632	0.00019139	8.3604e-06	3.9757e-05	0.0044164	0.001689	1.1205e-06	2.5706e-08	3.6517e-06	4.5341e-06	3.4632e-07	
0.00082302	9.3055e-05	1.462e-06	1.4605e-07	0.0025207	5.238e-06	0.0043411	5.0946e-06	0.0035593	1.5373e-05	2.3613e-06	0.00010574	0.00019256	8.7476e-06	3.9689e-05	0.0043956	0.0016743	1.1454e-06	2.5057e-08	3.7686e-06	4.6862e-06	7.894e-07	
0.00076867	9.1056e-05	1.4244e-06	1.3389e-07	0.0025236	5.2665e-06	0.0042382	5.0065e-06	0.0036043	1.512e-05	2.3604e-06	0.00010515	0.00019375	9.1466e-06	3.9625e-05	0.0043754	0.0016598	1.1837e-06	2.4757e-08	3.8785e-06	4.8362e-06	1.3042e-06	
0.00071591	8.912e-05	1.3909e-06	1.2202e-07	0.0025269	5.2978e-06	0.0041361	4.9182e-06	0.0036585	1.4872e-05	2.3612e-06	0.00010457	0.00019495	9.5566e-06	3.9567e-05	0.0043559	0.0016454	1.2352e-06	2.4716e-08	3.9959e-06	4.9838e-06	1.8965e-06	
0.00071058	8.7158e-05	1.3529e-06	1.0626e-07	0.00253	5.3252e-06	0.0040338	4.8222e-06	0.0037092	1.4605e-05	2.3593e-06	0.00010398	0.00019614	9.9583e-06	3.9503e-05	0.004336	0.0016309	1.2747e-06	2.3452e-08	4.1067e-06	5.1231e-06	2.4572e-06	
