Manis_tricuspis	Manis_pentadactyla	Manis_javanica	
6.4402e-05	0.00025069	0.0011632	
6.4286e-05	0.00025228	0.0011722	
6.4192e-05	0.0002539	0.0011819	
6.4086e-05	0.00025551	0.0011894	
6.3999e-05	0.00025714	0.0011974	
6.3902e-05	0.00025877	0.0012032	
6.3822e-05	0.00026042	0.0012095	
6.3762e-05	0.0002621	0.0012162	
6.3723e-05	0.00026382	0.0012236	
6.3705e-05	0.00026557	0.0012318	
6.3708e-05	0.00026736	0.0012407	
6.373e-05	0.00026917	0.0012501	
6.3771e-05	0.00027102	0.0012601	
6.3801e-05	0.00027286	0.0012678	
6.3853e-05	0.00027473	0.0012764	
6.3893e-05	0.00027659	0.0012827	
6.3955e-05	0.00027849	0.0012899	
6.4006e-05	0.00028037	0.0012948	
6.4045e-05	0.00028224	0.0012974	
6.4104e-05	0.00028414	0.0013007	
6.4186e-05	0.00028608	0.0013049	
6.4288e-05	0.00028805	0.0013098	
6.441e-05	0.00029006	0.0013154	
6.4518e-05	0.00029206	0.0013185	
6.4651e-05	0.00029409	0.0013226	
6.4808e-05	0.00029617	0.0013277	
6.4949e-05	0.00029823	0.0013303	
6.5077e-05	0.00030027	0.0013305	
6.5231e-05	0.00030235	0.0013318	
6.5411e-05	0.00030448	0.0013342	
6.5615e-05	0.00030665	0.0013376	
6.5843e-05	0.00030887	0.001342	
6.6053e-05	0.00031106	0.0013436	
6.6292e-05	0.0003133	0.0013466	
6.6588e-05	0.00031302	0.0013559	
6.6868e-05	0.00031272	0.0013625	
6.7179e-05	0.00031245	0.0013707	
6.7442e-05	0.00031216	0.0013759	
6.7688e-05	0.00031186	0.0013784	
6.7961e-05	0.00031158	0.0013821	
6.8261e-05	0.00031133	0.0013869	
6.8592e-05	0.00031111	0.0013931	
6.8954e-05	0.00031092	0.0014008	
6.9349e-05	0.00031076	0.00141	
6.9776e-05	0.00031063	0.0014207	
7.0183e-05	0.00031048	0.0014285	
7.062e-05	0.00031036	0.0014375	
7.109e-05	0.00031026	0.001448	
7.1595e-05	0.0003102	0.0014601	
7.2136e-05	0.00031016	0.0014738	
7.2659e-05	0.00031011	0.0014847	
7.3163e-05	0.00031004	0.0014929	
7.3698e-05	0.00031	0.0015024	
7.4215e-05	0.00030995	0.0015092	
7.4769e-05	0.00030992	0.0015176	
7.4627e-05	0.00030993	0.001528	
7.4466e-05	0.00030992	0.0015354	
7.4335e-05	0.00030995	0.0015444	
7.4234e-05	0.00031	0.0015552	
7.4116e-05	0.00031003	0.0015632	
7.3982e-05	0.00031005	0.0015685	
7.3874e-05	0.0003101	0.001575	
7.3792e-05	0.00031017	0.0015829	
7.3693e-05	0.00031023	0.0015881	
7.362e-05	0.00031031	0.0015946	
7.3577e-05	0.00031043	0.0016028	
7.3568e-05	0.00030778	0.0016139	
7.3585e-05	0.00030519	0.0016263	
7.3584e-05	0.00030257	0.0016357	
7.3564e-05	0.00029992	0.0016422	
7.3573e-05	0.00029733	0.0016504	
7.361e-05	0.00029479	0.0016602	
7.3675e-05	0.00029231	0.0016718	
7.3768e-05	0.00028989	0.001685	
7.3844e-05	0.00028743	0.0016953	
7.3948e-05	0.00028503	0.0017074	
7.4035e-05	0.00028261	0.0017164	
7.4145e-05	0.00028023	0.0017268	
7.4241e-05	0.00027783	0.0017346	
7.4322e-05	0.0002754	0.0017395	
7.4387e-05	0.00027296	0.0017418	
7.4438e-05	0.00027049	0.0017414	
7.4517e-05	0.00026808	0.0017427	
7.4623e-05	0.00026572	0.0017457	
7.3988e-05	0.00026342	0.0017507	
7.3385e-05	0.00026116	0.001757	
7.2764e-05	0.00025889	0.0017607	
7.2179e-05	0.00025666	0.001766	
7.1628e-05	0.00025448	0.001773	
7.1058e-05	0.00025228	0.0017771	
7.0522e-05	0.00025012	0.0017828	
7.0018e-05	0.00024802	0.0017902	
6.9546e-05	0.00024595	0.0017992	
6.9105e-05	0.00024393	0.0018099	
6.8689e-05	0.00024195	0.0018218	
6.83e-05	0.00024001	0.0018351	
6.7896e-05	0.00023805	0.0018457	
6.7517e-05	0.00023613	0.0018577	
6.7121e-05	0.00023418	0.0018668	
6.6754e-05	0.00023228	0.0018776	
6.6369e-05	0.00023036	0.0018855	
6.5968e-05	0.00022841	0.0018905	
6.5552e-05	0.00022645	0.0018929	
6.512e-05	0.00022447	0.0018926	
6.4718e-05	0.00022253	0.001894	
6.4345e-05	0.00022063	0.0018971	
6.3954e-05	0.00021871	0.0018973	
6.3589e-05	0.00021683	0.0018989	
6.3249e-05	0.00021498	0.0019019	
6.2933e-05	0.00021318	0.0019063	
6.3035e-05	0.00021135	0.0019078	
6.3122e-05	0.00020949	0.0019065	
6.3234e-05	0.00020768	0.0019068	
6.3368e-05	0.00020591	0.0019086	
6.3523e-05	0.00020417	0.0019117	
6.37e-05	0.00020246	0.0019162	
6.3902e-05	0.0002008	0.0019225	
6.4091e-05	0.00019911	0.0019261	
6.4305e-05	0.00019747	0.0019314	
6.4542e-05	0.00019585	0.0019381	
6.4804e-05	0.00019427	0.0019466	
6.509e-05	0.00019273	0.0019564	
6.469e-05	0.00019122	0.0019678	
6.4276e-05	0.00018969	0.0019765	
6.3847e-05	0.00018814	0.0019825	
6.3446e-05	0.00018663	0.0019902	
6.3072e-05	0.00018515	0.0019997	
6.2725e-05	0.00018371	0.0020108	
6.2404e-05	0.0001823	0.0020237	
6.2108e-05	0.00018092	0.0020383	
6.1834e-05	0.00017956	0.0020542	
6.1545e-05	0.00017819	0.0020673	
6.128e-05	0.00017685	0.0020822	
6.1039e-05	0.00017554	0.0020987	
6.0784e-05	0.00017422	0.0021125	
6.0549e-05	0.00017292	0.0021276	
6.0334e-05	0.00017164	0.0021441	
6.0139e-05	0.00017039	0.002162	
5.9967e-05	0.00016917	0.0021816	
5.9783e-05	0.00016794	0.0021987	
5.9587e-05	0.00016669	0.0022131	
5.9414e-05	0.00016547	0.0022294	
5.8329e-05	0.00016428	0.0022477	
5.7227e-05	0.00016308	0.0022634	
5.6167e-05	0.0001619	0.0022809	
5.5087e-05	0.00016071	0.0022956	
5.4044e-05	0.00015954	0.0023117	
5.3035e-05	0.0001584	0.0023291	
5.2011e-05	0.00015724	0.0023441	
5.1021e-05	0.00015611	0.0023603	
5.0063e-05	0.00015499	0.0023779	
4.9088e-05	0.00015387	0.0023928	
4.8145e-05	0.00015276	0.002409	
4.7187e-05	0.00015164	0.0024228	
4.6265e-05	0.00015055	0.0024382	
4.5329e-05	0.00014944	0.0024512	
4.4426e-05	0.00014836	0.0024658	
4.3553e-05	0.00014729	0.0024816	
4.2708e-05	0.00014625	0.0024987	
4.1849e-05	0.00014519	0.0025135	
4.1018e-05	0.00014416	0.0025294	
4.0214e-05	0.00014314	0.0025467	
3.9397e-05	0.00014211	0.0025615	
3.8567e-05	0.00014107	0.002574	
3.7768e-05	0.00014005	0.0025881	
3.6996e-05	0.00013905	0.0026037	
3.6212e-05	0.00013804	0.0026169	
3.5455e-05	0.00013706	0.0026316	
3.4725e-05	0.00013609	0.0026479	
3.3982e-05	0.00013511	0.0026618	
3.3225e-05	0.00013412	0.002673	
3.2496e-05	0.00013314	0.0026859	
3.1792e-05	0.00013219	0.0027004	
3.1113e-05	0.00013126	0.0027165	
3.0458e-05	0.00013034	0.0027343	
2.9827e-05	0.00012945	0.0027537	
2.9216e-05	0.00012857	0.0027744	
2.8624e-05	0.0001277	0.0027965	
2.802e-05	0.00012683	0.002816	
2.7435e-05	0.00012597	0.0028368	
2.6869e-05	0.00012512	0.0028591	
2.632e-05	0.00012429	0.0028827	
2.5762e-05	0.00012345	0.002904	
2.5221e-05	0.00012263	0.0029266	
2.4699e-05	0.00012182	0.002951	
2.4168e-05	0.00012101	0.0029731	
2.3654e-05	0.0001202	0.0029966	
2.3156e-05	0.00011942	0.0030215	
2.2647e-05	0.00011862	0.0030439	
2.2154e-05	0.00011784	0.0030677	
2.165e-05	0.00011705	0.003089	
2.1165e-05	0.00011627	0.0031121	
2.0697e-05	0.00011551	0.0031372	
2.0246e-05	0.00011477	0.0031642	
1.9785e-05	0.00011401	0.0031886	
1.9314e-05	0.00011325	0.0032103	
1.8859e-05	0.0001125	0.003234	
1.8394e-05	0.00011175	0.003255	
1.7943e-05	0.000111	0.0032776	
1.7509e-05	0.00011028	0.0033024	
1.7091e-05	0.00010957	0.0033292	
1.6686e-05	0.00010887	0.0033578	
1.655e-05	0.00010816	0.0033832	
1.6407e-05	0.00010743	0.0034061	
1.6274e-05	0.00010673	0.0034311	
1.6148e-05	0.00010603	0.0034579	
1.6015e-05	0.00010533	0.0034821	
1.5889e-05	0.00010464	0.0035081	
1.5756e-05	0.00010394	0.0035313	
1.5615e-05	0.00010323	0.0035519	
1.5466e-05	0.00010252	0.0035698	
1.5326e-05	0.00010181	0.0035898	
1.5195e-05	0.00010113	0.0036119	
1.5056e-05	0.00010043	0.0036313	
1.4925e-05	9.9745e-05	0.0036528	
1.4802e-05	9.9075e-05	0.0036761	
1.4686e-05	9.8416e-05	0.0037011	
1.4577e-05	9.7769e-05	0.0037279	
1.446e-05	9.7113e-05	0.003752	
1.435e-05	9.6469e-05	0.0037778	
1.4233e-05	9.5816e-05	0.003801	
1.4123e-05	9.5177e-05	0.0038264	
1.402e-05	9.4548e-05	0.0038535	
1.391e-05	9.3912e-05	0.003878	
1.3807e-05	9.3288e-05	0.0039047	
1.3698e-05	9.2656e-05	0.0039288	
1.3595e-05	9.2036e-05	0.003955	
1.3501e-05	9.143e-05	0.0039835	
1.3399e-05	9.0815e-05	0.0040094	
1.3303e-05	9.021e-05	0.004037	
1.3201e-05	8.9598e-05	0.0040622	
1.3091e-05	8.8978e-05	0.0040847	
1.2975e-05	8.8349e-05	0.0041045	
1.2851e-05	8.7711e-05	0.0041217	
1.2735e-05	8.7086e-05	0.0041411	
1.2624e-05	8.6472e-05	0.0041623	
1.2507e-05	8.5849e-05	0.0041809	
1.2396e-05	8.5237e-05	0.0042013	
1.2278e-05	8.4617e-05	0.0042193	
1.2167e-05	8.4009e-05	0.0042395	
1.2062e-05	8.3412e-05	0.0042617	
1.195e-05	8.2807e-05	0.0042811	
1.1832e-05	8.2193e-05	0.0042981	
1.1719e-05	8.1591e-05	0.0043169	
1.1599e-05	8.098e-05	0.0043331	
1.1486e-05	8.038e-05	0.0043515	
1.1367e-05	7.9774e-05	0.0043675	
1.1255e-05	7.9179e-05	0.0043859	
1.1149e-05	7.8596e-05	0.0044066	
1.1037e-05	7.8005e-05	0.0044248	
1.0932e-05	7.7427e-05	0.0044455	
1.0833e-05	7.6859e-05	0.0044685	
1.0728e-05	7.6285e-05	0.0044891	
1.0628e-05	7.572e-05	0.0045116	
1.0533e-05	7.5165e-05	0.0045362	
1.0444e-05	7.4619e-05	0.0045629	
1.0348e-05	7.4066e-05	0.004587	
1.0257e-05	7.3523e-05	0.0046132	
1.0172e-05	7.2989e-05	0.0046416	
1.0079e-05	7.2447e-05	0.0046671	
9.9797e-06	7.1896e-05	0.0046898	
9.8733e-06	7.1337e-05	0.0047096	
9.7721e-06	7.0787e-05	0.0047316	
9.6639e-06	7.0229e-05	0.0047508	
9.5619e-06	6.9682e-05	0.0047726	
9.465e-06	6.9145e-05	0.0047966	
9.3742e-06	6.8619e-05	0.0048234	
9.2883e-06	6.8102e-05	0.0048524	
9.2083e-06	6.7597e-05	0.0048843	
9.1342e-06	6.7102e-05	0.0049191	
9.0659e-06	6.6617e-05	0.0049567	
9.0034e-06	6.6144e-05	0.0049974	
9.1004e-06	6.5655e-05	0.0050342	
9.191e-06	6.5159e-05	0.0050682	
9.2865e-06	6.4672e-05	0.0051046	
9.3755e-06	6.4177e-05	0.0051383	
9.4696e-06	6.3691e-05	0.0051745	
9.5566e-06	6.3196e-05	0.0052077	
9.6372e-06	6.2694e-05	0.0052381	
9.7115e-06	6.2185e-05	0.0052658	
9.7917e-06	6.1686e-05	0.0052964	
9.878e-06	6.1196e-05	0.00533	
9.9579e-06	6.07e-05	0.0053609	
1.0043e-05	6.0211e-05	0.0053943	
1.0134e-05	5.9733e-05	0.0054306	
1.0219e-05	5.9247e-05	0.0054643	
1.0297e-05	5.8754e-05	0.0054952	
1.038e-05	5.8269e-05	0.0055286	
1.047e-05	5.7794e-05	0.005565	
1.0565e-05	5.7327e-05	0.005604	
1.0653e-05	5.6851e-05	0.00564	
1.0747e-05	5.6385e-05	0.0056791	
1.0848e-05	5.5929e-05	0.0057213	
1.0955e-05	5.5481e-05	0.0057667	
1.1069e-05	5.5042e-05	0.0058153	
1.119e-05	5.4612e-05	0.0058672	
1.1304e-05	5.4175e-05	0.005916	
1.1411e-05	5.3729e-05	0.0059618	
1.1525e-05	5.3293e-05	0.0060109	
1.1631e-05	5.2848e-05	0.006057	
1.1745e-05	5.2412e-05	0.0061064	
1.1865e-05	5.1985e-05	0.0061591	
1.1992e-05	5.1565e-05	0.0062148	
1.2126e-05	5.1154e-05	0.006274	
1.2267e-05	5.0749e-05	0.0063362	
1.2413e-05	5.0351e-05	0.0064014	
1.2567e-05	4.9961e-05	0.0064698	
1.2727e-05	4.9577e-05	0.0065414	
1.288e-05	4.9185e-05	0.0066098	
1.3025e-05	4.8786e-05	0.0066752	
1.3179e-05	4.8395e-05	0.0067445	
1.334e-05	4.8011e-05	0.006817	
1.3509e-05	4.7634e-05	0.006893	
1.3684e-05	4.7264e-05	0.0069725	
1.3867e-05	4.6899e-05	0.0070555	
1.4058e-05	4.6542e-05	0.0071422	
1.4241e-05	4.6176e-05	0.0072254	
1.4416e-05	4.5803e-05	0.0073052	
1.46e-05	4.5438e-05	0.0073894	
1.4794e-05	4.5081e-05	0.007478	
1.4998e-05	4.4731e-05	0.0075713	
1.5194e-05	4.4374e-05	0.0076613	
1.5399e-05	4.4024e-05	0.0077553	
1.5613e-05	4.368e-05	0.0078535	
1.5837e-05	4.3344e-05	0.0079567	
1.6072e-05	4.3014e-05	0.0080644	
1.6297e-05	4.2676e-05	0.0081682	
1.6513e-05	4.233e-05	0.008268	
1.674e-05	4.1992e-05	0.0083732	
1.698e-05	4.1662e-05	0.0084839	
1.7211e-05	4.1324e-05	0.0085909	
1.7433e-05	4.0979e-05	0.0086942	
1.7647e-05	4.0626e-05	0.0087938	
1.7873e-05	4.0281e-05	0.0088991	
1.8091e-05	3.9928e-05	0.0090006	
1.8319e-05	3.9583e-05	0.0091071	
1.8561e-05	3.9246e-05	0.0092198	
1.8417e-05	3.8917e-05	0.0093385	
1.8264e-05	3.858e-05	0.0094525	
1.81e-05	3.8234e-05	0.009562	
1.7949e-05	3.7902e-05	0.0094048	
1.7809e-05	3.7578e-05	0.0092547	
1.766e-05	3.7246e-05	0.0090999	
1.7502e-05	3.6905e-05	0.0089408	
1.7354e-05	3.6571e-05	0.0087878	
1.7197e-05	3.623e-05	0.0086306	
1.705e-05	3.5895e-05	0.0084793	
1.6894e-05	3.5551e-05	0.0083234	
1.6728e-05	3.52e-05	0.008163	
1.6553e-05	3.484e-05	0.0079979	
1.6387e-05	3.4486e-05	0.0078387	
1.6213e-05	3.4125e-05	0.0076755	
1.6049e-05	3.377e-05	0.007518	
1.5876e-05	3.3407e-05	0.0073565	
1.5712e-05	3.3051e-05	0.0072006	
1.5558e-05	3.2701e-05	0.007051	
1.5396e-05	3.2344e-05	0.0068971	
1.5225e-05	3.1978e-05	0.0067388	
1.5064e-05	3.162e-05	0.0065867	
1.4894e-05	3.1254e-05	0.0064304	
1.4715e-05	3.088e-05	0.0062697	
1.4547e-05	3.0512e-05	0.0061152	
1.4387e-05	3.0151e-05	0.0059658	
1.4235e-05	2.9794e-05	0.0058213	
1.4075e-05	2.9431e-05	0.0056732	
1.3924e-05	2.9073e-05	0.0055299	
1.3782e-05	2.8722e-05	0.0053921	
1.3647e-05	2.8376e-05	0.0052589	
1.3505e-05	2.8022e-05	0.0051217	
1.3371e-05	2.7675e-05	0.0049898	
1.3247e-05	2.7334e-05	0.0048629	
1.3115e-05	2.6985e-05	0.0047325	
1.299e-05	2.6642e-05	0.0046065	
1.2875e-05	2.6306e-05	0.0044853	
1.2768e-05	2.5975e-05	0.0043688	
1.2668e-05	2.565e-05	0.0042563	
1.2577e-05	2.533e-05	0.0041483	
1.2494e-05	2.5016e-05	0.004044	
1.2418e-05	2.4708e-05	0.0039439	
1.235e-05	2.4404e-05	0.0038474	
1.2274e-05	2.4093e-05	0.0037471	
1.2204e-05	2.3786e-05	0.0036504	
1.2142e-05	2.3484e-05	0.0035571	
1.2087e-05	2.3188e-05	0.0034672	
1.2039e-05	2.2896e-05	0.0033806	
1.2e-05	2.261e-05	0.0032979	
1.1952e-05	2.2316e-05	0.0032114	
1.1912e-05	2.2028e-05	0.0031287	
1.1881e-05	2.1745e-05	0.0030493	
1.1858e-05	2.1469e-05	0.0029736	
1.1845e-05	2.1198e-05	0.0029016	
1.1841e-05	2.0934e-05	0.0028332	
1.1827e-05	2.0661e-05	0.0027609	
1.1805e-05	2.038e-05	0.0026851	
1.1796e-05	2.0104e-05	0.0026126	
1.1796e-05	1.9834e-05	0.0025432	
1.1787e-05	1.9556e-05	0.0024703	
1.175e-05	2.0067e-05	0.0023786	
1.1722e-05	2.0588e-05	0.0022912	
1.1703e-05	2.1117e-05	0.0022072	
1.1673e-05	2.1637e-05	0.0021192	
1.1634e-05	2.2145e-05	0.002027	
1.1604e-05	2.2664e-05	0.0019388	
1.1585e-05	2.3194e-05	0.0018544	
1.1555e-05	2.3713e-05	0.001766	
1.1535e-05	2.4242e-05	0.0016814	
1.1505e-05	2.4761e-05	0.0015929	
1.1484e-05	2.5291e-05	0.0015079	
1.1474e-05	2.5831e-05	0.0014264	
1.1473e-05	2.6383e-05	0.0013482	
1.1463e-05	2.6924e-05	0.0012662	
1.1442e-05	2.7454e-05	0.0011804	
1.1429e-05	2.7994e-05	0.0010975	
1.1406e-05	2.8523e-05	0.0010107	
1.1392e-05	2.9061e-05	0.0009267	
1.1386e-05	2.961e-05	0.0008453	
1.137e-05	3.0147e-05	0.00076018	
1.1363e-05	3.0696e-05	0.00067816	
1.1367e-05	3.1258e-05	0.00059907	
1.1382e-05	3.1833e-05	0.00052276	
1.1405e-05	3.2419e-05	0.00044862	
1.1439e-05	3.3018e-05	0.00037699	
1.1484e-05	3.3632e-05	0.00030773	
1.1512e-05	3.4204e-05	0.00031509	
1.1529e-05	3.4764e-05	0.00032015	
1.1535e-05	3.5312e-05	0.00032292	
1.1552e-05	3.5873e-05	0.00032579	
1.1579e-05	3.6447e-05	0.00032858	
1.163e-05	3.6294e-05	0.00033445	
1.169e-05	3.615e-05	0.00034029	
1.1762e-05	3.6014e-05	0.00034629	
1.1824e-05	3.5869e-05	0.0003501	
1.1897e-05	3.5733e-05	0.00035406	
1.1716e-05	3.5608e-05	0.00035837	
1.1548e-05	3.5493e-05	0.00036286	
1.1392e-05	3.5386e-05	0.00036752	
1.1249e-05	3.5288e-05	0.00037237	
1.1116e-05	3.5196e-05	0.00037721	
1.0972e-05	3.5095e-05	0.00037972	
1.0818e-05	3.4985e-05	0.00038005	
1.0653e-05	3.4866e-05	0.0003782	
1.0499e-05	3.4754e-05	0.00037632	
1.033e-05	3.4616e-05	0.00047475	
1.015e-05	3.4469e-05	0.00056935	
9.9596e-06	3.4312e-05	0.00066023	
9.7578e-06	3.4146e-05	0.0007475	
9.5657e-06	3.3987e-05	0.00083728	
9.3828e-06	3.3833e-05	0.00092966	
9.2087e-06	3.3686e-05	0.0010248	
9.0445e-06	3.3546e-05	0.0011232	
8.8896e-06	3.3412e-05	0.0012252	
8.7424e-06	3.3285e-05	0.0013302	
8.587e-06	3.3149e-05	0.0014318	
8.4388e-06	3.3019e-05	0.0015366	
8.2817e-06	3.288e-05	0.0016376	
8.1155e-06	3.2734e-05	0.001735	
7.9579e-06	3.2593e-05	0.0018359	
7.7923e-06	3.2445e-05	0.0019336	
7.6336e-06	3.2302e-05	0.0020342	
7.4814e-06	3.2164e-05	0.002138	
7.3369e-06	3.2033e-05	0.0022457	
7.1984e-06	3.1906e-05	0.0023567	
7.0524e-06	3.1772e-05	0.0024644	
6.9124e-06	3.1642e-05	0.0025755	
6.765e-06	3.1506e-05	0.0026832	
6.6233e-06	3.1374e-05	0.0027943	
6.4736e-06	3.1234e-05	0.0029017	
6.3308e-06	3.11e-05	0.0030133	
6.1944e-06	3.0971e-05	0.0031293	
6.0634e-06	3.0848e-05	0.0032492	
5.9245e-06	3.0716e-05	0.0033651	
5.7907e-06	3.0589e-05	0.003485	
5.6619e-06	3.0467e-05	0.0036089	
5.5254e-06	3.0336e-05	0.0037288	
5.3811e-06	3.0198e-05	0.0038447	
5.243e-06	3.0066e-05	0.0039654	
5.0971e-06	2.9926e-05	0.004082	
4.944e-06	2.9778e-05	0.0041949	
4.796e-06	2.9635e-05	0.004312	
4.6401e-06	2.9484e-05	0.004425	
4.4904e-06	2.9339e-05	0.004543	
4.3466e-06	2.9199e-05	0.0046664	
4.2086e-06	2.9066e-05	0.0047954	
4.075e-06	2.8937e-05	0.0049294	
3.9344e-06	2.8801e-05	0.0050592	
3.7994e-06	2.8671e-05	0.0051952	
3.6572e-06	2.8533e-05	0.0053268	
3.5206e-06	2.8401e-05	0.0054648	
3.3683e-06	2.826e-05	0.0055977	
3.3256e-06	2.8107e-05	0.0057243	
3.286e-06	2.796e-05	0.0058571	
3.2496e-06	2.7819e-05	0.0059963	
3.2161e-06	2.7683e-05	0.006142	
3.1846e-06	2.7552e-05	0.0062936	
3.1559e-06	2.7426e-05	0.006452	
3.129e-06	2.7305e-05	0.0066165	
3.1039e-06	2.7187e-05	0.0067873	
3.0812e-06	2.7075e-05	0.0069654	
3.0608e-06	2.6968e-05	0.0071512	
3.0426e-06	2.6865e-05	0.0073448	
3.0267e-06	2.6768e-05	0.0075466	
3.0128e-06	2.6675e-05	0.0077567	
3.001e-06	2.6586e-05	0.0079755	
2.9833e-06	2.649e-05	0.0081888	
2.9675e-06	2.6399e-05	0.0084108	
2.953e-06	2.6312e-05	0.0086407	
2.9326e-06	2.6217e-05	0.008865	
2.9141e-06	2.6126e-05	0.0090984	
2.8969e-06	2.6039e-05	0.00934	
2.8808e-06	2.5955e-05	0.0095901	
2.8589e-06	2.5864e-05	0.0098344	
2.8315e-06	2.5767e-05	0.010074	
2.8059e-06	2.5673e-05	0.010323	
2.7815e-06	2.5583e-05	0.01058	
2.7587e-06	2.5498e-05	0.010849	
2.7377e-06	2.5416e-05	0.011127	
2.7183e-06	2.5338e-05	0.011417	
2.6932e-06	2.5253e-05	0.011701	
2.6697e-06	2.5173e-05	0.011996	
2.6404e-06	2.5085e-05	0.012285	
2.6052e-06	2.499e-05	0.012567	
2.5643e-06	2.4889e-05	0.012843	
2.5175e-06	2.478e-05	0.013113	
2.4718e-06	2.4674e-05	0.013393	
2.4203e-06	2.4562e-05	0.013666	
2.3705e-06	2.4453e-05	0.013951	
2.3148e-06	2.4338e-05	0.014229	
2.2532e-06	2.4215e-05	0.014501	
2.1856e-06	2.4085e-05	0.014766	
2.1193e-06	2.3958e-05	0.015042	
2.0547e-06	2.3836e-05	0.015329	
1.9919e-06	2.3718e-05	0.015629	
1.9301e-06	2.3604e-05	0.015941	
1.8699e-06	2.3493e-05	0.016266	
1.8041e-06	2.3376e-05	0.016584	
1.7393e-06	2.3263e-05	0.016915	
1.6685e-06	2.3142e-05	0.017238	
1.5988e-06	2.3025e-05	0.017574	
1.5306e-06	2.2912e-05	0.017925	
1.464e-06	2.2804e-05	0.018292	
1.3989e-06	2.2701e-05	0.018676	
1.3958e-06	2.2587e-05	0.019049	
1.3934e-06	2.2478e-05	0.019439	
1.3912e-06	2.2373e-05	0.019846	
1.3835e-06	2.226e-05	0.020244	
1.376e-06	2.2152e-05	0.020658	
1.3686e-06	2.2047e-05	0.021089	
1.3554e-06	2.1934e-05	0.02151	
1.343e-06	2.1827e-05	0.02195	
1.3247e-06	2.1711e-05	0.02238	
1.3066e-06	2.1599e-05	0.022827	
1.2827e-06	2.1479e-05	0.023263	
1.2595e-06	2.1364e-05	0.02372	
1.2365e-06	2.1253e-05	0.024197	
1.269e-06	2.113e-05	0.024657	
1.3022e-06	2.1012e-05	0.02514	
1.3299e-06	2.0886e-05	0.025612	
1.3521e-06	2.0753e-05	0.026073	
1.3746e-06	2.0624e-05	0.026554	
1.3916e-06	2.0488e-05	0.027025	
1.4094e-06	2.0356e-05	0.027519	
1.4276e-06	2.0229e-05	0.028033	
1.4467e-06	2.0106e-05	0.028573	
1.4599e-06	1.9975e-05	0.0291	
1.474e-06	1.9849e-05	0.029652	
1.4886e-06	1.9726e-05	0.030227	
1.4972e-06	1.9596e-05	0.030788	
1.5068e-06	1.947e-05	0.031377	
1.517e-06	1.9348e-05	0.031991	
1.5211e-06	1.9218e-05	0.032589	
1.5258e-06	1.9092e-05	0.033214	
1.5311e-06	1.8969e-05	0.033866	
1.5376e-06	1.8852e-05	0.03455	
1.5448e-06	1.8738e-05	0.035265	
1.5528e-06	1.8628e-05	0.036012	
1.5616e-06	1.8522e-05	0.036791	
1.5644e-06	1.8408e-05	0.037554	
1.5688e-06	1.8299e-05	0.038355	
1.5672e-06	1.8183e-05	0.039138	
1.5665e-06	1.807e-05	0.039958	
1.5598e-06	1.795e-05	0.040757	
1.5549e-06	1.7835e-05	0.0416	
1.5511e-06	1.7724e-05	0.042484	
1.5866e-06	1.7342e-05	0.044685	
1.6244e-06	1.6968e-05	0.047002	
1.6553e-06	1.6584e-05	0.049257	
1.6884e-06	1.6209e-05	0.051631	
1.7146e-06	1.5823e-05	0.053942	
1.7339e-06	1.5427e-05	0.05619	
1.7555e-06	1.5039e-05	0.058557	
1.7702e-06	1.4642e-05	0.060861	
1.7779e-06	1.4234e-05	0.063103	
1.7879e-06	1.3834e-05	0.065464	
1.8003e-06	1.3443e-05	0.067949	
1.8062e-06	1.3042e-05	0.070378	
1.7972e-06	1.3237e-05	0.072442	
1.7813e-06	1.3423e-05	0.07445	
1.7583e-06	1.3601e-05	0.076403	
1.7377e-06	1.3783e-05	0.078461	
1.7194e-06	1.3971e-05	0.080627	
1.7034e-06	1.4164e-05	0.082907	
1.6896e-06	1.4362e-05	0.085308	
1.6773e-06	1.4565e-05	0.087822	
1.6671e-06	1.4774e-05	0.090468	
1.6593e-06	1.4994e-05	0.091215	
1.6446e-06	1.5205e-05	0.091937	
1.6236e-06	1.5407e-05	0.092639	
1.6047e-06	1.5616e-05	0.093384	
1.5872e-06	1.5829e-05	0.094171	
1.571e-06	1.6047e-05	0.095	
1.5562e-06	1.627e-05	0.095873	
1.5345e-06	1.6484e-05	0.096719	
1.5148e-06	1.6704e-05	0.097615	
1.556e-06	1.691e-05	0.098473	
1.5909e-06	1.7108e-05	0.099308	
1.6273e-06	1.7311e-05	0.10019	
1.6569e-06	1.7505e-05	0.10104	
1.6886e-06	1.7705e-05	0.10194	
1.7226e-06	1.7911e-05	0.1029	
1.7589e-06	1.8123e-05	0.10391	
1.7883e-06	1.8326e-05	0.10489	
1.82e-06	1.8536e-05	0.10593	
1.8448e-06	1.8736e-05	0.10694	
1.8721e-06	1.8942e-05	0.108	
1.9017e-06	1.9155e-05	0.10913	
2.0102e-06	1.9355e-05	0.11021	
2.1115e-06	1.9545e-05	0.11126	
2.2162e-06	1.9741e-05	0.11237	
2.3247e-06	1.9942e-05	0.11353	
2.4259e-06	2.0135e-05	0.11466	
2.5308e-06	2.0333e-05	0.11585	
2.6284e-06	2.0523e-05	0.11701	
2.7308e-06	2.0719e-05	0.11824	
2.8383e-06	2.0922e-05	0.11953	
2.9511e-06	2.1131e-05	0.1209	
3.0556e-06	2.1331e-05	0.12222	
3.1518e-06	2.1522e-05	0.12351	
3.2533e-06	2.172e-05	0.12487	
