Sylvilagus_bachmani	Oryctolagus_cuniculus	Ochotona_princeps	Ochotona_curzoniae	Lepus_timidus	Lepus_americanus	
0.0012878	0.012496	0.0057101	0.005689	0.0010022	0.0002458	
0.0012905	0.012495	0.0058337	0.0056829	0.0010103	0.00024548	
0.0012934	0.012495	0.0059627	0.0056773	0.0010185	0.00024518	
0.0012961	0.012494	0.0060864	0.0056715	0.0010266	0.00024487	
0.0012991	0.012494	0.0062164	0.0056662	0.0010349	0.00024457	
0.001302	0.012494	0.0063409	0.0056606	0.0010431	0.00024425	
0.0013048	0.012493	0.0064598	0.0056548	0.0010513	0.00024392	
0.0013078	0.012493	0.0065853	0.0056495	0.0010596	0.0002436	
0.0013109	0.012494	0.0067048	0.005644	0.0010679	0.00024329	
0.0013139	0.012495	0.0068187	0.0056381	0.0010763	0.00024297	
0.0013172	0.012496	0.0069392	0.0056329	0.0010847	0.00024266	
0.0013203	0.012498	0.0070544	0.0056274	0.0010931	0.00024233	
0.0013237	0.012499	0.0071757	0.0056224	0.0011016	0.00024202	
0.0013269	0.012501	0.0072911	0.0056172	0.0011101	0.00024169	
0.00133	0.012502	0.0074131	0.0056125	0.0011185	0.00024135	
0.001333	0.012502	0.007529	0.0056075	0.0011268	0.000241	
0.0013363	0.012504	0.0076523	0.0056031	0.0011352	0.00024065	
0.0013397	0.012506	0.0077686	0.0055983	0.0011438	0.00024033	
0.0013434	0.01251	0.0078924	0.0055942	0.0011525	0.00024001	
0.0013469	0.012513	0.0080243	0.0055906	0.0011612	0.00023968	
0.0013513	0.012476	0.0081489	0.0055868	0.00117	0.00023936	
0.0013555	0.012438	0.008267	0.0055826	0.0011787	0.00023903	
0.00136	0.012402	0.008393	0.005579	0.0011876	0.00023872	
0.0013644	0.012365	0.0085264	0.0055759	0.0011964	0.00023838	
0.0013686	0.012327	0.0086538	0.0055726	0.0012051	0.00023804	
0.0013728	0.012289	0.0087751	0.005569	0.0012138	0.00023767	
0.0013768	0.01225	0.0088905	0.0055652	0.0012224	0.0002373	
0.0013807	0.01221	0.0089999	0.005561	0.0012309	0.00023691	
0.0013845	0.01217	0.0091029	0.0055566	0.0012394	0.0002365	
0.0013886	0.012131	0.0091694	0.0055496	0.0012406	0.00023615	
0.0013925	0.012091	0.0092304	0.0055423	0.0012416	0.00023579	
0.0013966	0.012053	0.0092851	0.0055346	0.0012428	0.00023544	
0.0014009	0.012016	0.0093338	0.0055266	0.001244	0.0002351	
0.0014055	0.011981	0.0093767	0.0055183	0.0012452	0.00023477	
0.00141	0.011945	0.0094143	0.0055097	0.0012465	0.00023443	
0.0014143	0.011908	0.0094464	0.0055007	0.0012476	0.00023408	
0.0014189	0.011873	0.0094845	0.0054924	0.0012489	0.00023373	
0.0014234	0.011837	0.0095166	0.0054837	0.0012501	0.00023337	
0.001428	0.011802	0.0095428	0.0054747	0.0012513	0.00023303	
0.0014326	0.011767	0.0095635	0.0054653	0.0012526	0.00023267	
0.001437	0.011731	0.0095783	0.0054556	0.0012538	0.00023229	
0.0014413	0.011694	0.0095994	0.0054465	0.0012549	0.0002319	
0.0014459	0.011659	0.0096139	0.0054371	0.0012561	0.00023152	
0.0014507	0.011625	0.009635	0.0054283	0.0012574	0.00023116	
0.0014554	0.01159	0.0096625	0.0054202	0.0012587	0.00023078	
0.00146	0.011555	0.0096845	0.0054118	0.0012599	0.00023039	
0.0014644	0.011519	0.0097006	0.005403	0.001261	0.00022998	
0.0014687	0.011482	0.0099246	0.0053854	0.0012623	0.00022959	
0.0014728	0.011444	0.01014	0.0053673	0.0012635	0.00022918	
0.0014771	0.011408	0.010367	0.0053502	0.0012647	0.00022878	
0.0014813	0.01137	0.010586	0.0053326	0.001266	0.00022837	
0.0014854	0.011332	0.010797	0.0053146	0.0012672	0.00022794	
0.0014898	0.011296	0.011018	0.0052974	0.0012684	0.00022753	
0.0014939	0.011259	0.011231	0.0052798	0.0012696	0.0002271	
0.001498	0.011221	0.011436	0.0052617	0.0012708	0.00022665	
0.0015023	0.011185	0.011652	0.0052445	0.001272	0.00022622	
0.0015069	0.01115	0.01188	0.0052283	0.0012732	0.00022577	
0.0015114	0.011115	0.0121	0.0052116	0.0012743	0.0002253	
0.0015161	0.01108	0.012332	0.0051958	0.0012755	0.00022485	
0.0015206	0.011046	0.012555	0.0051796	0.0012767	0.00022438	
0.0015254	0.011012	0.012789	0.0051642	0.0012779	0.00022392	
0.0015301	0.010978	0.013016	0.0051484	0.0012791	0.00022345	
0.0015347	0.010944	0.013254	0.0051335	0.0012803	0.00022296	
0.0015391	0.010909	0.013485	0.0051182	0.0012814	0.00022246	
0.0015438	0.010875	0.013727	0.0051037	0.0012826	0.00022197	
0.0015484	0.010841	0.013962	0.0050888	0.0012838	0.00022147	
0.0015529	0.010806	0.01419	0.0050737	0.0012849	0.00022095	
0.0015576	0.010772	0.014428	0.0050592	0.0012861	0.00022045	
0.0015621	0.010738	0.014659	0.0050443	0.0012872	0.00021993	
0.0015666	0.010703	0.014884	0.0050292	0.0012883	0.0002194	
0.0015711	0.010668	0.015102	0.0050138	0.0012894	0.00021885	
0.0015757	0.010634	0.014986	0.0049998	0.0012906	0.00021832	
0.0015802	0.010599	0.014865	0.0049855	0.0012917	0.00021778	
0.0015847	0.010564	0.014738	0.0049709	0.0012928	0.00021722	
0.0015891	0.010529	0.014606	0.0049561	0.0012939	0.00021665	
0.0015936	0.010494	0.014481	0.0049419	0.001295	0.00021609	
0.0015982	0.01046	0.014352	0.0049275	0.0012961	0.00021552	
0.0016028	0.010426	0.014229	0.0049137	0.0012972	0.00021496	
0.0016075	0.010392	0.014102	0.0048997	0.0012984	0.00021439	
0.001612	0.010357	0.01397	0.0048854	0.0012994	0.0002138	
0.0016165	0.010322	0.013845	0.0048718	0.0013005	0.0002132	
0.0016209	0.010287	0.013715	0.0048579	0.0013016	0.00021259	
0.0016252	0.010251	0.013579	0.0048438	0.0013026	0.00021197	
0.0016294	0.010215	0.013439	0.0048294	0.0013036	0.00021134	
0.0016339	0.010179	0.013306	0.0048156	0.0013046	0.00021072	
0.0016385	0.010145	0.013179	0.0048025	0.0013057	0.0002101	
0.0016349	0.010115	0.013059	0.0047899	0.0012992	0.00020962	
0.0016312	0.010084	0.012934	0.0047771	0.0012925	0.00020913	
0.0016275	0.010053	0.012803	0.004764	0.0012859	0.00020863	
0.0016237	0.010021	0.012668	0.0047507	0.0012792	0.00020812	
0.0016201	0.0099908	0.012539	0.004738	0.0012726	0.00020762	
0.0016166	0.0099612	0.012416	0.0047258	0.0012661	0.00020712	
0.0016131	0.0099311	0.012289	0.0047134	0.0012595	0.00020661	
0.0016097	0.0099021	0.012168	0.0047016	0.0012531	0.00020611	
0.0016065	0.0098739	0.012053	0.0046903	0.0012467	0.00020562	
0.0016032	0.0098454	0.011934	0.0046789	0.0012402	0.00020512	
0.0016001	0.0098179	0.011822	0.004668	0.0012339	0.00020462	
0.0015971	0.0097912	0.011715	0.0046576	0.0012276	0.00020413	
0.0015943	0.0097653	0.011629	0.0046066	0.0012214	0.00020365	
0.0015916	0.0097403	0.011549	0.0045572	0.0012152	0.00020318	
0.0015891	0.009716	0.011474	0.0045094	0.0012092	0.00020272	
0.0015713	0.0096928	0.011404	0.0044631	0.0012031	0.00020226	
0.0015533	0.0096692	0.01133	0.0044162	0.0011971	0.00020179	
0.0015352	0.0096452	0.011251	0.0043688	0.001191	0.00020131	
0.001517	0.0096209	0.011168	0.0043208	0.0011849	0.00020082	
0.0014992	0.0095974	0.01109	0.0042744	0.0011789	0.00020033	
0.0014818	0.0095747	0.011017	0.0042294	0.001173	0.00019986	
0.0014643	0.0095517	0.01094	0.0041839	0.001167	0.00019937	
0.0014465	0.0095283	0.010858	0.0041377	0.0011609	0.00019887	
0.0014293	0.0095057	0.010782	0.0040932	0.001155	0.00019837	
0.0014125	0.0094839	0.010701	0.004048	0.0011491	0.00019789	
0.0013956	0.0094619	0.010615	0.0040022	0.0011432	0.00019739	
0.0013785	0.0094394	0.010524	0.0039559	0.0011373	0.00019689	
0.0013612	0.0094166	0.010429	0.003909	0.0011313	0.00019637	
0.0013438	0.0093935	0.01033	0.0038614	0.0011253	0.00019584	
0.0013268	0.0093712	0.010236	0.0038155	0.0011194	0.00019531	
0.0013103	0.0093498	0.010148	0.0037713	0.0011135	0.0001948	
0.0012944	0.0092452	0.010067	0.0037288	0.0011077	0.0001943	
0.0012784	0.0091395	0.0099804	0.0036856	0.0011019	0.00019378	
0.0012621	0.0090328	0.0098892	0.0036419	0.0010961	0.00019326	
0.0012464	0.0089291	0.0098058	0.0035999	0.0010903	0.00019274	
0.0012304	0.0088242	0.0097174	0.0035573	0.0010845	0.00019221	
0.001215	0.0087223	0.0096227	0.0035137	0.0010788	0.00019169	
0.0011994	0.0086193	0.0095229	0.0034695	0.0010731	0.00019116	
0.0011835	0.0085152	0.009418	0.0034246	0.0010673	0.00019061	
0.0011682	0.0084137	0.0093191	0.0033813	0.0010616	0.00019008	
0.0011533	0.0083148	0.009226	0.0033395	0.001056	0.00018955	
0.0011388	0.0082185	0.0091387	0.0032994	0.0010504	0.00018903	
0.0011248	0.0081245	0.0090457	0.0032584	0.0010449	0.00018852	
0.0011106	0.0080295	0.0089471	0.0032167	0.0010394	0.000188	
0.0010968	0.0079371	0.0088552	0.0031766	0.0010339	0.00018749	
0.0010829	0.0078437	0.0087581	0.003136	0.0010285	0.00018696	
0.0010694	0.0077529	0.0086676	0.0030969	0.0010231	0.00018644	
0.0010564	0.0076648	0.0085835	0.0030595	0.0010177	0.00018594	
0.0010431	0.0075757	0.0085054	0.0030236	0.0010124	0.00018542	
0.0010297	0.0074853	0.0084217	0.002987	0.001007	0.00018489	
0.0010168	0.0073976	0.0083444	0.002952	0.0010017	0.00018437	
0.0010036	0.0073088	0.0082616	0.0029162	0.0009963	0.00018384	
0.00099081	0.0072223	0.0081844	0.0028818	0.00099101	0.00018331	
0.0009785	0.0071384	0.0081128	0.0028488	0.0009858	0.0001828	
0.000966	0.0070535	0.0080361	0.0028151	0.00098056	0.00018227	
0.00095391	0.006971	0.007965	0.0027828	0.00097539	0.00018175	
0.00094224	0.0068909	0.0079	0.002752	0.0009703	0.00018124	
0.00093039	0.0068099	0.00783	0.0027205	0.00096518	0.00018072	
0.00091836	0.0067277	0.0077663	0.0026904	0.00096001	0.00018019	
0.00090676	0.0066481	0.0077087	0.0026618	0.00095493	0.00017967	
0.00089497	0.0065675	0.0076568	0.0026343	0.0009498	0.00017913	
0.00088297	0.0064856	0.0075993	0.0026062	0.00094463	0.00017858	
0.00087075	0.0064025	0.0075363	0.0025775	0.00093942	0.00017801	
0.00085898	0.006322	0.0074794	0.0025501	0.00093429	0.00017746	
0.00084701	0.0062404	0.007428	0.0025239	0.00092912	0.00017689	
0.00083545	0.0061611	0.0073819	0.0024987	0.00092403	0.00017634	
0.00082369	0.0060808	0.0073301	0.002473	0.00091889	0.00017577	
0.00081233	0.0060028	0.0072835	0.0024483	0.00091383	0.0001752	
0.00080076	0.0059235	0.0072315	0.0024231	0.00090873	0.00017463	
0.00078957	0.0058466	0.0071846	0.0023989	0.0009037	0.00017406	
0.00077818	0.0057684	0.0071429	0.0023758	0.00089862	0.00017348	
0.0007672	0.0056928	0.0071061	0.0023536	0.00089363	0.00017291	
0.00075605	0.0056161	0.0070645	0.002331	0.0008886	0.00017233	
0.00074471	0.0055383	0.007018	0.0023079	0.00088352	0.00017173	
0.00073317	0.0054594	0.0069662	0.0022843	0.00087841	0.00017112	
0.00072201	0.0053828	0.0069088	0.0022601	0.00087337	0.00017052	
0.00071065	0.0053049	0.006846	0.0022354	0.00086828	0.0001699	
0.00069966	0.0052293	0.0067883	0.0022116	0.00086327	0.0001693	
0.00068903	0.0051558	0.0067353	0.0021889	0.00085832	0.0001687	
0.00067874	0.0050844	0.0066771	0.0021656	0.00085345	0.00016811	
0.00066827	0.0050119	0.0066137	0.0021418	0.00084854	0.00016751	
0.00065762	0.0049383	0.006545	0.0021175	0.00084358	0.0001669	
0.00064679	0.0048637	0.0064712	0.0020926	0.00083858	0.00016627	
0.00063633	0.0047914	0.0064029	0.0020689	0.00083366	0.00016565	
0.00062621	0.004721	0.0063393	0.0020461	0.00082881	0.00016504	
0.00061591	0.0046496	0.0062706	0.0020228	0.00082392	0.00016441	
0.00060544	0.0045772	0.0061968	0.001999	0.00081898	0.00016377	
0.00059478	0.0045038	0.0061287	0.0019763	0.00081401	0.00016312	
0.0005845	0.0044325	0.0060659	0.0019546	0.00080911	0.00016248	
0.00057458	0.0043635	0.0060082	0.0019339	0.00080429	0.00016185	
0.0005645	0.0042935	0.0059551	0.001914	0.00079942	0.00016121	
0.00055478	0.0042257	0.0059069	0.001895	0.00079464	0.00016057	
0.00054491	0.004157	0.0058543	0.0018757	0.00078982	0.00015992	
0.00053535	0.0040901	0.0058063	0.0018574	0.00078506	0.00015929	
0.00052609	0.0040251	0.0057623	0.0018398	0.00078037	0.00015866	
0.00051713	0.0039619	0.0057224	0.0018229	0.00077574	0.00015803	
0.00050802	0.0038978	0.0056779	0.0018056	0.00077108	0.0001574	
0.00049921	0.0038356	0.0056378	0.0017891	0.00076648	0.00015677	
0.00049028	0.0037726	0.0055935	0.0017723	0.00076185	0.00015614	
0.00048166	0.0037115	0.0055439	0.001755	0.00075729	0.00015551	
0.00047248	0.0036466	0.0054983	0.0017385	0.0007528	0.00015489	
0.00046361	0.0035837	0.0054571	0.0017227	0.00074837	0.00015428	
0.00045461	0.00352	0.0054117	0.0017065	0.00074391	0.00015366	
0.00044588	0.0034579	0.00537	0.0016911	0.0007395	0.00015304	
0.00043744	0.0033976	0.0053322	0.0016762	0.00073516	0.00015244	
0.00042925	0.0033389	0.005298	0.001662	0.00073088	0.00015184	
0.00042094	0.0032795	0.0052597	0.0016475	0.00072657	0.00015123	
0.00041251	0.0032193	0.0052172	0.0016327	0.00072222	0.0001506	
0.00040435	0.0031608	0.0051787	0.0016185	0.00071793	0.00014999	
0.00039646	0.0031039	0.0051439	0.0016049	0.00071371	0.00014938	
0.00038901	0.0030501	0.0051049	0.001591	0.00070945	0.00014876	
0.00038181	0.0029977	0.0050696	0.0015778	0.00070525	0.00014815	
0.00037451	0.0029447	0.0050305	0.0015643	0.00070102	0.00014752	
0.00036711	0.0028912	0.0049874	0.0015505	0.00069676	0.00014689	
0.00035961	0.002837	0.0049405	0.0015365	0.00069247	0.00014624	
0.00035232	0.0027843	0.0048969	0.0015231	0.00068824	0.0001456	
0.00034493	0.0027308	0.0048491	0.0015094	0.00068397	0.00014494	
0.00033742	0.0026767	0.004797	0.0014954	0.00067967	0.00014428	
0.00033016	0.0026241	0.0047489	0.001482	0.00067544	0.00014362	
0.00032313	0.002573	0.0047046	0.0014692	0.00067126	0.00014297	
0.00031632	0.0025232	0.0046636	0.0014569	0.00066714	0.00014233	
0.00030939	0.0024727	0.0046183	0.0014443	0.00066298	0.00014167	
0.00030267	0.0024236	0.0045764	0.0014323	0.00065888	0.00014103	
0.00029583	0.0023738	0.0045301	0.0014199	0.00065474	0.00014037	
0.00028887	0.0023231	0.0044793	0.0014073	0.00065057	0.00013969	
0.00028178	0.0022718	0.004433	0.0013953	0.00064636	0.000139	
0.00027493	0.0022219	0.0043817	0.001383	0.00064221	0.00013832	
0.00027487	0.0021698	0.0043343	0.0013712	0.00063802	0.00013763	
0.00027474	0.0021668	0.0042826	0.0013592	0.0006338	0.00013692	
0.00027468	0.0021641	0.0042352	0.0013478	0.00062964	0.00013623	
0.00027468	0.0021617	0.0041914	0.0013368	0.00062554	0.00013554	
0.00027475	0.0021597	0.0041511	0.0013264	0.00062149	0.00013485	
0.00027477	0.0021574	0.0041063	0.0013157	0.00061741	0.00013416	
0.00027474	0.0021549	0.004057	0.0013047	0.00061329	0.00013345	
0.00027467	0.0021522	0.0040036	0.0012935	0.00060924	0.00013275	
0.00027456	0.0021493	0.003946	0.001282	0.00060515	0.00013204	
0.00027451	0.0021467	0.0038918	0.001271	0.00060112	0.00013134	
0.00027453	0.0021445	0.0038414	0.0012606	0.00059715	0.00013064	
0.00027461	0.0021426	0.0037942	0.0012506	0.00059323	0.00012995	
0.00027464	0.0021405	0.0037427	0.0012403	0.00058928	0.00012925	
0.00027475	0.0021387	0.0036948	0.0012306	0.00058539	0.00012856	
0.00027492	0.0021373	0.0036505	0.0012213	0.00058156	0.00012788	
0.00027516	0.0021363	0.0036096	0.0012124	0.00057778	0.0001272	
0.00027536	0.002135	0.0035649	0.0012034	0.00057398	0.00012651	
0.00027563	0.0021342	0.003516	0.0011941	0.00057023	0.00012584	
0.00027596	0.0021337	0.0034707	0.0011853	0.00056654	0.00012517	
0.00027637	0.0021335	0.0034295	0.001177	0.0005629	0.0001245	
0.00027684	0.0021337	0.0033916	0.001169	0.00055932	0.00012385	
0.00027738	0.0021342	0.0033568	0.0011615	0.00055579	0.0001232	
0.00027799	0.0021351	0.0033246	0.0011543	0.00055232	0.00012257	
0.00027535	0.0021363	0.0032951	0.0011475	0.00054888	0.00012193	
0.00027266	0.0021373	0.0032616	0.0011404	0.00054542	0.00012129	
0.00027007	0.0021387	0.0032311	0.0011338	0.00054201	0.00012065	
0.00026758	0.0021404	0.0032035	0.0011274	0.00053865	0.00012002	
0.00026518	0.0021424	0.0031785	0.0011214	0.00053533	0.0001194	
0.00026287	0.0021447	0.0031495	0.0011153	0.00053207	0.00011878	
0.00026065	0.0021474	0.003123	0.0011094	0.00052885	0.00011817	
0.00025851	0.0021504	0.0030989	0.0011038	0.00052567	0.00011757	
0.00025646	0.0021537	0.003077	0.0010985	0.00052254	0.00011697	
0.00025447	0.0021573	0.003057	0.0010935	0.00051944	0.00011638	
0.00025255	0.0021611	0.0030386	0.0010886	0.00051639	0.00011579	
0.00025069	0.0021653	0.0030219	0.001084	0.00051336	0.00011521	
0.0002488	0.0021692	0.0030022	0.0010793	0.00051032	0.00011461	
0.00024698	0.0021735	0.0029844	0.0010749	0.00050732	0.00011402	
0.00024512	0.0021776	0.0029635	0.0010703	0.00050429	0.00011342	
0.00024333	0.002182	0.0029445	0.001066	0.0005013	0.00011283	
0.00024161	0.0021867	0.0029273	0.0010619	0.00049835	0.00011224	
0.00023985	0.0021913	0.0029072	0.0010577	0.00049538	0.00011164	
0.00023816	0.0021962	0.0028886	0.0010537	0.00049244	0.00011104	
0.00023643	0.0022008	0.0028668	0.0010497	0.00048949	0.00011043	
0.00023476	0.0022058	0.002847	0.0010458	0.00048657	0.00010983	
0.00023316	0.0022111	0.0028291	0.0010422	0.00048368	0.00010924	
0.00023163	0.0022167	0.0028078	0.0010384	0.00048084	0.00010864	
0.00023015	0.0022226	0.0027885	0.0010349	0.00047803	0.00010805	
0.00022875	0.0022071	0.0027708	0.0010316	0.00047525	0.00010747	
0.0002274	0.0021919	0.0027547	0.0010285	0.00047251	0.00010689	
0.00022611	0.0021773	0.0027405	0.0010256	0.00046981	0.00010632	
0.00022487	0.002163	0.0027279	0.0010228	0.00046714	0.00010575	
0.0002236	0.0021485	0.002712	0.00102	0.00046444	0.00010517	
0.00022239	0.0021345	0.002698	0.0010174	0.00046179	0.00010459	
0.00022124	0.0021209	0.0026859	0.001015	0.00045916	0.00010402	
0.00022006	0.0021071	0.0026706	0.0010125	0.00045652	0.00010344	
0.00021893	0.0020937	0.0026572	0.0010102	0.00045391	0.00010286	
0.00021787	0.0020807	0.0026458	0.0010081	0.00045135	0.00010229	
0.00021677	0.0020676	0.0026312	0.001006	0.00044875	0.00010171	
0.00021573	0.0020549	0.0026187	0.001004	0.0004462	0.00010113	
0.00021466	0.0020419	0.0026027	0.0010019	0.00044362	0.00010054	
0.00021365	0.0020295	0.0025828	0.0009997	0.00044109	9.9959e-05	
0.0002127	0.0020174	0.0025648	0.00099769	0.00043859	9.9382e-05	
0.0002117	0.0020051	0.002549	0.00099589	0.00043606	9.8792e-05	
0.00021067	0.0019926	0.0025296	0.00099398	0.0004335	9.8191e-05	
0.0002097	0.0019805	0.0025128	0.0009923	0.00043099	9.7596e-05	
0.00020869	0.0019682	0.0024986	0.00099087	0.00042845	9.6989e-05	
0.00020764	0.0019556	0.0024806	0.0009893	0.00042589	9.6369e-05	
0.00020654	0.0019427	0.0024591	0.00098763	0.00042329	9.5736e-05	
0.00020552	0.0019304	0.0024401	0.00098618	0.00042074	9.5111e-05	
0.00020456	0.0019185	0.0024233	0.00098495	0.00041815	9.447e-05	
0.00020366	0.001907	0.0024085	0.00098393	0.0004156	9.3834e-05	
0.00020273	0.0018954	0.0023902	0.0009828	0.00041303	9.3187e-05	
0.00020186	0.0018842	0.0023682	0.00098153	0.0004105	9.2546e-05	
0.00020105	0.0018735	0.0023487	0.00098051	0.00040801	9.1913e-05	
0.00020032	0.0018632	0.0023442	0.00097193	0.00040556	9.1287e-05	
0.00019965	0.0018534	0.0023362	0.00096313	0.00040316	9.0668e-05	
0.00019893	0.0018434	0.0023307	0.00095479	0.00040072	9.0036e-05	
0.00019828	0.0018338	0.0023272	0.00094683	0.00039833	8.9409e-05	
0.00019432	0.0018256	0.0023196	0.00093862	0.00039597	8.879e-05	
0.00019048	0.0018178	0.0023138	0.00093076	0.00039365	8.8175e-05	
0.00018658	0.0018099	0.0023048	0.00092275	0.0003913	8.7549e-05	
0.0001828	0.0018022	0.0022975	0.00091507	0.00038899	8.6927e-05	
0.00017913	0.0017949	0.0022915	0.00090768	0.00038671	8.6309e-05	
0.00017554	0.0017878	0.0022865	0.00090057	0.00038445	8.5694e-05	
0.00017191	0.0017806	0.0022787	0.00089332	0.00038218	8.5068e-05	
0.00016838	0.0017737	0.0022722	0.00088636	0.00037993	8.4446e-05	
0.00016494	0.001767	0.0022668	0.00087966	0.00037771	8.3827e-05	
0.00016146	0.0017602	0.0022587	0.00087286	0.00037547	8.3197e-05	
0.00015807	0.0017537	0.0022517	0.00086631	0.00037326	8.2571e-05	
0.00015477	0.0017475	0.0022458	0.00086001	0.00037107	8.1947e-05	
0.00015142	0.0017411	0.0022373	0.00085361	0.00036887	8.1314e-05	
0.00014817	0.0017349	0.0022298	0.00084745	0.00036669	8.0683e-05	
0.00014487	0.0017287	0.0022196	0.00084119	0.0003645	8.0043e-05	
0.00014166	0.0017227	0.0022104	0.00083517	0.00036233	7.9405e-05	
0.00013841	0.0017165	0.0021987	0.00082906	0.00036015	7.8758e-05	
0.00013525	0.0017107	0.0021881	0.00082319	0.00035799	7.8114e-05	
0.00013215	0.001705	0.0021783	0.00081752	0.00035585	7.7471e-05	
0.00012903	0.0016993	0.0021659	0.00081176	0.0003537	7.6819e-05	
0.00012598	0.0016937	0.0021546	0.00080624	0.00035157	7.617e-05	
0.00012302	0.0016885	0.0021444	0.00080093	0.00034947	7.5523e-05	
0.00012013	0.0016835	0.0021354	0.00079585	0.00034739	7.4879e-05	
0.00011731	0.0016787	0.0021273	0.00079097	0.00034534	7.4237e-05	
0.00011456	0.0016742	0.0021204	0.00078632	0.00034331	7.3597e-05	
0.00011189	0.0016699	0.0021144	0.00078188	0.0003413	7.296e-05	
0.00010928	0.0016659	0.0021095	0.00077762	0.00033932	7.2325e-05	
0.00010674	0.0016621	0.002106	0.00077357	0.00033736	7.1693e-05	
0.00010428	0.0016586	0.0021038	0.00076973	0.00033543	7.1064e-05	
0.00010188	0.0016553	0.0021028	0.00076607	0.00033353	7.0438e-05	
9.9438e-05	0.0016519	0.0021034	0.00076263	0.0003316	6.9801e-05	
9.696e-05	0.0016483	0.0021011	0.0007591	0.00032966	6.9154e-05	
9.4558e-05	0.001645	0.0021003	0.00075577	0.00032774	6.851e-05	
9.223e-05	0.001642	0.0021012	0.00075265	0.00032585	6.787e-05	
8.9975e-05	0.0016393	0.0021038	0.00074973	0.00032399	6.7235e-05	
8.7786e-05	0.0016368	0.0021082	0.00074701	0.00032216	6.6602e-05	
8.5661e-05	0.0016346	0.002114	0.00074448	0.00032035	6.5973e-05	
8.3599e-05	0.0016327	0.0021215	0.00074212	0.00031857	6.5346e-05	
8.1605e-05	0.0016311	0.0021256	0.00073967	0.00031682	6.4724e-05	
7.957e-05	0.0016292	0.0023124	0.00073592	0.00031504	6.4091e-05	
7.7496e-05	0.0016273	0.0024941	0.00073207	0.00031325	6.3446e-05	
7.5483e-05	0.0016255	0.0026817	0.00072842	0.00031148	6.2805e-05	
7.3432e-05	0.0016236	0.0028642	0.00072466	0.00030969	6.2153e-05	
7.1441e-05	0.001622	0.0030528	0.00072111	0.00030792	6.1504e-05	
6.9515e-05	0.0016207	0.0032486	0.00071778	0.00030619	6.0859e-05	
6.7652e-05	0.0016196	0.0034521	0.00071466	0.00030448	6.0218e-05	
6.5849e-05	0.0016189	0.0036635	0.00071175	0.0003028	5.9581e-05	
6.4106e-05	0.0016184	0.0038834	0.00070905	0.00030115	5.8948e-05	
6.2415e-05	0.0016182	0.0041113	0.00070653	0.00029952	5.8318e-05	
6.0775e-05	0.0016183	0.0043475	0.00070419	0.00029792	5.769e-05	
5.9185e-05	0.0016187	0.0045926	0.00070204	0.00029634	5.7066e-05	
5.7652e-05	0.0016193	0.0052462	0.0006966	0.00029479	5.6446e-05	
5.6083e-05	0.0016198	0.0058857	0.00069102	0.00029323	5.5815e-05	
5.457e-05	0.0016206	0.0065528	0.00068573	0.00029168	5.5189e-05	
5.3022e-05	0.0016212	0.0072055	0.00068031	0.00029012	5.4551e-05	
5.144e-05	0.0016216	0.007844	0.00067475	0.00028854	5.3902e-05	
4.9822e-05	0.0016219	0.008511	0.00066949	0.00028694	5.3241e-05	
4.826e-05	0.0016225	0.0092075	0.0006645	0.00028536	5.2585e-05	
4.6664e-05	0.0016228	0.0098886	0.00065938	0.00028377	5.1918e-05	
4.4944e-05	0.0016225	0.010597	0.00065452	0.0002822	5.1254e-05	
4.3184e-05	0.001622	0.011289	0.00064951	0.0002806	5.0579e-05	
4.1483e-05	0.0016218	0.012011	0.00064476	0.00027904	4.9908e-05	
3.9839e-05	0.0016219	0.012765	0.00064028	0.0002775	4.9241e-05	
3.8156e-05	0.0016218	0.013501	0.00063566	0.00027594	4.8562e-05	
3.6438e-05	0.0016215	0.014221	0.00063092	0.00027437	4.7872e-05	
3.4776e-05	0.0016215	0.014973	0.00062643	0.00027281	4.7186e-05	
3.317e-05	0.0016218	0.01576	0.0006222	0.00027129	4.6504e-05	
3.1617e-05	0.0016225	0.016582	0.00061822	0.00026979	4.5826e-05	
3.0116e-05	0.0016235	0.017381	0.00061408	0.00026833	4.5153e-05	
2.8578e-05	0.0016243	0.018159	0.00060979	0.00026684	4.4467e-05	
2.7006e-05	0.0016249	0.018919	0.00060538	0.00026532	4.377e-05	
2.5486e-05	0.0016258	0.019715	0.00060123	0.00026384	4.3078e-05	
2.4017e-05	0.0016271	0.020556	0.00059735	0.00026239	4.2389e-05	
2.2626e-05	0.0016129	0.021434	0.00059369	0.00026096	4.1705e-05	
2.1276e-05	0.0015992	0.022287	0.00058988	0.00025956	4.1023e-05	
1.9971e-05	0.001586	0.023181	0.00058631	0.00025818	4.0346e-05	
1.8709e-05	0.0015733	0.024117	0.00058298	0.00025683	3.9673e-05	
1.7414e-05	0.0015604	0.025029	0.00057952	0.00025546	3.8987e-05	
1.6084e-05	0.0015471	0.026334	0.00056891	0.00025407	3.829e-05	
1.4724e-05	0.0015336	0.027612	0.00055801	0.00025265	3.7581e-05	
1.3402e-05	0.0015205	0.028946	0.00054757	0.00025126	3.6876e-05	
1.2046e-05	0.0015072	0.030247	0.00053686	0.00024985	3.6158e-05	
1.0733e-05	0.0014943	0.031609	0.00052665	0.00024846	3.5444e-05	
9.461e-06	0.001482	0.033036	0.00051692	0.0002471	3.4734e-05	
8.1563e-06	0.0014693	0.034533	0.00050767	0.00024572	3.4012e-05	
